,month_year,numusers,tool_name_version
7614, 2020-06 ,      125, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         / CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
7615, 2020-06 ,      120,charts/1.0.1                                                                                   
7616, 2020-06 ,      120, csv_to_tabular                                                                                                                         / csv_to_tabular                                                                                                                         
7617, 2020-06 ,      119,table_annovar/0.2                                                                   
7618, 2020-06 ,      116,cuffdiff/2.2.1.5                                                                         
7619, 2020-06 ,      115,bedtools_intersectbed/2.29.0                                                                 
7620, 2020-06 ,      114,fasterq_dump/2.10.7+galaxy1                                                                 
7621, 2020-06 ,      112,deeptools_plot_heatmap/3.3.2.0.1                                         
7622, 2020-06 ,      110, CONVERTER_fasta_to_tabular                                                                                                             / CONVERTER_fasta_to_tabular                                                                                                             
7623, 2020-06 ,      109,sam_merge2/1.2.0                                                                        
7624, 2020-06 ,      107,tp_cat/0.1.0                                                                    
7625, 2020-06 ,      105,picard_CleanSam/2.18.2.1                                                                   
7626, 2020-06 ,      104,samtools_merge/1.9                                                                     
7627, 2020-06 ,      103,varscan_mpileup/2.4.3.1                                                               
7628, 2020-06 ,      102,samtools_rmdup/2.0.1                                                               
7629, 2020-06 ,      100,fastp/0.19.5+galaxy1                                                                            
7630, 2020-06 ,       97,snpEff_download/4.3+T.galaxy2                                                                  
7631, 2020-06 ,       94,cuffmerge/2.2.1.1                                                                       
7632, 2020-06 ,       94, tabular_to_csv                                                                                                                         / tabular_to_csv                                                                                                                         
7633, 2020-06 ,       90, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  / CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
7634, 2020-06 ,       89,trinity/2.9.1                                                                                 
7635, 2020-06 ,       89,fastp/0.20.1+galaxy0                                                                            
7636, 2020-06 ,       87,samtools_flagstat/2.0.3                                                         
7637, 2020-06 ,       86,unicycler/0.4.8.0                                                                           
7638, 2020-06 ,       85, comp1                                                                                                                                  / comp1                                                                                                                                  
7639, 2020-06 ,       84,volcanoplot/0.0.3                                                                         
7640, 2020-06 ,       82,ncbi_blastn_wrapper/0.3.3                                                         
7641, 2020-06 ,       80,bam_to_sam/2.0.1                                                                       
7642, 2020-06 ,       80, Remove beginning1                                                                                                                      / Remove beginning1                                                                                                                      
7643, 2020-06 ,       79,ggplot2_heatmap2/3.0.1                                                               
7644, 2020-06 ,       79,samtools_stats/2.0.2+galaxy2                                                       
7645, 2020-06 ,       79,gops_intersect_1/1.0.0                                                                  
7646, 2020-06 ,       78,cshl_fastq_quality_filter/1.0.2+galaxy0                                      
7647, 2020-06 ,       78,quast/5.0.2+galaxy1                                                                             
7648, 2020-06 ,       75,ncbi_acc_download/0.2.5+galaxy0                                                     
7649, 2020-06 ,       74, CONVERTER_fasta_to_fai                                                                                                                 / CONVERTER_fasta_to_fai                                                                                                                 
7650, 2020-06 ,       73,limma_voom/3.38.3+galaxy3                                                                  
7651, 2020-06 ,       72,clustalw/2.1                                                                             
7652, 2020-06 ,       72,samtools_view/1.9+galaxy1                                                               
7653, 2020-06 ,       69,rna_star/2.7.2b                                                                             
7654, 2020-06 ,       69,snpSift_extractFields/4.3+t.galaxy0                                                           
7655, 2020-06 ,       66,fastq_groomer/1.1.1                                                                 
7656, 2020-06 ,       66, wig_to_bigWig                                                                                                                          / wig_to_bigWig                                                                                                                          
7657, 2020-06 ,       65,cshl_fastq_to_fasta/1.0.2                                                          
7658, 2020-06 ,       65,picard_SortSam/2.18.2.1                                                                    
7659, 2020-06 ,       64,samtools_idxstats/2.0.3                                                         
7660, 2020-06 ,       63,annotatemyids/3.7.0+galaxy1                                                             
7661, 2020-06 ,       63,get_flanks1/1.0.0                                                                      
7662, 2020-06 ,       63,snpEff_build_gb/4.3+T.galaxy4                                                                  
7663, 2020-06 ,       61,table_annovar/0.1                                                                   
7664, 2020-06 ,       61,bwa_mem/0.7.15.1                                                                              
7665, 2020-06 ,       60,fasterq_dump/2.10.4+galaxy1                                                                 
7666, 2020-06 ,       59,shovill/1.0.4+galaxy0                                                                         
7667, 2020-06 ,       59,picard_MarkDuplicates/2.7.1.1                                                              
7668, 2020-06 ,       59,samtool_filter2/1.1.2                                                             
7669, 2020-06 ,       59,varscan/0.1                                                                     
7670, 2020-06 ,       58, sra_source                                                                                                                             / sra_source                                                                                                                             
7671, 2020-06 ,       57,bedtools_getfastabed/2.29.0                                                                  
7672, 2020-06 ,       57,fastq_paired_end_joiner/2.0.1.1+galaxy0                                   
7673, 2020-06 ,       57,tp_easyjoin_tool/1.1.2                                                          
7674, 2020-06 ,       56,samtools_sort/2.0.3                                                                 
7675, 2020-06 ,       56,sam_dump/2.10.4+galaxy1                                                                     
7676, 2020-06 ,       56, Grep1                                                                                                                                  / Grep1                                                                                                                                  
7677, 2020-06 ,       55,samtools_mpileup/2.1.3                                                           
7678, 2020-06 ,       55,Add_a_column1/1.2.0                                                                  
7679, 2020-06 ,       55,collection_column_join/0.0.3                                                   
7680, 2020-06 ,       54,bamtools/2.4.0.0                                                                         
7681, 2020-06 ,       53,stringtie_merge/2.1.1                                                                       
7682, 2020-06 ,       53,minimap2/2.17+galaxy0                                                                        
7683, 2020-06 ,       53,chipseeker/1.18.0+galaxy1                                                              
7684, 2020-06 ,       52, Convert characters1                                                                                                                    / Convert characters1                                                                                                                    
7685, 2020-06 ,       52,salmon/0.14.1.2                                                                          
7686, 2020-06 ,       52,tp_head_tool/1.1.0                                                              
7687, 2020-06 ,       51,annotatemyids/3.7.0+galaxy2                                                             
7688, 2020-06 ,       51,deeptools_plot_correlation/3.3.2.0.0                                 
7689, 2020-06 ,       51,ncbi_makeblastdb/0.3.3                                                            
7690, 2020-06 ,       51,bcftools_mpileup/1.10                                                                
7691, 2020-06 ,       51,samtools_fastx/1.9+galaxy1                                                             
7692, 2020-06 ,       50,tab2fasta/1.1.1                                                                  
7693, 2020-06 ,       50, CONVERTER_interval_to_bed12_0                                                                                                          / CONVERTER_interval_to_bed12_0                                                                                                          
7694, 2020-06 ,       49,deeptools_multi_bam_summary/3.3.2.0.0                               
7695, 2020-06 ,       49,bwa_mem/0.1                                                                                   
7696, 2020-06 ,       49, CONVERTER_gff_to_bed_0                                                                                                                 / CONVERTER_gff_to_bed_0                                                                                                                 
7697, 2020-06 ,       49, CONVERTER_bed_to_gff_0                                                                                                                 / CONVERTER_bed_to_gff_0                                                                                                                 
7698, 2020-06 ,       48,varscan/2.4.2                                                                   
7699, 2020-06 ,       47,picard_AddOrReplaceReadGroups/1.126.0                                                      
7700, 2020-06 ,       47,gffread/2.2.1.2                                                                           
7701, 2020-06 ,       45,fastq_paired_end_deinterlacer/1.1.5                                 
7702, 2020-06 ,       45,freebayes/0.4                                                                           
7703, 2020-06 ,       45,kraken/1.3.1                                                                               
7704, 2020-06 ,       45, Show beginning1                                                                                                                        / Show beginning1                                                                                                                        
7705, 2020-06 ,       44,rbc_mafft/7.221.3                                                                           
7706, 2020-06 ,       44,bamFilter/0.0.1                                                                   
7707, 2020-06 ,       44,picard_MarkDuplicates/1.126.0                                                              
7708, 2020-06 ,       44, CONVERTER_bed_to_bgzip_0                                                                                                               / CONVERTER_bed_to_bgzip_0                                                                                                               
7709, 2020-06 ,       43,Extract genomic DNA 1/3.0.3+galaxy2                                               
7710, 2020-06 ,       43,macs2_predictd/2.1.1.20160309.1                                                                 
7711, 2020-06 ,       43,picard_MergeSamFiles/1.126.0                                                               
7712, 2020-06 ,       43,abyss-pe/2.2.3                                                                                  
7713, 2020-06 ,       43, CONVERTER_fasta_to_len                                                                                                                 / CONVERTER_fasta_to_len                                                                                                                 
7714, 2020-06 ,       42,velveth/1.2.10.1                                                                           
7715, 2020-06 ,       42,mothur_unique_seqs/1.39.5.0                                                        
7716, 2020-06 ,       42, CONVERTER_bed_to_fli_0                                                                                                                 / CONVERTER_bed_to_fli_0                                                                                                                 
7717, 2020-06 ,       42,lofreq_call/2.1.4+galaxy2                                                                 
7718, 2020-06 ,       41, CONVERTER_len_to_linecount                                                                                                             / CONVERTER_len_to_linecount                                                                                                             
7719, 2020-06 ,       41,fasta2tab/1.1.1                                                                  
7720, 2020-06 ,       41,deeptools_bam_compare/3.3.2.0.0                                           
7721, 2020-06 ,       41,bcftools_plugin_counts/1.10+galaxy1                                            
7722, 2020-06 ,       41,picard_CleanSam/1.126.0                                                                    
7723, 2020-06 ,       41,bedtools_bamtobed/2.29.0                                                                     
7724, 2020-06 ,       41,fasta-stats/1.0.1                                                                         
7725, 2020-06 ,       40,fastq_to_fasta_python/1.1.5                                                          
7726, 2020-06 ,       40,bcftools_norm/1.10                                                                      
7727, 2020-06 ,       40,tp_replace_in_column/1.1.3                                                      
7728, 2020-06 ,       40,mothur_summary_seqs/1.39.5.0                                                      
7729, 2020-06 ,       40,jbrowse/1.16.8+galaxy1                                                                        
7730, 2020-06 ,       39,taxonomy_krona_chart/2.6.1.1                                                    
7731, 2020-06 ,       39,velvetoptimiser/2.2.6                                                       
7732, 2020-06 ,       39,deeptools_plot_profile/3.3.2.0.0                                         
7733, 2020-06 ,       39,sam_dump/2.10.7+galaxy1                                                                     
7734, 2020-06 ,       39,fastq_quality_trimmer/1.1.5                                              
7735, 2020-06 ,       39,mothur_make_contigs/1.39.5.0                                                      
7736, 2020-06 ,       38,rseqc_infer_experiment/2.6.4.1                                                               
7737, 2020-06 ,       38,mothur_screen_seqs/1.39.5.0                                                        
7738, 2020-06 ,       38,cshl_fastx_trimmer/1.0.2+galaxy0                                                    
7739, 2020-06 ,       38,sam_dump/2.10.7+galaxy0                                                                     
7740, 2020-06 ,       38,fastqc/0.63                                                                                
7741, 2020-06 ,       38,roary/3.13.0                                                                                    
7742, 2020-06 ,       37,mothur_align_seqs/1.39.5.0                                                          
7743, 2020-06 ,       37,qualimap_bamqc/2.2.2d+galaxy1                                                          
7744, 2020-06 ,       37, CONVERTER_vcf_to_bgzip_0                                                                                                               / CONVERTER_vcf_to_bgzip_0                                                                                                               
7745, 2020-06 ,       37,fasta_compute_length/1.0.3                                                   
7746, 2020-06 ,       37,snpEff_databases/4.3+T.galaxy2                                                                 
7747, 2020-06 ,       37,deg_annotate/1.1.0                                                                       
7748, 2020-06 ,       37,tp_sort_header_tool/1.1.1                                                       
7749, 2020-06 ,       35,bamleftalign/1.3.1                                                                      
7750, 2020-06 ,       35,vcf2tsv/1.0.0_rc3+galaxy0                                                                 
7751, 2020-06 ,       35,bcftools_call/1.10                                                                      
7752, 2020-06 ,       34,sam_pileup/1.1.3                                                                       
7753, 2020-06 ,       34,tab2fasta/1.1.0                                                                  
7754, 2020-06 ,       34,fastq_stats/1.1.5                                                                     
7755, 2020-06 ,       34,vcfallelicprimitives/1.0.0_rc3+galaxy0                                       
7756, 2020-06 ,       34,picard_NormalizeFasta/2.18.2.1                                                             
7757, 2020-06 ,       34,rgweblogo3/3.5.0                                                                         
7758, 2020-06 ,       33,allele_counts_1/1.3.2                                                                  
7759, 2020-06 ,       33,goseq/1.36.0+galaxy0                                                                            
7760, 2020-06 ,       33,mothur_count_seqs/1.39.5.0                                                          
7761, 2020-06 ,       32,fasttree/2.1.10+galaxy1                                                                      
7762, 2020-06 ,       32,samtools_depth/1.9                                                                     
7763, 2020-06 ,       32,iqtree/1.5.5.3                                                                                 
7764, 2020-06 ,       32,naive_variant_caller/0.0.4                                               
7765, 2020-06 ,       32,cuffdiff/2.2.1.3                                                                         
7766, 2020-06 ,       32,gtftobed12/357                                                                             
7767, 2020-06 ,       32,fasta2tab/1.1.0                                                                  
7768, 2020-06 ,       32,deeptools_bigwig_compare/3.3.2.0.0                                     
7769, 2020-06 ,       31,velvetg/1.2.10.1                                                                           
7770, 2020-06 ,       30,mothur_chimera_vsearch/1.39.5.1                                                
7771, 2020-06 ,       30,sam_to_bam/2.1.1                                                                       
7772, 2020-06 ,       30,snippy/4.5.0                                                                                   
7773, 2020-06 ,       29,diffbind/2.10.0                                                                        
7774, 2020-06 ,       29,ggplot2_heatmap/2.2.1                                                                 
7775, 2020-06 ,       29,Kraken2Tax/1.2                                                                         
7776, 2020-06 ,       29,tp_sorted_uniq/1.1.0                                                            
7777, 2020-06 ,       29, CONVERTER_fasta_to_2bit                                                                                                                / CONVERTER_fasta_to_2bit                                                                                                                
7778, 2020-06 ,       28,tp_grep_tool/1.1.1                                                              
7779, 2020-06 ,       28,fastq_paired_end_interlacer/1.2.0.1+galaxy0                           
7780, 2020-06 ,       28,mothur_pre_cluster/1.39.5.0                                                        
7781, 2020-06 ,       28, CONVERTER_vcf_to_tabix_0                                                                                                               / CONVERTER_vcf_to_tabix_0                                                                                                               
7782, 2020-06 ,       27,tp_multijoin_tool/1.1.1                                                         
7783, 2020-06 ,       27,mummer_nucmer/4.0.0beta2+galaxy0                                                        
7784, 2020-06 ,       27,gffcompare/0.11.2                                                                          
7785, 2020-06 ,       27,deeptools_multi_bigwig_summary/3.3.2.0.0                         
7786, 2020-06 ,       27,ncbi_blastp_wrapper/0.3.3                                                         
7787, 2020-06 ,       27, CONVERTER_bed_to_tabix_0                                                                                                               / CONVERTER_bed_to_tabix_0                                                                                                               
7788, 2020-06 ,       26,cummeRbund/2.16.0                                                                      
7789, 2020-06 ,       26,bedtools_sortbed/2.29.0                                                                      
7790, 2020-06 ,       26,mothur_filter_seqs/1.39.5.0                                                        
7791, 2020-06 ,       26,bedtools_genomecoveragebed/2.29.0                                                            
7792, 2020-06 ,       26,collapse_dataset/4.2                                                             
7793, 2020-06 ,       26,snpsift_vartype/4.3+t.galaxy0                                                                 
7794, 2020-06 ,       25,gatk4_mutect2/4.1.4.0+galaxy2                                                           
7795, 2020-06 ,       25,datamash_ops/1.1.0                                                                       
7796, 2020-06 ,       25,ebi_search_rest_results/0.1.1                                                 
7797, 2020-06 ,       25,goenrichment/2.0.1                                                                       
7798, 2020-06 ,       25, CONVERTER_bedgraph_to_bigwig                                                                                                           / CONVERTER_bedgraph_to_bigwig                                                                                                           
7799, 2020-06 ,       24,cshl_fastq_quality_boxplot/1.0.1                                            
7800, 2020-06 ,       24,tp_tail_tool/1.1.0                                                              
7801, 2020-06 ,       24,fastq_filter/1.1.5                                                                   
7802, 2020-06 ,       24, Show tail1                                                                                                                             / Show tail1                                                                                                                             
7803, 2020-06 ,       24,meme_meme/5.0.5.0                                                                           
7804, 2020-06 ,       24, CONVERTER_gff_to_interval_index_0                                                                                                      / CONVERTER_gff_to_interval_index_0                                                                                                      
7805, 2020-06 ,       24,deeptools_plot_pca/3.3.2.0.0                                                 
7806, 2020-06 ,       24,kallisto_quant/0.46.0.4                                                                
7807, 2020-06 ,       23,mothur_classify_seqs/1.39.5.0                                                    
7808, 2020-06 ,       23,rna_star/2.6.0b-1                                                                           
7809, 2020-06 ,       23, gff2bed1                                                                                                                               / gff2bed1                                                                                                                               
7810, 2020-06 ,       23,ggplot2_pca/2.2.1                                                                         
7811, 2020-06 ,       23,megahit/1.1.3.4                                                                               
7812, 2020-06 ,       23,bedtools_mergebed/2.29.0                                                                     
7813, 2020-06 ,       22,fasta_filter_by_length/1.2                                                 
7814, 2020-06 ,       22,deeptools_plot_fingerprint/3.3.2.0.0                                 
7815, 2020-06 ,       22, CONVERTER_ref_to_seq_taxomony                                                                                                          / CONVERTER_ref_to_seq_taxomony                                                                                                          
7816, 2020-06 ,       22,cshl_fastx_clipper/1.0.3+galaxy0                                                    
7817, 2020-06 ,       22,vcfcombine/1.0.0_rc3+galaxy0                                                           
7818, 2020-06 ,       22,tp_replace_in_line/1.1.2                                                        
7819, 2020-06 ,       22,bcftools_merge/1.10                                                                    
7820, 2020-06 ,       22, wc_gnu                                                                                                                                 / wc_gnu                                                                                                                                 
7821, 2020-06 ,       22,gatk_unified_genotyper/0.0.6                                                    
7822, 2020-06 ,       22,build_ucsc_custom_track_1/1.0.0                                                 
7823, 2020-06 ,       21,augustus/3.3.3                                                                         
7824, 2020-06 ,       21,gatk_realigner_target_creator/0.0.4                                      
7825, 2020-06 ,       21,mothur_remove_seqs/1.39.5.0                                                        
7826, 2020-06 ,       21,vcffilter2/1.0.0_rc1+galaxy1                                                            
7827, 2020-06 ,       21,cufflinks/2.2.1.0                                                                       
7828, 2020-06 ,       21, CONVERTER_gff_to_fli_0                                                                                                                 / CONVERTER_gff_to_fli_0                                                                                                                 
7829, 2020-06 ,       21,maker/2.31.10+galaxy1                                                                           
7830, 2020-06 ,       20,mothur_remove_lineage/1.39.5.0                                                  
7831, 2020-06 ,       20,prinseq/0.20.4                                                                                
7832, 2020-06 ,       20, addValue                                                                                                                               / addValue                                                                                                                               
7833, 2020-06 ,       20,mothur_count_groups/1.39.5.0                                                      
7834, 2020-06 ,       20,cuffmerge/2.2.1.0                                                                       
7835, 2020-06 ,       20,newick_display/1.6+galaxy1                                                               
7836, 2020-06 ,       20,circos/0.69.8+galaxy4                                                                          
7837, 2020-06 ,       19,pilon/1.20.1                                                                                    
7838, 2020-06 ,       19,picard_CollectInsertSizeMetrics/2.18.2.1                                                   
7839, 2020-06 ,       19,tp_find_and_replace/1.1.3                                                       
7840, 2020-06 ,       19,rseqc_FPKM_count/2.6.4.1                                                                     
7841, 2020-06 ,       19,table_compute/0.9.2                                                                     
7842, 2020-06 ,       19,rseqc_geneBody_coverage/2.6.4.3                                                              
7843, 2020-06 ,       19,samtools_markdup/1.9+galaxy2                                                         
7844, 2020-06 ,       19,mothur_cluster_split/1.39.5.0                                                    
7845, 2020-06 ,       19,cshl_fastx_barcode_splitter/1.0.1                                          
7846, 2020-06 ,       18,trinity_align_and_estimate_abundance/2.9.1                       
7847, 2020-06 ,       18,fastq_join/1.1.2-806.1                                                                
7848, 2020-06 ,       18,transdecoder/3.0.1                                                                       
7849, 2020-06 ,       18,mummer_mummer/4.0.0beta2+galaxy0                                                        
7850, 2020-06 ,       18, liftOver1                                                                                                                              / liftOver1                                                                                                                              
7851, 2020-06 ,       18,fastq_paired_end_splitter/1.1.5                                         
7852, 2020-06 ,       18,bandage_image/0.8.1+galaxy2                                                                   
7853, 2020-06 ,       18,meme_chip/4.11.2+galaxy1                                                                    
7854, 2020-06 ,       18,bedtools_bamtobed/2.29.2                                                                     
7855, 2020-06 ,       18, ChangeCase                                                                                                                             / ChangeCase                                                                                                                             
7856, 2020-06 ,       17,ggplot2_point/2.2.1+galaxy2                                                             
7857, 2020-06 ,       17,mothur_taxonomy_to_krona/1.0                                                 
7858, 2020-06 ,       17,picard_MarkDuplicatesWithMateCigar/2.18.2.1                                                
7859, 2020-06 ,       17,fastq_manipulation/1.1.5                                                       
7860, 2020-06 ,       17,sra_pileup/2.10.3                                                                           
7861, 2020-06 ,       17,trinity_run_de_analysis/2.9.1                                                 
7862, 2020-06 ,       17,gops_subtract_1/1.0.0                                                                    
7863, 2020-06 ,       17,gatk_indel_realigner/0.0.6                                                        
7864, 2020-06 ,       17,pathview/1.24.0+galaxy0                                                                      
7865, 2020-06 ,       17,bedtools_closestbed/2.29.0                                                                   
7866, 2020-06 ,       17,tophat2/0.9                                                                               
7867, 2020-06 ,       17,progressivemauve/2015_02_13.0                                                        
7868, 2020-06 ,       17,mothur_classify_otu/1.39.5.0                                                      
7869, 2020-06 ,       17,rnaspades/3.9.0.1                                                                           
7870, 2020-06 ,       17,EMBOSS: pepstats71/5.0.0                                                                 
7871, 2020-06 ,       16,mothur_dist_seqs/1.39.5.0                                                            
7872, 2020-06 ,       16,cshl_fastx_quality_statistics/1.0.1                                      
7873, 2020-06 ,       16, bed2gff1                                                                                                                               / bed2gff1                                                                                                                               
7874, 2020-06 ,       16,gatk4_mutect2/4.1.7.0+galaxy02                                                          
7875, 2020-06 ,       16,bedtools_bedtobam/2.29.0                                                                     
7876, 2020-06 ,       16, Summary_Statistics1                                                                                                                    / Summary_Statistics1                                                                                                                    
7877, 2020-06 ,       16,bedtools_multiintersectbed/2.29.2                                                            
7878, 2020-06 ,       16,mothur_make_shared/1.39.5.0                                                        
7879, 2020-06 ,       16, CONVERTER_Bam_Bai_0                                                                                                                    / CONVERTER_Bam_Bai_0                                                                                                                    
7880, 2020-06 ,       16,sailfish/0.10.1.1                                                                      
7881, 2020-06 ,       16, __MERGE_COLLECTION__                                                                                                                   / __MERGE_COLLECTION__                                                                                                                   
7882, 2020-06 ,       16,kraken-translate/1.3.1                                                           
7883, 2020-06 ,       16,tp_uniq_tool/1.1.1                                                              
7884, 2020-06 ,       16,cshl_fastx_collapser/1.0.1                                                        
7885, 2020-06 ,       15,mothur_make_biom/1.39.5.0                                                            
7886, 2020-06 ,       15,bowtie2/2.3.4.2                                                                           
7887, 2020-06 ,       15,lastz_wrapper_2/1.3.2                                                                       
7888, 2020-06 ,       15,pipelign/0.2+galaxy0                                                                         
7889, 2020-06 ,       15,nanoplot/1.28.2+galaxy1                                                                      
7890, 2020-06 ,       15,samtools_slice_bam/2.0.1                                                       
7891, 2020-06 ,       15,fastq_trimmer/1.1.5                                                                 
7892, 2020-06 ,       15,pileup_parser/1.0.2                                                                 
7893, 2020-06 ,       15,kraken-report/1.3.1                                                                 
7894, 2020-06 ,       15,dexseq_count/1.28.1.0                                                                          
7895, 2020-06 ,       15,egsea/1.10.0                                                                                    
7896, 2020-06 ,       15,venn_list/0.1.1                                                                         
7897, 2020-06 ,       14,qualimap_rnaseq/2.2.2d+galaxy1                                                        
7898, 2020-06 ,       14, Count1                                                                                                                                 / Count1                                                                                                                                 
7899, 2020-06 ,       14,metaspades/3.9.0                                                                           
7900, 2020-06 ,       14, gene2exon1                                                                                                                             / gene2exon1                                                                                                                             
7901, 2020-06 ,       14, mergeCols1                                                                                                                             / mergeCols1                                                                                                                             
7902, 2020-06 ,       14,tximport/0.1                                                                                 
7903, 2020-06 ,       14,trinity_abundance_estimates_to_matrix/2.9.1                     
7904, 2020-06 ,       14,mothur_heatmap_sim/1.39.5.0                                                        
7905, 2020-06 ,       14,cuffcompare/2.2.1.1                                                                   
7906, 2020-06 ,       14,EMBOSS: needle56/5.0.0.1                                                                 
7907, 2020-06 ,       14,fastqc/0.72                                                                                
7908, 2020-06 ,       14,bedtools_sortbed/2.29.2                                                                      
7909, 2020-06 ,       14,histogram_rpy/1.0.3                                                                     
7910, 2020-06 ,       14,bcftools_stats/1.10                                                                    
7911, 2020-06 ,       14,bcftools_annotate/1.10                                                              
7912, 2020-06 ,       14,ncbi_blastx_wrapper/0.3.3                                                         
7913, 2020-06 ,       14,vcfvcfintersect/1.0.0_rc3+galaxy0                                                 
7914, 2020-06 ,       13, trimmer                                                                                                                                / trimmer                                                                                                                                
7915, 2020-06 ,       13,fastq_combiner/1.1.5                                                               
7916, 2020-06 ,       13,mothur_cluster/1.39.5.0                                                                
7917, 2020-06 ,       13,multiqc/1.7                                                                                   
7918, 2020-06 ,       13, __IMPORT_HISTORY__                                                                                                                     / __IMPORT_HISTORY__                                                                                                                     
7919, 2020-06 ,       13,fgsea/1.8.0+galaxy1                                                                             
7920, 2020-06 ,       13,ngsutils_bam_filter/0.5.9                                                         
7921, 2020-06 ,       13,fastq_to_tabular/1.1.5                                                           
7922, 2020-06 ,       13,mothur_venn/1.39.5.0                                                                      
7923, 2020-06 ,       13,freebayes/1.1.0.46-0                                                                    
7924, 2020-06 ,       13,vcfannotate/1.0.0_rc3+galaxy0                                                         
7925, 2020-06 ,       13,bcftools_view/1.10                                                                      
7926, 2020-06 ,       13,cuffcompare/2.2.1.0                                                                   
7927, 2020-06 ,       13,mothur_dist_shared/1.39.5.0                                                        
7928, 2020-06 ,       13,trimmomatic/0.36.5                                                                   
7929, 2020-06 ,       13,vcftools_annotate/0.1                                                           
7930, 2020-06 ,       13,snpSift_filter/4.3+t.galaxy0                                                                  
7931, 2020-06 ,       13,mothur_rarefaction_single/1.39.5.0                                          
7932, 2020-06 ,       13,fastqc/0.69                                                                                
7933, 2020-06 ,       13,miniasm/0.3+galaxy0                                                                           
7934, 2020-06 ,       12,deeptools_plot_enrichment/3.3.2.0.0                                   
7935, 2020-06 ,       12,seqtk_sample/1.3.2                                                                              
7936, 2020-06 ,       12, Paste1                                                                                                                                 / Paste1                                                                                                                                 
7937, 2020-06 ,       12,bedtools_multiintersectbed/2.29.0                                                            
7938, 2020-06 ,       12,flanking_features_1/4.0.1                                                       
7939, 2020-06 ,       12,gd_raxml/1.0.0                                                                
7940, 2020-06 ,       12,poretools_extract/0.6.1a1.0                                                         
7941, 2020-06 ,       12,bp_genbank2gff3/1.1                                                                   
7942, 2020-06 ,       12,picard_CASM/2.18.2.1                                                                       
