,total_cpu_time_seconds,num_jobs,tool_name_version
2021-11,14080,43,picard_CollectRnaSeqMetrics/2.18.2.2
2021-11,13809,24,rseqc_junction_annotation/2.6.4.1
2021-11,13727,16,khmer_abundance_distribution_single/3.0.0a3+galaxy2
2021-11,13567,73,macs2_bdgbroadcall/2.1.1.20160309.0
2021-11,13445,32,samtools_calmd/2.0.2
2021-11,13404,334,featurecounts/1.6.4+galaxy1
2021-11,13333,1217,snpSift_extractFields/4.3+t.galaxy0
2021-11,13270,1290,filter_tabular/3.3.0
2021-11,13153,508,fastq_join/1.1.2-806.1
2021-11,13117,1203,sort1/sort1
2021-11,13062,409,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
2021-11,12623,1501,Summary_Statistics1/Summary_Statistics1
2021-11,12593,4,msaboot/0.1.2
2021-11,12343,31,racon/1.3.1.1
2021-11,12310,128,pe_histogram/1.0.1
2021-11,12295,573,cat_multiple/0.2
2021-11,12234,15,fastq_groomer/1.0.4
2021-11,12078,6,deeptools_bam_coverage/2.5.0.0
2021-11,12069,985,cat1/cat1
2021-11,12063,11,mummerplot_wrapper/0.0.7
2021-11,11914,48,snpfreqplot/1.0+galaxy3
2021-11,11890,6,samtools_mpileup/2.0
2021-11,11868,638,seq_filter_by_id/0.2.7
2021-11,11726,1,cuffdiff/2.2.1.2
2021-11,11696,249,dada2_plotQualityProfile/1.20+galaxy0
2021-11,11567,73,pathview/1.24.0+galaxy0
2021-11,11564,343,fastq_to_tabular/1.1.5
2021-11,11471,10,hhsearch/3.2.0+galaxy0
2021-11,11359,62,picard_MarkDuplicatesWithMateCigar/2.18.2.1
2021-11,11349,1399,lofreq_filter/2.1.5+galaxy0
2021-11,11265,229,bedtools_subtractbed/2.30.0
2021-11,11235,11,search_gui/3.3.10.1
2021-11,11123,1224,vcfvcfintersect/1.0.0_rc3+galaxy0
2021-11,11007,828,tp_sed_tool/1.1.1
2021-11,10991,1313,tp_uniq_tool/1.1.1
2021-11,10989,601,csv_to_tabular/csv_to_tabular
2021-11,10903,66,tximport/0.1
2021-11,10897,900,Add_a_column1/1.6
2021-11,10829,56,rseqc_read_duplication/2.6.4
2021-11,10820,131,cshl_fastx_quality_statistics/1.0.1
2021-11,10638,14,samtool_filter2/1.1.2
2021-11,10359,407,mothur_count_seqs/1.39.5.0
2021-11,10334,74,featurecounts/1.6.4+galaxy2
2021-11,10164,29,macs2_bdgcmp/2.1.1.20160309.0
2021-11,10023,86,samtools_slice_bam/2.0.1
2021-11,10009,6,bamtools_split/2.4.0
2021-11,9959,824,comp1/comp1
2021-11,9938,302,jbrowse/1.16.11+galaxy1
2021-11,9938,346,vcfallelicprimitives/1.0.0_rc3+galaxy0
2021-11,9915,1238,tp_replace_in_line/1.1.2
2021-11,9776,5,roary/3.12.0+galaxy0
2021-11,9759,67,picard_CASM/2.18.2.1
2021-11,9742,235,dada2_removeBimeraDenovo/1.20+galaxy0
2021-11,9656,30,freebayes/0.4.1
2021-11,9543,224,dada2_mergePairs/1.20+galaxy0
2021-11,9431,1,deeptools_multi_bam_summary/3.1.2.0.0
2021-11,9178,8,sam2interval/1.0.2
2021-11,9114,177,kraken-translate/1.3.1
2021-11,9104,43,CONVERTER_fasta_to_bowtie_base_index/CONVERTER_fasta_to_bowtie_base_index
2021-11,8939,225,scanpy_inspect/1.7.1+galaxy0
2021-11,8859,15,seurat/3.2.2+galaxy0
2021-11,8787,3,bedtools_expandbed/2.30.0
2021-11,8679,78,anndata_import/0.7.5+galaxy0
2021-11,8675,79,bcftools_norm/1.10
2021-11,8667,189,Count1/Count1
2021-11,8623,13,hyphy_meme/2.5.31+galaxy2
2021-11,8599,86,mothur_dist_shared/1.39.5.0
2021-11,8557,903,bedtools_getfastabed/2.30.0
2021-11,8430,20,fastq_dump/2.10.8+galaxy0
2021-11,8384,950,datamash_ops/1.1.0
2021-11,8377,119,CONVERTER_interval_to_bgzip_0/CONVERTER_interval_to_bgzip_0
2021-11,8371,5,varscan_copynumber/2.4.3.2
2021-11,8356,181,picard_SamToFastq/2.18.2.2
2021-11,8320,445,tp_grep_tool/1.1.1
2021-11,8294,59,ruvseq/1.26.0+galaxy0
2021-11,8172,47,cshl_fastx_clipper/1.0.1
2021-11,8075,90,samtools_depth/1.9
2021-11,8039,238,dada2_plotComplexity/1.20+galaxy0
2021-11,7972,53,rseqc_bam_stat/2.6.4
2021-11,7971,260,stringtie_merge/2.1.1
2021-11,7898,13,bedtools_makewindowsbed/2.30.0
2021-11,7794,38,tp_split_on_column/0.2
2021-11,7676,3,blastxml_to_gapped_gff3/1.1
2021-11,7670,348,deeptools_plot_correlation/3.3.2.0.0
2021-11,7606,360,Convert characters1/Convert characters1
2021-11,7593,120,bcftools_filter/1.10
2021-11,7571,31,dada2_learnErrors/1.20+galaxy0
2021-11,7542,16,rseqc_junction_saturation/2.6.4.1
2021-11,7492,36,meme_fimo/5.0.5.0
2021-11,7460,63,__IMPORT_HISTORY__/__IMPORT_HISTORY__
2021-11,7244,871,mothur_taxonomy_to_krona/1.0
2021-11,7192,4,mothur_pca/1.39.5.0
2021-11,7182,232,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
2021-11,7117,355,medaka_variant/1.3.2+galaxy1
2021-11,7096,546,tp_cat/0.1.0
2021-11,7066,37,picard_artifact_metrics/2.18.2.1
2021-11,6984,82,sam_to_bam/2.1.1
2021-11,6919,119,intervene_upset/0.6.5
2021-11,6915,118,liftOver1/liftOver1
2021-11,6877,51,split_file_to_collection/0.5.0
2021-11,6862,10,hyphy_fubar/2.5.31+galaxy1
2021-11,6851,541,fasta2tab/1.1.1
2021-11,6805,16,vcfgeno2haplo/1.0.0_rc3+galaxy0
2021-11,6738,388,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
2021-11,6571,128,snpEff_build_gb/4.3+T.galaxy4
2021-11,6523,186,scanpy_filter/1.7.1+galaxy0
2021-11,6484,54,bamleftalign/1.1.0.46-0
2021-11,6335,158,mummer_mummer/4.0.0beta2+galaxy1
2021-11,6158,47,dropletutils/1.10.0+galaxy2
2021-11,6125,502,tp_easyjoin_tool/1.1.2
2021-11,6118,2,merqury/1.3
2021-11,6100,11,vcfcommonsamples/1.0.0_rc3+galaxy0
2021-11,6082,39,samtools_split/1.9
2021-11,5935,512,tab2fasta/1.1.1
2021-11,5927,27,macs2_bdgdiff/2.1.1.20160309.1
2021-11,5925,47,trinity_run_de_analysis/2.9.1
2021-11,5837,241,tp_head_tool/1.1.0
2021-11,5786,411,collection_column_join/0.0.3
2021-11,5767,318,table_compute/1.2.4+galaxy0
2021-11,5691,17,mothur_screen_seqs/1.39.5.0
2021-11,5689,7,deeptools_compute_matrix/2.5.0.0
2021-11,5647,17,seq_composition/0.0.5
2021-11,5645,97,bp_genbank2gff3/1.1
2021-11,5611,203,mothur_remove_lineage/1.39.5.0
2021-11,5599,75,macs2_bdgpeakcall/2.1.1.20160309.0
2021-11,5597,1,snippy/4.4.5+galaxy0
2021-11,5536,16,kraken-filter/1.3.1
2021-11,5526,1,snippy/4.4.5+galaxy1
2021-11,5514,552,tabular_to_csv/tabular_to_csv
2021-11,5392,132,mothur_sub_sample/1.39.5.0
2021-11,5282,47,ncbi_blastn_wrapper/0.3.3
2021-11,5244,14,length_and_gc_content/0.1.1
2021-11,5217,172,gffread/2.2.1.2
2021-11,5207,51,dada2_dada/1.20+galaxy0
2021-11,5165,608,samtools_idxstats/2.0.3
2021-11,5158,626,createInterval/createInterval
2021-11,5145,27,medaka_variant_pipeline/1.3.2+galaxy0
2021-11,5126,1,vcfaddinfo/1.0.0_rc3+galaxy0
2021-11,5115,52,vcfgenotypes/1.0.0_rc3+galaxy0
2021-11,5066,4,fasterq_dump/2.10.4
2021-11,5039,84,picard_FastqToSam/2.18.2.1
2021-11,5019,81,vcfannotate/1.0.0_rc3+galaxy0
2021-11,4969,127,Kraken2Tax/1.2
2021-11,4838,23,gmx_em/2020.2+galaxy0
2021-11,4819,559,replace_column_with_key_value_file/0.2
2021-11,4780,163,anndata_manipulate/0.7.5+galaxy0
2021-11,4745,43,scanpy_remove_confounders/1.7.1+galaxy0
2021-11,4743,327,fasta2tab/1.1.0
2021-11,4710,16,presto_pairseq/0.5.4
2021-11,4689,428,Remove beginning1/Remove beginning1
2021-11,4675,91,mlst/2.19.0
2021-11,4667,233,mergeCols1/mergeCols1
2021-11,4574,37,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
2021-11,4561,74,gffcompare/0.11.2
2021-11,4559,143,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
2021-11,4515,5,deeptools_bam_coverage/3.1.2.0.0
2021-11,4505,120,addValue/addValue
2021-11,4349,590,velveth/1.2.10.2
2021-11,4346,338,tp_multijoin_tool/1.1.1
2021-11,4323,32,bedtools_unionbedgraph/2.30.0
2021-11,4293,246,tp_awk_tool/1.1.2
2021-11,4258,125,mothur_rarefaction_single/1.39.5.0
2021-11,4228,204,mothur_classify_otu/1.39.5.0
2021-11,4191,72,vcfcombine/1.0.0_rc3+galaxy0
2021-11,4187,7,circos_wiggle_to_stacked/0.69.8+galaxy7
2021-11,4183,99,bedtools_bamtobed/2.29.2
2021-11,4144,14,kc-align/1.0.2
2021-11,4109,80,bcftools_stats/1.10
2021-11,4065,29,samtool_filter2/1.8
2021-11,4064,1,macs2_callpeak/2.1.1.20160309.0
2021-11,4059,215,bandage_image/0.8.1+galaxy3
2021-11,4041,200,snpEff_download/4.3+T.galaxy2
2021-11,4024,2,deeptools_compute_gc_bias/3.3.2.0.0
2021-11,4008,93,ggplot2_heatmap/2.2.1
2021-11,3953,86,vcfhethom/1.0.0_rc3+galaxy0
2021-11,3920,118,vcf2tsv/1.0.0_rc3+galaxy0
2021-11,3903,4,macs2_refinepeak/2.1.1.20160309.1
2021-11,3885,526,EMBOSS: extractseq35/5.0.0
2021-11,3878,10,blastxml_to_tabular/2.10.1+galaxy0
2021-11,3824,68,bedtools_genomecoveragebed/2.29.0
2021-11,3794,401,bcftools_consensus/1.10+galaxy1
2021-11,3712,115,mothur_get_groups/1.39.5.0
2021-11,3656,423,newick_display/1.6+galaxy1
2021-11,3607,118,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
2021-11,3595,3,diffbind/2.6.6.4
2021-11,3558,44,cuffcompare/2.2.1.2
2021-11,3486,62,goenrichment/2.0.1
2021-11,3483,79,mothur_make_group/1.39.5.0
2021-11,3473,4,bedtools_bamtofastq/2.27.0.0
2021-11,3397,26,Show tail1/Show tail1
2021-11,3367,4,basil/1.2.0
2021-11,3351,369,EMBOSS: geecee41/5.0.0
2021-11,3282,70,gff2bed1/gff2bed1
2021-11,3251,8,bamSplit/2.4.0
2021-11,3210,32,picard_CollectWgsMetrics/2.18.2.1
2021-11,3210,34,vsearch_clustering/2.8.3.0
2021-11,3139,117,CONVERTER_gff_to_interval_index_0/CONVERTER_gff_to_interval_index_0
2021-11,3088,159,trimmer/trimmer
2021-11,3036,6,bcftools_reheader/1.10
2021-11,2989,220,filter_by_fasta_ids/2.3
2021-11,2979,1,deeptools_multi_bam_summary/2.5.0.0
2021-11,2973,65,multiqc/1.8+galaxy1
2021-11,2966,2,fastq_trimmer/1.0.0
2021-11,2965,107,bedtools_coveragebed/2.22.1
2021-11,2920,25,bcftools_plugin_counts/1.4.0
2021-11,2914,1,anndata_export/0.7.5+galaxy0
2021-11,2903,161,bcftools_plugin_counts/1.10+galaxy1
2021-11,2886,12,picard_CollectGcBiasMetrics/2.18.2.1
2021-11,2857,10,plotly_parallel_coordinates_plot/0.2
2021-11,2837,148,collapse_dataset/5.1.0
2021-11,2836,55,trinity_abundance_estimates_to_matrix/2.9.1
2021-11,2823,178,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
2021-11,2808,259,mothur_make_shared/1.39.5.0
2021-11,2797,63,bedtools_coveragebed/2.30.0
2021-11,2775,10,CONVERTER_cram_to_bam_0/CONVERTER_cram_to_bam_0
2021-11,2750,72,taxonomy_krona_chart/2.7.1+galaxy0
2021-11,2729,173,CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0
2021-11,2708,101,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
2021-11,2667,323,mothur_heatmap_sim/1.39.5.0
2021-11,2656,80,presto_parselog/0.5.4
2021-11,2648,58,vcfbedintersect/1.0.0_rc3+galaxy0
2021-11,2644,4,EMBOSS: plotcon75/5.0.0.1
2021-11,2640,264,tp_sorted_uniq/1.1.0
2021-11,2617,11,vegan_diversity/2.4-3
2021-11,2612,148,pygenomeTracks/3.6
2021-11,2570,186,mothur_remove_seqs/1.39.5.0
2021-11,2549,2,vcfdistance/1.0.0_rc1+galaxy0
2021-11,2525,30,kraken_taxonomy_report/0.0.2
2021-11,2525,3,hyphy_fel/2.5.31+galaxy1
2021-11,2518,123,CONVERTER_gff_to_fli_0/CONVERTER_gff_to_fli_0
2021-11,2498,2,rna_star/2.7.7a
2021-11,2487,67,cshl_fastx_renamer/0.0.11
2021-11,2462,70,snpsift_vartype/4.3+t.galaxy0
2021-11,2455,58,histogram_rpy/1.0.4
2021-11,2450,13,master2pgSnp/master2pgSnp
2021-11,2413,84,vcffilter2/1.0.0_rc1+galaxy2
2021-11,2399,124,filtlong/0.2.0+galaxy1
2021-11,2372,248,tp_sort_header_tool/1.1.1
2021-11,2370,18,jcvi_gff_stats/0.8.4
2021-11,2369,189,cshl_fastx_trimmer/1.0.0
2021-11,2358,173,Paste1/Paste1
2021-11,2291,6,bamFilter/0.0.1
2021-11,2266,2,fastq_quality_trimmer/1.0.0
2021-11,2256,14,exomedepth/1.1.0
2021-11,2209,22,samtools_fixmate/1.9
2021-11,2208,18,featureCoverage1/2.0.0
2021-11,2191,3,hisat2/2.0.3
2021-11,2186,77,mimodd_vcf_filter/0.1.9
2021-11,2186,130,deeptools_plot_pca/3.3.2.0.0
2021-11,2183,325,mothur_tree_shared/1.39.5.0
2021-11,2176,139,gtftobed12/357
2021-11,2157,23,kraken-mpa-report/1.2.4
2021-11,2156,148,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
2021-11,2149,7,trinity_super_transcripts/2.9.1
2021-11,2147,238,Show beginning1/Show beginning1
2021-11,2147,76,intervene_pairwise/0.6.5
2021-11,2129,7,mothur_make_contigs/1.39.5.0
2021-11,2111,67,fasta_concatenate0/0.0.1
2021-11,2089,98,samtools_markdup/1.9+galaxy3
2021-11,2079,130,compose_text_param/0.1.1
2021-11,2064,4,seqtk_mergefa/1.3.1
2021-11,2039,217,ChangeCase/ChangeCase
2021-11,2033,80,column_remove_by_header/0.0.1
2021-11,2028,7,hyphy_slac/2.5.31+galaxy1
2021-11,2026,180,bedtools_sortbed/2.30.0
2021-11,2024,55,poretools_extract/0.6.1a1.0
2021-11,2001,7,fastq_filter/1.1.1
2021-11,1985,141,bedtools_mergebed/2.30.0
2021-11,1982,61,bedtools_annotatebed/2.30.0
2021-11,1960,9,deeptools_multi_bigwig_summary/3.3.0.0.0
2021-11,1918,53,medaka_consensus/1.3.2+galaxy0
2021-11,1896,6,bedtools_bedtobam/2.29.2
2021-11,1889,27,regexColumn1/1.0.1
2021-11,1882,10,fastqc/0.64
2021-11,1862,125,list_spaln_tables/2.4.03+galaxy0
2021-11,1835,141,datamash_transpose/1.1.0
2021-11,1821,4,deeptools_compute_matrix/3.0.2.0
2021-11,1813,12,samtools_view/1.9
2021-11,1786,16,vcfannotategenotypes/1.0.0_rc3+galaxy0
2021-11,1777,232,cufflinks/2.2.1.2
2021-11,1769,10,bcftools_plugin_mendelian/1.10
2021-11,1767,69,wc_gnu/wc_gnu
2021-11,1761,6,snippy_clean_full_aln/4.5.0
2021-11,1753,3,deeptools_plot_enrichment/3.3.2.0.0
2021-11,1750,27,rbc_splitfasta/0.4.0
2021-11,1748,7,sam_bw_filter/1.0.0
2021-11,1745,165,tb_variant_filter/0.1.3+galaxy0
2021-11,1726,8,featurecounts/1.6.2
2021-11,1726,23,CONVERTER_wiggle_to_interval_0/CONVERTER_wiggle_to_interval_0
2021-11,1716,140,ggplot2_point/2.2.1+galaxy2
2021-11,1685,150,cshl_fastq_quality_boxplot/1.0.1
2021-11,1682,177,mothur_make_biom/1.39.5.0
2021-11,1677,34,circgraph/0.9-RC2
2021-11,1660,126,circos_tableviewer/0.69.8+galaxy7
2021-11,1623,117,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
2021-11,1612,152,tp_tail_tool/1.1.0
2021-11,1578,125,gops_concat_1/1.0.1
2021-11,1563,69,bcftools_view/1.10
2021-11,1557,22,bedtools_bedtoigv/2.30.0
2021-11,1555,10,bwa_mem/0.7.12.1
2021-11,1534,6,hyphy_bgm/2.5.31+galaxy2
2021-11,1523,29,bcftools_isec/1.10
2021-11,1502,50,limma_voom/3.38.3+galaxy3
2021-11,1484,107,bedtools_bedtobam/2.30.0
2021-11,1481,166,XY_Plot_1/1.0.2
2021-11,1477,157,gops_merge_1/1.0.0
2021-11,1472,26,umi_tools_count/0.5.5.1
2021-11,1456,162,CONVERTER_ref_to_seq_taxomony/CONVERTER_ref_to_seq_taxomony
2021-11,1446,54,bcftools_concat/1.10
2021-11,1429,27,plotdexseq/1.28.1.0
2021-11,1420,40,deeptools_plot_heatmap/3.1.2.0.1
2021-11,1414,16,snpSift_rmInfo/4.3+t.galaxy0
2021-11,1410,9,snpSift_vcfCheck/4.3+t.galaxy0
2021-11,1379,3,MAF_filter/MAF_filter
2021-11,1364,47,vcffixup/1.0.0_rc3+galaxy0
2021-11,1350,29,aggregate_scores_in_intervals2/aggregate_scores_in_intervals2
2021-11,1333,102,EMBOSS: wordcount109/5.0.0.1
2021-11,1330,39,snippy_core/4.6.0+galaxy0
2021-11,1311,1,macs2_randsample/2.1.1.20160309.1
2021-11,1290,6,bcftools_plugin_missing2ref/1.10
2021-11,1286,120,velvetg/1.2.10.2
2021-11,1286,1,cshl_fastx_trimmer/1.0.1
2021-11,1276,33,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
2021-11,1274,1,seqtk_dropse/1.3.1
2021-11,1272,2,samtools_rmdup/1.0.0
2021-11,1263,30,presto_parseheaders/0.5.4
2021-11,1259,65,pca1/1.0.2
2021-11,1256,1,deeptools_plot_fingerprint/2.5.0.0
2021-11,1255,13,poretools_hist/0.6.1a1.1
2021-11,1237,24,ggplot2_histogram/2.2.1+galaxy0
2021-11,1231,66,cshl_fastx_collapser/1.0.0
2021-11,1230,17,hyphy_strike_ambigs/2.5.31
2021-11,1214,99,bedtools_multiintersectbed/2.30.0
2021-11,1213,2,bioext_bealign/0.20.1+galaxy1
2021-11,1202,4,minimap2/2.17+galaxy0
2021-11,1188,3,idba_ud/1.1.3+galaxy1
2021-11,1172,13,poretools_winner/0.6.1a1.0
2021-11,1161,121,venn_list/0.1.1
2021-11,1157,147,velveth/1.2.10.1
2021-11,1157,52,Extract_features1/Extract_features1
2021-11,1140,7,table_annovar/0.1
2021-11,1135,68,snpEff_databases/4.3+T.galaxy2
2021-11,1118,36,mothur_chimera_vsearch/1.39.5.1
2021-11,1113,64,staramr_search/0.5.1
2021-11,1103,11,sequence_content_trimmer/0.1
2021-11,1094,71,vcfsort/1.0.0_rc3+galaxy0
2021-11,1092,7,cshl_fastq_quality_filter/1.0.2
2021-11,1083,5,heinz_visualization/0.1.1
2021-11,1074,4,iqtree/2.1.2+galaxy1
2021-11,1067,29,bcftools_annotate/1.10
2021-11,1065,21,deseq2/2.11.40.2
2021-11,1058,96,bedtools_genomecoveragebed/2.29.2
2021-11,1057,5,khmer_partition/3.0.0a3+galaxy2
2021-11,1056,118,EMBOSS: union105/5.0.0
2021-11,1050,5,msstats/3.22.0.0
2021-11,1049,26,dada2_makeSequenceTable/1.20+galaxy0
2021-11,1036,11,bcftools_plugin_impute_info/1.10
2021-11,1024,92,EMBOSS: needle56/5.0.0.1
2021-11,1021,105,bedtools_closestbed/2.30.0
2021-11,1020,6,plant_tribes_assembly_post_processor/1.0.3.0
2021-11,1006,90,cshl_fastx_barcode_splitter/1.0.0
2021-11,996,14,bcftools_plugin_setgt/1.10
2021-11,996,85,mothur_merge_files/1.39.5.0
2021-11,989,115,mothur_count_groups/1.39.5.0
2021-11,972,40,gmx_setup/2020.2+galaxy0
2021-11,964,12,gtf_filter_by_attribute_values_list/gtf_filter_by_attribute_values_list
2021-11,961,13,CONVERTER_Bam_Bai_0/CONVERTER_Bam_Bai_0
2021-11,958,72,mothur_remove_groups/1.39.5.0
2021-11,954,6,prestor_abseq3/0.5.4
2021-11,949,20,dada2_seqCounts/1.20+galaxy0
2021-11,940,55,picard_NormalizeFasta/2.18.2.1
2021-11,917,6,hyphy_cfel/2.5.31+galaxy1
2021-11,885,56,PlasFlow/1.0
2021-11,869,94,bedtools_shufflebed/2.30.0
2021-11,868,75,CONVERTER_interval_to_tabix_0/CONVERTER_interval_to_tabix_0
2021-11,858,5,presto_parseheaders/0.6.2
2021-11,852,2,taxonomy_krona_chart/2.0.0
2021-11,846,9,deseq2/2.11.40.6
2021-11,835,75,bed2gff1/bed2gff1
2021-11,830,8,picard_MergeBamAlignment/2.18.2.1
2021-11,827,66,mothur_reverse_seqs/1.39.5.0
2021-11,826,49,ucsc_table_direct_archaea1/ucsc_table_direct_archaea1
2021-11,826,2,make_families/2.15
2021-11,813,62,seqtk_subseq/1.3.1
2021-11,808,46,mimodd_map/0.1.9
2021-11,805,11,poretools_stats/0.6.1a1.0
2021-11,799,7,prokka/1.13
2021-11,787,74,tab2fasta/1.1.0
2021-11,787,11,model_prediction/1.0.8.3
2021-11,786,85,bedtools_windowbed/2.30.0
2021-11,778,41,scanpy_normalize/1.7.1+galaxy0
2021-11,771,73,fasta_compute_length/1.0.3
2021-11,770,14,mothur_trim_seqs/1.39.5.0
2021-11,762,31,hetbox/1.0
2021-11,755,22,cshl_fastx_renamer/0.0.14+galaxy1
2021-11,755,38,seqtk_sample/1.2.0
2021-11,750,74,taxonomy_krona_chart/2.6.1.1
2021-11,741,16,subtract_query1/0.1
2021-11,738,72,sina/1.7.2+galaxy0
2021-11,727,2,mimodd_covstats/0.1.9
2021-11,724,78,bedtools_slopbed/2.30.0
2021-11,714,22,cd_hit_dup/0.0.1
2021-11,713,32,multiqc/1.6
2021-11,705,80,allele_counts_1/1.3.2
2021-11,702,77,addName/0.2.0
2021-11,702,11,gops_coverage_1/1.0.0
2021-11,699,63,CONVERTER_fasta_to_len/CONVERTER_fasta_to_len
2021-11,697,82,bedtools_maskfastabed/2.30.0
2021-11,691,77,mothur_summary_single/1.39.5.2
2021-11,682,88,krona-text/1
2021-11,677,20,minimap2/2.17+galaxy2
2021-11,676,20,trinity_contig_exn50_statistic/2.9.1
2021-11,673,78,bcftools_consensus/1.10
2021-11,671,1,mothur_chimera_bellerophon/1.39.5.0
2021-11,670,7,count_gff_features/0.2
2021-11,670,9,picard_ValidateSamFile/2.18.2.1
2021-11,658,5,pretext_map/0.1.7+galaxy0
2021-11,651,27,tabular_to_fastq/1.1.5
2021-11,648,50,mummer_dnadiff/4.0.0beta2+galaxy1
2021-11,647,25,gff_filter_by_attribute/gff_filter_by_attribute
2021-11,647,58,CONVERTER_bed_to_fli_0/CONVERTER_bed_to_fli_0
2021-11,643,10,pizzly/0.37.3.1
2021-11,642,57,circos_gc_skew/0.69.8+galaxy7
2021-11,639,49,rgweblogo3/3.5.0
2021-11,630,34,samtools_flagstat/2.0.1
2021-11,614,17,fastqc/0.69
2021-11,608,5,crossmap_bam/0.5.2+galaxy0
2021-11,604,56,bandage_info/0.8.1+galaxy1
2021-11,603,30,bioext_bam2msa/0.20.1+galaxy0
2021-11,593,7,goseq/1.36.0+galaxy0
2021-11,592,24,bcftools_query/1.10
2021-11,590,25,Heatmap/2.2.2
2021-11,586,67,bedtools_jaccard/2.30.0
2021-11,585,51,miniasm/0.3_r179+galaxy0
2021-11,581,51,ggplot2_violin/2.2.1+galaxy0
2021-11,581,16,volcanoplot/0.0.3
2021-11,578,54,jbrowse_to_standalone/1.16.11+galaxy1
2021-11,576,3,hyphy_summary/1.1.0
2021-11,575,56,datamash_reverse/1.1.0
2021-11,570,32,snpEff_databases/4.3+T.galaxy1
2021-11,569,7,trimmomatic/0.36.3
2021-11,567,3,raceid_clustering/3.1
2021-11,564,22,bedtools_bamtobed/2.30.0
2021-11,556,6,trinity_filter_low_expr_transcripts/2.9.1
2021-11,549,41,circos_wiggle_to_scatter/0.69.8+galaxy7
2021-11,547,20,trimmomatic/0.32.3
2021-11,547,51,uniprot/0.2
2021-11,546,63,fasta-stats/1.0.1
2021-11,545,27,sklearn_numeric_clustering/1.0.8.3
2021-11,539,14,lofreq_call/2.1.3.1+galaxy1
2021-11,533,8,seqtk_mergepe/1.3.1
2021-11,533,52,Add_a_column1/1.5
2021-11,522,51,flanking_features_1/4.0.1
2021-11,519,62,CONVERTER_len_to_linecount/CONVERTER_len_to_linecount
2021-11,518,50,vcf2pgSnp/1.0.0
2021-11,512,53,get_flanks1/1.0.0
2021-11,510,53,fasplit/357
2021-11,503,1,flash/1.2.11.1
2021-11,502,12,_ensembl_gtf2gene_list/1.42.1+galaxy6
2021-11,500,26,bio_hansel/2.6.1+galaxy0
2021-11,498,24,keras_model_config/0.5.0
2021-11,486,1,deeptools_correct_gc_bias/3.3.2.0.0
2021-11,479,1,cuffdiff/0.0.7
2021-11,478,17,pangolin/3.1.11+galaxy0
2021-11,468,43,tbvcfreport/0.1.8+galaxy0
2021-11,463,4,picard_DownsampleSam/2.18.2.1
2021-11,460,23,gprofiler_gost/0.1.7+galaxy11
2021-11,459,6,presto_collapseseq/0.5.4
2021-11,442,22,bcftools_convert_to_vcf/1.10
2021-11,440,4,bwa_mem/0.7.15.1
2021-11,438,4,nanoplot/1.25.0+galaxy1
2021-11,437,25,CONVERTER_interval_to_bigwig_0/CONVERTER_interval_to_bigwig_0
2021-11,436,17,rseqc_mismatch_profile/2.6.4
2021-11,435,43,ncbi_blastdbcmd_wrapper/2.10.1+galaxy0
2021-11,432,45,EMBOSS: cusp17/5.0.0
2021-11,428,1,microsats_align1/1.0.0
2021-11,424,18,wiggle2simple1/wiggle2simple1
2021-11,423,7,cutadapt/1.16.1
2021-11,421,60,minimap2/2.20+galaxy1
2021-11,418,5,hyphy_fade/2.5.31+galaxy1
2021-11,417,16,gprofiler_snpense/0.1.7+galaxy11
2021-11,416,2,picard_ReorderSam/2.18.2.1
2021-11,412,3,raceid_inspecttrajectory/3.1
2021-11,411,10,limma_voom/3.48.0
2021-11,411,23,genomescope/2.0+galaxy1
2021-11,405,29,scatterplot_rpy/1.0.3
2021-11,405,48,bedtools_flankbed/2.30.0
2021-11,401,44,rseqc_RNA_fragment_size/2.6.4.1
2021-11,396,8,fastqc/0.63
2021-11,394,45,collapse_dataset/4.2
2021-11,389,21,mothur_rename_seqs/1.39.5.0
2021-11,384,47,EMBOSS: pepstats71/5.0.0
2021-11,383,37,velvetg/1.2.10.1
2021-11,382,16,fastqc/0.67
2021-11,382,43,cshl_fasta_formatter/1.0.1
2021-11,382,18,snpSift_geneSets/4.3.0
2021-11,376,24,table_compute/0.9.2
2021-11,374,12,ml_visualization_ex/1.0.8.3
2021-11,371,9,crosscontamination_barcode_filter/0.3
2021-11,371,42,generate_matrix_for_pca_and_lda1/1.0.0
2021-11,361,43,fasta_filter_by_length/1.1
2021-11,360,10,annotatemyids/3.12.0
2021-11,351,7,bcftools_gtcheck/1.10
2021-11,349,17,deeptools_plot_heatmap/2.5.0.0
2021-11,346,18,pygenomeTracks/3.5
