,total_cpu_time,num_jobs,tool_name_version
638,      499731650777030338.00000000000000 ,79.0,macs2_callpeak/2.1.0.20151222.0
639,      482114038432468970.00000000000000 ,146.0,bedtools_makewindowsbed/2.29.2
640,      480754259691565492.00000000000000 ,1698.0,bcftools_filter/1.10
641,      474784291951634761.00000000000000 ,9.0,hyphy_slac/2.5.29+galaxy0
642,      473049430362730581.00000000000000 ,4491.0,nanoplot/1.28.2+galaxy1
643,      468207279169526564.00000000000000 ,7521.0,tp_grep_tool/1.1.1
644,      464805914216917086.00000000000000 ,62320.0,snpSift_extractFields/4.3+t.galaxy0
645,      464722570455834077.00000000000000 ,4118.0,kc-align/1.0
646,      463358889854339778.00000000000000 ,127.0,kobas_annotate/2.1.1
647,      462410170712671057.00000000000000 ,80.0,dunovo/2.15
648,      461907501951057369.00000000000000 ,52311.0,lofreq_indelqual/2.1.5+galaxy0
649,      461459460344674505.00000000000000 ,373.0,macs2_bdgcmp/2.1.1.20160309.0
650,      459703198136109612.00000000000000 ,45.0,diffbind/2.6.5.0
651,      455201282449361706.00000000000000 ,2860.0,dada2_dada/1.14+galaxy0
652,      448235469474122645.00000000000000 ,13.0,varscan_somatic/2.4.3.5
653,      447138582382074893.00000000000000 ,450.0,vcffixup/1.0.0_rc3+galaxy0
654,      439604393165609696.00000000000000 ,11.0,hyphy_meme/2.5.9+galaxy0
655,      438709953240144291.00000000000000 ,3052.0,fgsea/1.8.0+galaxy1
656,      434598098204599368.00000000000000 ,4067.0,tp_sorted_uniq/1.1.0
657,      429006153461479260.00000000000000 ,574.0,pygenomeTracks/3.5
658,      427691721521173827.00000000000000 ,1929.0,velvetg/1.2.10.2
659,      422972143801938139.00000000000000 ,137.0,cshl_fastx_artifacts_filter/1.0.1
660,      419516880888818717.00000000000000 ,2349.0,picard_CASM/2.18.2.1
661,      410300214152304158.00000000000000 ,4744.0,mothur_trim_seqs/1.39.5.0
662,      407949373463532683.00000000000000 ,9395.0,mothur_make_fastq/1.39.5.0
663,      403632386124867412.00000000000000 ,2814.0,bedtools_bamtobed/2.29.0
664,      398332097576263719.00000000000000 ,245.0,rseqc_read_quality/2.6.4
665,      396559091734476095.00000000000000 ,7216.0,Count1/Count1
666,      394252499180394261.00000000000000 ,223.0,cuffmerge/0.0.6
667,      390230707968915197.00000000000000 ,197.0,sam_dump/2.10.7+galaxy1
668,      381477076197882000.00000000000000 ,12932.0,samtools_view/1.9+galaxy2
669,      377994502172464404.00000000000000 ,4969.0,collection_column_join/0.0.3
670,      375993133672069487.00000000000000 ,7883.0,lofreq_viterbi/2.1.3.1+galaxy1
671,      371537788096044454.00000000000000 ,7327.0,Add_a_column1/1.3.1
672,      367950245145677482.00000000000000 ,6.0,fastq_paired_end_joiner/1.0.0
673,      367316824154875682.00000000000000 ,563.0,mimodd_varreport/0.1.9
674,      366555037544405716.00000000000000 ,21.0,hisat2/2.0.5.1
675,      366479068882136989.00000000000000 ,49104.0,abricate/1.0.1
676,      365375293215103787.00000000000000 ,5959.0,tp_replace_in_column/1.1.3
677,      362204992718528439.00000000000000 ,633.0,mothur_cluster/1.39.5.0
678,      357741736343190854.00000000000000 ,2966.0,snpSift_annotate/4.3+t.galaxy1
679,      357453346854276184.00000000000000 ,140.0,dada2_assignTaxonomyAddspecies/1.14+galaxy0
680,      352854984052003616.00000000000000 ,188.0,trinotate/3.1.1
681,      352570618381957977.00000000000000 ,9.0,tophat2/0.7
682,      351489760623641247.00000000000000 ,2259.0,vcfallelicprimitives/1.0.0_rc3+galaxy0
683,      350051650539298408.00000000000000 ,87.0,macs2_callpeak/2.1.1.20160309.4
684,      345515824462232699.00000000000000 ,7677.0,Convert characters1/Convert characters1
685,      345412397889758184.00000000000000 ,260.0,tn93/1.0.4
686,      342702298162410408.00000000000000 ,56.0,mothur_get_communitytype/1.39.5.0
687,      342622518953343526.00000000000000 ,421.0,jcvi_gff_stats/0.8.4
688,      342290335771837740.00000000000000 ,50.0,nonpareil/3.1.1.0
689,      340639374856034852.00000000000000 ,181.0,mimodd_convert/0.1.9
690,      334122581546113732.00000000000000 ,631.0,tb_variant_filter/0.1.3+galaxy0
691,      332226698165399331.00000000000000 ,1562.0,vcfbedintersect/1.0.0_rc3+galaxy0
692,      331025328788641769.00000000000000 ,244.0,make_families/2.15
693,      324399202431526727.00000000000000 ,9518.0,multiqc/1.8+galaxy1
694,      324009102493466692.00000000000000 ,3.0,mothur_chimera_uchime/1.36.1.0
695,      315816314984228165.00000000000000 ,1842.0,mothur_screen_seqs/1.39.5.1
696,      314489560252049812.00000000000000 ,1867.0,bcftools_view/1.10
697,      310121497606275251.00000000000000 ,110.0,mothur_summary_shared/1.39.5.0
698,      305829455991655558.00000000000000 ,5627.0,qualimap_bamqc/2.2.2d+galaxy3
699,      304850726560760899.00000000000000 ,340.0,picard_ARRG/1.56.0
700,      302305338758525348.00000000000000 ,11.0,deeptools_correct_gc_bias/3.3.0.0.0
701,      301598375596405289.00000000000000 ,795.0,circgraph/0.9-RC2
702,      294657363527176054.00000000000000 ,3.0,hyphy_meme/2.5.26+galaxy0
703,      294370818948389856.00000000000000 ,213.0,macs2_callpeak/2.1.1.20160309.0
704,      293188382242135934.00000000000000 ,1159.0,fastq_to_tabular/1.1.1
705,      292653618290639924.00000000000000 ,811.0,rseqc_read_duplication/2.6.4
706,      292089140686944628.00000000000000 ,4145.0,dada2_filterAndTrim/1.16+galaxy0
707,      291205378272035976.00000000000000 ,4781.0,goseq/1.36.0+galaxy0
708,      290027559693020980.00000000000000 ,4434.0,kraken2/2.1.1+galaxy0
709,      288791597580724472.00000000000000 ,66.0,hgv_ldtools/hgv_ldtools
710,      285748201008534583.00000000000000 ,27.0,bowtie2/0.2
711,      285304250748930210.00000000000000 ,9111.0,gops_concat_1/1.0.1
712,      283761637409472463.00000000000000 ,431.0,samtools_sort/2.0.1
713,      283438617541037627.00000000000000 ,23141.0,tp_find_and_replace/1.1.3
714,      282954644432948569.00000000000000 ,6852.0,deg_annotate/1.1.0
715,      280335773579468549.00000000000000 ,1224.0,snpsift_vartype/4.3+t.galaxy0
716,      277824766657466364.00000000000000 ,443.0,trimmomatic/0.36.3
717,      277694175594265481.00000000000000 ,57.0,seqtk_randbase/1.3.1
718,      275880652749387287.00000000000000 ,4594.0,bedtools_bamtobed/2.29.2
719,      269391093814893410.00000000000000 ,119925.0,ucsc_table_direct1/ucsc_table_direct1
720,      269015625012166902.00000000000000 ,1340.0,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
721,      268201305442467614.00000000000000 ,988.0,freebayes/freebayes-0.9.14
722,      266936744401320513.00000000000000 ,495.0,macs2_bdgdiff/2.1.1.20160309.1
723,      263659406923559584.00000000000000 ,1452.0,picard_FastqToSam/2.18.2.1
724,      260955255592148760.00000000000000 ,372.0,mummer_mummerplot/4.0.0beta2+galaxy0
725,      257928882817791211.00000000000000 ,529.0,rseqc_junction_annotation/2.6.4.1
726,      256694129054891231.00000000000000 ,87.0,sam_dump/2.10.7+galaxy0
727,      256677870663702596.00000000000000 ,15.0,kc-align/0.1.5
728,      256290164240872654.00000000000000 ,34.0,hgv_gpass/hgv_gpass
729,      256126102976754838.00000000000000 ,238.0,sam_to_bam/1.1.2
730,      248530297342729504.00000000000000 ,503.0,seurat/3.2.2+galaxy0
731,      248529829290410214.00000000000000 ,17.0,maf_stats1/maf_stats1
732,      247836804272619762.00000000000000 ,736.0,EMBOSS: needle56/5.0.0.1
733,      247517078491499866.00000000000000 ,40.0,deeptools_multi_bigwig_summary/3.1.2.0.0
734,      247503689294347387.00000000000000 ,1217.0,fasta_concatenate0/0.0.1
735,      246038861969046179.00000000000000 ,95.0,deeptools_bam_pe_fragmentsize/3.3.0.0.0
736,      245908179498587579.00000000000000 ,262.0,trinity_super_transcripts/2.9.1
737,      241231071049145069.00000000000000 ,36.0,mut2read/2.0.0
738,      237454061397787385.00000000000000 ,103.0,dada2_removeBimeraDenovo/1.14+galaxy0
739,      236186569987446272.00000000000000 ,30.0,EMBOSS: prettyplot79/5.0.0.1
740,      235006678648202589.00000000000000 ,60.0,hyphy_slac/2.5.15+galaxy0
741,      234993917845248030.00000000000000 ,7606.0,snpSift_filter/4.3+t.galaxy0
742,      234682363556663372.00000000000000 ,112.0,bcftools_call/1.4.0
743,      232384552934195492.00000000000000 ,7549.0,tp_easyjoin_tool/1.1.2
744,      231844275511854394.00000000000000 ,5105.0,picard_CollectInsertSizeMetrics/2.18.2.1
745,      226985371346386641.00000000000000 ,84.0,hyphy_relax/2.5.29+galaxy0
746,      223904756701265165.00000000000000 ,55.0,deeptools_plot_coverage/2.5.0.0
747,      221476954494850938.00000000000000 ,11474.0,gops_subtract_1/1.0.0
748,      220891374108986247.00000000000000 ,443.0,picard_MarkDuplicates/2.18.2.1
749,      218231865658268853.00000000000000 ,900.0,flanking_features_1/4.0.1
750,      218183873565801666.00000000000000 ,1666.0,picard_DownsampleSam/2.18.2.1
751,      218102689382192867.00000000000000 ,31645.0,tp_cut_tool/1.1.0
752,      217357489013828551.00000000000000 ,4660.0,mergeCols1/mergeCols1
753,      211769701149740652.00000000000000 ,398.0,trinity_run_de_analysis/2.9.1
754,      210962299375826128.00000000000000 ,245.0,htseq_count/0.6.1galaxy1
755,      209551478691252163.00000000000000 ,3.0,hyphy_absrel/2.5.31+galaxy1
756,      209355289854703131.00000000000000 ,14281.0,vcfvcfintersect/1.0.0_rc3+galaxy0
757,      208335937846936125.00000000000000 ,347.0,kraken/1.2.4
758,      206225044999425371.00000000000000 ,9900.0,rseqc_infer_experiment/2.6.4.1
759,      204618233995361011.00000000000000 ,286.0,hyphy_slac/2.5.14+galaxy0
760,      196242230389186909.00000000000000 ,1705.0,bcftools_annotate/1.10
761,      194580310387244784.00000000000000 ,156.0,seqtk_seq/1.3.3
762,      193446721238848832.00000000000000 ,397.0,fastq_trimmer/1.0.0
763,      190277226871399798.00000000000000 ,492.0,picard_ReorderSam/2.18.2.1
764,      187030923214508760.00000000000000 ,4546.0,fastq_to_fasta_python/1.1.1
765,      184934750443153145.00000000000000 ,415.0,picard_CollectRnaSeqMetrics/2.18.2.1
766,      182574050946787837.00000000000000 ,10714.0,wig_to_bigWig/wig_to_bigWig
767,      180761664641745578.00000000000000 ,1131.0,jvarkit_wgscoverageplotter/20201223+galaxy0
768,      179713094307817139.00000000000000 ,418.0,ggplot2_histogram/2.2.1+galaxy0
769,      178861068758960707.00000000000000 ,204.0,mothur_reverse_seqs/1.39.5.0
770,      178790134528555017.00000000000000 ,1547.0,column_remove_by_header/0.0.1
771,      177937073113914858.00000000000000 ,52.0,feelnc/0.2
772,      176258070439606306.00000000000000 ,521.0,macs2_filterdup/2.1.1.20160309.1
773,      175958539825882458.00000000000000 ,4.0,hyphy_fade/2.5.31+galaxy1
774,      174053657112199776.00000000000000 ,336.0,intervene_pairwise/0.6.4
775,      172925274178803374.00000000000000 ,85.0,EMBOSS: splitter92/5.0.0.1
776,      172369027642816419.00000000000000 ,17.0,gffread/0.11.6.0
777,      171694385716886592.00000000000000 ,40.0,deeptools_bam_coverage/2.2.2.0
778,      171142422370585863.00000000000000 ,872.0,lofreq_viterbi/2.1.4+galaxy1
779,      171005950878735674.00000000000000 ,1381.0,samtool_filter2/1.1.2
780,      167811948261754764.00000000000000 ,1149.0,mothur_dist_shared/1.39.5.0
781,      163905085879572729.00000000000000 ,5746.0,multiqc/1.8+galaxy0
782,      163687463164239002.00000000000000 ,89.0,picard_SamToFastq/2.7.1.0
783,      163631071054022442.00000000000000 ,7180.0,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
784,      156731702157111362.00000000000000 ,1490.0,tb_profiler_profile/2.8.4+galaxy1
785,      154770599275629666.00000000000000 ,52.0,idba_tran/1.1.3+galaxy0
786,      150411314477396140.00000000000000 ,7401.0,tp_multijoin_tool/1.1.1
787,      149056794764073508.00000000000000 ,39.0,gmx_em/2020.2+galaxy0
788,      148114272711139523.00000000000000 ,511.0,plotdexseq/1.28.1.0
789,      143514640153116945.00000000000000 ,10427.0,tp_cat/0.1.0
790,      142703340407401556.00000000000000 ,147.0,vcfannotategenotypes/1.0.0_rc3+galaxy0
791,      142637006302125509.00000000000000 ,12.0,hyphy_absrel/2.5.29+galaxy0
792,      142412209129516057.00000000000000 ,931.0,datamash_transpose/1.1.0
793,      140776443281093647.00000000000000 ,78.0,picard_SortSam/1.126.0
794,      139718284086927540.00000000000000 ,1478.0,tximport/0.1
795,      139670665440016654.00000000000000 ,427.0,pygenomeTracks/3.2.1
796,      136904390032408000.00000000000000 ,2779.0,bcftools_plugin_counts/1.10+galaxy1
797,      136598288725492240.00000000000000 ,94.0,cshl_fastq_quality_filter/1.0.0
798,      136188884527156120.00000000000000 ,571.0,vcfgenotypes/1.0.0_rc3+galaxy0
799,      135590777858136602.00000000000000 ,453.0,mothur_pcr_seqs/1.39.5.0
800,      133934248823922868.00000000000000 ,112.0,mothur_pairwise_seqs/1.39.5.0
801,      131973744894305242.00000000000000 ,184.0,picard_MergeBamAlignment/2.18.2.1
802,      131967067887121388.00000000000000 ,489.0,picard_CollectGcBiasMetrics/2.18.2.1
803,      131803915678708303.00000000000000 ,2980.0,mothur_tree_shared/1.39.5.0
804,      129392663488968741.00000000000000 ,186.0,query_tabular/3.1.1
805,      128639198605871966.00000000000000 ,14111.0,tp_replace_in_line/1.1.2
806,      124201282605426783.00000000000000 ,105.0,samtools_idxstats/2.0
807,      124108858814778471.00000000000000 ,1866.0,fastq_paired_end_joiner/2.0.1.0
808,      122639274899398101.00000000000000 ,326.0,gatk4_mutect2/4.1.4.0+galaxy2
809,      119447940277378154.00000000000000 ,7024.0,EMBOSS: transeq101/5.0.0
810,      118804349801308369.00000000000000 ,128.0,samtools_rmdup/2.0
811,      117339808282686433.00000000000000 ,94.0,circos_gc_skew/0.69.8+galaxy7
812,      117189863298123763.00000000000000 ,1.0,deeptools_plot_fingerprint/3.1.2.0.0
813,      114157815336385178.00000000000000 ,111.0,EMBOSS: primersearch81/5.0.0.1
814,      113593783863721397.00000000000000 ,151.0,bam_to_scidx/1.0.1
815,      113557187045425857.00000000000000 ,211.0,fargene/0.1+galaxy1
816,      112833902494237596.00000000000000 ,16.0,kraken/1.1.2
817,      111009606662049506.00000000000000 ,382.0,EMBOSS: wordcount109/5.0.0.1
818,      107910159589245876.00000000000000 ,53.0,mimodd_delcall/0.1.9
819,      106007030962297540.00000000000000 ,1.0,trinity/2.8.5
820,      105625023543684140.00000000000000 ,9.0,hyphy_meme/2.5.29+galaxy0
821,      105437945875739166.00000000000000 ,2384.0,bandage_image/0.8.1+galaxy2
822,      103787248777814546.00000000000000 ,16546.0,samtools_flagstat/2.0.3
823,      103272599947171308.00000000000000 ,39.0,plotly_parallel_coordinates_plot/0.1
824,      103237979800377055.00000000000000 ,44.0,deeptools_bam_compare/2.5.0.0
825,      102128948366559151.00000000000000 ,632.0,samtools_fixmate/1.9
826,      102003205176146203.00000000000000 ,288.0,seqtk_mergefa/1.3.1
827,       98965721516168989.00000000000000 ,4133.0,table_compute/0.9.2
828,       97425140400379269.00000000000000 ,15244.0,picard_NormalizeFasta/2.18.2.1
829,       97111721888047223.00000000000000 ,100.0,get_read_pipeline/1.0
830,       95140283921732589.00000000000000 ,30284.0,cat1/cat1
831,       93455350416157677.00000000000000 ,105.0,lda_analy1/1.0.1
832,       93204610478997993.00000000000000 ,26.0,EMBOSS: supermatcher95/5.0.0.1
833,       92687815304849301.00000000000000 ,729.0,exomedepth/1.1.0
834,       92425097718635345.00000000000000 ,254.0,dropletutils/1.10.0+galaxy1
835,       92132362900677290.00000000000000 ,376.0,umi_tools_count/0.5.5.1
836,       91523007325694237.00000000000000 ,17.0,fastq_manipulation/1.0.1
837,       90390578874367132.00000000000000 ,1853.0,ncbi_makeblastdb/2.10.1+galaxy0
838,       90011454440677300.00000000000000 ,1552.0,bed2gff1/bed2gff1
839,       88932541083999624.00000000000000 ,686.0,allele_counts_1/1.2
840,       88780562220298871.00000000000000 ,409.0,cshl_fastx_trimmer/1.0.1
841,       88429102035178972.00000000000000 ,100.0,picard_MarkDuplicates/1.136.0
842,       88198095551734859.00000000000000 ,573.0,CONVERTER_interval_to_bigwig_0/CONVERTER_interval_to_bigwig_0
843,       86751682469058008.00000000000000 ,1658.0,bp_genbank2gff3/1.1
844,       85261791180160284.00000000000000 ,252.0,samtools_sort/2.0.2
845,       84882838358411491.00000000000000 ,2441.0,mothur_remove_lineage/1.39.5.0
846,       84760544193329176.00000000000000 ,513.0,freebayes/0.4
847,       84610390800705292.00000000000000 ,21991.0,mothur_unique_seqs/1.39.5.0
848,       83453713693311333.00000000000000 ,508.0,cshl_fastx_renamer/0.0.11
849,       82135607135225921.00000000000000 ,11993.0,tp_sort_header_tool/1.1.1
850,       81172773096864868.00000000000000 ,398.0,mothur_chimera_vsearch/1.39.5.2
851,       81040447466004486.00000000000000 ,2897.0,snpEff_build_gb/4.3+T.galaxy4
852,       80708686212726865.00000000000000 ,116.0,cshl_fastq_to_fasta/1.0.1
853,       80527021404020296.00000000000000 ,309.0,anndata_inspect/0.7.5+galaxy0
854,       79167595593497048.00000000000000 ,10.0,hyphy_fel/2.5.9+galaxy0
855,       79079973705633530.00000000000000 ,26161.0,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
856,       79016671740571971.00000000000000 ,485.0,seurat/3.1.2
857,       78442068798497635.00000000000000 ,706.0,crossmap_bed/0.3.7
858,       77267220926018983.00000000000000 ,16425.0,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
859,       76966436263667922.00000000000000 ,12.0,diffbind/2.2.1
860,       75441843507284444.00000000000000 ,1528.0,gffcompare/0.11.2
861,       75387744770748247.00000000000000 ,22.0,iuc_pear/0.9.6.1
862,       75148619883534744.00000000000000 ,37.0,EMBOSS: plotcon75/5.0.0.1
863,       75052845232076648.00000000000000 ,3018.0,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
864,       74676044916379974.00000000000000 ,4891.0,tp_easyjoin_tool/1.1.1
865,       73197325779516335.00000000000000 ,226.0,Interval2Maf_pairwise1/Interval2Maf_pairwise1
866,       72918306901599844.00000000000000 ,422.0,vcf2pgSnp/1.0.0
867,       72345474509451003.00000000000000 ,189.0,jbrowse/1.16.5+galaxy7
868,       71299061919961579.00000000000000 ,6.0,deeptools_plot_coverage/3.1.2.0.0
869,       70191223518229732.00000000000000 ,6958.0,ivar_trim/1.2.2+galaxy1
870,       69623965448649783.00000000000000 ,10609.0,cshl_fastx_collapser/1.0.1
871,       69469500133899303.00000000000000 ,141.0,circos_binlinks/0.69.8+galaxy7
872,       69277620774297003.00000000000000 ,54.0,khmer_filter_abundance/3.0.0a3+galaxy1
873,       68778576436256768.00000000000000 ,876.0,kraken/1.2.3
874,       68633580776753503.00000000000000 ,1614.0,fastqc/0.65
875,       68383188047313485.00000000000000 ,11351.0,fastqc/0.69
876,       68336628689113137.00000000000000 ,37.0,hyphy_fubar/2.5.15+galaxy0
877,       68166833173490810.00000000000000 ,568.0,lofreq_indelqual/2.1.3.1+galaxy0
878,       67066897887610728.00000000000000 ,984.0,ivar_variants/1.2.2+galaxy0
879,       66918575570230911.00000000000000 ,65.0,mummer_delta_filter/4.0.0beta2+galaxy0
880,       66816413324616609.00000000000000 ,62.0,tetyper/1.1+galaxy1
881,       66247774089962432.00000000000000 ,3831.0,ivar_consensus/1.2.2+galaxy0
882,       65255580133122464.00000000000000 ,12908.0,csv_to_tabular/csv_to_tabular
883,       64566260302998285.00000000000000 ,27584.0,snpSift_filter/4.3+t.galaxy1
884,       63537171813500824.00000000000000 ,1212.0,sam_bw_filter/1.0.0
885,       62510749244925282.00000000000000 ,78.0,kc-align/1.0.2
886,       61745079771180791.00000000000000 ,192.0,bamtools/0.0.2
887,       61574776378536512.00000000000000 ,681.0,split_file_to_collection/0.4.0
888,       61467883572679440.00000000000000 ,357.0,bedtools_unionbedgraph/2.29.2
889,       60850660604786252.00000000000000 ,57.0,aggregate_scores_in_intervals2/aggregate_scores_in_intervals2
890,       59571012579093499.00000000000000 ,575.0,precheck/2.14
891,       59481153218520822.00000000000000 ,3785.0,stringtie_merge/2.1.1
892,       59373171914520076.00000000000000 ,33.0,unipept/4.3.0
893,       59247589682024051.00000000000000 ,86.0,raceid_clustering/3.1
894,       58724941803731988.00000000000000 ,160.0,hyphy_fubar/2.5.14+galaxy0
895,       58620567704509383.00000000000000 ,139.0,rseqc_read_NVC/2.6.4
896,       58585970933446902.00000000000000 ,329.0,dada2_dada/1.12+galaxy1
897,       58502202669597244.00000000000000 ,1104.0,EMBOSS: fuzznuc37/5.0.2
898,       58477849948665512.00000000000000 ,8882.0,bedtools_getfastabed/2.29.0
899,       58124719853894108.00000000000000 ,451.0,precheck/2.15
900,       56669578565831976.00000000000000 ,2927.0,fastq_combiner/1.1.1
901,       54470685877902372.00000000000000 ,195.0,ncbi_blastn_wrapper/0.3.0
902,       54390789113511149.00000000000000 ,7758.0,Remove beginning1/Remove beginning1
903,       54275168034096945.00000000000000 ,846.0,featurecounts/1.6.2
904,       54133706095676406.00000000000000 ,420.0,mlst/2.19.0
905,       52837151761069692.00000000000000 ,1569.0,vcfvcfintersect/1.0.0_rc1+galaxy0
906,       51298368054155544.00000000000000 ,81.0,seqtk_dropse/1.3.1
907,       50859716839173811.00000000000000 ,1659.0,bcftools_stats/1.10
908,       50612509516433319.00000000000000 ,155.0,crossmap_bed/0.3.7+galaxy1
909,       50037552493950481.00000000000000 ,589.0,Extract genomic DNA 1/3.0.3
910,       50019386515337174.00000000000000 ,1042.0,table_annovar/0.1
911,       49584007921218620.00000000000000 ,302.0,seqtk_trimfq/1.3.1
912,       49216158680149148.00000000000000 ,27.0,picard_ReorderSam/1.56.0
913,       45894887197500352.00000000000000 ,2801.0,multiqc/1.7
914,       45713936594980503.00000000000000 ,1455.0,samtools_markdup/1.9+galaxy2
915,       45517394884361679.00000000000000 ,144.0,macs2_randsample/2.1.1.20160309.1
916,       45164382310626693.00000000000000 ,58.0,deeptools_bigwig_compare/3.1.2.0.0
917,       44815278440948760.00000000000000 ,235.0,mummer_nucmer/4.0.0beta2
918,       44487442672529057.00000000000000 ,318.0,rseqc_read_GC/2.6.4
919,       44210319375766606.00000000000000 ,138.0,wiggle2simple1/wiggle2simple1
920,       43980560783172806.00000000000000 ,62.0,bedtools_multicovtbed/2.27.0.0
921,       43143319191025014.00000000000000 ,107.0,bg_diamond/0.9.21.0
922,       43044790297153456.00000000000000 ,2112.0,bedtools_closestbed/2.29.0
923,       42569311600298265.00000000000000 ,26.0,circos_aln_to_links/0.69.8+galaxy4
924,       42038886120705175.00000000000000 ,3.0,meme_fimo/4.11.0.2
925,       41947641580266449.00000000000000 ,126.0,vcfprimers/1.0.0_rc3+galaxy0
926,       41939701694805638.00000000000000 ,499.0,__IMPORT_HISTORY__/__IMPORT_HISTORY__
927,       41591294022307481.00000000000000 ,2330.0,taxonomy_krona_chart/2.6.1.1
928,       41537533209076071.00000000000000 ,299.0,bedtools_unionbedgraph/2.29.0
929,       41429656749721795.00000000000000 ,3205.0,trimmer/trimmer
930,       41315448060302424.00000000000000 ,1031.0,cshl_fasta_nucleotides_changer/1.0.2
931,       40703310667990145.00000000000000 ,900.0,vcfbreakcreatemulti/1.0.0_rc3+galaxy0
932,       40431287131065608.00000000000000 ,84.0,CONVERTER_wiggle_to_interval_0/CONVERTER_wiggle_to_interval_0
933,       40345146723322005.00000000000000 ,353.0,gops_cluster_1/1.0.0
934,       40331995298109103.00000000000000 ,1386.0,deeptools_plot_heatmap/3.1.2.0.1
935,       40070244478267342.00000000000000 ,77.0,ncbi_blastdbcmd_wrapper/0.3.3
936,       39760666035958621.00000000000000 ,90.0,EMBOSS: palindrome65/5.0.0.1
937,       39685460464812303.00000000000000 ,3578.0,Summary_Statistics1/Summary_Statistics1
938,       39391986962123823.00000000000000 ,495.0,poretools_stats/0.6.1a1.0
939,       39362821733858943.00000000000000 ,1265.0,ggplot2_point/2.2.1+galaxy2
940,       39221879916286526.00000000000000 ,314.0,fastqc/0.52
941,       38542971733725326.00000000000000 ,226.0,vcfcombine/1.0.0_rc1+galaxy0
942,       38538499804855748.00000000000000 ,72.0,seqtk_mutfa/1.3.1
943,       38280610307354250.00000000000000 ,4232.0,annotatemyids/3.7.0+galaxy1
944,       37711753107301021.00000000000000 ,601.0,quast/5.0.2+galaxy0
945,       37591853495979094.00000000000000 ,178.0,genetrack/1.0.1
946,       37414703071002183.00000000000000 ,502.0,bamleftalign/1.0.2.29-1
947,       37217863543345020.00000000000000 ,324.0,bedtools_bamtobed/2.30.0
948,       36674558667875403.00000000000000 ,73.0,salmon/0.8.2
949,       36631085088428097.00000000000000 ,2.0,hyphy_relax/2.5.31+galaxy1
950,       36504069515694718.00000000000000 ,131.0,featureCoverage1/2.0.0
951,       36315277737642844.00000000000000 ,54.0,bedtools_windowbed/2.30.0
952,       35955202760852690.00000000000000 ,20.0,kc-align/0.1.2
953,       35682843576292956.00000000000000 ,161.0,khmer_abundance_distribution_single/3.0.0a3+galaxy1
954,       35241919370273499.00000000000000 ,472.0,ruvseq/1.16.0
955,       35196839965424059.00000000000000 ,39.0,anndata_inspect/0.6.22.post1+galaxy3
956,       35159394147601110.00000000000000 ,226.0,vcfcheck/1.0.0_rc3+galaxy0
957,       35119598578287022.00000000000000 ,343.0,picard_CollectHsMetrics/2.18.2
958,       34855641771461876.00000000000000 ,632.0,bedtools_bedtobam/2.29.0
959,       34741491131795203.00000000000000 ,201.0,mothur_merge_groups/1.39.5.0
960,       34401703195939183.00000000000000 ,153.0,rseqc_junction_saturation/2.6.4.1
961,       33994059429561910.00000000000000 ,330.0,bedtools_annotatebed/2.29.2
962,       33981497395810152.00000000000000 ,333.0,length_and_gc_content/0.1.1
963,       33279412364723383.00000000000000 ,6266.0,deeptools_plot_heatmap/3.3.0.0.1
964,       33229150173326114.00000000000000 ,51.0,mut2sscs/1.0.1
965,       33045471804822850.00000000000000 ,6.0,hyphy_prime/2.5.11+galaxy0
966,       32921054832260496.00000000000000 ,914.0,sam2interval/1.0.2
967,       32854057069703805.00000000000000 ,58.0,dada2_assignTaxonomyAddspecies/1.18+galaxy0
968,       32745185441037065.00000000000000 ,95.0,tp_replace_in_line/1.1.0
969,       32687355060555984.00000000000000 ,201.0,tb_profiler_profile/2.8.14+galaxy1
970,       32666853145661457.00000000000000 ,192.0,hgv_snpFreq/1.0.1
971,       32593907839714883.00000000000000 ,1250.0,macs2_bdgpeakcall/2.1.1.20160309.0
972,       32567347722362587.00000000000000 ,59.0,CONVERTER_sam_to_unsorted_bam/CONVERTER_sam_to_unsorted_bam
973,       32244088893193578.00000000000000 ,2228.0,vcfsort/1.0.0_rc3+galaxy0
974,       32183238994751489.00000000000000 ,4.0,hyphy_busted/2.5.31+galaxy1
975,       31998325618082492.00000000000000 ,348.0,snpfreqplot/1.0+galaxy3
976,       31888702532793526.00000000000000 ,682.0,ivar_trim/1.2.2+galaxy0
977,       31726520201626266.00000000000000 ,234.0,count_gff_features/0.2
978,       31449747287013245.00000000000000 ,684.0,picard_ValidateSamFile/2.18.2.1
979,       30644936021236344.00000000000000 ,215.0,t_test_two_samples/1.0.1
980,       30568592920309685.00000000000000 ,556.0,bcftools_isec/1.10
981,       30534924663614118.00000000000000 ,8356.0,tab2fasta/1.1.1
982,       30325717458628335.00000000000000 ,54.0,sam2interval/1.0.1
983,       29352383841255168.00000000000000 ,200.0,vcfallelicprimitives/1.0.0_rc1+galaxy0
984,       28746982765465585.00000000000000 ,8.0,clustalw/0.1
