,totalmemory,num_jobs,tool_name_version
443,188735928196.0,1698.0,bcftools_filter/1.10
444,187914190248.0,1612.0,ChangeCase/ChangeCase
445,187321651704.0,1596.0,bedtools_multiintersectbed/2.29.2
446,187283072588.0,1496.0,ncbi_makeblastdb/0.3.3
447,186133959392.0,1531.0,snpEff_databases/4.3+T.galaxy2
448,185868161640.0,1733.0,qualimap_bamqc/2.2.2c
449,185113883924.0,1455.0,samtools_markdup/1.9+galaxy2
450,184813216472.0,1488.0,mothur_count_groups/1.39.5.0
451,184009389468.0,1396.0,tabular_to_fastq/1.1.1
452,183996876712.0,1547.0,egsea/1.10.0
453,182513879264.0,73.0,unicycler/0.4.6.0
454,181584444560.0,1452.0,picard_FastqToSam/2.18.2.1
455,181437350920.0,1490.0,CONVERTER_fasta_to_len/CONVERTER_fasta_to_len
456,181164554444.0,2087.0,ncbi_blastp_wrapper/2.10.1+galaxy0
457,180983934668.0,1699.0,cuffmerge/0.0.5
458,180696179640.0,1377.0,sam_dump/2.10.4+galaxy1
459,180318660080.0,1368.0,peakcalling_macs/1.0.1
460,180088515488.0,1479.0,deeptools_plot_pca/3.3.2.0.0
461,179855607796.0,1478.0,tximport/0.1
462,179520671536.0,1658.0,bp_genbank2gff3/1.1
463,179246580192.0,1366.0,prokka/1.13
464,179059492080.0,1406.0,rseqc_FPKM_count/2.6.4.1
465,179035114444.0,1369.0,deeptools_plot_profile/3.3.0.0.0
466,177307657020.0,1451.0,megahit/1.1.3.4
467,176077669692.0,1355.0,bedtools_shufflebed/2.29.0
468,175403332844.0,1389.0,gatk_unified_genotyper/0.0.6
469,173770497780.0,1428.0,CONVERTER_gff_to_fli_0/CONVERTER_gff_to_fli_0
470,173133052196.0,1348.0,samtools_flagstat/2.0
471,172814628304.0,1466.0,collapse_dataset/5.1.0
472,172090585880.0,1607.0,mothur_rarefaction_single/1.39.5.0
473,171882697792.0,1304.0,abricate/0.9.8
474,171507933144.0,1407.0,CONVERTER_gff_to_interval_index_0/CONVERTER_gff_to_interval_index_0
475,171465642432.0,1376.0,EMBOSS: geecee41/5.0.0
476,169679387736.0,1489.0,shovill/1.0.4+galaxy1
477,166665467348.0,1381.0,samtool_filter2/1.1.2
478,166624410988.0,1327.0,PlasFlow/1.0
479,166552795272.0,1351.0,vcfcombine/1.0.0_rc3+galaxy0
480,164516964216.0,1446.0,trinity_align_and_estimate_abundance/2.9.1
481,164291618864.0,1386.0,deeptools_plot_heatmap/3.1.2.0.1
482,161064231784.0,1406.0,histogram_rpy/1.0.4
483,161058989980.0,1340.0,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
484,160740261600.0,1300.0,kraken-translate/1.3.1
485,160546871784.0,1218.0,bedtools_multiintersectbed/2.29.0
486,160397302708.0,1302.0,mummer_dnadiff/4.0.0beta2+galaxy0
487,159671719808.0,1308.0,vcfannotate/1.0.0_rc3+galaxy0
488,159486196340.0,1325.0,CONVERTER_bed_to_bgzip_0/CONVERTER_bed_to_bgzip_0
489,159188118728.0,1312.0,bowtie_wrapper/1.1.2
490,158828229316.0,1218.0,sam_to_bam/2.1
491,158357612444.0,1387.0,fasta_merge_files_and_filter_unique_sequences/1.2.0
492,158346339760.0,1515.0,busco/5.0.0+galaxy0
493,157383533264.0,1273.0,bedtools_multicovtbed/2.29.2
494,157376276428.0,1490.0,tb_profiler_profile/2.8.4+galaxy1
495,157206964680.0,1287.0,mothur_make_group/1.39.5.0
496,157089197844.0,1270.0,pathview/1.24.0+galaxy0
497,156649458240.0,1519.0,busco/4.1.2
498,156337990452.0,1262.0,vcfaddinfo/1.0.0_rc1+galaxy0
499,155954132872.0,1289.0,CONVERTER_len_to_linecount/CONVERTER_len_to_linecount
500,155004441208.0,1212.0,sam_bw_filter/1.0.0
501,154978971456.0,1277.0,EMBOSS: getorf42/5.0.0.1
502,154882822912.0,1185.0,bedtools_multicovtbed/2.29.0
503,154766438552.0,1224.0,snpsift_vartype/4.3+t.galaxy0
504,154509293376.0,1265.0,ggplot2_point/2.2.1+galaxy2
505,153734939748.0,1197.0,fasplit/357
506,152992841004.0,1265.0,CONVERTER_bed_to_fli_0/CONVERTER_bed_to_fli_0
507,152941900916.0,1395.0,megahit/1.1.3.5
508,152264488388.0,1159.0,fastq_to_tabular/1.1.1
509,151037274572.0,1175.0,sequence_content_trimmer/0.1
510,149533637512.0,1182.0,cutadapt/1.16.5
511,148488239548.0,1250.0,macs2_bdgpeakcall/2.1.1.20160309.0
512,146312574772.0,1166.0,subtract_query1/0.1
513,146301149932.0,1215.0,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
514,144967729328.0,1165.0,deeptools_bam_coverage/3.1.2.0.0
515,144533383656.0,1450.0,dada2_dada/1.16+galaxy0
516,144037349656.0,1217.0,fasta_concatenate0/0.0.1
517,142406839360.0,1131.0,rseqc_tin/2.6.4.1
518,141181013536.0,1203.0,pilon/1.20.1
519,140364367688.0,1104.0,EMBOSS: fuzznuc37/5.0.2
520,140231324272.0,1126.0,cshl_fasta_formatter/1.0.1
521,139516996944.0,1659.0,bedtools_jaccard/2.29.2
522,139486453772.0,1082.0,samtools_view/1.9
523,139361268164.0,1203.0,seq_filter_by_id/0.2.7
524,137324983852.0,1061.0,cshl_fastx_artifacts_filter/1.0.0
525,137317415444.0,1120.0,mimodd_vcf_filter/0.1.9
526,136714844952.0,1209.0,column_order_header_sort/0.0.1
527,136419423120.0,1308.0,addName/0.2.0
528,136340865404.0,1052.0,tp_unfold_column_tool/1.1.1
529,135835532600.0,1131.0,jvarkit_wgscoverageplotter/20201223+galaxy0
530,135722862620.0,1101.0,mothur_merge_files/1.39.5.0
531,134567421364.0,1172.0,sam_dump/2.10.8+galaxy0
532,134354888004.0,1119.0,vsearch_dereplication/2.8.3.0
533,134006203692.0,1473.0,minimap2/2.17+galaxy4
534,132323849320.0,1043.0,fastq_groomer/1.0.4
535,132056361640.0,1031.0,cshl_fasta_nucleotides_changer/1.0.2
536,131895221948.0,1085.0,bedtools_subtractbed/2.29.2
537,130776677164.0,1042.0,table_annovar/0.1
538,130365958172.0,1078.0,bcftools_merge/1.10
539,129041360960.0,1025.0,sra_pileup/2.10.3
540,128900595716.0,1027.0,kraken_taxonomy_report/0.0.2
541,127216002796.0,1377.0,bowtie2/2.3.4.2
542,126713809520.0,1150.0,mothur_dist_shared/1.39.5.0
543,125968781952.0,1027.0,poretools_extract/0.6.1a1.0
544,124964141268.0,991.0,vcffilter2/1.0.0_rc1+galaxy1
545,124698048672.0,1035.0,pca1/1.0.2
546,124274366480.0,985.0,collapse_dataset/4.2
547,123598793472.0,1042.0,bedtools_slopbed/2.29.0
548,122939011092.0,346.0,rna_star/2.5.2b-0
549,122664532932.0,1005.0,cd_hit_dup/0.0.1
550,122588189312.0,1155.0,roary/3.13.0+galaxy0
551,121864348140.0,1148.0,gatk4_mutect2/4.1.7.0+galaxy02
552,121539384152.0,910.0,kraken/1.2.3
553,120907452156.0,984.0,ivar_variants/1.2.2+galaxy0
554,120861458504.0,1022.0,rnaspades/3.9.0.1
555,120848646016.0,1015.0,EMBOSS: compseq14/5.0.0.1
556,120610643356.0,1027.0,bedtools_maskfastabed/2.29.2
557,119688043984.0,1020.0,deeptools_compute_matrix/3.1.2.0.0
558,119667286740.0,914.0,bamtools/2.4.0
559,119372948080.0,911.0,fastq_trimmer/1.1.1
560,118738420672.0,1022.0,bedtools_coveragebed/2.29.2
561,118538773908.0,976.0,tophat2/0.9
562,118392687516.0,912.0,kraken-filter/1.3.1
563,117941068380.0,973.0,CONVERTER_bed_to_tabix_0/CONVERTER_bed_to_tabix_0
564,117778694008.0,1050.0,sam_dump/2.10.9+galaxy0
565,117733626768.0,907.0,vcfgeno2haplo/1.0.0_rc3+galaxy0
566,116882715196.0,955.0,samtools_split/1.9
567,116649806624.0,954.0,MAF_To_Fasta1/MAF_To_Fasta1
568,116258074768.0,882.0,dada2_plotQualityProfile/1.14+galaxy0
569,114939955872.0,872.0,lofreq_viterbi/2.1.4+galaxy1
570,114452530504.0,945.0,gatk_depth_of_coverage/0.0.2
571,114448674660.0,935.0,cshl_fastx_clipper/1.0.1
572,114089045492.0,920.0,mimodd_map/0.1.9
573,113820327492.0,931.0,datamash_transpose/1.1.0
574,113523517012.0,974.0,bandage_image/0.8.1+galaxy3
575,113460700048.0,916.0,Show tail1/Show tail1
576,113131788004.0,902.0,bg_find_subsequences/0.2
577,112287203700.0,914.0,sam2interval/1.0.2
578,112171914136.0,851.0,bedtools_jaccard/2.29.0
579,112160486728.0,900.0,flanking_features_1/4.0.1
580,111857193648.0,900.0,vcfbreakcreatemulti/1.0.0_rc3+galaxy0
581,111562854792.0,897.0,kraken-report/1.2.3
582,110699132496.0,938.0,gd_raxml/1.0.0
583,110492925788.0,849.0,bcftools_query_list_samples/1.10
584,110458361636.0,838.0,deeptools_plot_correlation/3.3.0.0.0
585,110458352088.0,838.0,fastq_dump/2.10.7+galaxy1
586,109934965384.0,844.0,picard_CollectInsertSizeMetrics/2.7.1.0
587,108977372116.0,1244.0,hisat2/2.1.0+galaxy4
588,108843426308.0,871.0,mothur_summary_single/1.39.5.0
589,108741093160.0,894.0,microsatellite/1.0.0
590,107837703596.0,937.0,vcfhethom/1.0.0_rc3+galaxy0
591,106820252524.0,894.0,hgv_david/hgv_david
592,106379126112.0,1087.0,bedtools_intersectbed/2.30.0
593,106364734144.0,960.0,ncbi_tblastn_wrapper/0.3.3
594,106214905824.0,871.0,mimodd_varcall/0.1.9
595,105950048176.0,892.0,trimmomatic/0.36.6
596,105230792328.0,862.0,bandage_info/0.8.1+galaxy1
597,105180784860.0,811.0,rseqc_read_duplication/2.6.4
598,104762655748.0,985.0,bwameth/0.2.2
599,103728387888.0,846.0,featurecounts/1.6.2
600,103604431148.0,786.0,kraken/1.3.0
601,103340516624.0,784.0,bedtools_subtractbed/2.29.0
602,103279388284.0,940.0,varscan_somatic/2.4.3.6
603,102840274012.0,850.0,CONVERTER_vcf_to_bgzip_0/CONVERTER_vcf_to_bgzip_0
604,101529724612.0,781.0,fasta_filter_by_length/1.1
605,101294787060.0,783.0,maker/2.31.10+galaxy1
606,100385701848.0,803.0,poretools_hist/0.6.1a1.1
607,99891794344.0,833.0,pe_histogram/1.0.1
608,99346491928.0,756.0,snpSift_int/4.3+t.galaxy0
609,98553148288.0,796.0,uniprot/0.2
610,98274243340.0,833.0,gatk_realigner_target_creator/0.0.4
611,97974809920.0,843.0,gprofiler_gost/0.1.7+galaxy11
612,97410365876.0,795.0,circgraph/0.9-RC2
613,96760259148.0,787.0,mothur_venn/1.39.5.0
614,96564858196.0,988.0,freebayes/freebayes-0.9.14
615,96481354076.0,824.0,seqtk_subseq/1.3.1
616,96354481476.0,731.0,dada2_plotComplexity/1.14+galaxy0
617,95794258504.0,727.0,deeptools_bam_compare/3.3.0.0.0
618,95373417072.0,31.0,trinity/2.8.5
619,95198889408.0,723.0,fastq_dump/2.10.7+galaxy0
620,94940513968.0,787.0,cshl_fastx_renamer/0.0.14+galaxy1
621,93514819856.0,734.0,picard_QualityScoreDistribution/2.18.2.1
622,91875502524.0,730.0,mothur_get_groups/1.39.5.0
623,91606784940.0,741.0,mothur_remove_groups/1.39.5.0
624,91082013664.0,691.0,cshl_fastx_reverse_complement/1.0.0
625,90936149992.0,706.0,crossmap_bed/0.3.7
626,90422953176.0,686.0,allele_counts_1/1.2
627,89883115764.0,754.0,cuffquant/2.2.1.1
628,89436364708.0,723.0,trinity_abundance_estimates_to_matrix/2.9.1
629,89116406004.0,706.0,ebi_search_rest_results/0.1.1
630,88395917688.0,699.0,mimodd_reheader/0.1.9
631,88015914560.0,736.0,EMBOSS: needle56/5.0.0.1
632,87438658536.0,681.0,split_file_to_collection/0.4.0
633,87359324900.0,685.0,varscan/0.1
634,87048316024.0,665.0,poretools_yield_plot/0.6.1a1.1
635,86967746696.0,692.0,ivar_trim/1.2.2+galaxy0
636,85576776840.0,729.0,exomedepth/1.1.0
637,85275955188.0,683.0,samtools_mpileup/2.1.3
638,84607943708.0,681.0,picard_MarkDuplicates/2.7.1.1
639,84290607744.0,697.0,augustus_training/3.3.3
640,83630166760.0,636.0,snippy/4.4.5+galaxy0
641,83530451264.0,692.0,bcftools_convert_to_vcf/1.10
642,83102914752.0,632.0,bedtools_bedtobam/2.29.0
643,83041486048.0,630.0,bedtools_coveragebed/2.29.0
644,83037773884.0,699.0,lastz_wrapper_2/1.3.1
645,82977678692.0,706.0,dexseq/1.28.1+galaxy1
646,82731863072.0,666.0,intervene_upset/0.6.4
647,82062616428.0,687.0,samtools_calmd/2.0.2
648,81914137280.0,669.0,EMBOSS: extractfeat34/5.0.0
649,81896231240.0,675.0,multiqc/1.6
650,81500795980.0,672.0,CONVERTER_fasta_to_2bit/CONVERTER_fasta_to_2bit
651,81064306048.0,615.0,roary/3.13.0
652,80576878248.0,688.0,random_lines1/random_lines1
653,80401539620.0,679.0,bedtools_genomecoveragebed/2.27.1
654,80373295620.0,632.0,samtools_fixmate/1.9
655,80180053128.0,629.0,bamFilter/0.0.1
656,79908715896.0,607.0,fastq_paired_end_deinterlacer/1.1.2
657,79482563720.0,603.0,cummeRbund/2.16.0
658,78786459372.0,633.0,mothur_cluster/1.39.5.0
659,78636743432.0,638.0,progressivemauve/2015_02_13.0
660,78543362260.0,658.0,rbc_splitfasta/0.4.0
661,78511265444.0,601.0,quast/5.0.2+galaxy0
662,78458785268.0,596.0,histogram_rpy/1.0.3
663,77698627900.0,591.0,cummerbund_to_cuffdiff/1.0.1
664,77331433984.0,635.0,jbrowse/1.16.8+galaxy1
665,77208574944.0,631.0,tb_variant_filter/0.1.3+galaxy0
666,77140670604.0,586.0,snippy/4.4.5+galaxy2
667,77083621288.0,624.0,ncbi_blastx_wrapper/0.3.3
668,76727328676.0,589.0,Extract genomic DNA 1/3.0.3
669,76550753672.0,603.0,tp_sort_header_tool/1.1.0
670,76440702116.0,606.0,build_ucsc_custom_track_1/1.0.0
671,76259035140.0,633.0,picard_CollectRnaSeqMetrics/2.18.2.2
672,76137564416.0,685.0,bedtools_fisher/2.29.0
673,76097745736.0,608.0,deseq2/2.11.40.2
674,76052983676.0,623.0,cshl_fastx_nucleotides_distribution/1.0.1
675,76032759820.0,754.0,deeptools_plot_coverage/3.3.2.0.0
676,76015791820.0,579.0,sam_dump/2.10.4
677,75470638232.0,581.0,rseqc_geneBody_coverage/2.6.4.2
678,75395160392.0,595.0,filtlong/0.2.0
679,75191728752.0,618.0,compose_text_param/0.1.1
680,75190493940.0,641.0,sam_dump/2.10.7+galaxy2
681,74885815372.0,585.0,picard_MergeSamFiles/1.126.0
682,74805245776.0,612.0,EMBOSS: infoseq46/5.0.0
683,74761721036.0,604.0,mimodd_varextract/0.1.9
684,74666952156.0,568.0,lofreq_indelqual/2.1.3.1+galaxy0
685,74540386700.0,633.0,fastqe/0.2.6+galaxy0
686,74237423144.0,920.0,ncbi_blastx_wrapper/2.10.1+galaxy0
687,74174278264.0,575.0,picard_MarkDuplicates/1.126.0
688,73901701788.0,576.0,EMBOSS: union105/5.0.0
689,73664940032.0,565.0,mothur_summary_tax/1.39.5.0
690,72600254908.0,583.0,presto_parselog/0.5.4
691,72437726112.0,581.0,vcfselectsamples/1.0.0_rc3+galaxy0
692,72051243800.0,575.0,make_families/2.14
693,71795335584.0,593.0,biom_convert/2.1.5.3
694,71573853188.0,543.0,ggplot2_point/2.2.1+galaxy1
695,71343563604.0,575.0,tbvcfreport/0.1.7+galaxy0
696,71286145360.0,662.0,mummer_mummer/4.0.0beta2+galaxy1
697,71274417876.0,553.0,correct_barcodes/2.14
698,71141371308.0,575.0,precheck/2.14
699,71110656848.0,574.0,dunovo/2.14
700,71004466440.0,587.0,Extract_features1/Extract_features1
701,70662741400.0,566.0,fastq_masker_by_quality/1.1.5
702,70624310820.0,545.0,fastqc/0.67
703,70363310192.0,576.0,heatmap_1/1.0.0
704,70289070900.0,567.0,cshl_fastq_quality_filter/1.0.1
705,70263749824.0,711.0,minimap2/2.17+galaxy3
706,69992111296.0,531.0,fastq_stats/1.1.1
707,69955277768.0,600.0,gubbins/0.1.0
708,69550613276.0,603.0,bowtie2/2.2.6.2
709,69464862888.0,527.0,bedtools_reldistbed/2.29.0
710,69361292360.0,573.0,CONVERTER_interval_to_bigwig_0/CONVERTER_interval_to_bigwig_0
711,69349869364.0,622.0,bcftools_consensus/1.10+galaxy1
712,67625974744.0,556.0,bcftools_isec/1.10
713,67537688680.0,563.0,bcftools_concat/1.10
714,67234398056.0,563.0,mimodd_varreport/0.1.9
715,67105056124.0,516.0,picard_CleanSam/1.126.0
716,66561292184.0,574.0,pygenomeTracks/3.5
717,66533051808.0,527.0,tp_replace_in_line/1.1.1
718,66110755904.0,533.0,CONVERTER_vcf_to_tabix_0/CONVERTER_vcf_to_tabix_0
719,65644940120.0,531.0,snpEff/1.0
720,64980786456.0,539.0,transdecoder/3.0.1
721,64630111460.0,521.0,macs2_filterdup/2.1.1.20160309.1
722,64577633032.0,516.0,bamtools_split/2.4.0
723,64060577520.0,486.0,mummer_mummer/4.0.0beta2
724,63831522624.0,495.0,poretools_stats/0.6.1a1.0
725,63584568276.0,510.0,EMBOSS: water107/5.0.0.1
726,63524373240.0,485.0,seurat/3.1.2
727,63237750484.0,502.0,bamleftalign/1.0.2.29-1
728,63127701412.0,505.0,vcfallelicprimitives/0.0.3
729,62651696828.0,529.0,rseqc_junction_annotation/2.6.4.1
730,62609407772.0,498.0,vsearch_clustering/2.8.3.0
731,62555694312.0,516.0,gene2exon1/gene2exon1
732,62301024272.0,511.0,plotdexseq/1.28.1.0
733,62243119084.0,598.0,megablast_wrapper/1.2.0
734,62057925628.0,536.0,scanpy_plot/1.7.1+galaxy0
735,61982301796.0,471.0,vsearch_clustering/1.9.7.0
736,61629152492.0,499.0,__IMPORT_HISTORY__/__IMPORT_HISTORY__
737,61616341512.0,492.0,ococo/0.1.2.6
738,61507527540.0,472.0,poretools_qualpos/0.6.1a1.1
739,61246527040.0,503.0,exonerate/2.4.0+galaxy2
740,60917616488.0,489.0,picard_CollectGcBiasMetrics/2.18.2.1
741,60899711500.0,495.0,macs2_bdgdiff/2.1.1.20160309.1
742,60824234888.0,509.0,datamash_reverse/1.1.0
743,60350701616.0,487.0,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
744,60257473440.0,586.0,EMBOSS: dottup26/5.0.0
745,60235557220.0,503.0,seurat/3.2.2+galaxy0
746,60136933464.0,457.0,fastq_paired_end_interlacer/1.2.0.1
747,60106220348.0,456.0,dada2_filterAndTrim/1.12+galaxy1
748,60005123756.0,456.0,fastq_paired_end_joiner/2.0.1.1
749,59960359412.0,471.0,ebi_metagenomics_run_downloader/0.1.0
750,59815737440.0,463.0,presto_parseheaders/0.5.4
751,59687782712.0,472.0,ruvseq/1.16.0
752,59632849596.0,513.0,freebayes/0.4
753,59530352800.0,457.0,cshl_fastx_clipper/1.0.3
754,59493458732.0,571.0,vcfgenotypes/1.0.0_rc3+galaxy0
755,59447157364.0,451.0,precheck/2.15
756,59088917800.0,492.0,picard_ReorderSam/2.18.2.1
757,59082545668.0,449.0,deeptools_bigwig_compare/3.3.0.0.0
758,58809864352.0,450.0,sam_pileup/1.1.2
759,57706747908.0,447.0,mimodd_sort/0.1.9
760,57608272740.0,480.0,gatk_indel_realigner/0.0.6
761,57512270116.0,467.0,samtools_idxstats/2.0.1
762,57401137752.0,572.0,dada2_filterAndTrim/1.18+galaxy0
763,57301122928.0,470.0,idr/2.0.3
764,57240925016.0,445.0,mothur_chop_seqs/1.39.5.0
765,57179649980.0,522.0,flye/2.6
766,57034879344.0,435.0,vcf2tsv/1.0.0_rc1+galaxy0
767,56885160840.0,440.0,jbrowse/1.16.8+galaxy0
768,56841738068.0,432.0,deeptools_multi_bam_summary/3.3.0.0.0
769,56766159600.0,446.0,peakcalling_sicer/0.0.2
770,56677873932.0,453.0,mothur_pcr_seqs/1.39.5.0
771,56415485328.0,428.0,mlst/2.16.1
772,56406532068.0,431.0,sklearn_numeric_clustering/1.0.8.1
773,56223630172.0,481.0,macs2_bdgbroadcall/2.1.1.20160309.0
774,56027766448.0,445.0,cshl_fastq_quality_converter/1.0.1
775,55979146004.0,450.0,vcffixup/1.0.0_rc3+galaxy0
776,55684807224.0,447.0,gtf_filter_by_attribute_values_list/gtf_filter_by_attribute_values_list
777,55677090740.0,427.0,pygenomeTracks/3.2.1
778,55359754544.0,443.0,picard_MarkDuplicates/2.18.2.1
779,54977589020.0,684.0,picard_ValidateSamFile/2.18.2.1
780,54763358400.0,417.0,fasterq_dump/2.10.7+galaxy1
781,54701933040.0,415.0,picard_CollectRnaSeqMetrics/2.18.2.1
782,54676460516.0,480.0,bedtools_groupbybed/2.29.2
783,54622595408.0,419.0,pileup_interval/1.0.2
784,54545884148.0,456.0,EMBOSS: cusp17/5.0.0
785,54458834324.0,440.0,presto_filterseq/0.5.4
786,54424412472.0,508.0,cshl_fastx_renamer/0.0.11
787,54312982560.0,455.0,cufflinks/2.2.1.0
788,54209255248.0,422.0,vcf2pgSnp/1.0.0
789,54191350720.0,428.0,mothur_pcoa/1.39.5.0
790,53665491156.0,480.0,jbrowse/1.16.11+galaxy0
791,53664103804.0,424.0,lofreq_filter/2.1.3.1+galaxy1
792,53470863976.0,421.0,idba_ud/1.1.3+galaxy1
793,52818284028.0,459.0,pizzly/0.37.3.1
794,52761948940.0,444.0,trimmomatic/0.36.3
795,52389661696.0,501.0,busco/4.1.4
796,52264179728.0,464.0,tp_split_on_column/0.2
797,52228220560.0,397.0,fastq_trimmer/1.0.0
798,52160934568.0,668.0,bwa_mem/0.7.15.1
799,52126039120.0,499.0,regexColumn1/1.0.1
800,52064458356.0,418.0,ggplot2_histogram/2.2.1+galaxy0
801,51969841296.0,461.0,mothur_seq_error/1.39.5.0
802,51888187492.0,590.0,mummer_nucmer/4.0.0beta2+galaxy1
803,51762406292.0,395.0,stringtie_merge/1.3.6
804,51560207632.0,395.0,picard_FilterSamReads/2.18.2.1
805,51367014616.0,392.0,align_families/2.14
806,51061355400.0,517.0,bg_diamond_makedb/0.9.29
807,50542908604.0,431.0,samtools_sort/2.0.1
808,50446905104.0,418.0,EMBOSS: newcpgreport57/5.0.0.1
809,50382936668.0,383.0,deeptools_multi_bigwig_summary/3.3.0.0.0
810,50155189096.0,448.0,samtools_slice_bam/2.0
811,50068861476.0,476.0,maxbin2/2.2.7+galaxy2
812,50054316892.0,527.0,hisat2/2.1.0+galaxy3
813,49998991552.0,410.0,pygenomeTracks/3.6
814,49932468064.0,421.0,jcvi_gff_stats/0.8.4
815,49906846704.0,407.0,jbrowse/1.16.10+galaxy0
816,49429455536.0,375.0,bedtools_annotatebed/2.29.0
817,49327122180.0,398.0,trinity_run_de_analysis/2.9.1
818,48857446336.0,386.0,CONVERTER_Bam_Bai_0/CONVERTER_Bam_Bai_0
819,48755113356.0,409.0,cshl_fastx_trimmer/1.0.1
820,48482548060.0,410.0,deeptools_compute_matrix/2.5.0.0
821,48145909200.0,376.0,umi_tools_count/0.5.5.1
822,47932293224.0,425.0,kallisto_pseudo/0.46.0.1
823,47888919972.0,496.0,featurecounts/1.4.6.p5
824,47790140432.0,371.0,poretools_winner/0.6.1a1.0
825,47715899112.0,362.0,mothur_trim_seqs/1.36.1.0
826,47499660416.0,378.0,mothur_get_oturep/1.39.5.0
827,47420325540.0,382.0,EMBOSS: wordcount109/5.0.0.1
828,47342226504.0,363.0,poretools_events/0.6.1a1.1
829,47073662476.0,453.0,tag_pileup_frequency/1.0.2
830,46203304356.0,372.0,mummer_mummerplot/4.0.0beta2+galaxy0
831,45877015660.0,391.0,mothur_biom_info/1.39.5.0
832,45784869752.0,388.0,rapidnj/2.3.2
833,45714488452.0,389.0,gff_filter_by_attribute/gff_filter_by_attribute
834,45475097220.0,345.0,sarscov2formatter/0.1
835,45417527268.0,353.0,gops_cluster_1/1.0.0
836,45107906972.0,389.0,plant_tribes_assembly_post_processor/1.0.3.0
837,45103261000.0,470.0,repeatmasker_wrapper/4.0.9
838,44872375264.0,355.0,kraken-mpa-report/1.2.4
839,44731610112.0,357.0,bedtools_map/2.29.2.2
840,44684230692.0,339.0,bp_genbank2gff3/1.0
841,44515371624.0,373.0,macs2_bdgcmp/2.1.1.20160309.0
842,44240323548.0,420.0,mlst/2.19.0
843,44229984684.0,367.0,rseqc_geneBody_coverage2/2.6.4.1
844,44156978460.0,335.0,kc-align/0.2
845,44130122292.0,344.0,sklearn_build_pipeline/1.0.8.2
846,43922834916.0,357.0,qualimap_multi_bamqc/2.2.2d
847,43893358580.0,333.0,trinity_align_and_estimate_abundance/2.8.5
848,43728357792.0,377.0,circos_resample/0.69.8+galaxy7
849,43563208396.0,342.0,poretools_tabular/0.6.1a1.0
850,43400682468.0,340.0,picard_ARRG/1.56.0
851,43366110676.0,329.0,dada2_dada/1.12+galaxy1
852,43130729444.0,374.0,presto_maskprimers/0.5.4
853,42987341036.0,343.0,picard_CollectHsMetrics/2.18.2
854,42947674048.0,345.0,varscan_copynumber/2.4.3.2
855,42732670680.0,338.0,deeptools_plot_profile/3.1.2.0.0
856,42707051000.0,324.0,gatk4_mutect2/4.1.4.0+galaxy1
857,42644384160.0,345.0,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
858,42414098568.0,377.0,cshl_fastx_barcode_splitter/1.0.0
859,42288614440.0,340.0,snippy_core/4.5.0
860,42266851788.0,336.0,intervene_pairwise/0.6.4
861,42187517392.0,340.0,filter_tabular/3.1.0
862,41942101624.0,490.0,spaln/2.4.03+galaxy0
863,41867558996.0,323.0,sina/1.5.0+galaxy1
864,41698701848.0,357.0,split_file_to_collection/0.5.0
865,41625696688.0,325.0,EMBOSS: etandem33/5.0.0.1
866,41454217384.0,326.0,gatk4_mutect2/4.1.4.0+galaxy2
867,41208500100.0,318.0,rseqc_read_GC/2.6.4
868,41160100540.0,156.0,trinity/2.9.1+galaxy1
869,41084404116.0,337.0,bedtools_flankbed/2.29.0
870,41005069048.0,341.0,bedtools_bedtoigv/2.29.2
871,40987164736.0,347.0,circos_tableviewer/0.69.8+galaxy7
872,40896255212.0,321.0,bcftools_reheader/1.10
873,40777254200.0,327.0,ggplot2_violin/2.2.1+galaxy0
874,40729871560.0,309.0,bedtools_map/2.29.0.2
875,40687732512.0,357.0,bedtools_unionbedgraph/2.29.2
876,40650535860.0,313.0,sklearn_generalized_linear/1.0.8.2
877,40632783868.0,398.0,mothur_chimera_vsearch/1.39.5.2
878,40450965124.0,346.0,regex1/1.0.1
879,40310200972.0,348.0,snpfreqplot/1.0+galaxy3
880,40202625788.0,305.0,Extract genomic DNA 1/Extract genomic DNA 1
881,40197529768.0,318.0,vcftools_annotate/0.1
882,40139957232.0,326.0,crossmap_gff/0.3.7+galaxy1
883,39817527276.0,355.0,rseqc_mismatch_profile/2.6.4
884,39528282000.0,339.0,umi_tools_extract/0.5.5.1
885,39411752460.0,299.0,bedtools_unionbedgraph/2.29.0
886,38962603496.0,314.0,fastqc/0.52
887,38884506484.0,295.0,dada2_mergePairs/1.12+galaxy1
888,38843601888.0,320.0,bamSplit/2.4.0
889,38803934208.0,322.0,cuffcompare/2.2.1.2
890,38582601280.0,351.0,EMBOSS: dotmatcher24/5.0.0
891,38544168964.0,330.0,bedtools_annotatebed/2.29.2
892,38391982204.0,381.0,dada2_learnErrors/1.16+galaxy0
893,38391830136.0,302.0,seqtk_trimfq/1.3.1
894,38078351380.0,328.0,mothur_summary_single/1.39.5.2
895,38029732604.0,333.0,length_and_gc_content/0.1.1
896,37929870732.0,310.0,bcftools_query/1.10
