,date,num_jobs,num_users,tool_name_version
5177, 2020-04 ,14.0,3.0,plant_tribes_gene_family_classifier/1.0.3.0
5178, 2020-04 ,1.0,1.0,plant_tribes_gene_family_integrator/1.0.3.0
5179, 2020-04 ,4.0,2.0,plant_tribes_gene_family_phylogeny_builder/1.0.3.1
5180, 2020-04 ,12.0,4.0,plant_tribes_kaks_analysis/1.0.3.0
5181, 2020-04 ,7.0,2.0,ks_distribution/1.0.3.0
5182, 2020-04 ,3.0,1.0,bcftools_view/0.0.1
5183, 2020-04 ,51.0,7.0,check_snpeff_candidates/1.0.0
5184, 2020-04 ,1.0,1.0,in_silico_complementation/1.0.0
5185, 2020-04 ,6.0,3.0,cloudmap_variant_discovery_mapping/1.0.0
5186, 2020-04 ,54.0,6.0,snp_mapping_using_wgs/1.0.0
5187, 2020-04 ,4.0,1.0,charts/1.0.0
5188, 2020-04 ,51.0,23.0,heatmap_1/1.0.0
5189, 2020-04 ,2.0,2.0,karyotype_Plot_1/1.0.0
5190, 2020-04 ,241.0,24.0,abricate/0.9.8
5191, 2020-04 ,7.0,3.0,abricate_list/0.9.8
5192, 2020-04 ,120.0,42.0,abyss-pe/2.2.3
5193, 2020-04 ,5.0,4.0,annotatemyids/3.5.0.1
5194, 2020-04 ,1.0,1.0,annotatemyids/3.7.0
5195, 2020-04 ,903.0,132.0,annotatemyids/3.7.0+galaxy1
5196, 2020-04 ,5.0,2.0,bam_to_scidx/1.0.1
5197, 2020-04 ,130.0,37.0,bandage_image/0.8.1+galaxy2
5198, 2020-04 ,58.0,29.0,bandage_info/0.8.1+galaxy1
5199, 2020-04 ,10.0,3.0,basil/1.2.0
5200, 2020-04 ,17.0,2.0,bax2bam/0.0.9+galaxy0
5201, 2020-04 ,56.0,15.0,bcftools_annotate/1.10
5202, 2020-04 ,187.0,30.0,bcftools_call/1.10
5203, 2020-04 ,1.0,1.0,bcftools_call/1.4.0
5204, 2020-04 ,21.0,5.0,bcftools_cnv/1.10
5205, 2020-04 ,33.0,11.0,bcftools_concat/1.10
5206, 2020-04 ,95.0,7.0,bcftools_consensus/1.10
5207, 2020-04 ,28.0,5.0,bcftools_convert_from_vcf/1.10
5208, 2020-04 ,97.0,21.0,bcftools_convert_to_vcf/1.10
5209, 2020-04 ,9.0,2.0,bcftools_csq/1.10
5210, 2020-04 ,144.0,13.0,bcftools_filter/1.10
5211, 2020-04 ,11.0,6.0,bcftools_gtcheck/1.10
5212, 2020-04 ,229.0,17.0,bcftools_isec/1.10
5213, 2020-04 ,3.0,1.0,bcftools_isec/1.9+galaxy1
5214, 2020-04 ,143.0,24.0,bcftools_merge/1.10
5215, 2020-04 ,1.0,1.0,bcftools_merge/1.9+galaxy1
5216, 2020-04 ,377.0,45.0,bcftools_mpileup/1.10
5217, 2020-04 ,122.0,49.0,bcftools_norm/1.10
5218, 2020-04 ,8.0,1.0,bcftools_plugin_color_chrs/1.10
5219, 2020-04 ,145.0,45.0,bcftools_plugin_counts/1.10+galaxy1
5220, 2020-04 ,5.0,2.0,bcftools_plugin_dosage/1.10
5221, 2020-04 ,4.0,1.0,bcftools_plugin_fill_an_ac/1.10
5222, 2020-04 ,10.0,4.0,bcftools_plugin_fill_tags/1.10
5223, 2020-04 ,4.0,1.0,bcftools_plugin_fixploidy/1.10
5224, 2020-04 ,3.0,1.0,bcftools_plugin_frameshifts/1.10
5225, 2020-04 ,4.0,1.0,bcftools_plugin_impute_info/1.10
5226, 2020-04 ,8.0,1.0,bcftools_plugin_mendelian/1.10
5227, 2020-04 ,6.0,3.0,bcftools_plugin_missing2ref/1.10
5228, 2020-04 ,5.0,2.0,bcftools_plugin_setgt/1.10
5229, 2020-04 ,3.0,1.0,bcftools_plugin_tag2tag/1.10
5230, 2020-04 ,37.0,8.0,bcftools_query/1.10
5231, 2020-04 ,33.0,14.0,bcftools_query_list_samples/1.10
5232, 2020-04 ,19.0,5.0,bcftools_reheader/1.10
5233, 2020-04 ,1.0,1.0,bcftools_reheader/1.9
5234, 2020-04 ,8.0,1.0,bcftools_roh/1.10
5235, 2020-04 ,67.0,23.0,bcftools_stats/1.10
5236, 2020-04 ,101.0,22.0,bcftools_view/1.10
5237, 2020-04 ,94.0,12.0,bedtools_annotatebed/2.29.0
5238, 2020-04 ,4.0,2.0,bedtools_bamtobed/2.22.0
5239, 2020-04 ,1.0,1.0,bedtools_bamtobed/2.26.0.0
5240, 2020-04 ,1.0,1.0,bedtools_bamtobed/2.27.0.0
5241, 2020-04 ,1038.0,113.0,bedtools_bamtobed/2.29.0
5242, 2020-04 ,8.0,1.0,bedtools_bamtofastq/2.27.0.0
5243, 2020-04 ,48.0,12.0,bedtools_bamtofastq/2.27.1
5244, 2020-04 ,10.0,3.0,bedtools_bed12tobed6/2.29.0
5245, 2020-04 ,11.0,3.0,bedtools_bedpetobam/2.29.0
5246, 2020-04 ,169.0,28.0,bedtools_bedtobam/2.29.0
5247, 2020-04 ,30.0,17.0,bedtools_bedtoigv/2.29.0
5248, 2020-04 ,173.0,15.0,bedtools_closestbed/2.29.0
5249, 2020-04 ,28.0,6.0,bedtools_clusterbed/2.29.0
5250, 2020-04 ,19.0,3.0,bedtools_complementbed/2.29.0
5251, 2020-04 ,9.0,2.0,bedtools_coveragebed/2.22.1
5252, 2020-04 ,191.0,21.0,bedtools_coveragebed/2.29.0
5253, 2020-04 ,2.0,1.0,bedtools_expandbed/2.26.0.0
5254, 2020-04 ,11.0,4.0,bedtools_expandbed/2.29.0
5255, 2020-04 ,1.0,1.0,bedtools_fisher/2.27.1+galaxy1
5256, 2020-04 ,9.0,3.0,bedtools_fisher/2.29.0
5257, 2020-04 ,19.0,4.0,bedtools_flankbed/2.29.0
5258, 2020-04 ,2.0,1.0,bedtools_genomecoveragebed/2.26.0.0
5259, 2020-04 ,1.0,1.0,bedtools_genomecoveragebed/2.27.1
5260, 2020-04 ,367.0,56.0,bedtools_genomecoveragebed/2.29.0
5261, 2020-04 ,1.0,1.0,bedtools_getfastabed/2.26.0.0
5262, 2020-04 ,2.0,0.0,bedtools_getfastabed/2.27.0.1
5263, 2020-04 ,450.0,70.0,bedtools_getfastabed/2.29.0
5264, 2020-04 ,15.0,6.0,bedtools_groupbybed/2.29.0
5265, 2020-04 ,1.0,1.0,bedtools_intersectbed/2.27.0.1
5266, 2020-04 ,3.0,2.0,bedtools_intersectbed/2.27.1
5267, 2020-04 ,17.0,1.0,bedtools_intersectbed/2.27.1+galaxy1
5268, 2020-04 ,2765.0,158.0,bedtools_intersectbed/2.29.0
5269, 2020-04 ,692.0,10.0,bedtools_jaccard/2.29.0
5270, 2020-04 ,12.0,5.0,bedtools_links/2.29.0
5271, 2020-04 ,46.0,8.0,bedtools_makewindowsbed/2.29.0
5272, 2020-04 ,61.0,4.0,bedtools_map/2.29.0.2
5273, 2020-04 ,17.0,2.0,bedtools_maskfastabed/2.29.0
5274, 2020-04 ,1.0,1.0,bedtools_mergebed/2.22.1
5275, 2020-04 ,1.0,1.0,bedtools_mergebed/2.26.0.0
5276, 2020-04 ,280.0,52.0,bedtools_mergebed/2.29.0
5277, 2020-04 ,208.0,28.0,bedtools_multicovtbed/2.29.0
5278, 2020-04 ,416.0,87.0,bedtools_multiintersectbed/2.29.0
5279, 2020-04 ,14.0,2.0,bedtools_nucbed/2.29.0
5280, 2020-04 ,26.0,9.0,bedtools_overlapbed/2.29.0
5281, 2020-04 ,32.0,8.0,bedtools_randombed/2.29.0
5282, 2020-04 ,329.0,6.0,bedtools_reldistbed/2.29.0
5283, 2020-04 ,49.0,8.0,bedtools_shufflebed/2.29.0
5284, 2020-04 ,29.0,8.0,bedtools_slopbed/2.29.0
5285, 2020-04 ,432.0,60.0,bedtools_sortbed/2.29.0
5286, 2020-04 ,9.0,5.0,bedtools_spacingbed/2.29.0
5287, 2020-04 ,153.0,21.0,bedtools_subtractbed/2.29.0
5288, 2020-04 ,8.0,4.0,bedtools_tagbed/2.29.0
5289, 2020-04 ,112.0,7.0,bedtools_unionbedgraph/2.29.0
5290, 2020-04 ,275.0,16.0,bedtools_windowbed/2.29.0
5291, 2020-04 ,8.0,1.0,bio_hansel/0.1.0
5292, 2020-04 ,9.0,3.0,biom_add_metadata/2.1.5.1
5293, 2020-04 ,45.0,8.0,biom_convert/2.1.5.3
5294, 2020-04 ,8.0,1.0,bacteria_tradis/1.4.5+galaxy2
5295, 2020-04 ,5.0,2.0,tradis_essentiality/1.4.5+galaxy2
5296, 2020-04 ,4.0,1.0,tradis_gene_insert_sites/1.4.5+galaxy2
5297, 2020-04 ,7.0,3.0,blastxml_to_gapped_gff3/1.1
5298, 2020-04 ,30.0,12.0,bp_genbank2gff3/1.0
5299, 2020-04 ,5.0,2.0,busco/3.0.2+galaxy2
5300, 2020-04 ,65.0,12.0,bwameth/0.2.2
5301, 2020-04 ,3.0,1.0,cat_bins/5.0.3.1
5302, 2020-04 ,3.0,2.0,cat_contigs/5.0.3.1
5303, 2020-04 ,1.0,1.0,cat_prepare/5.0.3.0
5304, 2020-04 ,4.0,1.0,cat_summarise/5.0.3.0
5305, 2020-04 ,274.0,155.0,charts/1.0.1
5306, 2020-04 ,108.0,10.0,circgraph/0.9-RC2
5307, 2020-04 ,246.0,20.0,circos/0.69.8+galaxy4
5308, 2020-04 ,7.0,2.0,circos_aln_to_links/0.69.8+galaxy4
5309, 2020-04 ,7.0,2.0,circos_binlinks/0.69.8+galaxy4
5310, 2020-04 ,4.0,1.0,circos_bundlelinks/0.69.8+galaxy4
5311, 2020-04 ,8.0,5.0,circos_gc_skew/0.69.8+galaxy4
5312, 2020-04 ,10.0,2.0,circos_interval_to_text/0.69.8+galaxy4
5313, 2020-04 ,13.0,4.0,circos_interval_to_tile/0.69.8+galaxy4
5314, 2020-04 ,12.0,5.0,circos_resample/0.69.8+galaxy4
5315, 2020-04 ,70.0,22.0,circos_tableviewer/0.69.8+galaxy4
5316, 2020-04 ,72.0,9.0,circos_wiggle_to_scatter/0.69.8+galaxy4
5317, 2020-04 ,396.0,109.0,collection_column_join/0.0.3
5318, 2020-04 ,27.0,15.0,collection_element_identifiers/0.0.2
5319, 2020-04 ,51.0,26.0,column_order_header_sort/0.0.1
5320, 2020-04 ,82.0,24.0,column_remove_by_header/0.0.1
5321, 2020-04 ,12.0,1.0,crosscontamination_barcode_filter/0.3
5322, 2020-04 ,17.0,3.0,crossmap_bam/0.3.7
5323, 2020-04 ,477.0,11.0,crossmap_bed/0.3.7
5324, 2020-04 ,29.0,11.0,crossmap_gff/0.3.7
5325, 2020-04 ,18.0,4.0,crossmap_vcf/0.3.7
5326, 2020-04 ,17.0,3.0,crossmap_wig/0.3.7
5327, 2020-04 ,14.0,3.0,cwpair2/1.1.1
5328, 2020-04 ,1.0,1.0,dada2_assignTaxonomyAddspecies/1.12+galaxy1
5329, 2020-04 ,21.0,4.0,dada2_assignTaxonomyAddspecies/1.14+galaxy0
5330, 2020-04 ,10.0,1.0,dada2_dada/1.12+galaxy1
5331, 2020-04 ,1324.0,6.0,dada2_dada/1.14+galaxy0
5332, 2020-04 ,5.0,1.0,dada2_filterAndTrim/1.12+galaxy1
5333, 2020-04 ,1970.0,15.0,dada2_filterAndTrim/1.14+galaxy0
5334, 2020-04 ,1.0,1.0,dada2_learnErrors/1.12+galaxy1
5335, 2020-04 ,88.0,11.0,dada2_learnErrors/1.14+galaxy0
5336, 2020-04 ,1.0,1.0,dada2_makeSequenceTable/1.12+galaxy1
5337, 2020-04 ,31.0,8.0,dada2_makeSequenceTable/1.14+galaxy0
5338, 2020-04 ,10.0,1.0,dada2_mergePairs/1.12+galaxy1
5339, 2020-04 ,1210.0,8.0,dada2_mergePairs/1.14+galaxy0
5340, 2020-04 ,655.0,5.0,dada2_plotComplexity/1.14+galaxy0
5341, 2020-04 ,1.0,1.0,dada2_plotQualityProfile/1.12+galaxy1
5342, 2020-04 ,792.0,10.0,dada2_plotQualityProfile/1.14+galaxy0
5343, 2020-04 ,1.0,1.0,dada2_removeBimeraDenovo/1.12+galaxy1
5344, 2020-04 ,24.0,6.0,dada2_removeBimeraDenovo/1.14+galaxy0
5345, 2020-04 ,68.0,14.0,dada2_seqCounts/1.14+galaxy0
5346, 2020-04 ,1.0,1.0,datamash_ops/1.0.6
5347, 2020-04 ,271.0,32.0,datamash_ops/1.1.0
5348, 2020-04 ,4.0,1.0,datamash_reverse/1.1.0
5349, 2020-04 ,51.0,27.0,datamash_transpose/1.1.0
5350, 2020-04 ,485.0,91.0,deg_annotate/1.1.0
5351, 2020-04 ,11.0,6.0,deseq2/2.1.8.3
5352, 2020-04 ,28.0,6.0,deseq2/2.11.38
5353, 2020-04 ,6.0,4.0,deseq2/2.11.39
5354, 2020-04 ,6.0,5.0,deseq2/2.11.40.1
5355, 2020-04 ,133.0,21.0,deseq2/2.11.40.2
5356, 2020-04 ,39.0,17.0,deseq2/2.11.40.6
5357, 2020-04 ,3119.0,573.0,deseq2/2.11.40.6+galaxy1
5358, 2020-04 ,1.0,1.0,dexseq/1.24.0.0
5359, 2020-04 ,106.0,18.0,dexseq/1.28.1+galaxy1
5360, 2020-04 ,2.0,1.0,dexseq_count/1.20.1
5361, 2020-04 ,515.0,27.0,dexseq_count/1.28.1.0
5362, 2020-04 ,51.0,6.0,plotdexseq/1.28.1.0
5363, 2020-04 ,36.0,5.0,disco/1.2.0
5364, 2020-04 ,24.0,2.0,fsd/1.0.2
5365, 2020-04 ,4.0,1.0,fsd_beforevsafter/1.0.2
5366, 2020-04 ,4.0,1.0,fsd_regions/1.0.1
5367, 2020-04 ,24.0,2.0,td/1.0.2
5368, 2020-04 ,52.0,19.0,ebi_metagenomics_run_downloader/0.1.0
5369, 2020-04 ,44.0,20.0,ebi_search_rest_results/0.1.1
5370, 2020-04 ,21.0,2.0,edger/3.20.7.2
5371, 2020-04 ,6.0,3.0,edger/3.24.1
5372, 2020-04 ,1140.0,188.0,edger/3.24.1+galaxy1
5373, 2020-04 ,212.0,30.0,egsea/1.10.0
5374, 2020-04 ,49.0,11.0,exonerate/2.4.0+galaxy2
5375, 2020-04 ,16.0,4.0,export2graphlan/0.20+galaxy0
5376, 2020-04 ,4.0,3.0,Extract genomic DNA 1/3.0.3
5377, 2020-04 ,532.0,76.0,Extract genomic DNA 1/3.0.3+galaxy2
5378, 2020-04 ,42.0,5.0,fargene/0.1+galaxy1
5379, 2020-04 ,31.0,4.0,fasta_nucleotide_color_plot/1.0.1
5380, 2020-04 ,132.0,53.0,fasta-stats/1.0.1
5381, 2020-04 ,3484.0,190.0,fastp/0.19.5+galaxy1
5382, 2020-04 ,5.0,3.0,fastp/0.20.1+galaxy0
5383, 2020-04 ,401.0,51.0,fasttree/2.1.10+galaxy1
5384, 2020-04 ,161.0,4.0,featurecounts/1.4.6.p5
5385, 2020-04 ,88.0,2.0,featurecounts/1.6.0.2
5386, 2020-04 ,7.0,1.0,featurecounts/1.6.0.3
5387, 2020-04 ,19.0,2.0,featurecounts/1.6.0.6
5388, 2020-04 ,23.0,3.0,featurecounts/1.6.2
5389, 2020-04 ,153.0,10.0,featurecounts/1.6.3+galaxy2
5390, 2020-04 ,8328.0,502.0,featurecounts/1.6.4+galaxy1
5391, 2020-04 ,25.0,5.0,feelnc/0.1.1.1
5392, 2020-04 ,445.0,26.0,fgsea/1.8.0+galaxy1
5393, 2020-04 ,9.0,2.0,filtlong/0.2.0
5394, 2020-04 ,93.0,14.0,flash/1.2.11.4
5395, 2020-04 ,51.0,15.0,gatk4_mutect2/4.1.4.0+galaxy1
5396, 2020-04 ,106.0,35.0,gatk4_mutect2/4.1.4.0+galaxy2
5397, 2020-04 ,20.0,7.0,genetrack/1.0.1
5398, 2020-04 ,76.0,12.0,gfa_to_fa/0.1.1
5399, 2020-04 ,7.0,2.0,gff3.rebase/1.2
5400, 2020-04 ,2.0,1.0,gff_to_prot/1.0.0
5401, 2020-04 ,13.0,6.0,gff_to_prot/3.0.2+galaxy0
5402, 2020-04 ,200.0,58.0,gffcompare/0.11.2
5403, 2020-04 ,137.0,54.0,ggplot2_heatmap/2.2.1
5404, 2020-04 ,1.0,1.0,ggplot2_heatmap2/2.2.1+galaxy0
5405, 2020-04 ,3.0,3.0,ggplot2_heatmap2/2.2.1+galaxy1
5406, 2020-04 ,1114.0,128.0,ggplot2_heatmap2/3.0.1
5407, 2020-04 ,41.0,12.0,ggplot2_histogram/2.2.1+galaxy0
5408, 2020-04 ,121.0,30.0,ggplot2_pca/2.2.1
5409, 2020-04 ,127.0,24.0,ggplot2_point/2.2.1+galaxy1
5410, 2020-04 ,38.0,7.0,ggplot2_violin/2.2.1+galaxy0
5411, 2020-04 ,340.0,32.0,goenrichment/2.0.1
5412, 2020-04 ,1.0,1.0,goseq/1.26.0
5413, 2020-04 ,360.0,61.0,goseq/1.36.0+galaxy0
5414, 2020-04 ,7.0,2.0,goslimmer/1.0.1
5415, 2020-04 ,13.0,6.0,gprofiler_convert/0.1.7+galaxy11
5416, 2020-04 ,39.0,16.0,gprofiler_gost/0.1.7+galaxy11
5417, 2020-04 ,10.0,3.0,gprofiler_orth/0.1.7+galaxy11
5418, 2020-04 ,8.0,3.0,gprofiler_random/0.1.7+galaxy11
5419, 2020-04 ,20.0,8.0,gprofiler_snpense/0.1.7+galaxy11
5420, 2020-04 ,7.0,1.0,graphembed/2.4.0
5421, 2020-04 ,109.0,57.0,gtftobed12/357
5422, 2020-04 ,96.0,9.0,gubbins/0.1.0
5423, 2020-04 ,7.0,3.0,heinz/1.0
5424, 2020-04 ,6.0,3.0,heinz_bum/1.0
5425, 2020-04 ,9.0,2.0,heinz_scoring/1.0
5426, 2020-04 ,10.0,4.0,heinz_visualization/0.1.1
5427, 2020-04 ,5.0,1.0,hisat2/2.0.3
5428, 2020-04 ,4.0,1.0,hisat2/2.0.5.2
5429, 2020-04 ,2.0,2.0,hisat2/2.1.0
5430, 2020-04 ,99.0,4.0,hisat2/2.1.0+galaxy3
5431, 2020-04 ,109.0,17.0,hisat2/2.1.0+galaxy4
5432, 2020-04 ,13898.0,833.0,hisat2/2.1.0+galaxy5
5433, 2020-04 ,1.0,1.0,hyphy_absrel/2.5.11+galaxy0
5434, 2020-04 ,4.0,3.0,hyphy_absrel/2.5.4+galaxy0
5435, 2020-04 ,5.0,3.0,hyphy_absrel/2.5.8+galaxy0
5436, 2020-04 ,2.0,1.0,hyphy_absrel/2.5.9+galaxy0
5437, 2020-04 ,5.0,2.0,hyphy_bgm/2.5.8+galaxy0
5438, 2020-04 ,13.0,5.0,hyphy_busted/2.5.8+galaxy0
5439, 2020-04 ,1.0,1.0,hyphy_fade/2.5.11+galaxy0
5440, 2020-04 ,4.0,2.0,hyphy_fade/2.5.8+galaxy0
5441, 2020-04 ,4.0,1.0,hyphy_fel/2.5.11+galaxy0
5442, 2020-04 ,78.0,4.0,hyphy_fel/2.5.8+galaxy0
5443, 2020-04 ,11.0,1.0,hyphy_fel/2.5.9+galaxy0
5444, 2020-04 ,5.0,3.0,hyphy_fubar/2.5.8+galaxy0
5445, 2020-04 ,3.0,1.0,hyphy_gard/2.5.11+galaxy0
5446, 2020-04 ,4.0,3.0,hyphy_gard/2.5.4+galaxy0
5447, 2020-04 ,1.0,1.0,hyphy_gard/2.5.5+galaxy0
5448, 2020-04 ,57.0,3.0,hyphy_gard/2.5.8+galaxy0
5449, 2020-04 ,5.0,1.0,hyphy_meme/2.5.11+galaxy0
5450, 2020-04 ,71.0,1.0,hyphy_meme/2.5.7+galaxy0
5451, 2020-04 ,16.0,6.0,hyphy_meme/2.5.8+galaxy0
5452, 2020-04 ,12.0,1.0,hyphy_meme/2.5.9+galaxy0
5453, 2020-04 ,7.0,2.0,hyphy_prime/2.5.11+galaxy0
5454, 2020-04 ,75.0,3.0,hyphy_prime/2.5.8+galaxy0
5455, 2020-04 ,11.0,1.0,hyphy_prime/2.5.9+galaxy0
5456, 2020-04 ,4.0,2.0,hyphy_relax/2.5.8+galaxy0
5457, 2020-04 ,8.0,2.0,hyphy_slac/2.5.11+galaxy0
5458, 2020-04 ,82.0,4.0,hyphy_slac/2.5.8+galaxy0
5459, 2020-04 ,11.0,1.0,hyphy_slac/2.5.9+galaxy0
5460, 2020-04 ,2.0,1.0,hyphy_sm19/2.5.11+galaxy0
5461, 2020-04 ,6.0,1.0,hyphy_sm19/2.5.8+galaxy0
5462, 2020-04 ,12.0,3.0,idba_hybrid/1.1.3
5463, 2020-04 ,11.0,3.0,idba_tran/1.1.3
5464, 2020-04 ,17.0,3.0,idba_ud/1.1.3+galaxy1
5465, 2020-04 ,57.0,5.0,idr/2.0.3
5466, 2020-04 ,5.0,2.0,galaxy_intermine_exchange/0.0.1
5467, 2020-04 ,14.0,6.0,intervene_pairwise/0.6.4
5468, 2020-04 ,51.0,10.0,intervene_upset/0.6.4
5469, 2020-04 ,415.0,60.0,iqtree/1.5.5.3
5470, 2020-04 ,4.0,1.0,iwtomics_loadandplot/1.0.0.0
5471, 2020-04 ,3.0,1.0,iwtomics_plotwithscale/1.0.0.0
5472, 2020-04 ,4.0,1.0,iwtomics_testandplot/1.0.0.0
5473, 2020-04 ,7.0,2.0,jbrowse/1.16.5+galaxy7
5474, 2020-04 ,233.0,104.0,jbrowse/1.16.8+galaxy0
5475, 2020-04 ,3.0,2.0,jbrowse/1.16.8+galaxy1
5476, 2020-04 ,23.0,12.0,jbrowse_to_standalone/1.16.8+galaxy0
5477, 2020-04 ,33.0,13.0,jcvi_gff_stats/0.8.4
5478, 2020-04 ,8.0,2.0,jq/1.0
5479, 2020-04 ,37.0,14.0,kallisto_pseudo/0.46.0.1
5480, 2020-04 ,175.0,2.0,kallisto_quant/0.43.1.3
5481, 2020-04 ,584.0,38.0,kallisto_quant/0.46.0.4
5482, 2020-04 ,202.0,9.0,kc-align/0.1.4
5483, 2020-04 ,15.0,7.0,kc-align/0.1.5
5484, 2020-04 ,13.0,3.0,kc-align/0.1.6
5485, 2020-04 ,16.0,1.0,kc-align/0.1.7
5486, 2020-04 ,8.0,1.0,khmer_abundance_distribution/3.0.0a3+galaxy1
5487, 2020-04 ,9.0,2.0,khmer_abundance_distribution_single/3.0.0a3+galaxy1
5488, 2020-04 ,4.0,1.0,khmer_count_median/3.0.0a3+galaxy1
5489, 2020-04 ,4.0,1.0,khmer_extract_partitions/3.0.0a3+galaxy1
5490, 2020-04 ,9.0,2.0,khmer_filter_abundance/3.0.0a3+galaxy1
5491, 2020-04 ,5.0,2.0,khmer_filter_below_abundance_cutoff/3.0.0a3+galaxy1
5492, 2020-04 ,13.0,2.0,khmer_normalize_by_median/3.0.0a3+galaxy1
5493, 2020-04 ,4.0,1.0,khmer_partition/3.0.0a3+galaxy1
5494, 2020-04 ,12.0,5.0,kobas_annotate/2.1.1
5495, 2020-04 ,7.0,2.0,kobas_identify/2.1.1
5496, 2020-04 ,35.0,18.0,kraken_taxonomy_report/0.0.2
5497, 2020-04 ,26.0,10.0,length_and_gc_content/0.1.1
5498, 2020-04 ,7.0,2.0,limma_voom/3.38.3+galaxy2
5499, 2020-04 ,612.0,99.0,limma_voom/3.38.3+galaxy3
5500, 2020-04 ,31.0,5.0,lofreq_alnqual/2.1.3.1+galaxy0
5501, 2020-04 ,700.0,4.0,lofreq_call/2.1.3.1+galaxy0
5502, 2020-04 ,513.0,5.0,lofreq_call/2.1.3.1+galaxy1
5503, 2020-04 ,484.0,64.0,lofreq_call/2.1.3.1+galaxy2
5504, 2020-04 ,59.0,19.0,lofreq_filter/2.1.3.1+galaxy1
5505, 2020-04 ,54.0,8.0,lofreq_indelqual/2.1.3.1+galaxy0
5506, 2020-04 ,1231.0,11.0,lofreq_viterbi/2.1.3.1+galaxy1
5507, 2020-04 ,56.0,5.0,macs2_bdgbroadcall/2.1.1.20160309.0
5508, 2020-04 ,1.0,1.0,macs2_bdgcmp/2.1.0.20151222.0
5509, 2020-04 ,25.0,8.0,macs2_bdgcmp/2.1.1.20160309.0
5510, 2020-04 ,32.0,12.0,macs2_bdgdiff/2.1.1.20160309.1
5511, 2020-04 ,70.0,13.0,macs2_bdgpeakcall/2.1.1.20160309.0
5512, 2020-04 ,8.0,3.0,macs2_callpeak/2.1.0.20140616.0
5513, 2020-04 ,5.0,3.0,macs2_callpeak/2.1.0.20151222.0
5514, 2020-04 ,40.0,7.0,macs2_callpeak/2.1.1.20160309.0
5515, 2020-04 ,6.0,3.0,macs2_callpeak/2.1.1.20160309.4
5516, 2020-04 ,3160.0,400.0,macs2_callpeak/2.1.1.20160309.6
5517, 2020-04 ,31.0,12.0,macs2_filterdup/2.1.1.20160309.1
5518, 2020-04 ,1.0,1.0,macs2_predictd/2.1.0.20151222.0
5519, 2020-04 ,4.0,3.0,macs2_predictd/2.1.1.20160309.0
5520, 2020-04 ,326.0,62.0,macs2_predictd/2.1.1.20160309.1
5521, 2020-04 ,9.0,6.0,macs2_randsample/2.1.1.20160309.1
5522, 2020-04 ,27.0,10.0,macs2_refinepeak/2.1.1.20160309.1
5523, 2020-04 ,87.0,19.0,maker/2.31.10+galaxy1
5524, 2020-04 ,9.0,6.0,maker_map_ids/2.31.10
5525, 2020-04 ,15.0,2.0,masigpro/1.49.3.1+galaxy1
5526, 2020-04 ,136.0,19.0,megahit/1.1.3.4
5527, 2020-04 ,203.0,53.0,meme_chip/4.11.2+galaxy1
5528, 2020-04 ,14.0,2.0,meme_fimo/4.12.0.0
5529, 2020-04 ,76.0,8.0,meme_fimo/5.0.5.0
5530, 2020-04 ,4.0,2.0,meme_meme/4.11.1.0
5531, 2020-04 ,12.0,4.0,meme_meme/4.12.0.0
5532, 2020-04 ,224.0,43.0,meme_meme/5.0.5.0
5533, 2020-04 ,14.0,6.0,meme_psp_gen/5.0.5.0
5534, 2020-04 ,5.0,2.0,metagenomeseq_normalizaton/1.16.0-0.0.1
5535, 2020-04 ,10.0,3.0,migmap/1.0.3
5536, 2020-04 ,104.0,18.0,miniasm/0.3+galaxy0
5537, 2020-04 ,618.0,76.0,minimap2/2.17+galaxy0
5538, 2020-04 ,96.0,6.0,mixcr_analyze/3.0.5.0
5539, 2020-04 ,111.0,22.0,mlst/2.16.1
5540, 2020-04 ,11.0,3.0,mlst_list/2.16.1
5541, 2020-04 ,8.0,1.0,mothur_align_check/1.39.5.0
5542, 2020-04 ,1.0,0.0,mothur_align_seqs/1.36.1.0
5543, 2020-04 ,1231.0,109.0,mothur_align_seqs/1.39.5.0
5544, 2020-04 ,51.0,4.0,mothur_amova/1.39.5.0
5545, 2020-04 ,4.0,1.0,mothur_anosim/1.39.5.0
5546, 2020-04 ,8.0,1.0,mothur_bin_seqs/1.39.5.0
5547, 2020-04 ,40.0,5.0,mothur_biom_info/1.39.5.0
5548, 2020-04 ,4.0,1.0,mothur_chimera_bellerophon/1.39.5.0
5549, 2020-04 ,8.0,1.0,mothur_chimera_ccode/1.39.5.0
5550, 2020-04 ,8.0,1.0,mothur_chimera_check/1.39.5.0
5551, 2020-04 ,3.0,1.0,mothur_chimera_perseus/1.39.5.0
5552, 2020-04 ,8.0,1.0,mothur_chimera_pintail/1.39.5.0
5553, 2020-04 ,8.0,1.0,mothur_chimera_slayer/1.39.5.0
5554, 2020-04 ,1.0,1.0,mothur_chimera_uchime/1.36.1.0
5555, 2020-04 ,33.0,3.0,mothur_chimera_uchime/1.39.5.0
5556, 2020-04 ,502.0,69.0,mothur_chimera_vsearch/1.39.5.1
5557, 2020-04 ,4.0,1.0,mothur_chop_seqs/1.39.5.0
5558, 2020-04 ,4.0,1.0,mothur_classify_otu/1.36.1.0
5559, 2020-04 ,237.0,52.0,mothur_classify_otu/1.39.5.0
5560, 2020-04 ,6.0,1.0,mothur_classify_rf/1.36.1.0
