,num_jobs,consumed_mem_gb,allocated_mem_gb,pct_mem_consumed,tool_name_version
1317,206,50,1543,3.2,bedtools_maskfastabed/2.29.2
1318,72,50,551,9.1,mummer_delta_filter/4.0.0rc1+galaxy2
1319,195,50,1451,3.4,multiqc/1.8+galaxy0
1320,128,50,972,5.1,vcfleftalign/1.0.0_rc3+galaxy0
1321,16,50,84,59.5,bcftools_mpileup/1.9+galaxy2
1322,130,49,3803,1.3,iqtree/1.5.5.3
1323,199,49,1518,3.2,heinz_bum/1.0
1324,99,49,723,6.8,pileup_interval/1.0.3
1325,205,49,1563,3.1,heinz_visualization/0.1.1
1326,143,49,1002,4.9,query_tabular/3.3.0
1327,12,49,340,14.4,cuffmerge/0.0.6
1328,143,49,4338,1.1,gmx_em/2020.2+galaxy0
1329,159,49,1204,4.1,bedtools_bedpetobam/2.30.0
1330,187,48,1422,3.4,circos_aln_to_links/0.69.8+galaxy7
1331,188,48,1427,3.4,get_pdb/0.1.0
1332,47,48,344,14.0,snpEff_get_chr_names/4.3+T.galaxy2
1333,217,48,1655,2.9,build_ucsc_custom_track_1/1.0.0
1334,191,48,1460,3.3,gmx_editconf/2020.2+galaxy0
1335,138,47,1049,4.5,scikit_bio_diversity_beta_diversity/0.4.2.0
1336,18,47,138,34.1,spades_metaviralspades/3.15.3+galaxy2
1337,179,47,1352,3.5,gmx_solvate/2022+galaxy0
1338,190,47,1441,3.3,vcftools_annotate/0.1
1339,52,47,399,11.8,EMBOSS: cpgreport16/5.0.0.1
1340,139,47,1053,4.5,circos_interval_to_tile/0.69.8+galaxy7
1341,175,47,1266,3.7,ncbi_acc_download/0.2.5+galaxy0
1342,181,47,1384,3.4,bedtools_fisher/2.30.0
1343,54,47,1615,2.9,valet/1.0.0
1344,23,46,172,26.7,scanpy_read_10x/1.8.1+2+galaxy0
1345,138,46,1052,4.4,mummer_mummerplot/4.0.0beta2+galaxy1
1346,14,46,100,46.0,bedtools_multicovtbed/2.29.2
1347,170,46,1298,3.5,ggplot2_violin/2.2.1+galaxy0
1348,22,45,130,34.6,jbrowse/1.16.9+galaxy0
1349,77,45,566,8.0,gprofiler_convert/0.1.7+galaxy11
1350,89,45,667,6.7,_salmon_kallisto_mtx_to_10x/0.0.1+galaxy5
1351,86,45,627,7.2,keras_model_builder/0.5.0
1352,187,45,1432,3.1,wormbase/wormbase
1353,127,45,3814,1.2,mothur_trim_flows/1.39.5.0
1354,82,45,2458,1.8,socru/2.1.7
1355,94,44,2763,1.6,migmap/1.0.3+galaxy2
1356,9,44,69,63.8,spades_biosyntheticspades/3.15.3+galaxy2
1357,154,44,1143,3.8,fastqc/0.65
1358,107,44,814,5.4,bcftools_gtcheck/1.10
1359,166,44,5100,0.9,Interval2Maf1/Interval2Maf1
1360,38,44,291,15.1,master2pgSnp/master2pgSnp
1361,15,43,400,10.8,presto_buildconsensus/0.6.2
1362,66,43,505,8.5,vsearch_chimera_detection/2.8.3.0
1363,170,43,1290,3.3,gmx_merge_topology_files/3.4.3+galaxy0
1364,120,43,907,4.7,generate_matrix_for_pca_and_lda1/1.0.0
1365,10,43,280,15.4,tag_pileup_frequency/1.0.2
1366,118,43,906,4.7,EMBOSS: splitter92/5.0.0.1
1367,155,43,1181,3.6,bedtools_complementbed/2.30.0
1368,73,42,559,7.5,EMBOSS: fuzznuc37/5.0.3
1369,22,42,168,25.0,merqury/1.3+galaxy1
1370,96,42,729,5.8,count_gff_features/0.2
1371,7,42,213,19.7,cuffdiff/2.2.1.1
1372,183,42,1393,3.0,picard_AddOrReplaceReadGroups/1.126.0
1373,74,42,566,7.4,augustus_training/3.4.0+galaxy1
1374,91,41,694,5.9,tsne/0.0.2
1375,178,41,1358,3.0,mothur_pcoa/1.39.5.0
1376,147,41,1110,3.7,bandage_image/0.8.1+galaxy2
1377,79,41,606,6.8,vsearch_alignment/2.8.3.0
1378,109,41,835,4.9,salsa/2.3+galaxy2
1379,15,41,320,12.8,gatk4_mutect2/4.1.4.0+galaxy2
1380,151,41,1154,3.6,tradis_essentiality/1.4.5+galaxy2
1381,41,41,314,13.1,modENCODEworm/modENCODEworm
1382,14,41,107,38.3,merqury/1.3+galaxy2
1383,15,41,115,35.7,picard_RevertSam/2.18.2.1
1384,162,40,1241,3.2,ucsc_table_direct_archaea1/ucsc_table_direct_archaea1
1385,161,40,4832,0.8,mothur_indicator/1.39.5.0
1386,17,40,131,30.5,spades_plasmidspades/3.15.4+galaxy2
1387,22,40,536,7.5,mothur_align_seqs/1.36.1.0
1388,12,40,92,43.5,spades_metaviralspades/3.15.4+galaxy2
1389,150,40,1145,3.5,Sff_extractor/Sff_extractor
1390,121,40,920,4.3,vcfdistance/1.0.0_rc1+galaxy0
1391,143,39,1094,3.6,gmx_solvate/2020.2+galaxy0
1392,49,39,368,10.6,vcfcommonsamples/1.0.0_rc3+galaxy0
1393,98,39,732,5.3,qualimap_counts/2.2.2d
1394,27,39,199,19.6,bcftools_plugin_missing2ref/1.10
1395,100,39,763,5.1,export2graphlan/0.20+galaxy0
1396,152,38,1156,3.3,mothur_summary_tax/1.39.5.0
1397,26,38,184,20.7,samtools_calmd/2.0.1
1398,19,38,138,27.5,pretext_map/0.1.7+galaxy0
1399,20,38,555,6.8,deseq2/2.11.39
1400,134,38,1019,3.7,column_order_header_sort/0.0.1
1401,39,38,272,14.0,goseq/1.36.0+galaxy0
1402,161,37,1219,3.0,poretools_qualpos/0.6.1a1.1
1403,23,37,161,23.0,bcftools_stats/1.4.0
1404,26,37,145,25.5,fastq_dump/2.10.4+galaxy1
1405,158,37,1195,3.1,tp_tac/1.1.0
1406,59,37,444,8.3,seqtk_dropse/1.3.1
1407,158,37,1210,3.1,EMBOSS: extractfeat34/5.0.0.1
1408,98,36,741,4.9,circos_interval_to_text/0.69.8+galaxy7
1409,85,36,636,5.7,bcftools_plugin_fill_tags/1.10
1410,132,36,997,3.6,tbvcfreport/0.1.7+galaxy0
1411,109,36,1582,2.3,annotatemyids/3.7.0+galaxy2
1412,74,36,541,6.7,gprofiler_orth/0.1.7+galaxy11
1413,50,36,375,9.6,bcftools_plugin_counts/1.4.0
1414,37,36,1020,3.5,bg_diamond/0.9.29.0
1415,24,36,680,5.3,mothur_filter_seqs/1.36.1.0
1416,104,36,793,4.5,ivar_consensus/1.2.2+galaxy0
1417,28,36,202,17.8,raceid_trajectory/3.1
1418,16,35,123,28.5,spades_metaplasmidspades/3.15.4+galaxy0
1419,26,35,196,17.9,snpSift_rmInfo/4.3+t.galaxy0
1420,131,35,1004,3.5,mimodd_header/0.1.9
1421,15,35,400,8.8,deeptools_multi_bigwig_summary/3.1.2.0.0
1422,15,35,218,16.1,disco/1.2.0
1423,87,35,655,5.3,xmfa2gff3/2015_02_13.1
1424,53,34,398,8.5,seqtk_comp/1.3.1
1425,24,34,571,6.0,stringtie_merge/1.3.6
1426,75,34,565,6.0,mothur_sffinfo/1.39.5.0
1427,135,34,1033,3.3,bio3d_rmsd/2.3.4
1428,18,34,201,16.9,salmon/0.9.1
1429,38,34,291,11.7,bcftools_cnv/1.10+galaxy1
1430,127,34,962,3.5,masigpro/1.49.3.1+galaxy1
1431,74,34,567,6.0,EMBOSS: einverted28/5.0.0.1
1432,103,34,714,4.8,pygenomeTracks/3.5
1433,19,34,108,31.5,raceid_filtnormconf/0.2.3+galaxy0
1434,83,34,621,5.5,jq/1.0
1435,43,33,1310,2.5,hyphy_meme/2.5.31+galaxy2
1436,134,33,1017,3.2,hyphy_strike_ambigs/2.5.31
1437,153,33,1167,2.8,mothur_get_rabund/1.39.5.0
1438,147,33,1126,2.9,send_to_cloud/send_to_cloud
1439,19,33,145,22.8,CONVERTER_mdconvert/CONVERTER_mdconvert
1440,8,33,83,39.8,tophat2/0.7
1441,128,33,971,3.4,mothur_make_lefse/1.39.5.0
1442,5,33,42,78.6,fastq_paired_end_joiner/1.0.0
1443,68,32,518,6.2,Transformation/2.2.0
1444,131,32,960,3.3,Add_a_column1/1.5
1445,34,32,253,12.6,bcftools_plugin_setgt/1.10
1446,122,32,934,3.4,ncbi_blastdbcmd_info/2.10.1+galaxy0
1447,8,32,54,59.3,mmpbsa_mmgbsa/21.10+galaxy0
1448,34,32,253,12.6,samtools_split/1.1
1449,59,32,1705,1.9,tb_profiler_profile/2.8.4+galaxy1
1450,56,31,269,11.5,trimmomatic/0.36.2
1451,22,31,169,18.3,pretext_map/0.1.8+galaxy2
1452,126,31,954,3.2,lofreq_filter/2.1.3.1+galaxy1
1453,21,31,115,27.0,jbrowse/1.16.10+galaxy0
1454,65,31,494,6.3,EMBOSS: dan19/5.0.0.1
1455,139,31,1066,2.9,EMBOSS: dotmatcher24/5.0.0
1456,2,31,35,88.6,slamdunk/0.4.1+galaxy2
1457,98,31,742,4.2,Multivariate/2.3.10
1458,41,31,295,10.5,dada2_seqCounts/1.18+galaxy0
1459,18,31,439,7.1,flash/1.2.11.1
1460,58,31,435,7.1,getalleleseq/0.0.1
1461,59,30,452,6.6,trinity_gene_to_trans_map/2.9.1
1462,14,30,375,8.0,sam_to_bam/2.1
1463,126,30,952,3.2,list_spaln_tables/2.4.03+galaxy0
1464,79,30,555,5.4,umi_tools_count/0.5.5.1
1465,84,30,644,4.7,deeptools_plot_heatmap/3.3.0.0.1
1466,44,30,337,8.9,EMBOSS: sixpack90/5.0.0+galaxy2
1467,5,29,71,40.8,snippy/4.4.5+galaxy0
1468,27,29,716,4.1,freebayes/0.4
1469,28,29,213,13.6,seqcomplexity/0.1.0
1470,21,29,127,22.8,tp_sort_header_tool/1.0.0
1471,58,29,421,6.9,crossmap_gff/0.5.2+galaxy0
1472,2,29,34,85.3,freebayes/0.0.3
1473,8,28,61,45.9,presto_pairseq/0.6.2+galaxy0
1474,117,28,896,3.1,gmx_energy/2022+galaxy1
1475,107,28,810,3.5,mothur_amova/1.39.5.0
1476,37,28,991,2.8,prokka/1.13
1477,88,28,670,4.2,msaboot/0.1.2
1478,78,28,589,4.8,snippy_clean_full_aln/4.6.0+galaxy0
1479,110,28,833,3.4,bandage_image/0.8.1+galaxy0
1480,79,28,591,4.7,miniasm/0.2+galaxy0
1481,80,28,610,4.6,EMBOSS: patmatdb67/5.0.0
1482,105,27,800,3.4,abricate_list/1.0.1
1483,114,27,852,3.2,poretools_nucdist/0.6.1a1.0
1484,21,27,123,22.0,pangolin/3.1.4+galaxy0
1485,30,27,214,12.6,bcftools_plugin_mendelian/1.10
1486,63,27,476,5.7,khmer_abundance_distribution/3.0.0a3+galaxy2
1487,2,27,61,44.3,deeptools_plot_fingerprint/3.3.0.0.0
1488,96,26,733,3.5,EMBOSS: shuffleseq87/5.0.0.1
1489,32,26,196,13.3,scanpy_filter/1.4.4.post1+galaxy3
1490,85,26,650,4.0,hetbox/1.0
1491,115,26,883,2.9,ncbi_makeblastdb/2.10.1+galaxy2
1492,38,26,283,9.2,snpSift_int/4.3+t.galaxy0
1493,37,26,203,12.8,fastq_trimmer/1.0.0
1494,106,26,799,3.3,tn93/1.0.6
1495,79,26,594,4.4,melt/1.4.2
1496,86,26,2547,1.0,deseq2/2.1.8.3
1497,10,26,76,34.2,spades_biosyntheticspades/3.15.4+galaxy0
1498,35,26,1010,2.6,bg_diamond_makedb/0.9.29
1499,66,25,493,5.1,gff3.rebase/1.2
1500,45,25,651,3.8,featurecounts/1.6.0.2
1501,103,25,785,3.2,tn93_cluster/1.0.6
1502,23,25,176,14.2,EMBOSS: fuzznuc37/5.0.2
1503,18,25,130,19.2,vcfaddinfo/1.0.0_rc3+galaxy0
1504,61,25,466,5.4,vsearch_chimera_detection/1.9.7.0
1505,59,25,443,5.6,bed_to_protein_map/0.2.0
1506,92,25,697,3.6,bedtools_randombed/2.30.0
1507,36,25,276,9.1,abims_anova/1.2.1
1508,4,25,41,61.0,snippy/4.4.5+galaxy1
1509,42,25,536,4.7,stringtie/1.2.3
1510,5,25,38,65.8,tabular_to_dbnsfp/tabular_to_dbnsfp
1511,62,25,418,6.0,fastqc/0.52
1512,6,25,46,54.3,picard_CollectInsertSizeMetrics/2.7.1.0
1513,17,25,129,19.4,ncbi_makeblastdb/0.3.3
1514,110,25,667,3.7,cummerbund_to_cuffdiff/1.0.1
1515,102,25,782,3.2,CONVERTER_bed_to_tabix_0/CONVERTER_bed_to_tabix_0
1516,15,24,399,6.0,lofreq_call/2.1.3.1+galaxy0
1517,11,24,77,31.2,fsd/1.0.2
1518,80,24,605,4.0,qualimap_multi_bamqc/2.2.2d
1519,54,24,390,6.2,sklearn_to_categorical/1.0.8.3
1520,20,24,149,16.1,ucsc-twobittofa/357
1521,21,24,154,15.6,bedtools_multicovtbed/2.27.0.0
1522,90,24,645,3.7,cshl_fastx_artifacts_filter/1.0.0
1523,11,24,84,28.6,fastpca/0.9.1
1524,123,24,943,2.5,ems_variant_density_mapping/1.0.0
1525,56,23,429,5.4,MAF_Limit_To_Species1/MAF_Limit_To_Species1
1526,12,23,206,11.2,shovill/1.0.4+galaxy1
1527,17,23,108,21.3,samtools_stats/2.0.1
1528,11,23,77,29.9,tabular_to_fastq/1.0.0
1529,93,23,706,3.3,bedtools_sortbed/2.27.1
1530,63,23,475,4.8,mothur_list_seqs/1.39.5.0
1531,21,23,157,14.6,khmer_partition/3.0.0a3+galaxy2
1532,15,23,458,5.0,presto_alignsets/0.6.2+galaxy0
1533,73,22,543,4.1,sqlite_to_tabular/3.2.0
1534,51,22,387,5.7,mothur_merge_count/1.39.5.0
1535,98,22,748,2.9,gd_pca/1.0.0
1536,18,22,126,17.5,ruvseq/1.16.0
1537,4,22,68,32.4,bwa_mem/0.4.2
1538,41,22,295,7.5,raceid_inspecttrajectory/3.1
1539,33,22,203,10.8,umi_tools_extract/0.5.5.1
1540,18,22,131,16.8,bcftools_plugin_impute_info/1.10
1541,87,22,651,3.4,heinz_scoring/1.0
1542,68,22,1021,2.2,fastq_paired_end_joiner/2.0.1.0
1543,73,22,551,4.0,snpEff_databases/4.3+T.galaxy1
1544,82,22,624,3.5,repmatch_gff3/1.0.3
1545,50,22,379,5.8,mothur_degap_seqs/1.39.5.0
1546,62,22,469,4.7,bam_to_scidx/1.0.1
1547,53,22,407,5.4,blastxml_to_tabular/2.10.1+galaxy2
1548,51,21,925,2.3,Interval2Maf1/1.0.1+galaxy0
1549,44,21,336,6.3,EMBOSS: sirna89/5.0.0
1550,17,21,130,16.2,presto_parseheaders/0.6.2+galaxy0
1551,17,21,129,16.3,EMBOSS: coderet13/5.0.0
1552,17,21,130,16.2,picard_ReplaceSamHeader/2.18.2.1
1553,13,21,100,21.0,traj_selections_and_merge/1.9.7+galaxy0
1554,11,21,61,34.4,samtools_rmdup/1.0.0
1555,28,21,138,15.2,trim_galore/0.4.2
1556,72,21,543,3.9,vcffilter2/1.0.0_rc1+galaxy1
1557,67,21,494,4.3,mothur_split_abund/1.39.5.0
1558,86,21,655,3.2,bcftools_view/0.0.1
1559,13,21,77,27.3,trinotate/3.1.1
1560,58,21,412,5.1,bcftools_cnv/1.10
1561,81,21,613,3.4,enumerate_charges/2020.03.4+galaxy0
1562,65,21,496,4.2,vsearch_sorting/2.8.3.0
1563,36,21,1089,1.9,dunovo/2.15
1564,4,21,31,67.7,align_families/0.3
1565,90,21,525,4.0,bedtools_intersectbed/2.27.1+galaxy1
1566,66,21,494,4.3,biom_convert/2.1.5.4
1567,4,20,31,64.5,yahs/1.1a.2+galaxy0
1568,17,20,115,17.4,bedtools_expandbed/2.30.0
1569,32,20,230,8.7,bedtools_links/2.30.0
1570,86,20,637,3.1,trim_reads/1.0.0
1571,93,20,709,2.8,mothur_nmds/1.39.5.0
1572,18,20,81,24.7,dropletutils/1.2.1+2
1573,18,20,100,20.0,jbrowse/1.16.8+galaxy1
1574,49,20,299,6.7,create_tool_recommendation_model/0.0.3
1575,41,20,303,6.6,bedtools_getfastabed/2.29.0
1576,31,20,165,12.1,anndata_import/0.6.22.post1+galaxy4
1577,24,20,515,3.9,repeatmasker_wrapper/4.1.2-p1+galaxy0
1578,31,20,234,8.5,meme_psp_gen/5.0.5.0
1579,37,19,238,8.0,sklearn_feature_selection/1.0.8.3
1580,10,19,236,8.1,pileometh/0.3.0.1
1581,7,19,54,35.2,maf_stats1/maf_stats1
1582,27,19,205,9.3,rseqc_inner_distance/2.6.4.1
1583,67,19,510,3.7,hyphy_annotate/2.5.31+galaxy0
1584,10,19,304,6.3,ncbi_blastp_wrapper/0.3.3
1585,14,19,100,19.0,miniasm/0.3+galaxy0
1586,79,19,590,3.2,rxdock_rbcavity/2013.1.1_148c5bd1+galaxy0
1587,15,19,107,17.8,scanpy_integrate_harmony/1.6.0+galaxy1
1588,77,19,575,3.3,tp_text_file_with_recurring_lines/1.1.0
1589,23,19,176,10.8,rseqc_mismatch_profile/2.6.4
1590,57,18,422,4.3,mothur_consensus_seqs/1.39.5.0
1591,83,18,630,2.9,tp_awk_tool/1.1.1
1592,44,18,338,5.3,EMBOSS: polydot77/5.0.0.1
1593,15,18,114,15.8,gfastats/1.2.1+galaxy0
1594,62,18,475,3.8,CONVERTER_biom/CONVERTER_biom
1595,83,18,637,2.8,ctb_silicos_qed/2021.03.4+galaxy0
1596,71,18,534,3.4,bedtools_reldistbed/2.30.0
1597,70,18,520,3.5,mlst_list/2.19.0
1598,35,18,269,6.7,CONVERTER_vcf_to_tabix_0/CONVERTER_vcf_to_tabix_0
1599,23,18,622,2.9,mothur_classify_seqs/1.36.1.0
1600,75,18,571,3.2,cloudmap_variant_discovery_mapping/1.0.0
1601,54,18,399,4.5,unipept/4.3.0
1602,41,18,314,5.7,picard_MergeSamFiles/1.136.0
1603,86,18,361,5.0,table_compute/0.9.1
1604,73,18,559,3.2,uniprot/0.3
1605,48,17,368,4.6,CONVERTER_molecules/CONVERTER_molecules
1606,36,17,268,6.3,megablast_xml_parser/1.0.1
1607,8,17,58,29.3,presto_pairseq/0.6.2
1608,63,17,482,3.5,CONVERTER_maf_to_interval_0/CONVERTER_maf_to_interval_0
1609,53,17,391,4.3,deeptools_plot_correlation/2.5.0.0
1610,4,17,27,63.0,khmer_count_median/3.0.0a3+galaxy2
1611,20,17,153,11.1,hyphy_conv/2.5.36+galaxy1
1612,10,17,54,31.5,dada2_plotComplexity/1.18+galaxy0
1613,6,17,38,44.7,fastq_paired_end_splitter/1.0.0
1614,29,17,832,2.0,mothur_pre_cluster/1.36.1.0
1615,8,17,217,7.8,cuffmerge/2.2.1.0
1616,11,17,73,23.3,bedtools_bedtobam/2.29.2
1617,66,17,491,3.5,poretools_occupancy/0.6.1a1.1
1618,11,17,268,6.3,mothur_pairwise_seqs/1.39.5.0
1619,65,17,483,3.5,ctb_frankenstein_ligand/2013.1-0+galaxy0
1620,15,17,123,13.8,pangolin/3.1.17+galaxy0
1621,41,17,253,6.7,jbrowse/1.16.1+galaxy0
1622,72,17,494,3.4,tp_cut_tool/1.0.0
1623,44,17,322,5.3,filtlong/0.2.0
1624,13,17,131,13.0,fastq_paired_end_joiner/2.0.1.1
1625,52,17,253,6.7,split_file_to_collection/0.4.0
1626,76,17,580,2.9,gd_cluster_kegg/1.0.0
1627,31,17,230,7.4,ctb_online_data_fetch/0.4
1628,38,16,1081,1.5,ivar_trim/1.2.2+galaxy0
1629,55,16,417,3.8,snpEff_download/4.3+T.galaxy1
1630,6,16,31,51.6,poretools_yield_plot/0.6.1a1.0
1631,51,16,391,4.1,EMBOSS: merger54/5.0.0.1
1632,17,16,129,12.4,react_cal_pipeline/1.0
1633,17,16,130,12.3,mimodd_covstats/0.1.9
1634,53,16,383,4.2,tp_sort_rows/1.1.0
1635,8,16,57,28.1,minimap2/2.17+galaxy3
1636,68,16,2011,0.8,heinz/1.0
1637,42,16,322,5.0,EMBOSS: backtranseq2/6.6.0
1638,24,16,92,17.4,dropletutils/1.2.1+galaxy6
1639,5,16,31,51.6,pretext_map/0.1.6+galaxy0
1640,31,16,466,3.4,sklearn_build_pipeline/1.0.8.1
1641,18,16,137,11.7,rseqc_insertion_profile/2.6.4
1642,23,16,168,9.5,seqtk_fqchk/1.3.1
1643,14,16,92,17.4,hyphy_summary/1.1.0
1644,30,16,384,4.2,sklearn_searchcv/1.0.8.1
1645,58,16,396,4.0,t_test_two_samples/1.0.1
1646,1,16,31,51.6,cuffdiff/0.0.6
1647,39,16,287,5.6,genetrack/1.0.1
1648,53,16,405,4.0,EMBOSS: dotpath25/5.0.0.1
1649,30,16,230,7.0,GeneBed_Maf_Fasta2/GeneBed_Maf_Fasta2
1650,33,16,253,6.3,picard_MarkDuplicates/1.136.0
1651,56,16,1635,1.0,mothur_phylo_diversity/1.39.5.0
1652,37,16,146,11.0,trim_galore/0.4.0
1653,31,15,234,6.4,blastxml_to_gapped_gff3/1.1
1654,29,15,564,2.7,sklearn_ensemble/1.0.8.2
1655,62,15,443,3.4,newick_display/1.6
1656,48,15,368,4.1,vegan_fisher_alpha/2.4-3
1657,40,15,298,5.0,bedtools_spacingbed/2.30.0
1658,50,15,382,3.9,rseqc_RNA_fragment_size/2.6.4.1
1659,51,15,390,3.8,EMBOSS: palindrome65/5.0.0.1
1660,43,15,325,4.6,circos_binlinks/0.69.8+galaxy7
1661,6,15,46,32.6,datasets_download_genome/13.21.0
1662,40,15,306,4.9,EMBOSS: diffseq22/5.0.0.1
1663,37,15,223,6.7,anndata_inspect/0.6.22.post1+galaxy4
1664,65,15,498,3.0,ctb_online_data_fetch/0.2
1665,28,14,204,6.9,mothur_unique_seqs/1.36.1.0
1666,28,14,138,10.1,sklearn_clf_metrics/1.0.8.3
1667,35,14,265,5.3,hyphy_fubar/2.5.31+galaxy1
1668,3,14,23,60.9,spades_coronaspades/3.15.4+galaxy2
1669,40,14,1215,1.2,kobas_annotate/2.1.1
1670,51,14,1555,0.9,hyphy_meme/2.5.36+galaxy2
1671,22,14,156,9.0,crosscontamination_barcode_filter/0.3
1672,49,14,1457,1.0,plant_tribes_gene_family_phylogeny_builder/1.0.3.1
1673,1,14,30,46.7,deeptools_plot_fingerprint/3.1.2.0.0
1674,13,14,84,16.7,bedtools_getfastabed/2.27.0.1
1675,23,14,138,10.1,sam2interval/1.0.1
1676,7,14,107,13.1,deeptools_multi_bam_summary/3.1.2.0.0
1677,55,14,420,3.3,prepare_ligands_for_docking/3.1.1+galaxy0
1678,60,14,537,2.6,varscan/0.1
1679,51,14,265,5.3,query_tabular/3.1.2
1680,47,14,355,3.9,GeneBed_Maf_Fasta2/1.0.1+galaxy0
1681,14,13,108,12.0,MAF_filter/MAF_filter
1682,17,13,115,11.3,deeptools_plot_correlation/3.1.2.0.0
1683,16,13,168,7.7,jasminesv/1.0.11+galaxy1
1684,52,13,399,3.3,hyphy_cfel/2.5.31+galaxy1
1685,26,13,195,6.7,hyphy_bgm/2.5.31+galaxy2
1686,41,13,314,4.1,kobas_identify/2.1.1
1687,45,13,344,3.8,vsearch_dereplication/1.9.7.0
1688,42,13,311,4.2,plotly_parallel_coordinates_plot/0.2
1689,16,13,111,11.7,dbkit_create/0.1.1
1690,53,13,383,3.4,bedtools_groupbybed/2.30.0
1691,23,13,142,9.2,sklearn_numeric_clustering/1.0.8.2
1692,28,13,322,4.0,sklearn_searchcv/1.0.8.2
1693,51,13,381,3.4,tp_easyjoin_tool/1.1.1
1694,13,13,130,10.0,fasterq_dump/2.10.4+galaxy2
1695,22,13,145,9.0,tp_sort_header_tool/1.1.0
1696,23,13,165,7.9,naive_variant_caller/0.0.2
1697,8,13,31,41.9,pangolin/3.0.3+galaxy0
1698,56,13,428,3.0,hgv_pass/hgv_pass
1699,6,13,128,10.2,alleyoop/0.4.1+galaxy1
1700,13,13,100,13.0,picard_MarkDuplicates/1.126.0
1701,23,13,138,9.4,poretools_times/0.6.1a1.0
1702,54,13,412,3.2,EMBOSS: iep45/5.0.0.1
1703,18,13,123,10.6,scanpy_normalize/1.4.4.post1+galaxy3
1704,36,13,245,5.3,samtools_markdup/1.9+galaxy2
1705,59,13,345,3.8,query_tabular/3.0.0
1706,20,13,555,2.3,deeptools_multi_bigwig_summary/3.3.0.0.0
1707,43,12,330,3.6,hicexplorer_hicplottads/2.1.4.0
1708,15,12,115,10.4,rseqc_deletion_profile/2.6.4
1709,49,12,357,3.4,mothur_merge_groups/1.39.5.0
1710,25,12,108,11.1,cummeRbund/2.16.0
1711,10,12,42,28.6,medaka_variant/1.3.2+galaxy0
1712,42,12,291,4.1,fastq_paired_end_deinterlacer/1.1.2
1713,46,12,1223,1.0,iqtree/2.1.2+galaxy0
1714,49,12,364,3.3,mothur_rarefaction_shared/1.39.5.0
1715,10,12,77,15.6,gd_calc_freq/1.2.0
1716,27,12,199,6.0,scanpy_filter_cells/1.6.0+galaxy0
1717,44,12,337,3.6,Interval_Maf_Merged_Fasta2/Interval_Maf_Merged_Fasta2
1718,17,12,128,9.4,cat_prepare/5.0.3.0
1719,30,12,223,5.4,mothur_hcluster/1.36.1.0
1720,5,12,34,35.3,macs2_bdgdiff/2.1.1.20160309.0
1721,10,12,76,15.8,merqury/1.3
1722,200,11,1488,0.7,gops_complement_1/1.0.0
1723,54,11,398,2.8,cor2/1.0.0
1724,22,11,165,6.7,mothur_pca/1.39.5.0
1725,44,11,337,3.3,check_snpeff_candidates/1.0.0
1726,14,11,108,10.2,gmaj_1/2.0.1
1727,45,11,344,3.2,multiqc/1.0.0.0
1728,55,11,422,2.6,EMBOSS: pepinfo69/5.0.0
1729,29,11,176,6.3,raceid_inspectclusters/0.2.3+galaxy0
1730,16,11,84,13.1,busco/4.1.2
1731,10,11,170,6.5,gatk4_mutect2/4.1.4.0+galaxy1
1732,30,11,727,1.5,quast/4.6.3
1733,22,11,191,5.8,sklearn_build_pipeline/1.0.8.2
1734,34,11,876,1.3,quast/5.0.2+galaxy0
1735,40,11,307,3.6,EMBOSS: cirdna11/5.0.0
1736,43,11,299,3.7,bax2bam/0.0.11+galaxy0
1737,43,11,329,3.3,EMBOSS: matcher52/5.0.0.1
1738,55,11,257,4.3,bedtools_intersectbed/2.27.1
1739,32,11,245,4.5,mimodd_info/0.1.9
1740,8,11,61,18.0,EMBOSS: megamerger53/5.0.0.1
1741,12,11,65,16.9,presto_parseheaders/0.6.2
1742,5,11,38,28.9,spades_rnaviralspades/3.15.4+galaxy2
1743,6,10,46,21.7,meryl/1.3+galaxy2
1744,37,10,282,3.5,EMBOSS: garnier40/5.0.0
1745,53,10,407,2.5,EMBOSS: pepwindow73/5.0.0
1746,20,10,146,6.8,idba_tran/1.1.3+galaxy0
1747,4,10,23,43.5,khmer_abundance_distribution_single/3.0.0a3+galaxy1
1748,11,10,81,12.3,bedtools_bamtofastq/2.27.0.0
1749,38,10,290,3.4,EMBOSS: trimseq103/5.0.0.1
1750,33,10,768,1.3,fasterq_dump/2.10.7+galaxy1
1751,15,10,84,11.9,fasterq_dump/2.10.7+galaxy2
1752,17,10,119,8.4,sklearn_train_test_eval/1.0.8.3
1753,43,10,1286,0.8,mothur_parsimony/1.39.5.0
1754,45,10,311,3.2,filter_tabular/3.1.2
1755,35,10,257,3.9,nextclade/0.14.4+galaxy0
1756,40,10,307,3.3,EMBOSS: tranalign100/5.0.0
1757,22,10,352,2.8,sklearn_ensemble/1.0.8.1
1758,21,10,213,4.7,bowtie2/2.3.4.1
1759,11,10,228,4.4,bwa/0.1
1760,37,10,282,3.5,EMBOSS: trimest102/5.0.0.1
1761,6,10,46,21.7,picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.18.2.1
1762,8,10,83,12.0,repeatmasker_wrapper/4.0.7+galaxy2
1763,42,10,310,3.2,mothur_heatmap_bin/1.39.5.0
1764,44,10,337,3.0,EMBOSS: dotpath25/5.0.0
1765,10,10,76,13.2,EMBOSS: fuzzpro38/5.0.0.1
