,month_year,tool_id,numjobs,tool_name_version
190, 2021-05 ,CONVERTER_bam_to_coodinate_sorted_bam,336.0,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
191, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.3.2.0.0,333.0,deeptools_plot_correlation/3.3.2.0.0
192, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth/1.2.10.1,332.0,velveth/1.2.10.1
193, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus/1.10+galaxy1,332.0,bcftools_consensus/1.10+galaxy1
194, 2021-05 ,Paste1,332.0,Paste1/Paste1
195, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_annotate/4.3+t.galaxy1,330.0,snpSift_annotate/4.3+t.galaxy1
196, 2021-05 ,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,328.0,rbc_mafft/7.221.3
197, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_taxonomy_to_krona/mothur_taxonomy_to_krona/1.0,327.0,mothur_taxonomy_to_krona/1.0
198, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.9,323.0,ngsutils_bam_filter/0.5.9
199, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.30.0,322.0,bedtools_getfastabed/2.30.0
200, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_counts/bcftools_plugin_counts/1.10+galaxy1,320.0,bcftools_plugin_counts/1.10+galaxy1
201, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.28.1.0,319.0,dexseq_count/1.28.1.0
202, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser/1.0.2,313.0,pileup_parser/1.0.2
203, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0,313.0,EMBOSS: geecee41/5.0.0
204, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72,312.0,fastqc/0.72
205, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,301.0,macs2_bdgpeakcall/2.1.1.20160309.0
206, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/2.1.1,299.0,stringtie_merge/2.1.1
207, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/2.10.1+galaxy0,298.0,ncbi_makeblastdb/2.10.1+galaxy0
208, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,296.0,samtools_slice_bam/2.0.1
209, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.39.5.0,296.0,mothur_align_seqs/1.39.5.0
210, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_read_distribution/2.6.4.1,295.0,rseqc_read_distribution/2.6.4.1
211, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/3.3.2.0.0,291.0,deeptools_bam_compare/3.3.2.0.0
212, 2021-05 ,ChangeCase,289.0,ChangeCase/ChangeCase
213, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/1.0.0_rc3+galaxy0,289.0,vcf2tsv/1.0.0_rc3+galaxy0
214, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.1.5,283.0,fastq_paired_end_splitter/1.1.5
215, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/3.3.2.0.0,281.0,deeptools_bigwig_compare/3.3.2.0.0
216, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.3.1,281.0,kraken/1.3.1
217, 2021-05 ,CONVERTER_bed_gff_or_vcf_to_bigwig_0,280.0,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
218, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse/1.16.11+galaxy0,279.0,jbrowse/1.16.11+galaxy0
219, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastx_reverse_complement/cshl_fastx_reverse_complement/1.0.2+galaxy0,278.0,cshl_fastx_reverse_complement/1.0.2+galaxy0
220, 2021-05 ,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.7.1,272.0,taxonomy_krona_chart/2.7.1
221, 2021-05 ,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.4,270.0,naive_variant_caller/0.0.4
222, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.1.1,269.0,fastq_groomer/1.1.1
223, 2021-05 ,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.1.1,268.0,venn_list/0.1.1
224, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_annotate/bcftools_annotate/1.10,265.0,bcftools_annotate/1.10
225, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta/1.0.2,263.0,cshl_fastq_to_fasta/1.0.2
226, 2021-05 ,toolshed.g2.bx.psu.edu/repos/simon-gladman/velvetoptimiser/velvetoptimiser/2.2.6,258.0,velvetoptimiser/2.2.6
227, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats/1.0.1,256.0,fasta-stats/1.0.1
228, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_build_gb/4.3+T.galaxy4,255.0,snpEff_build_gb/4.3+T.galaxy4
229, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/fasttree/fasttree/2.1.10+galaxy1,254.0,fasttree/2.1.10+galaxy1
230, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,254.0,bedtools_genomecoveragebed/2.30.0
231, 2021-05 ,toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences/1.2.0,253.0,fasta_merge_files_and_filter_unique_sequences/1.2.0
232, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3+T.galaxy2,253.0,snpEff_download/4.3+T.galaxy2
233, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam_stat/2.6.4,245.0,rseqc_bam_stat/2.6.4
234, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/datamash_reverse/datamash_reverse/1.1.0,243.0,datamash_reverse/1.1.0
235, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/dada2_dada/dada2_dada/1.18+galaxy0,241.0,dada2_dada/1.18+galaxy0
236, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan/2.4.2,239.0,varscan/2.4.2
237, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.2,237.0,samtool_filter2/1.1.2
238, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_single/mothur_rarefaction_single/1.39.5.0,237.0,mothur_rarefaction_single/1.39.5.0
239, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.7.1+galaxy0,235.0,scanpy_plot/1.7.1+galaxy0
240, 2021-05 ,__MERGE_COLLECTION__,234.0,__MERGE_COLLECTION__/__MERGE_COLLECTION__
241, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.30.0,234.0,bedtools_multiintersectbed/2.30.0
242, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance/2.9.1+galaxy1,231.0,trinity_align_and_estimate_abundance/2.9.1+galaxy1
243, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/samtools_depth/samtools_depth/1.9,231.0,samtools_depth/1.9
244, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/3.3.2.0.0,230.0,deeptools_multi_bam_summary/3.3.2.0.0
245, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/3.3.2.0.0,229.0,deeptools_plot_coverage/3.3.2.0.0
246, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,229.0,Kraken2Tax/1.2
247, 2021-05 ,bed_to_bigBed,228.0,bed_to_bigBed/bed_to_bigBed
248, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.39.5.0,227.0,mothur_dist_shared/1.39.5.0
249, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.39.5.0,224.0,mothur_classify_seqs/1.39.5.0
250, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/table_compute/table_compute/0.9.2,224.0,table_compute/0.9.2
251, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.10.1.1,223.0,sailfish/0.10.1.1
252, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc3+galaxy0,222.0,vcfhethom/1.0.0_rc3+galaxy0
253, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc3+galaxy0,220.0,vcfallelicprimitives/1.0.0_rc3+galaxy0
254, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0,220.0,tab2fasta/1.1.0
255, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.30.0,218.0,bedtools_sortbed/2.30.0
256, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop/0.2.3,218.0,porechop/0.2.3
257, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/roary/roary/3.13.0+galaxy1,215.0,roary/3.13.0+galaxy1
258, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.2,215.0,samtools_bedcov/2.0.2
259, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset/5.1.0,214.0,collapse_dataset/5.1.0
260, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.39.5.0,214.0,mothur_pre_cluster/1.39.5.0
261, 2021-05 ,CONVERTER_vcf_bgzip_to_tabix_0,214.0,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
262, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ncbi_acc_download/ncbi_acc_download/0.2.5+galaxy0,214.0,ncbi_acc_download/0.2.5+galaxy0
263, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/charts/charts/1.0.1,211.0,charts/1.0.1
264, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1.1,210.0,sam_to_bam/2.1.1
265, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.10.0,209.0,diffbind/2.10.0
266, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer/4.0.0beta2+galaxy1,208.0,mummer_nucmer/4.0.0beta2+galaxy1
267, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0.1+galaxy0,206.0,fastq_paired_end_interlacer/1.2.0.1+galaxy0
268, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.39.5.0,206.0,mothur_cluster_split/1.39.5.0
269, 2021-05 ,wc_gnu,205.0,wc_gnu/wc_gnu
270, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs/1.39.5.0,205.0,mothur_filter_seqs/1.39.5.0
271, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/velvet/velvetg/1.2.10.2,202.0,velvetg/1.2.10.2
272, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.1.1,200.0,tp_replace_in_line/1.1.1
273, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.1.3,199.0,tp_replace_in_column/1.1.3
274, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/iqtree/iqtree/1.5.5.3,196.0,iqtree/1.5.5.3
275, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/2.18.2.1,196.0,picard_CleanSam/2.18.2.1
276, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_predictd/2.1.1.20160309.1,194.0,macs2_predictd/2.1.1.20160309.1
277, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/goenrichment/goenrichment/2.0.1,194.0,goenrichment/2.0.1
278, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset/4.2,192.0,collapse_dataset/4.2
279, 2021-05 ,CONVERTER_interval_to_bed12_0,187.0,CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0
280, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage/1.39.5.0,186.0,mothur_remove_lineage/1.39.5.0
281, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.29.0,185.0,bedtools_intersectbed/2.29.0
282, 2021-05 ,toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.2.7,183.0,seq_filter_by_id/0.2.7
283, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/anndata_manipulate/anndata_manipulate/0.7.5+galaxy0,182.0,anndata_manipulate/0.7.5+galaxy0
284, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.5,182.0,fastq_stats/1.1.5
285, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.5,182.0,Add_a_column1/1.5
286, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ivar_consensus/ivar_consensus/1.3.1+galaxy0,182.0,ivar_consensus/1.3.1+galaxy0
287, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch/1.39.5.2,181.0,mothur_chimera_vsearch/1.39.5.2
288, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/flye/flye/2.6,180.0,flye/2.6
289, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.1+galaxy0,180.0,fastq_paired_end_joiner/2.0.1.1+galaxy0
290, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,178.0,fasta2tab/1.1.0
291, 2021-05 ,__BUILD_LIST__,177.0,__BUILD_LIST__/__BUILD_LIST__
292, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_pca/ggplot2_pca/2.2.1,176.0,ggplot2_pca/2.2.1
293, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.5,174.0,fastq_to_tabular/1.1.5
294, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63,174.0,fastqc/0.63
295, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,173.0,tp_awk_tool/1.1.2
296, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.0,171.0,cshl_fastx_trimmer/1.0.0
297, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu/1.39.5.0,170.0,mothur_classify_otu/1.39.5.0
298, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.1.0,170.0,tp_sorted_uniq/1.1.0
299, 2021-05 ,toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids/2.3,169.0,filter_by_fasta_ids/2.3
300, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap/ggplot2_heatmap/2.2.1,169.0,ggplot2_heatmap/2.2.1
301, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bp_genbank2gff3/bp_genbank2gff3/1.1,169.0,bp_genbank2gff3/1.1
302, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/gtftobed12/gtftobed12/357,168.0,gtftobed12/357
303, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.2,168.0,cuffmerge/2.2.1.2
304, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: getorf42/5.0.0.1,168.0,EMBOSS: getorf42/5.0.0.1
305, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/filter_tabular/filter_tabular/3.1.2,167.0,filter_tabular/3.1.2
306, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.3.2,167.0,allele_counts_1/1.3.2
307, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.1,164.0,bedtools_bamtofastq/2.27.1
308, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/tximport/tximport/0.1,163.0,tximport/0.1
309, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.39.5.0,162.0,mothur_count_groups/1.39.5.0
310, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpfreqplot/snpfreqplot/1.0+galaxy3,159.0,snpfreqplot/1.0+galaxy3
311, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.2,159.0,gffread/2.2.1.2
312, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.69,156.0,fastqc/0.69
313, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_geneBody_coverage/2.6.4.3,154.0,rseqc_geneBody_coverage/2.6.4.3
314, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1,154.0,bwa_mem/0.1
315, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.4+galaxy2,153.0,featurecounts/1.6.4+galaxy2
316, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_multijoin_tool/1.1.1,147.0,tp_multijoin_tool/1.1.1
317, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/xy_plot/XY_Plot_1/1.0.2,146.0,XY_Plot_1/1.0.2
318, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy5,144.0,hisat2/2.1.0+galaxy5
319, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.39.5.0,144.0,mothur_remove_seqs/1.39.5.0
320, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/anndata_inspect/anndata_inspect/0.7.5+galaxy0,144.0,anndata_inspect/0.7.5+galaxy0
321, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastx_wrapper/2.10.1+galaxy0,143.0,ncbi_blastx_wrapper/2.10.1+galaxy0
322, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.6.0b-1,142.0,rna_star/2.6.0b-1
323, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ivar_variants/ivar_variants/1.2.2+galaxy0,142.0,ivar_variants/1.2.2+galaxy0
324, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.39.5.0,141.0,mothur_sub_sample/1.39.5.0
325, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/pathview/pathview/1.24.0+galaxy0,141.0,pathview/1.24.0+galaxy0
326, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/pilon/pilon/1.20.1,140.0,pilon/1.20.1
327, 2021-05 ,CONVERTER_bedgraph_to_bigwig,140.0,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
328, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/split_file_to_collection/split_file_to_collection/0.5.0,136.0,split_file_to_collection/0.5.0
329, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0,135.0,sam_merge2/1.2.0
330, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/dada2_mergepairs/dada2_mergePairs/1.18+galaxy0,135.0,dada2_mergePairs/1.18+galaxy0
331, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_boxplot/cshl_fastq_quality_boxplot/1.0.1,135.0,cshl_fastq_quality_boxplot/1.0.1
332, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/3.3.2.0.0,135.0,deeptools_multi_bigwig_summary/3.3.2.0.0
333, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/transdecoder/transdecoder/5.5.0+galaxy1,135.0,transdecoder/5.5.0+galaxy1
334, 2021-05 ,CONVERTER_ref_to_seq_taxomony,135.0,CONVERTER_ref_to_seq_taxomony/CONVERTER_ref_to_seq_taxomony
335, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/1.126.0,135.0,picard_AddOrReplaceReadGroups/1.126.0
336, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx/1.9+galaxy1,134.0,samtools_fastx/1.9+galaxy1
337, 2021-05 ,CONVERTER_fasta_to_fai,133.0,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
338, 2021-05 ,Show tail1,132.0,Show tail1/Show tail1
339, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.2,132.0,samtools_calmd/2.0.2
340, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nml/metaspades/metaspades/3.9.0,131.0,metaspades/3.9.0
341, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/fastqe/fastqe/0.2.6+galaxy1,131.0,fastqe/0.2.6+galaxy1
342, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/fgsea/fgsea/1.8.0+galaxy1,130.0,fgsea/1.8.0+galaxy1
343, 2021-05 ,toolshed.g2.bx.psu.edu/repos/mvdbeek/add_input_name_as_column/addName/0.2.0,126.0,addName/0.2.0
344, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/varscan_mpileup/varscan_mpileup/2.4.3.1,125.0,varscan_mpileup/2.4.3.1
345, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bioext_bam2msa/bioext_bam2msa/0.19.7.0,125.0,bioext_bam2msa/0.19.7.0
346, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.4.3.1,124.0,trim_galore/0.4.3.1
347, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/meme_chip/meme_chip/4.11.2+galaxy1,124.0,meme_chip/4.11.2+galaxy1
348, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/5.0.5.0,122.0,meme_meme/5.0.5.0
349, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0.1,122.0,EMBOSS: needle56/5.0.0.1
350, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_inspect/scanpy_inspect/1.7.1+galaxy0,121.0,scanpy_inspect/1.7.1+galaxy0
351, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc3+galaxy0,121.0,vcfbreakcreatemulti/1.0.0_rc3+galaxy0
352, 2021-05 ,addValue,121.0,addValue/addValue
353, 2021-05 ,__FLATTEN__,121.0,__FLATTEN__/__FLATTEN__
354, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/megahit/megahit/1.1.3.5,120.0,megahit/1.1.3.5
355, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: union105/5.0.0,120.0,EMBOSS: union105/5.0.0
356, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.4+galaxy1,118.0,featurecounts/1.6.4+galaxy1
357, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/samtools_merge/samtools_merge/1.9,118.0,samtools_merge/1.9
358, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/3.3.2.0.0,118.0,deeptools_plot_pca/3.3.2.0.0
359, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,117.0,tophat2/0.9
360, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/maker/maker/2.31.11,117.0,maker/2.31.11
361, 2021-05 ,CONVERTER_cram_to_bam_0,117.0,CONVERTER_cram_to_bam_0/CONVERTER_cram_to_bam_0
362, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,116.0,cufflinks/2.2.1.0
363, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_norm/bcftools_norm/1.10,115.0,bcftools_norm/1.10
364, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.30.0,115.0,bedtools_mergebed/2.30.0
365, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3+T.galaxy2,113.0,snpEff_databases/4.3+T.galaxy2
366, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpsift_vartype/4.3+t.galaxy0,112.0,snpsift_vartype/4.3+t.galaxy0
367, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.9,112.0,samtools_split/1.9
368, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/repeat_masker/repeatmasker_wrapper/4.0.9,112.0,repeatmasker_wrapper/4.0.9
369, 2021-05 ,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,111.0,gd_raxml/1.0.0
