,month_year,total_cpu_time_seconds,num_jobs,tool_name_version
5772,2021-11,14,2,vcf2tsv/0.0.3
5773,2021-11,14,1,bamtools/0.0.2
5774,2021-11,13,2,mothur_merge_groups/1.39.5.0
5775,2021-11,13,2,circos_binlinks/0.69.8+galaxy7
5776,2021-11,13,1,picard_MergeSamFiles/2.7.1.0
5777,2021-11,13,2,freebayes/0.4
5778,2021-11,13,2,mothur_get_relabund/1.39.5.0
5779,2021-11,13,1,Interval2Maf_pairwise1/Interval2Maf_pairwise1
5780,2021-11,13,2,fasterq_dump/2.10.8+galaxy0
5781,2021-11,13,2,EMBOSS: preg78/5.0.0+galaxy1
5782,2021-11,12,1,bcftools_roh/1.10
5783,2021-11,12,2,resize_coordinate_window/1.0.2
5784,2021-11,12,1,circos/0.69.8+galaxy4
5785,2021-11,12,1,rseqc_read_GC/2.6.4
5786,2021-11,12,1,transit_tn5gaps/3.0.2+galaxy0
5787,2021-11,12,1,mothur_make_biom/1.36.1.0
5788,2021-11,12,1,picard_CleanSam/2.7.1.0
5789,2021-11,12,2,mothur_get_coremicrobiome/1.39.5.0
5790,2021-11,11,1,mothur_make_shared/1.36.1.0
5791,2021-11,11,1,picard_QualityScoreDistribution/2.18.2.1
5792,2021-11,11,1,cshl_fastx_reverse_complement/1.0.0
5793,2021-11,11,1,mothur_get_otus/1.39.5.0
5794,2021-11,11,1,picard_MeanQualityByCycle/2.18.2.1
5795,2021-11,11,1,hyphy_busted/2.5.31+galaxy1
5796,2021-11,11,1,snpEff/1.0
5797,2021-11,11,2,mothur_summary_single/1.39.5.0
5798,2021-11,11,1,EMBOSS: dotpath25/5.0.0.1
5799,2021-11,11,2,EMBOSS: garnier40/5.0.0
5800,2021-11,11,1,mimodd_info/0.1.9
5801,2021-11,11,1,mothur_mimarks_attributes/1.39.5.0
5802,2021-11,11,1,khmer_abundance_distribution/3.0.0a3+galaxy2
5803,2021-11,11,1,biom_add_metadata/2.1.5.1
5804,2021-11,11,1,picard_SamToFastq/2.7.1.0
5805,2021-11,11,1,histogram_rpy/1.0.3
5806,2021-11,11,1,crossmap_vcf/0.5.2+galaxy0
5807,2021-11,10,1,freebayes/freebayes-0.9.14
5808,2021-11,10,1,XY_Plot_1/1.0.1
5809,2021-11,10,1,multiqc/1.5.0
5810,2021-11,10,1,ggplot2_heatmap2/2.2.1+galaxy1
5811,2021-11,10,1,cat_contigs/5.0.3.1
5812,2021-11,10,1,mothur_get_seqs/1.39.5.0
5813,2021-11,10,1,mothur_hcluster/1.36.1.0
5814,2021-11,10,1,vsearch_dereplication/2.8.3.0
5815,2021-11,10,1,query_tabular/3.3.0
5816,2021-11,10,1,CONVERTER_fasta_to_bowtie_color_index/CONVERTER_fasta_to_bowtie_color_index
5817,2021-11,10,1,fastq_dump/2.10.4+galaxy1
5818,2021-11,10,1,mothur_make_design/1.39.5.0
5819,2021-11,10,1,CONVERTER_picard_interval_list_to_bed6/CONVERTER_picard_interval_list_to_bed6
5820,2021-11,10,1,cshl_fasta_formatter/1.0.0
5821,2021-11,10,1,mummer_show_coords/4.0.0beta2+galaxy1
5822,2021-11,10,1,trim_reads/1.0.0
5823,2021-11,10,1,multiqc/1.9
5824,2021-11,10,1,samtools_flagstat/1.0.0
5825,2021-11,10,1,EMBOSS: seqret84/5.0.0
5826,2021-11,10,1,idba_tran/1.1.3+galaxy0
5827,2021-11,10,1,presto_alignsets/0.6.2
5828,2021-11,9,1,samtools_phase/2.0.1
5829,2021-11,9,1,scanpy_integrate_harmony/1.6.0+galaxy1
5830,2021-11,9,1,tetyper/1.1+galaxy1
5831,2021-11,9,1,bowtie_wrapper/1.1.2
5832,2021-11,9,1,EMBOSS: iep45/5.0.0.1
5833,2021-11,9,1,EMBOSS: matcher52/5.0.0.1
5834,2021-11,9,1,bcftools_plugin_fixploidy/1.10
5835,2021-11,9,1,EMBOSS: textsearch98/5.0.0
5836,2021-11,9,1,ncbi_acc_download/0.2.5+galaxy0
5837,2021-11,9,1,picard_CollectInsertSizeMetrics/2.7.1.0
5838,2021-11,9,1,picard_CollectHsMetrics/2.18.2
5839,2021-11,9,1,hgv_funDo/1.0.0
5840,2021-11,8,1,bedtools_groupbybed/2.30.0
5841,2021-11,8,1,pandas_rolling_window/0.1
5842,2021-11,8,1,plant_tribes_gene_family_phylogeny_builder/1.0.3.1
5843,2021-11,8,1,plant_tribes_gene_family_aligner/1.0.3.0
5844,2021-11,8,1,EMBOSS: helixturnhelix43/5.0.0.1
5845,2021-11,8,1,bcftools_plugin_dosage/1.10
5846,2021-11,8,1,mothur_classify_tree/1.39.5.0
5847,2021-11,8,1,send_to_cloud/send_to_cloud
5848,2021-11,8,1,crossmap_bed/0.5.2+galaxy0
5849,2021-11,8,1,biosigner/2.2.7
5850,2021-11,7,1,mothur_split_groups/1.39.5.0
5851,2021-11,7,1,khmer_filter_abundance/3.0.0a3+galaxy2
5852,2021-11,7,1,mothur_summary_qual/1.39.5.0
5853,2021-11,7,1,deeptools_bam_compare/2.5.0.0
5854,2021-11,7,1,heinz_scoring/1.0
5855,2021-11,7,1,cufflinks/0.0.7
5856,2021-11,7,1,clustalw/0.1
5857,2021-11,7,1,hifive/0.1.0
5858,2021-11,7,1,repmatch_gff3/1.0.3
5859,2021-11,7,1,bowtie2/2.3.4.2
5860,2021-11,7,1,stringtie_merge/1.3.6
5861,2021-11,7,1,quast/4.1.1
5862,2021-11,7,1,vcfprimers/1.0.0_rc3+galaxy0
5863,2021-11,7,1,scanpy_parameter_iterator/0.0.1+galaxy3
5864,2021-11,7,1,tp_unfold_column_tool/1.1.0
5865,2021-11,7,1,genetrack/1.0.1
5866,2021-11,7,1,circos_interval_to_text/0.69.8+galaxy7
5867,2021-11,7,1,circos_interval_to_tile/0.69.8+galaxy6
5868,2021-11,7,1,mothur_venn/1.36.1.0
5869,2021-11,6,1,microsats_mutability1/1.1.0
5870,2021-11,6,1,indelRates_3way/1.0.0
5871,2021-11,6,1,circos_resample/0.69.8+galaxy6
5872,2021-11,6,1,ctb_rdkit_descriptors/2020.03.4+galaxy1
5873,2021-11,6,1,tp_cut_tool/1.0.0
5874,2021-11,6,1,gd_extract_primers/1.0.0
5875,2021-11,6,1,EMBOSS: biosed4/5.0.0
5876,2021-11,6,1,EMBOSS: prettyseq80/5.0.0.1
5877,2021-11,6,1,picard_MergeSamFiles/1.136.0
5878,2021-11,6,1,mothur_sub_sample/1.36.1.0
5879,2021-11,6,1,winSplitter/1.0.1
5880,2021-11,6,1,cshl_fastx_reverse_complement/1.0.2
5881,2021-11,6,1,mothur_cluster_classic/1.39.5.0
5882,2021-11,6,1,vsearch_search/2.8.3.1
5883,2021-11,6,1,EMBOSS: merger54/5.0.0.1
5884,2021-11,3,2,unicycler/0.4.1.1
5885,2021-12,74202829,6507,bowtie2/2.4.2+galaxy0
5886,2021-12,67897701,9828,hisat2/2.2.1+galaxy0
5887,2021-12,59839380,226,trinity/2.9.1+galaxy1
5888,2021-12,48714763,3042,rna_star/2.7.8a+galaxy0
5889,2021-12,42303289,4875,bwa_mem/0.7.17.2
5890,2021-12,41704883,126,trinity/2.9.1+galaxy2
5891,2021-12,21423456,1087,tophat2/2.1.1
5892,2021-12,20533995,3309,trim_galore/0.6.3
5893,2021-12,20325113,326,unicycler/0.4.8.0
5894,2021-12,16256170,338,deeptools_bigwig_compare/3.3.2.0.0
5895,2021-12,14997129,1274,spades/3.12.0+galaxy1
5896,2021-12,13764830,3144,htseq_count/0.9.1
5897,2021-12,11672091,1181,bwa/0.7.17.4
5898,2021-12,11613189,103,gmx_sim/2020.2+galaxy0
5899,2021-12,11166919,1122,cufflinks/2.2.1.3
5900,2021-12,8760479,9622,trimmomatic/0.38.0
5901,2021-12,8688306,1616,freebayes/1.3.1
5902,2021-12,7943652,93,bwameth/0.2.2+galaxy1
5903,2021-12,7718323,2842,deeptools_compute_matrix/3.3.2.0.0
5904,2021-12,7022652,28,plant_tribes_gene_family_classifier/1.0.3.0
5905,2021-12,6858599,3432,fastq_dump/2.11.0+galaxy0
5906,2021-12,6832508,1562,fasterq_dump/2.11.0+galaxy0
5907,2021-12,6676785,2807,deeptools_bam_coverage/3.3.2.0.0
5908,2021-12,6661957,35142,fastqc/0.72+galaxy1
5909,2021-12,5742270,1974,fastq_groomer/1.1.5
5910,2021-12,5523161,1191,megahit/1.1.3.5
5911,2021-12,4080780,523,shovill/1.1.0+galaxy0
5912,2021-12,3949536,361,cuffdiff/2.2.1.6
5913,2021-12,3866819,1871,ncbi_blastn_wrapper/2.10.1+galaxy0
5914,2021-12,3862921,36,maxquant/1.6.10.43+galaxy3
5915,2021-12,3805679,2300,prokka/1.14.6+galaxy1
5916,2021-12,3614978,168,hisat2/2.1.0+galaxy5
5917,2021-12,3581973,1092,fasterq_dump/2.11.0+galaxy1
5918,2021-12,3474375,422,ncbi_blastp_wrapper/2.10.1+galaxy0
5919,2021-12,3322920,1273,bwa_mem/0.7.17.1
5920,2021-12,3195456,2513,macs2_callpeak/2.1.1.20160309.6
5921,2021-12,2834796,1096,salmon/1.5.1+galaxy0
5922,2021-12,2800770,234,rseqc_geneBody_coverage/2.6.4.3
5923,2021-12,2500017,310,fastq_paired_end_deinterlacer/1.1.5
5924,2021-12,2287218,112004,upload1/upload1
5925,2021-12,2240548,399,samtools_mpileup/2.1.4
5926,2021-12,2171195,157,trinity_align_and_estimate_abundance/2.9.1+galaxy1
5927,2021-12,2129879,654,bowtie2/2.3.4.3+galaxy0
5928,2021-12,2018460,144,metaspades/3.9.0
5929,2021-12,1920381,108,iqtree/2.1.2+galaxy2
5930,2021-12,1867460,180,varscan_somatic/2.4.3.6
5931,2021-12,1836954,5496,fastp/0.20.1+galaxy0
5932,2021-12,1760231,116,mothur_cluster_split/1.39.5.0
5933,2021-12,1734434,331,deeptools_bam_compare/3.3.2.0.0
5934,2021-12,1702088,108,ncbi_blastx_wrapper/2.10.1+galaxy0
5935,2021-12,1662060,257,augustus/3.4.0+galaxy0
5936,2021-12,1568489,2210,picard_MarkDuplicates/2.18.2.2
5937,2021-12,1505563,52,rnaspades/3.9.0.2
5938,2021-12,1376823,74,tophat2/0.9
5939,2021-12,1289151,593,snippy/4.6.0+galaxy0
5940,2021-12,1216459,185,deeptools_multi_bam_summary/3.3.2.0.0
5941,2021-12,1166142,78,pilon/1.20.1
5942,2021-12,1163502,66,roary/3.13.0+galaxy2
5943,2021-12,1067998,1910,deseq2/2.11.40.6+galaxy2
5944,2021-12,1025526,2028,cutadapt/3.5+galaxy1
5945,2021-12,985148,152,mothur_classify_seqs/1.39.5.0
5946,2021-12,969437,1332,cutadapt/3.4+galaxy0
5947,2021-12,968006,79,cuffquant/2.2.1.1
5948,2021-12,950702,356,minimap2/2.20+galaxy2
5949,2021-12,932630,67,deseq2/2.11.40.6+galaxy1
5950,2021-12,854101,368,fastq_trimmer/1.1.5
5951,2021-12,840262,535,clustalw/2.1
5952,2021-12,825511,3488,stringtie/2.1.1
5953,2021-12,820315,52,mimodd_varcall/0.1.9
5954,2021-12,725697,89,meme_chip/4.11.2+galaxy1
5955,2021-12,680309,947,samtools_sort/2.0.3
5956,2021-12,654282,71,busco/5.2.2+galaxy0
5957,2021-12,626456,739,kallisto_quant/0.46.2+galaxy0
5958,2021-12,613802,359,rbc_mafft/7.221.3
5959,2021-12,597364,601,gops_join_1/1.0.0
5960,2021-12,581844,683,bamFilter/2.4.1
5961,2021-12,561015,12,tophat2/2.1.0
5962,2021-12,551442,8,presto_assemblepairs/0.6.2+galaxy0
5963,2021-12,550955,5368,featurecounts/2.0.1+galaxy1
5964,2021-12,545429,14,mothur_seq_error/1.39.5.0
5965,2021-12,530828,716,qualimap_bamqc/2.2.2c
5966,2021-12,505489,143,minimap2/2.23+galaxy0
5967,2021-12,495394,2,cuffmerge/2.2.1.1
5968,2021-12,488514,123,flye/2.6
5969,2021-12,478016,549,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
5970,2021-12,476141,32,repeatmasker_wrapper/4.0.9
5971,2021-12,472915,1575,gops_intersect_1/1.0.0
5972,2021-12,457133,682,lofreq_call/2.1.5+galaxy1
5973,2021-12,453403,25830,ucsc_table_direct1/ucsc_table_direct1
5974,2021-12,453306,130,fastq_paired_end_splitter/1.1.5
5975,2021-12,436503,166,bamtools/2.4.0.0
5976,2021-12,406402,422,lofreq_call/2.1.5+galaxy0
5977,2021-12,402623,806,ggplot2_heatmap2/3.0.1
5978,2021-12,397045,10,gubbins/0.1.0
5979,2021-12,389733,206,mothur_align_seqs/1.39.5.0
5980,2021-12,386007,483,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
5981,2021-12,382259,213,varscan_mpileup/2.4.3.1
5982,2021-12,378984,8351,cshl_fastx_trimmer/1.0.2+galaxy0
5983,2021-12,375032,238,mothur_make_contigs/1.39.5.1
5984,2021-12,363759,1338,cshl_fastq_quality_filter/1.0.2+galaxy0
5985,2021-12,359298,42,gatk4_mutect2/4.1.7.0+galaxy1
5986,2021-12,358045,88,__EXPORT_HISTORY__/__EXPORT_HISTORY__
5987,2021-12,354818,793,samtools_rmdup/2.0.1
5988,2021-12,352216,100,velvetoptimiser/2.2.6
5989,2021-12,341699,3501,featurecounts/2.0.1+galaxy2
5990,2021-12,341052,60,maker/2.31.11+galaxy1
5991,2021-12,338615,3,presto_assemblepairs/0.6.2
5992,2021-12,338047,118,deeptools_plot_fingerprint/3.3.2.0.0
5993,2021-12,329757,331,split_file_to_collection/0.5.0
5994,2021-12,329433,980,porechop/0.2.4
5995,2021-12,325382,270,sam_dump/2.11.0+galaxy0
5996,2021-12,313300,371,fastq_filter/1.1.5
5997,2021-12,309880,53,rnaspades/3.9.0.3
5998,2021-12,305886,124,mothur_pre_cluster/1.39.5.0
5999,2021-12,302475,1297,samtool_filter2/1.8+galaxy1
6000,2021-12,293803,4969,__DATA_FETCH__/__DATA_FETCH__
6001,2021-12,290788,66,hisat2/2.1.0+galaxy3
6002,2021-12,286530,19,deeptools_bam_coverage/3.1.2.0.0
6003,2021-12,285448,198,picard_MergeSamFiles/2.18.2.1
6004,2021-12,282224,103,dexseq_count/1.28.1.0
6005,2021-12,281393,147,fastq_paired_end_joiner/2.0.1.1+galaxy0
6006,2021-12,277476,16,bowtie2/0.2
6007,2021-12,276161,8137,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
6008,2021-12,269387,4,multigps/0.74.0
6009,2021-12,257052,322,varscan/2.4.2
6010,2021-12,251847,1139,deseq2/2.11.40.7+galaxy1
6011,2021-12,245988,11,freebayes/1.1.0.46-0
6012,2021-12,235911,41,hisat2/2.1.0+galaxy7
6013,2021-12,226443,260,fastqe/0.2.6+galaxy2
6014,2021-12,225165,1751,stringtie/2.1.7+galaxy1
6015,2021-12,224788,192,cutadapt/1.16.6
6016,2021-12,222521,151,samtools_merge/1.13
6017,2021-12,222430,380,bcftools_mpileup/1.10
6018,2021-12,219661,98,presto_maskprimers/0.5.4
6019,2021-12,212101,111,cutadapt/1.16.3
6020,2021-12,211200,245,cuffmerge/0.0.5
6021,2021-12,204939,9,disco/1.2.1
6022,2021-12,200327,1121,ivar_variants/1.3.1+galaxy2
6023,2021-12,196973,150,pileup_parser/1.0.2
6024,2021-12,195791,40,dexseq/1.28.1+galaxy1
6025,2021-12,194559,834,chipseeker/1.18.0+galaxy1
6026,2021-12,190824,140,samtools_merge/1.9
6027,2021-12,187256,68,fastq_manipulation/1.1.5
6028,2021-12,180415,153,fastq_quality_trimmer/1.1.5
6029,2021-12,174210,59,rna_star/2.6.0b-1
6030,2021-12,173841,79,meryl/1.3+galaxy4
6031,2021-12,170950,28,fastq_groomer/1.1.1
6032,2021-12,169843,42,rna_star/2.7.8a
6033,2021-12,169213,240,bedtools_genomecoveragebed/2.30.0
6034,2021-12,168420,24,rna_starsolo/2.7.8a
6035,2021-12,161740,717,snpEff/4.3+T.galaxy1
6036,2021-12,157683,81,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
6037,2021-12,156429,135,fastq_paired_end_interlacer/1.2.0.1+galaxy0
6038,2021-12,155628,477,fastq_stats/1.1.5
6039,2021-12,151545,27,presto_assemblepairs/0.5.4
6040,2021-12,150347,39,transdecoder/5.5.0+galaxy1
6041,2021-12,141636,27,gd_raxml/1.0.0
6042,2021-12,140806,1296,lofreq_viterbi/2.1.5+galaxy0
6043,2021-12,137782,1376,fastq_to_fasta_python/1.1.5
6044,2021-12,137695,1211,kraken2/2.1.1+galaxy1
6045,2021-12,137135,31,rseqc_tin/2.6.4.1
6046,2021-12,132058,43,trim_galore/0.4.3.1
6047,2021-12,131274,228,diffbind/2.10.0
6048,2021-12,130124,1252,join1/join1
6049,2021-12,128697,63,presto_buildconsensus/0.5.4
6050,2021-12,128537,2847,deeptools_plot_heatmap/3.3.2.0.1
6051,2021-12,127134,2,slamdunk/0.4.1+galaxy3
6052,2021-12,126555,1317,lofreq_indelqual/2.1.5+galaxy0
6053,2021-12,123385,157,sailfish/0.10.1.1
6054,2021-12,122544,1,hyphy_prime/2.5.31+galaxy1
6055,2021-12,121738,3002,samtools_stats/2.0.2+galaxy2
6056,2021-12,121306,36,graphlan/1.1.3
6057,2021-12,117578,109,cshl_fastx_clipper/1.0.3+galaxy0
6058,2021-12,114723,41,mimodd_varextract/0.1.9
6059,2021-12,110292,308,rseqc_read_distribution/2.6.4.1
6060,2021-12,102553,8,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
6061,2021-12,102384,86,prokka/1.14.5
6062,2021-12,101625,45,fastq_combiner/1.1.5
6063,2021-12,100313,9634,snpSift_filter/4.3+t.galaxy1
6064,2021-12,98872,113,deeptools_multi_bigwig_summary/3.3.2.0.0
6065,2021-12,98470,461,cshl_fastx_barcode_splitter/1.0.1
6066,2021-12,92929,11,purge_dups/1.2.5+galaxy4
6067,2021-12,91081,222,cshl_fastx_quality_statistics/1.0.1
6068,2021-12,89602,10470,tp_find_and_replace/1.1.3
6069,2021-12,89386,2,mothur_clearcut/1.39.5.0
6070,2021-12,89181,11,msaboot/0.1.2
6071,2021-12,88013,2970,mothur_summary_seqs/1.39.5.0
6072,2021-12,85977,322,bp_genbank2gff3/1.1
6073,2021-12,84743,10,lofreq_alnqual/2.1.5+galaxy0
6074,2021-12,83342,21,bioext_bealign/0.20.1+galaxy2
6075,2021-12,82793,166,mothur_filter_seqs/1.39.5.0
6076,2021-12,82442,4555,mimodd_reheader/0.1.9
6077,2021-12,81973,20,ncbi_tblastx_wrapper/2.10.1+galaxy0
6078,2021-12,77562,8,bowtie2/2.2.6.2
6079,2021-12,75499,137,tb_profiler_profile/2.8.14+galaxy1
6080,2021-12,74992,203,picard_AddOrReplaceReadGroups/2.18.2.1
6081,2021-12,74812,109,macs2_filterdup/2.1.1.20160309.1
6082,2021-12,74471,81,bacteria_tradis/1.4.5+galaxy2
6083,2021-12,74458,3277,__SET_METADATA__/__SET_METADATA__
6084,2021-12,73919,87,samtools_bedcov/2.0.2
6085,2021-12,73644,29,lastz_wrapper_2/1.3.3
6086,2021-12,73065,1314,qualimap_bamqc/2.2.2d+galaxy3
6087,2021-12,72722,23,cuffnorm/2.2.1.3
6088,2021-12,72319,516,deg_annotate/1.1.0
6089,2021-12,71946,9,bioext_bealign/0.20.4+galaxy0
6090,2021-12,69691,7,bowtie2/2.3.2.2
6091,2021-12,69017,30,picard_FilterSamReads/2.18.2.1
6092,2021-12,68920,47,fastp/0.19.5+galaxy1
6093,2021-12,68594,51,deeptools_plot_coverage/3.3.2.0.0
6094,2021-12,67427,323,fasttree/2.1.10+galaxy1
6095,2021-12,67107,229,bedtools_multicovtbed/2.30.0
6096,2021-12,66752,7,spaln/2.4.03+galaxy0
6097,2021-12,65714,1569,mothur_screen_seqs/1.39.5.1
6098,2021-12,65342,29,bg_find_subsequences/0.2
6099,2021-12,65289,117,picard_SortSam/2.18.2.1
6100,2021-12,63639,332,quast/5.0.2+galaxy1
6101,2021-12,62214,412,bam_to_sam/2.0.1
6102,2021-12,62061,89,graphlan_annotate/1.1.3
6103,2021-12,61166,245,qualimap_rnaseq/2.2.2d+galaxy1
6104,2021-12,59650,109,seqtk_sample/1.3.2
6105,2021-12,59419,82,fastq_groomer/1.0.4
6106,2021-12,59400,71,EMBOSS: getorf42/5.0.0.1
6107,2021-12,58565,924,filtlong/0.2.0+galaxy1
6108,2021-12,58014,126,picard_SamToFastq/2.18.2.2
6109,2021-12,57905,225,samtools_fastx/1.9+galaxy1
6110,2021-12,56862,420,cshl_fastq_to_fasta/1.0.2
6111,2021-12,56217,125,rseqc_read_duplication/2.6.4
6112,2021-12,54800,76,picard_MarkDuplicates/2.18.2.1
6113,2021-12,53176,74,bedtools_bamtofastq/2.27.1
6114,2021-12,51391,5473,fasta_compute_length/1.0.3
6115,2021-12,51387,105,prinseq/0.20.4+galaxy1
6116,2021-12,49719,25,umi_tools_extract/0.5.5.2
6117,2021-12,49096,34,bedtools_annotatebed/2.30.0
6118,2021-12,48951,73,transdecoder/5.5.0+galaxy2
6119,2021-12,48639,18,microsatellite/1.0.0
6120,2021-12,47943,18,mothur_unifrac_weighted/1.39.5.0
6121,2021-12,47902,366,fastqc/0.72
6122,2021-12,47760,74,macs2_bdgcmp/2.1.1.20160309.0
6123,2021-12,47654,1318,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
6124,2021-12,46985,219,table_annovar/0.2
6125,2021-12,46600,781,ivar_consensus/1.3.1+galaxy0
6126,2021-12,46178,18,medaka_variant_pipeline/1.3.2+galaxy0
6127,2021-12,46172,109,presto_filterseq/0.5.4
6128,2021-12,45945,2303,Grep1/Grep1
6129,2021-12,45338,36,diffbind/2.6.6.4
6130,2021-12,44244,289,samtools_view/1.13+galaxy1
6131,2021-12,43639,137,snpSift_annotate/4.3+t.galaxy1
6132,2021-12,42924,86,sickle/1.33.2
6133,2021-12,42720,757,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
6134,2021-12,42669,696,bamleftalign/1.3.1
6135,2021-12,42335,271,bedtools_bamtobed/2.30.0+galaxy1
6136,2021-12,42168,277,quast/5.0.2+galaxy3
6137,2021-12,42100,813,ivar_trim/1.2.2+galaxy1
6138,2021-12,41035,55,trinotate/3.2.2+galaxy0
6139,2021-12,40606,1351,samtools_view/1.9+galaxy2
6140,2021-12,39837,2012,Filter1/Filter1
6141,2021-12,39776,98,rseqc_FPKM_count/2.6.4.1
6142,2021-12,39523,20,naive_variant_caller/0.0.4
6143,2021-12,39165,116,picard_CleanSam/2.18.2.1
6144,2021-12,39103,4,hisat2/2.0.3
6145,2021-12,38886,628,wig_to_bigWig/wig_to_bigWig
6146,2021-12,38427,1579,multiqc/1.9+galaxy1
6147,2021-12,38397,22,dada2_assignTaxonomyAddspecies/1.20+galaxy0
6148,2021-12,38321,1,rna_star/2.7.5b
6149,2021-12,37971,32,samtools_depth/1.9
6150,2021-12,36467,998,samtools_view/1.9+galaxy3
6151,2021-12,36319,60,bedtools_coveragebed/2.22.1
6152,2021-12,35338,12,bamSplit/2.4.0
6153,2021-12,35267,70,mimodd_vcf_filter/0.1.9
6154,2021-12,35073,12,mummer_dnadiff/4.0.0rc1+galaxy2
6155,2021-12,34987,781,annotatemyids/3.12.0+galaxy1
6156,2021-12,34524,33,deeptools_plot_enrichment/3.3.2.0.0
6157,2021-12,34373,334,nanoplot/1.28.2+galaxy1
6158,2021-12,34106,28,meme_fimo/5.0.5.0
6159,2021-12,33702,119,mothur_chimera_vsearch/1.39.5.2
6160,2021-12,33236,30,shovill/1.0.4+galaxy0
6161,2021-12,32612,113,intervene_upset/0.6.5
6162,2021-12,32339,887,multiqc/1.11+galaxy0
6163,2021-12,32280,208,export_remote/export_remote
6164,2021-12,32171,301,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
6165,2021-12,32024,1074,ebi_sra_main/ebi_sra_main
6166,2021-12,32002,141,porechop/0.2.3
6167,2021-12,31919,6,bwa_mem/0.7.15.1
6168,2021-12,31712,76,ngsutils_bam_filter/0.5.9
6169,2021-12,31418,308,goseq/1.44.0+galaxy0
6170,2021-12,31397,28,augustus_training/3.4.0
6171,2021-12,31357,94,meme_meme/5.0.5.0
6172,2021-12,31216,42,search_gui/3.3.10.1
6173,2021-12,31041,4,augustus_training/3.3.3
6174,2021-12,30720,540,fastq_to_tabular/1.1.5
6175,2021-12,30472,196,Summary_Statistics1/Summary_Statistics1
6176,2021-12,30247,9,plant_tribes_assembly_post_processor/1.0.3.0
6177,2021-12,29964,2016,ncbi_tblastn_wrapper/2.10.1+galaxy0
6178,2021-12,29806,23,dada2_learnErrors/1.20+galaxy0
6179,2021-12,29487,1758,sra_source/sra_source
6180,2021-12,29429,5,rseqc_geneBody_coverage2/2.6.4.1
6181,2021-12,28847,1893,snpeff_sars_cov_2/4.5covid19
6182,2021-12,28806,1445,abricate/1.0.1
6183,2021-12,28641,3037,Cut1/Cut1
6184,2021-12,28458,528,dada2_filterAndTrim/1.20+galaxy0
6185,2021-12,27657,398,samtools_slice_bam/2.0.1
6186,2021-12,27285,22,mimodd_align/0.1.9
6187,2021-12,27239,13,freebayes/0.4.1
6188,2021-12,27210,2915,filter_by_fasta_ids/2.3
6189,2021-12,26749,31,gmx_em/2020.2+galaxy0
6190,2021-12,26499,4,fasterq_dump/2.10.8+galaxy0
6191,2021-12,26397,1,bwa/0.7.15.1
6192,2021-12,25912,758,pangolin/3.1.14+galaxy0
6193,2021-12,25440,1032,sort1/sort1
6194,2021-12,25218,616,vcffilter2/1.0.0_rc3+galaxy3
6195,2021-12,24914,19,presto_filterseq/0.6.2+galaxy0
6196,2021-12,24871,1578,mothur_unique_seqs/1.39.5.0
6197,2021-12,24866,1160,deeptools_plot_profile/3.3.2.0.0
6198,2021-12,24288,8,maker/2.31.11
6199,2021-12,24109,342,bg_diamond/2.0.8.0
6200,2021-12,24091,1,fastq_paired_end_joiner/1.0.0
6201,2021-12,23917,11,bowtie2/0.4
6202,2021-12,23568,263,limma_voom/3.48.0+galaxy2
6203,2021-12,23512,41,snippy/4.5.0
6204,2021-12,23428,41,dada2_dada/1.20+galaxy0
6205,2021-12,22805,39,charts/1.0.1
6206,2021-12,22706,78,featurecounts/2.0.1
6207,2021-12,22529,1943,bedtools_intersectbed/2.30.0
6208,2021-12,22195,15,busco/4.1.4
6209,2021-12,22064,5,CONVERTER_cram_to_bam_0/CONVERTER_cram_to_bam_0
6210,2021-12,22021,62,macs2_bdgdiff/2.1.1.20160309.1
6211,2021-12,21936,694,ivar_trim/1.3.1+galaxy2
6212,2021-12,21479,1,scpipe/1.0.0+galaxy2
6213,2021-12,20993,138,egsea/1.20.0
6214,2021-12,20871,3,presto_maskprimers/0.6.2
6215,2021-12,20355,12,rna_star/2.5.2b-0
6216,2021-12,20296,434,anndata_inspect/0.7.5+galaxy0
6217,2021-12,20250,188,fasta_merge_files_and_filter_unique_sequences/1.2.0
6218,2021-12,20153,271,limma_voom/3.48.0+galaxy1
6219,2021-12,20104,442,picard_CollectInsertSizeMetrics/2.18.2.1
6220,2021-12,19878,15,varscan_copynumber/2.4.3.2
6221,2021-12,19487,520,edger/3.34.0+galaxy1
6222,2021-12,19213,70,macs2_predictd/2.1.1.20160309.1
6223,2021-12,19137,799,medaka_consensus/1.0.3+galaxy2
6224,2021-12,19101,20,bamtools/0.0.1
6225,2021-12,19071,1503,Grouping1/Grouping1
6226,2021-12,18926,4,cutadapt/1.16.5
6227,2021-12,18691,9,picard_SamToFastq/2.7.1.0
6228,2021-12,18663,1,naive_variant_caller/0.0.1
