month_year,numusers,tool_name,tool_version
 2021-05 ,15,dada2_filterAndTrim,1.18+galaxy0                                                  
 2021-05 ,15,datamash_transpose,1.1.0                                                           
 2021-05 ,15,augustus_training,3.3.3                                                       
 2021-05 ,15,rseqc_read_quality,2.6.4                                                                     
 2021-05 ,15,deeptools_plot_coverage,3.3.2.0.0                                       
 2021-05 ,15,sickle,1.33.2                                                                                  
 2021-05 ,15,samtools_markdup,1.9+galaxy2                                                         
 2021-05 ,15,fasta2tab,1.1.0                                                                  
 2021-05 ,15,fastq_manipulation,1.1.5                                                       
 2021-05 ,15,pe_histogram,1.0.1                                                                       
 2021-05 ,15,kraken-translate,1.3.1                                                           
 2021-05 ,15,lofreq_call,2.1.5+galaxy0                                                                 
 2021-05 ,15,bcftools_concat,1.1
 2021-05 ,15,hisat2,2.1.0+galaxy5                                                                           
 2021-05 ,15,featurecounts,1.6.4+galaxy2                                                             
 2021-05 ,14,pygenomeTracks,3.6
 2021-05 ,14,tophat2,0.9
 2021-05 ,14,fastq_to_tabular,1.1.5                                                           
 2021-05 ,14,samtools_slice_bam,2.0.1                                                       
 2021-05 ,14,ruvseq,1.16.0+galaxy1                                                                          
 2021-05 ,14,bioext_bam2msa,0.19.7.0                                                                
 2021-05 ,14,circos_tableviewer,0.69.8+galaxy7                                                              
 2021-05 ,14,pipelign,0.2+galaxy0                                                                         
 2021-05 ,14,bcftools_merge,1.1
 2021-05 ,14,cummeRbund,2.16.0+galaxy1                                                              
 2021-05 ,14,maxquant,1.6.10.43+galaxy3                                                               
 2021-05 ,13,tp_split_on_column,0.2
 2021-05 ,13, Extract_features1                                                                                                                      , Extract_features1                                                                                                                      
 2021-05 ,13,bedtools_multicovtbed,2.30.0                                                                 
 2021-05 ,13, CONVERTER_sam_to_bigwig_0                                                                                                              , CONVERTER_sam_to_bigwig_0                                                                                                              
 2021-05 ,13,filtlong,0.2.0                                                                               
 2021-05 ,13,column_remove_by_header,0.0.1                                                 
 2021-05 ,13, gene2exon1                                                                                                                             , gene2exon1                                                                                                                             
 2021-05 ,13,mimodd_varcall,0.1.9                                                                    
 2021-05 ,13,plotdexseq,1.28.1.0                                                                            
 2021-05 ,13,circos_wiggle_to_stacked,0.69.8+galaxy7                                                        
 2021-05 ,13,cshl_fastx_nucleotides_distribution,1.0.1                          
 2021-05 ,13,cshl_fastx_reverse_complement,1.0.2+galaxy0                              
 2021-05 ,13,pca1,1.0.2                                                           
 2021-05 ,13,tab2fasta,1.1.0                                                                  
 2021-05 ,13, CONVERTER_interval_to_bgzip_0                                                                                                          , CONVERTER_interval_to_bgzip_0                                                                                                          
 2021-05 ,12,mothur_screen_seqs,1.39.5.0                                                        
 2021-05 ,12,intervene_upset,0.6.4                                                                       
 2021-05 ,12,bedtools_getfastabed,2.29.0                                                                  
 2021-05 ,12,bedtools_bedtobam,2.30.0                                                                     
 2021-05 ,12,dada2_makeSequenceTable,1.18+galaxy0                                          
 2021-05 ,12,histogram_rpy,1.0.4                                                                     
 2021-05 ,12,ivar_removereads,1.2.2+galaxy1                                                       
 2021-05 ,12, __BUILD_LIST__                                                                                                                         , __BUILD_LIST__                                                                                                                         
 2021-05 ,12,jbrowse_to_standalone,1.16.11+galaxy0                                                         
 2021-05 ,12, __RELABEL_FROM_FILE__                                                                                                                  , __RELABEL_FROM_FILE__                                                                                                                  
 2021-05 ,12, hgv_linkToGProfile                                                                                                                     , hgv_linkToGProfile                                                                                                                     
 2021-05 ,12, CONVERTER_bam_to_qname_sorted_bam                                                                                                      , CONVERTER_bam_to_qname_sorted_bam                                                                                                      
 2021-05 ,12,bcftools_stats,1.1
 2021-05 ,12,cshl_fastx_artifacts_filter,1.0.1+galaxy0                                  
 2021-05 ,12,cuffmerge,2.2.1.0                                                                       
 2021-05 ,12,trinotate,3.2.1                                                                             
 2021-05 ,12, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2021-05 ,12,fasta_concatenate0,0.0.1                                             
 2021-05 ,12,collection_element_identifiers,0.0.2                                   
 2021-05 ,11,seurat,3.2.2+galaxy0                                                                           
 2021-05 ,11,freebayes,1.1.0.46-0                                                                    
 2021-05 ,11,column_order_header_sort,0.0.1                                               
 2021-05 ,11, __IMPORT_HISTORY__                                                                                                                     , __IMPORT_HISTORY__                                                                                                                     
 2021-05 ,11,biom_convert,2.1.5.3                                                                     
 2021-05 ,11,flash,1.2.11.4                                                                                  
 2021-05 ,11,maxbin2,2.2.7+galaxy2                                                                      
 2021-05 ,11,cufflinks,2.2.1.0                                                                       
 2021-05 ,11,circgraph,0.9-RC2                                                                              
 2021-05 ,11,ivar_variants,1.3.1+galaxy0                                                             
 2021-05 ,11,PlasFlow,1
 2021-05 ,11,miniasm,0.3+galaxy0                                                                           
 2021-05 ,11,sina,1.7.2+galaxy0                                                                               
 2021-05 ,11,gfa_to_fa,0.1.2                                                                             
 2021-05 ,11,fastq_combiner,1.1.5                                                               
 2021-05 ,10,mimodd_vcf_filter,0.1.9                                                                 
 2021-05 ,10,split_file_to_collection,0.5.0                                         
 2021-05 ,10,dada2_learnErrors,1.18+galaxy0                                                      
 2021-05 ,10,kc-align,1.0.2                                                                               
 2021-05 ,10, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2021-05 ,10,mummer_dnadiff,4.0.0beta2+galaxy1                                                      
 2021-05 ,10,ivar_consensus,1.3.1+galaxy0                                                           
 2021-05 ,10,EMBOSS: equicktandem31,5.0.0.1                                                           
 2021-05 ,10,deeptools_plot_enrichment,3.3.2.0.0                                   
 2021-05 ,10,addName,0.2.0                                                            
 2021-05 ,10,mothur_summary_single,1.39.5.0                                                  
 2021-05 ,10,snap_training,2013_11_29+galaxy1                                                        
 2021-05 ,10,vcfsort,1.0.0_rc3+galaxy0                                                                 
 2021-05 ,10,cshl_fastx_clipper,1.0.3+galaxy0                                                    
 2021-05 ,10, CONVERTER_Bam_Bai_0                                                                                                                    , CONVERTER_Bam_Bai_0                                                                                                                    
 2021-05 ,10,gops_concat_1,1.0.1                                                                        
 2021-05 ,10,multiqc,1.9
 2021-05 ,10,crossmap_gff,0.3.7+galaxy1                                                               
 2021-05 ,10,dropletutils,1.10.0+galaxy1                                                              
 2021-05 ,10,repeatmasker_wrapper,4.0.9                                                        
 2021-05 ,9,ebi_search_rest_results,0.1.1                                                 
 2021-05 ,9, wc_gnu                                                                                                                                 , wc_gnu                                                                                                                                 
 2021-05 ,9,bedtools_coveragebed,2.30.0                                                                  
 2021-05 ,9,quast,5.0.2+galaxy0                                                                             
 2021-05 ,9,regex1,1.0.1                                                                   
 2021-05 ,9,sam2interval,1.0.2                                                                   
 2021-05 ,9,anndata_import,0.7.5+galaxy0                                                           
 2021-05 ,9,bedtools_genomecoveragebed,2.29.0                                                            
 2021-05 ,9, Show tail1                                                                                                                             , Show tail1                                                                                                                             
 2021-05 ,9,heinz_visualization,0.1.1                                                                       
 2021-05 ,9,vcfgenotypes,1.0.0_rc3+galaxy0                                                       
 2021-05 ,9,dada2_plotQualityProfile,1.18+galaxy0                                        
 2021-05 ,9,regexColumn1,1.0.1                                                             
 2021-05 ,9,poretools_extract,0.6.1a1.0                                                         
 2021-05 ,9,bedtools_bedtoigv,2.30.0                                                                     
 2021-05 ,9,mothur_chimera_vsearch,1.39.5.1                                                
 2021-05 ,9,cshl_fasta_formatter,1.0.1                                                        
 2021-05 ,9,rseqc_FPKM_count,2.6.4.1                                                                     
 2021-05 ,9, __ZIP_COLLECTION__                                                                                                                     , __ZIP_COLLECTION__                                                                                                                     
 2021-05 ,9,seqtk_subseq,1.3.1                                                                              
 2021-05 ,9,rseqc_bam2wig,2.6.4                                                                          
 2021-05 ,9,macs2_bdgbroadcall,2.1.1.20160309.0                                                             
 2021-05 ,9,circos_wiggle_to_scatter,0.69.8+galaxy7                                                        
 2021-05 ,9,dada2_plotComplexity,1.18+galaxy0                                                
 2021-05 ,9,dada2_assignTaxonomyAddspecies,1.18+galaxy0                            
 2021-05 ,8,gffcompare_to_bed,0.2.1                                                         
 2021-05 ,8, CONVERTER_interval_to_tabix_0                                                                                                          , CONVERTER_interval_to_tabix_0                                                                                                          
 2021-05 ,8,bedtools_closestbed,2.30.0                                                                   
 2021-05 ,8,kraken_taxonomy_report,0.0.2                                                   
 2021-05 ,8,gd_multiple_to_gd_genotype,1.0.0                                              
 2021-05 ,8,ncbi_blastdbcmd_info,2.10.1+galaxy0                                               
 2021-05 ,8,gops_merge_1,1.0.0                                                                          
 2021-05 ,8,mothur_remove_seqs,1.36.1.0                                                        
 2021-05 ,8,mimodd_varextract,0.1.9                                                                 
 2021-05 ,8,picard_CollectInsertSizeMetrics,2.18.2.1                                                   
 2021-05 ,8,cuffcompare,2.2.1.2                                                                   
 2021-05 ,8,cuffcompare,2.2.1.0                                                                   
 2021-05 ,8,gops_coverage_1,1.0.0                                                                    
 2021-05 ,8,length_and_gc_content,0.1.1                                                     
 2021-05 ,8,mothur_trim_seqs,1.39.5.0                                                            
 2021-05 ,8,vcfbedintersect,1.0.0_rc3+galaxy0                                                 
 2021-05 ,8,tabular_to_fastq,1.1.5                                                           
 2021-05 ,8,medaka_consensus_pipeline,1.0.3+galaxy2                                     
 2021-05 ,8,dada2_mergePairs,1.18+galaxy0                                                        
 2021-05 ,8,mummer_mummerplot,4.0.0beta2+galaxy1                                                
 2021-05 ,8,ebi_metagenomics_run_downloader,0.1.0                                 
 2021-05 ,8,trinity_run_de_analysis,2.9.1                                                 
 2021-05 ,7,export2graphlan,0.20+galaxy0                                                          
 2021-05 ,7,bedtools_windowbed,2.30.0                                                                    
 2021-05 ,7,circos_binlinks,0.69.8+galaxy7                                                                 
 2021-05 ,7,blastxml_to_tabular,2.10.1+galaxy0                                                
 2021-05 ,7, trimmer                                                                                                                                , trimmer                                                                                                                                
 2021-05 ,7,bwameth,0.2.2                                                                                 
 2021-05 ,7,EMBOSS: etandem33,5.0.0.1                                                                
 2021-05 ,7,mothur_pcoa,1.39.5.0                                                                      
 2021-05 ,7,picard_MarkDuplicates,2.18.2.1                                                             
 2021-05 ,7,ococo,0.1.2.6                                                                                   
 2021-05 ,7,genrich,0.5+galaxy2                                                                           
 2021-05 ,7,count_gff_features,0.2
 2021-05 ,7,bedtools_makewindowsbed,2.30.0                                                               
 2021-05 ,7,snpSift_vcfCheck,4.3+t.galaxy0                                                                
 2021-05 ,7,crossmap_bed,0.3.7+galaxy1                                                               
 2021-05 ,7,bamtools_split,2.4.0                                                               
 2021-05 ,7,tb_profiler_profile,2.8.14+galaxy1                                                         
 2021-05 ,7,prokka,1.14.5                                                                                 
 2021-05 ,7,exomedepth,1.1.0                                                                          
 2021-05 ,7,gmx_setup,2020.2+galaxy0                                                               
 2021-05 ,7,tp_uniq_tool,1.1.1                                                              
 2021-05 ,7,dada2_dada,1.18+galaxy0                                                                    
 2021-05 ,7,trinity_super_transcripts,2.9.1                                             
 2021-05 ,7,dada2_removeBimeraDenovo,1.18+galaxy0                                        
 2021-05 ,7,vcffixup,1.0.0_rc3+galaxy0                                                               
 2021-05 ,7,bg_find_subsequences,0.2
 2021-05 ,7,intervene_pairwise,0.6.4                                                                    
 2021-05 ,7,collapse_dataset,4
 2021-05 ,7,collapse_dataset,4.1
 2021-05 ,7,macs2_filterdup,2.1.1.20160309.1                                                                
 2021-05 ,7,plant_tribes_assembly_post_processor,1.0.3.0                    
 2021-05 ,7,plant_tribes_gene_family_classifier,1.0.3.0                      
 2021-05 ,7,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2021-05 ,7, random_lines1                                                                                                                          , random_lines1                                                                                                                          
 2021-05 ,7,mimodd_varreport,0.1.9                                                                  
 2021-05 ,6,cd_hit_dup,0.0.1                                                                       
 2021-05 ,6,bedtools_annotatebed,2.30.0                                                                  
 2021-05 ,6,Add_a_column1,1.2.0                                                                  
 2021-05 ,6,gd_pca,1.0.0                                                                  
 2021-05 ,6,gff_to_prot,3.0.2+galaxy0                                                                 
 2021-05 ,6,pileup_interval,1.0.3                                                             
 2021-05 ,6,bedtools_maskfastabed,2.30.0                                                                 
 2021-05 ,6,cuffmerge,2.2.1.1                                                                       
 2021-05 ,6,cuffquant,2.2.1.1                                                                       
 2021-05 ,6,kraken-mpa-report,1.2.4                                                             
 2021-05 ,6,hyphy_annotate,2.5.31                                                                  
 2021-05 ,6,seqtk_seq,1.3.3                                                                                 
 2021-05 ,6,get_pdb,0.1.0                                                                           
 2021-05 ,6,jbrowse,1.16.9+galaxy0                                                                        
 2021-05 ,6,sequence_content_trimmer,0.1
 2021-05 ,6,newick_display,1.6
 2021-05 ,6,anndata_inspect,0.7.5+galaxy0                                                         
 2021-05 ,6,multiqc,1.6
 2021-05 ,6,maker_map_ids,2.31.11                                                                   
 2021-05 ,6,mothur_merge_count,1.39.5.0                                                        
 2021-05 ,6,mothur_pcr_seqs,1.39.5.0                                                              
 2021-05 ,6,samtools_fixmate,1.9
 2021-05 ,6,rapidnj,2.3.2                                                                                 
 2021-05 ,6,featurecounts,1.6.4+galaxy1                                                             
 2021-05 ,6, bed_to_bigBed                                                                                                                          , bed_to_bigBed                                                                                                                          
 2021-05 ,6,macs2_refinepeak,2.1.1.20160309.1                                                               
 2021-05 ,6,lofreq_alnqual,2.1.5+galaxy0                                                           
 2021-05 ,6,cat_prepare,5.0.3.0                                                                       
 2021-05 ,6,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2021-05 ,6,predict_pipeline,1
 2021-05 ,6,htseq_count,0.6.1galaxy1                                                             
 2021-05 ,6,build_ucsc_custom_track_1,1.0.0                                                 
 2021-05 ,6,tp_awk_tool,1.1.1                                                               
 2021-05 ,6,trinity_filter_low_expr_transcripts,2.9.1                         
 2021-05 ,6,trim_galore,0.4.3.1                                                                 
 2021-05 ,6,ggplot2_histogram,2.2.1+galaxy0                                                     
 2021-05 ,6, __FILTER_FROM_FILE__                                                                                                                   , __FILTER_FROM_FILE__                                                                                                                   
 2021-05 ,6,star_fusion,0.5.4-3+galaxy1                                                               
 2021-05 ,6,disco,1.2.0                                                                                     
 2021-05 ,6,mimodd_map,0.1.9                                                                        
 2021-05 ,6,spaln,2.4.03+galaxy0                                                                            
 2021-05 ,6,vcfgeno2haplo,1.0.0_rc3+galaxy0                                                     
 2021-05 ,5,vcftools_annotate,0.1
 2021-05 ,5,fastq_filter,1.1.1                                                                   
 2021-05 ,5,kraken-filter,1.3.1                                                                 
 2021-05 ,5,poretools_hist,0.6.1a1.1                                                               
 2021-05 ,5,qualimap_bamqc,2.2.2d+galaxy1                                                          
 2021-05 ,5,qualimap_multi_bamqc,2.2.2d                                                      
 2021-05 ,5,ncbi_blastdbcmd_wrapper,2.10.1+galaxy0                                            
 2021-05 ,5,rna_star,2.7.5b                                                                             
 2021-05 ,5,mothur_rarefaction_shared,1.39.5.0                                          
 2021-05 ,5,picard_CollectWgsMetrics,2.18.2.1                                                          
 2021-05 ,5,picard_DownsampleSam,2.18.2.1                                                              
 2021-05 ,5,scanpy_filter,1.7.1+galaxy0                                                             
 2021-05 ,5,seqtk_mergefa,1.3.1                                                                             
 2021-05 ,5,EMBOSS: cpgplot15,5.0.0                                                                  
 2021-05 ,5,picard_MarkDuplicatesWithMateCigar,2.18.2.1                                                
 2021-05 ,5,cuffnorm,2.2.1.3                                                                         
 2021-05 ,5,mothur_heatmap_bin,1.39.5.0                                                        
 2021-05 ,5,gops_complement_1,1.0.0                                                                
 2021-05 ,5,samtools_idxstats,2.0.1                                                         
 2021-05 ,5,fasterq_dump,2.10.8+galaxy0                                                                 
 2021-05 ,5,fastq_dump,2.10.4+galaxy1                                                                   
 2021-05 ,5,taxonomy_krona_chart,2.6.1.1                                                    
 2021-05 ,5,tp_unfold_column_tool,1.1.1                                                     
 2021-05 ,5,umi_tools_count,0.5.5.1                                                               
 2021-05 ,5,tp_cut_tool,1.0.0                                                               
 2021-05 ,5,vcfannotategenotypes,1.0.0_rc3+galaxy0                                       
 2021-05 ,5,vcfselectsamples,1.0.0_rc3+galaxy0                                               
 2021-05 ,5,vcftools_slice,0.1
 2021-05 ,5,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2021-05 ,5,bcftools_view,0.0.1                                                        
 2021-05 ,5, gff_filter_by_feature_count                                                                                                            , gff_filter_by_feature_count                                                                                                            
 2021-05 ,5, CONVERTER_cram_to_bam_0                                                                                                                , CONVERTER_cram_to_bam_0                                                                                                                
 2021-05 ,5,kallisto_pseudo,0.46.0.1                                                              
 2021-05 ,5,jbrowse,1.16.8+galaxy1                                                                        
 2021-05 ,5,idr,2.0.3                                                                                         
 2021-05 ,5,hyphy_meme,2.5.31+galaxy2                                                                  
 2021-05 ,5,bcftools_reheader,1.1
 2021-05 ,5,deseq2,2.1.8.3                                                                                 
 2021-05 ,5,datamash_reverse,1.1.0                                                               
 2021-05 ,5,bedtools_bamtobed,2.29.2                                                                     
 2021-05 ,5,gprofiler_snpense,0.1.7+galaxy11                                                    
 2021-05 ,5,bedtools_clusterbed,2.30.0                                                                   
 2021-05 ,5,crossmap_wig,0.3.7+galaxy1                                                               
 2021-05 ,5,crossmap_vcf,0.3.7+galaxy1                                                               
 2021-05 ,5,bedtools_mergebed,2.29.2                                                                     
 2021-05 ,5,compose_text_param,0.1.1                                                           
 2021-05 ,5,bedtools_slopbed,2.30.0                                                                      
 2021-05 ,5,bedtools_unionbedgraph,2.30.0                                                                
 2021-05 ,5, vcf_to_maf_customtrack1                                                                                                                , vcf_to_maf_customtrack1                                                                                                                
 2021-05 ,5,multiqc,1.7
 2021-05 ,4,deeptools_compute_matrix,3.1.2.0.0                                     
 2021-05 ,4,deseq2,2.11.40.6                                                                               
 2021-05 ,4,deseq2,2.11.40.2                                                                               
 2021-05 ,4,rseqc_RPKM_saturation,2.6.4.1                                                                
 2021-05 ,4,masigpro,1.49.3.1+galaxy1                                                                    
 2021-05 ,4,query_tabular,3.1.2                                                                     
 2021-05 ,4,circos_gc_skew,0.69.8+galaxy7                                                                  
 2021-05 ,4,ml_visualization_ex,1.0.8.2                                                 
 2021-05 ,4,bcftools_query_list_samples,1.1
 2021-05 ,4,circos_bundlelinks,0.69.8+galaxy7                                                              
 2021-05 ,4,cshl_fastx_collapser,1.0.0                                                        
 2021-05 ,4, ucsc_table_direct_archaea1                                                                                                             , ucsc_table_direct_archaea1                                                                                                             
 2021-05 ,4,medaka_consensus,1.0.3+galaxy2                                                       
 2021-05 ,4,plotly_parallel_coordinates_plot,0.2
 2021-05 ,4,bamleftalign,1.1.0.46-0                                                                 
 2021-05 ,4,vcfhethom,1.0.0_rc3+galaxy0                                                             
 2021-05 ,4,quast,4.6.3                                                                                     
 2021-05 ,4,EMBOSS: primersearch81,5.0.0.1                                                           
 2021-05 ,4,racon,1.3.1.1                                                                             
 2021-05 ,4,replace_column_with_key_value_file,0.2
 2021-05 ,4,circos_aln_to_links,0.69.8+galaxy7                                                             
 2021-05 ,4,gd_cluster_kegg,1.0.0                                                         
 2021-05 ,4,minimap2,2.17+galaxy2                                                                        
 2021-05 ,4,vcfbreakcreatemulti,1.0.0_rc3+galaxy0                                         
 2021-05 ,4, CONVERTER_interval_to_bed6_0                                                                                                           , CONVERTER_interval_to_bed6_0                                                                                                           
 2021-05 ,4,busco,4.1.4                                                                                     
 2021-05 ,4,sklearn_numeric_clustering,1.0.8.2                                   
 2021-05 ,4,vsearch_sorting,2.8.3.0                                                                       
 2021-05 ,4,xmfa2gff3,2015_02_13.1                                                               
 2021-05 ,4,vsearch_clustering,2.8.3.0                                                                    
 2021-05 ,4,ggplot2_violin,2.2.1+galaxy0                                                           
 2021-05 ,4,vcf2pgSnp,1.0.0                                                                         
 2021-05 ,4,tophat2,2.1.0                                                                             
 2021-05 ,4,mothur_biom_info,1.39.5.0                                                            
 2021-05 ,4, MAF_To_BED1                                                                                                                            , MAF_To_BED1                                                                                                                            
 2021-05 ,4,trinity_contig_exn50_statistic,2.9.1                                   
 2021-05 ,4,bedtools_flankbed,2.30.0                                                                     
 2021-05 ,4,hetbox,1
 2021-05 ,4,gmx_solvate,2020.2+galaxy0                                                           
 2021-05 ,4,EMBOSS: water107,5.0.0.1                                                                 
 2021-05 ,4,prokka,1.12.0                                                                                 
 2021-05 ,4,flanking_features_1,4.0.1                                                       
 2021-05 ,4,bedtools_groupbybed,2.30.0                                                                   
 2021-05 ,4,bamSplit,2.4.0                                                                     
 2021-05 ,4,fastq_dump,2.10.8+galaxy0                                                                   
 2021-05 ,4,bowtie_wrapper,1.1.2                                                              
 2021-05 ,4,gops_cluster_1,1.0.0                                                                      
 2021-05 ,4, CONVERTER_sam_to_unsorted_bam                                                                                                          , CONVERTER_sam_to_unsorted_bam                                                                                                          
 2021-05 ,4,samtool_filter2,1.8
 2021-05 ,4,cor2,1.0.0                                                                            
 2021-05 ,4,mothur_make_biom,1.36.1.0                                                            
 2021-05 ,4,mothur_make_contigs,1.39.5.0                                                      
 2021-05 ,4,picard_ValidateSamFile,2.18.2.1                                                            
 2021-05 ,4,cshl_fasta_nucleotides_changer,1.0.2                                     
 2021-05 ,4,mothur_make_lefse,1.39.5.0                                                          
 2021-05 ,4,fastq_groomer,1.0.4                                                                 
 2021-05 ,4,picard_QualityScoreDistribution,2.18.2.1                                                   
 2021-05 ,4,seqtk_trimfq,1.3.1                                                                              
 2021-05 ,4,bedtools_multiintersectbed,2.29.2                                                            
 2021-05 ,4,scanpy_normalize,1.7.1+galaxy0                                                       
 2021-05 ,4,picard_FilterSamReads,2.18.2.1                                                             
 2021-05 ,4,bedtools_overlapbed,2.30.0                                                                   
 2021-05 ,4,scanpy_cluster_reduce_dimension,1.7.1+galaxy0                         
 2021-05 ,4,EMBOSS: einverted28,5.0.0.1                                                              
 2021-05 ,4,picard_BedToIntervalList,2.18.2.1                                                          
 2021-05 ,4,EMBOSS: extractseq35,5.0.0                                                               
 2021-05 ,4,ncbi_tblastx_wrapper,2.10.1+galaxy0                                               
 2021-05 ,4,mothur_summary_tax,1.39.5.0                                                        
 2021-05 ,4,EMBOSS: iep45,5.0.0.1                                                                    
 2021-05 ,4,rna_star,2.7.7a                                                                             
 2021-05 ,4,fargene,0.1+galaxy1                                                                           
 2021-05 ,4,mimodd_convert,0.1.9                                                                    
 2021-05 ,4,mimodd_info,0.1.9                                                                       
 2021-05 ,4,bcftools_cnv,1.1
 2021-05 ,4,bcftools_isec,1.1
 2021-05 ,4,kobas_annotate,2.1.1                                                                            
 2021-05 ,4, __UNZIP_COLLECTION__                                                                                                                   , __UNZIP_COLLECTION__                                                                                                                   
 2021-05 ,4,bandage_image,0.8.1+galaxy2                                                                   
 2021-05 ,4,mimodd_reheader,0.1.9                                                                   
 2021-05 ,4,melt,1.4.2                                                                              
 2021-05 ,4,anndata_manipulate,0.7.5+galaxy0                                                   
 2021-05 ,4, gff_filter_by_attribute                                                                                                                , gff_filter_by_attribute                                                                                                                
 2021-05 ,4, hgv_ldtools                                                                                                                            , hgv_ldtools                                                                                                                            
 2021-05 ,4, hgv_sift                                                                                                                               , hgv_sift                                                                                                                               
 2021-05 ,4,microsatellite,1.0.0                                                       
 2021-05 ,4,collapse_dataset,4.2
 2021-05 ,4,ivar_filtervariants,1.3.1+galaxy0                                                 
 2021-05 ,3,snpEff_get_chr_names,4.3+T.galaxy2                                                             
 2021-05 ,3, CONVERTER_fasta_to_bowtie_base_index                                                                                                   , CONVERTER_fasta_to_bowtie_base_index                                                                                                   
 2021-05 ,3, __FILTER_EMPTY_DATASETS__                                                                                                              , __FILTER_EMPTY_DATASETS__                                                                                                              
 2021-05 ,3, __SORTLIST__                                                                                                                           , __SORTLIST__                                                                                                                           
 2021-05 ,3, gtf_filter_by_attribute_values_list                                                                                                    , gtf_filter_by_attribute_values_list                                                                                                    
 2021-05 ,3,ctb_online_data_fetch,0.2
 2021-05 ,3,deeptools_plot_heatmap,3.3.0.0.1                                         
 2021-05 ,3,bg_diamond_view,0.9.29                                                                  
 2021-05 ,3,keras_model_builder,0.5.0                                                   
 2021-05 ,3,keras_model_config,0.5.0                                                     
 2021-05 ,3,salmon,0.14.1.2+galaxy1                                                                  
 2021-05 ,3,sklearn_data_preprocess,1.0.8.2                                         
 2021-05 ,3,tp_sort_rows,1.1.0                                                              
 2021-05 ,3,getalleleseq,0.0.1                                                                     
 2021-05 ,3,phylorelatives,0.0.1                                                                 
 2021-05 ,3,gmx_editconf,2020.2+galaxy0                                                         
 2021-05 ,3,bwa_wrapper,1.2.3                                                                    
 2021-05 ,3,EMBOSS: compseq14,5.0.0.1                                                                
 2021-05 ,3,EMBOSS: plotcon75,5.0.0.1                                                                
 2021-05 ,3,EMBOSS: polydot77,5.0.0.1                                                                
 2021-05 ,3,EMBOSS: sixpack90,5.0.0+galaxy2                                                          
 2021-05 ,3,fastqc,0.52
 2021-05 ,3,fastqc,0.64
 2021-05 ,3,fastqc,0.69
 2021-05 ,3,hgv_funDo,1.0.0                                                                         
 2021-05 ,3,kpca1,1.0.0                                                   
 2021-05 ,3,lda_analy1,1.0.1                                                                     
 2021-05 ,3,picard_CASM,2.18.2.1                                                                       
 2021-05 ,3,picard_ReorderSam,2.18.2.1                                                                 
 2021-05 ,3,sam_bw_filter,1.0.0                                                       
 2021-05 ,3,scatterplot_rpy,1.0.3                                                                 
 2021-05 ,3,trim_reads,1.0.0                                                             
 2021-05 ,3,vcffilter2,1.0.0_rc1+galaxy1                                                            
 2021-05 ,3,vcfflatten2,1.0.0_rc3+galaxy0                                                          
 2021-05 ,3,vcfprimers,1.0.0_rc3+galaxy0                                                           
 2021-05 ,3,msstats,3.22.0.0                                                                          
 2021-05 ,3,unipept,4.3.0                                                                             
 2021-05 ,3,multigps,0.74.0                                                                             
 2021-05 ,3,plant_tribes_kaks_analysis,1.0.3.0                                        
 2021-05 ,3,cloudmap_variant_discovery_mapping,1.0.0              
 2021-05 ,3,snp_mapping_using_wgs,1.0.0                                        
 2021-05 ,3,abricate_list,1.0.1                                                                          
 2021-05 ,3,annotatemyids,3.7.0+galaxy2                                                             
 2021-05 ,3,bam_to_scidx,1.0.1                                                                       
 2021-05 ,3,bedtools_bedtoigv,2.29.2                                                                     
 2021-05 ,3,bedtools_fisher,2.30.0                                                                       
 2021-05 ,3,bedtools_jaccard,2.30.0                                                                      
 2021-05 ,3,bedtools_slopbed,2.29.0                                                                      
 2021-05 ,3,bedtools_sortbed,2.29.2                                                                      
 2021-05 ,3,bedtools_spacingbed,2.30.0                                                                   
 2021-05 ,3,biom_add_metadata,2.1.5.1                                                           
 2021-05 ,3,busco,4.1.2                                                                                     
 2021-05 ,3,cat_contigs,5.0.3.1                                                                       
 2021-05 ,3,circos_interval_to_text,0.69.8+galaxy7                                                         
 2021-05 ,3,circos_interval_to_tile,0.69.8+galaxy7                                                         
 2021-05 ,3,exonerate,2.4.0+galaxy2                                                                     
 2021-05 ,3,gff3.rebase,1.2
 2021-05 ,3,heinz_bum,1
 2021-05 ,3,hisat2,2.1.0+galaxy4                                                                           
 2021-05 ,3,idba_ud,1.1.3+galaxy1                                                                         
 2021-05 ,3,jbrowse,1.16.10+galaxy0                                                                       
 2021-05 ,3,jbrowse,1.16.8+galaxy0                                                                        
 2021-05 ,3,khmer_abundance_distribution_single,3.0.0a3+galaxy1               
 2021-05 ,3,meme_fimo,5.0.5.0                                                                           
 2021-05 ,3,meme_psp_gen,5.0.5.0                                                                     
 2021-05 ,3,migmap,1.0.3+galaxy1                                                                           
 2021-05 ,3,mlst_list,2.19.0                                                                                 
 2021-05 ,3,mothur_classify_seqs,1.36.1.0                                                    
 2021-05 ,3,mothur_lefse,1.39.5.0                                                                    
 2021-05 ,3,mothur_pre_cluster,1.36.1.0                                                        
