month_year,num_jobs,tool_name,tool_version
 2020-10    ,396, Convert characters1                                                                                                                    , Convert characters1                                                                                                                    
 2020-10    ,394,pileup_parser,1.0.2                                                                 
 2020-10    ,393,rseqc_geneBody_coverage,2.6.4.3                                                              
 2020-10    ,378,fasta_compute_length,1.0.3                                                   
 2020-10    ,377,metaspades,3.9.0                                                                           
 2020-10    ,375,ncbi_acc_download,0.2.5+galaxy0                                                     
 2020-10    ,372,Extract genomic DNA 1,3.0.3+galaxy2                                               
 2020-10    ,366, comp1                                                                                                                                  , comp1                                                                                                                                  
 2020-10    ,365,tp_head_tool,1.1.0                                                              
 2020-10    ,363,rseqc_read_distribution,2.6.4.1                                                              
 2020-10    ,361,bedtools_mergebed,2.29.2                                                                     
 2020-10    ,359,fastq_paired_end_deinterlacer,1.1.5                                 
 2020-10    ,359,poretools_yield_plot,0.6.1a1.1                                                   
 2020-10    ,354,tp_grep_tool,1.1.1                                                              
 2020-10    ,354, CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   , CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   
 2020-10    ,353,samtools_view,1.9+galaxy1                                                               
 2020-10    ,351,qualimap_bamqc,2.2.2d+galaxy1                                                          
 2020-10    ,350,tp_tail_tool,1.1.0                                                              
 2020-10    ,345,porechop,0.2.3                                                                               
 2020-10    ,344, CONVERTER_interval_to_bedstrict_0                                                                                                      , CONVERTER_interval_to_bedstrict_0                                                                                                      
 2020-10    ,344,fastq_manipulation,1.1.5                                                       
 2020-10    ,342,megahit,1.1.3.4                                                                               
 2020-10    ,342,dada2_mergePairs,1.16+galaxy0                                                        
 2020-10    ,340, addValue                                                                                                                               , addValue                                                                                                                               
 2020-10    ,338,augustus,3.3.3                                                                         
 2020-10    ,337,salmon,0.14.1.2+galaxy1                                                                  
 2020-10    ,331, Count1                                                                                                                                 , Count1                                                                                                                                 
 2020-10    ,330,bam_to_sam,2.0.1                                                                       
 2020-10    ,330,lofreq_call,2.1.5+galaxy0                                                                 
 2020-10    ,326,cshl_fastx_barcode_splitter,1.0.1                                          
 2020-10    ,325,cshl_fastx_reverse_complement,1.0.2+galaxy0                              
 2020-10    ,324,samtools_mpileup,2.1.4                                                           
 2020-10    ,324,mothur_cluster_split,1.39.5.0                                                    
 2020-10    ,324,mothur_make_shared,1.39.5.0                                                        
 2020-10    ,320,tb_profiler_profile,2.8.4+galaxy1                                                          
 2020-10    ,320,tp_replace_in_column,1.1.3                                                      
 2020-10    ,319,sam_merge2,1.2.0                                                                        
 2020-10    ,319,mothur_make_contigs,1.39.5.0                                                      
 2020-10    ,317,taxonomy_krona_chart,2.6.1.1                                                    
 2020-10    ,317,picard_MergeSamFiles,2.18.2.1                                                              
 2020-10    ,313,mummer_nucmer,4.0.0beta2+galaxy0                                                        
 2020-10    ,311,bedtools_bamtobed,2.29.2                                                                     
 2020-10    ,309,mummer_dnadiff,4.0.0beta2+galaxy0                                                      
 2020-10    ,308,fastq_stats,1.1.5                                                                     
 2020-10    ,305,prokka,1.14.5                                                                                 
 2020-10    ,301,tab2fasta,1.1.1                                                                  
 2020-10    ,301,clustalw,2.1
 2020-10    ,294, CONVERTER_bedgraph_to_bigwig                                                                                                           , CONVERTER_bedgraph_to_bigwig                                                                                                           
 2020-10    ,290,goseq,1.36.0+galaxy0                                                                            
 2020-10    ,290,cshl_fastq_to_fasta,1.0.2                                                          
 2020-10    ,282, CONVERTER_fasta_to_tabular                                                                                                             , CONVERTER_fasta_to_tabular                                                                                                             
 2020-10    ,280,fastq_to_tabular,1.1.5                                                           
 2020-10    ,277,picard_AddOrReplaceReadGroups,1.126.0                                                      
 2020-10    ,277,featurecounts,1.6.4+galaxy1                                                             
 2020-10    ,272,samtools_merge,1.9
 2020-10    ,271,vcfgenotypes,1.0.0_rc3+galaxy0                                                       
 2020-10    ,264,samtools_view,1.9+galaxy2                                                               
 2020-10    ,264,mothur_classify_otu,1.39.5.0                                                      
 2020-10    ,263,picard_SortSam,2.18.2.1                                                                    
 2020-10    ,263, Remove beginning1                                                                                                                      , Remove beginning1                                                                                                                      
 2020-10    ,263,collection_column_join,0.0.3                                                   
 2020-10    ,263,deeptools_plot_correlation,3.3.2.0.0                                 
 2020-10    ,259,fastq_quality_trimmer,1.1.5                                              
 2020-10    ,259,fasta_filter_by_length,1.2
 2020-10    ,259,bwa_mem,0.1
 2020-10    ,256,samtools_markdup,1.9+galaxy2                                                         
 2020-10    ,252,picard_CollectInsertSizeMetrics,2.18.2.1                                                   
 2020-10    ,251,bedtools_coveragebed,2.29.2                                                                  
 2020-10    ,250,fasta2tab,1.1.0                                                                  
 2020-10    ,250,tp_multijoin_tool,1.1.1                                                         
 2020-10    ,245,fastq_trimmer,1.1.5                                                                 
 2020-10    ,245,fastq_paired_end_joiner,2.0.1.1+galaxy0                                   
 2020-10    ,244,busco,4.1.2                                                                                     
 2020-10    ,244,tabular_to_fastq,1.1.5                                                           
 2020-10    ,244,deg_annotate,1.1.0                                                                       
 2020-10    ,242,picard_CleanSam,2.18.2.1                                                                   
 2020-10    ,238,cshl_fastx_trimmer,1.0.0                                                            
 2020-10    ,237,bedtools_genomecoveragebed,2.29.0                                                            
 2020-10    ,236,stringtie_merge,2.1.1                                                                       
 2020-10    ,234,abricate,1.0.1                                                                               
 2020-10    ,229,picard_FastqToSam,2.18.2.1                                                                 
 2020-10    ,229,ggplot2_heatmap,2.2.1                                                                 
 2020-10    ,227,fasta-stats,1.0.1                                                                         
 2020-10    ,226,kraken-filter,1.3.1                                                                 
 2020-10    ,223,mothur_align_seqs,1.39.5.0                                                          
 2020-10    ,221,mothur_count_seqs,1.39.5.0                                                          
 2020-10    ,221,mothur_filter_seqs,1.39.5.0                                                        
 2020-10    ,219,ncbi_makeblastdb,2.10.1+galaxy0                                                   
 2020-10    ,217, CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           , CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           
 2020-10    ,216,macs2_predictd,2.1.1.20160309.1                                                                 
 2020-10    ,212,mothur_sub_sample,1.39.5.0                                                          
 2020-10    ,211,ngsutils_bam_filter,0.5.9                                                         
 2020-10    ,211,newick_display,1.6+galaxy1                                                               
 2020-10    ,209,cshl_fastx_quality_statistics,1.0.1                                      
 2020-10    ,208,mothur_remove_lineage,1.39.5.0                                                  
 2020-10    ,208,sam_dump,2.10.8+galaxy0                                                                     
 2020-10    ,202,ncbi_blastn_wrapper,2.10.1+galaxy0                                                
 2020-10    ,202,cshl_fastq_quality_boxplot,1.0.1                                            
 2020-10    ,201,bedtools_sortbed,2.29.2                                                                      
 2020-10    ,201,fastqc,0.63
 2020-10    ,201,qualimap_rnaseq,2.2.2d+galaxy1                                                        
 2020-10    ,199,mothur_pre_cluster,1.39.5.0                                                        
 2020-10    ,199,bcftools_mpileup,1.1
 2020-10    ,198,tp_find_and_replace,1.1.3                                                       
 2020-10    ,197, __DATA_FETCH__                                                                                                                         , __DATA_FETCH__                                                                                                                         
 2020-10    ,196,tp_sort_header_tool,1.1.1                                                       
 2020-10    ,192,mothur_summary_single,1.39.5.0                                                  
 2020-10    ,191,XY_Plot_1,1.0.2                                                                           
 2020-10    ,190,trimmomatic,0.36.5                                                                   
 2020-10    ,189,mothur_chimera_vsearch,1.39.5.1                                                
 2020-10    ,188,ncbi_blastn_wrapper,0.3.3                                                         
 2020-10    ,187,varscan_mpileup,2.4.3.1                                                               
 2020-10    ,186,charts,1.0.1                                                                                   
 2020-10    ,184, mergeCols1                                                                                                                             , mergeCols1                                                                                                                             
 2020-10    ,184,tbvcfreport,0.1.7+galaxy0                                                                 
 2020-10    ,183,deeptools_multi_bam_summary,3.3.2.0.0                               
 2020-10    ,183,tb_variant_filter,0.1.3+galaxy0                                                     
 2020-10    ,182,Kraken2Tax,1.2
 2020-10    ,181, Show beginning1                                                                                                                        , Show beginning1                                                                                                                        
 2020-10    ,181,spades,3.12.0+galaxy1                                                                          
 2020-10    ,181,flash,1.2.11.4                                                                                  
 2020-10    ,180,bcftools_call,1.1
 2020-10    ,180,mothur_classify_seqs,1.39.5.0                                                    
 2020-10    ,178,mothur_count_groups,1.39.5.0                                                      
 2020-10    ,176,samtools_split,1.9
 2020-10    ,176,deeptools_plot_fingerprint,3.3.2.0.0                                 
 2020-10    ,173,snpEff_download,4.3+T.galaxy2                                                                  
 2020-10    ,170,trimmomatic,0.36.3                                                                   
 2020-10    ,165, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
 2020-10    ,164, CONVERTER_ref_to_seq_taxomony                                                                                                          , CONVERTER_ref_to_seq_taxomony                                                                                                          
 2020-10    ,163,mothur_heatmap_sim,1.39.5.0                                                        
 2020-10    ,163,ivar_consensus,1.2.2+galaxy0                                                           
 2020-10    ,161,kraken-report,1.3.1                                                                 
 2020-10    ,160,sam_pileup,1.1.3                                                                       
 2020-10    ,158,tp_sorted_uniq,1.1.0                                                            
 2020-10    ,157,gatk4_mutect2,4.1.7.0+galaxy02                                                          
 2020-10    ,157,tp_awk_tool,1.1.2                                                               
 2020-10    ,156,cshl_fastx_trimmer,1.0.2                                                            
 2020-10    ,155,EMBOSS: transeq101,5.0.0                                                                 
 2020-10    ,153,kraken-translate,1.3.1                                                           
 2020-10    ,151,bandage_image,0.8.1+galaxy2                                                                   
 2020-10    ,151,EMBOSS: dottup26,5.0.0                                                                   
 2020-10    ,150,crossmap_gff,0.3.7+galaxy1                                                               
 2020-10    ,149, CONVERTER_fasta_to_len                                                                                                                 , CONVERTER_fasta_to_len                                                                                                                 
 2020-10    ,148,poretools_extract,0.6.1a1.0                                                         
 2020-10    ,147,sailfish,0.10.1.1                                                                      
 2020-10    ,146,iqtree,1.5.5.3                                                                                 
 2020-10    ,145,bamleftalign,1.3.1                                                                      
 2020-10    ,142,fastq_masker_by_quality,1.1.5                                             
 2020-10    ,142,EMBOSS: dotmatcher24,5.0.0                                                               
 2020-10    ,141,poretools_hist,0.6.1a1.1                                                               
 2020-10    ,141,fastq_combiner,1.1.1                                                               
 2020-10    ,141,megahit,1.1.3.5                                                                               
 2020-10    ,139,repeatmasker_wrapper,4.0.9                                                        
 2020-10    ,138, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
 2020-10    ,137,get_flanks1,1.0.0                                                                      
 2020-10    ,137,snpEff_build_gb,4.3+T.galaxy4                                                                  
 2020-10    ,136,samtools_slice_bam,2.0.1                                                       
 2020-10    ,136,samtools_fastx,1.9+galaxy1                                                             
 2020-10    ,135,mothur_remove_seqs,1.39.5.0                                                        
 2020-10    ,132,cshl_fastx_clipper,1.0.3+galaxy0                                                    
 2020-10    ,132,diffbind,2.10.0                                                                        
 2020-10    ,130,mummer_mummer,4.0.0beta2+galaxy0                                                        
 2020-10    ,130, trimmer                                                                                                                                , trimmer                                                                                                                                
 2020-10    ,129,roary,3.13.0+galaxy0                                                                            
 2020-10    ,126,bedtools_groupbybed,2.29.2                                                                   
 2020-10    ,124, CONVERTER_fasta_to_fai                                                                                                                 , CONVERTER_fasta_to_fai                                                                                                                 
 2020-10    ,123,fgsea,1.8.0+galaxy1                                                                             
 2020-10    ,122,multiqc,1.7.1                                                                                 
 2020-10    ,121,bowtie2,2.3.4.2                                                                           
 2020-10    ,120, liftOver1                                                                                                                              , liftOver1                                                                                                                              
 2020-10    ,119,deeptools_plot_pca,3.3.2.0.0                                                 
 2020-10    ,118,varscan,2.4.2                                                                   
 2020-10    ,117,fastq_paired_end_splitter,1.1.5                                         
 2020-10    ,117,deeptools_plot_coverage,3.3.2.0.0                                       
 2020-10    ,115,bedtools_multiintersectbed,2.29.2                                                            
 2020-10    ,115,dexseq_count,1.28.1.0                                                                          
 2020-10    ,114,fasttree,2.1.10+galaxy1                                                                      
 2020-10    ,114,bedtools_bedtobam,2.29.2                                                                     
 2020-10    ,113, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2020-10    ,111,mothur_tree_shared,1.39.5.0                                                        
 2020-10    ,110,venn_list,0.1.1                                                                         
 2020-10    ,109, CONVERTER_interval_to_bed12_0                                                                                                          , CONVERTER_interval_to_bed12_0                                                                                                          
 2020-10    ,109, CONVERTER_len_to_linecount                                                                                                             , CONVERTER_len_to_linecount                                                                                                             
 2020-10    ,108, CONVERTER_bam_to_qname_sorted_bam                                                                                                      , CONVERTER_bam_to_qname_sorted_bam                                                                                                      
 2020-10    ,106, CONVERTER_gff_to_bed_0                                                                                                                 , CONVERTER_gff_to_bed_0                                                                                                                 
 2020-10    ,105,bp_genbank2gff3,1.1
 2020-10    ,104,meme_chip,4.11.2+galaxy1                                                                    
 2020-10    ,104,bcftools_plugin_counts,1.10+galaxy1                                            
 2020-10    ,104,naive_variant_caller,0.0.4                                               
 2020-10    ,103,meme_meme,5.0.5.0                                                                           
 2020-10    ,103,bedtools_slopbed,2.29.0                                                                      
 2020-10    ,103,fastq_groomer,1.0.4                                                                 
 2020-10    ,102,ggplot2_pca,2.2.1                                                                         
 2020-10    ,102,histogram_rpy,1.0.4                                                                     
 2020-10    ,101,mothur_rarefaction_single,1.39.5.0                                          
 2020-10    ,101,bcftools_annotate,1.1
 2020-10    ,100,fastqe,0.2.6+galaxy0                                                                           
 2020-10    ,100, gtf_filter_by_attribute_values_list                                                                                                    , gtf_filter_by_attribute_values_list                                                                                                    
 2020-10    ,99,ggplot2_point,2.2.1+galaxy2                                                             
 2020-10    ,99,samtools_bedcov,2.0.2                                                             
 2020-10    ,98,tp_uniq_tool,1.1.1                                                              
 2020-10    ,98,gatk_realigner_target_creator,0.0.4                                      
 2020-10    ,97,tp_replace_in_line,1.1.2                                                        
 2020-10    ,97,rna_star,2.6.0b-1                                                                           
 2020-10    ,97,table_compute,0.9.2                                                                     
 2020-10    ,95,collapse_dataset,4.1
 2020-10    ,95,column_remove_by_header,0.0.1                                                 
 2020-10    ,94,tp_awk_tool,1.1.1                                                               
 2020-10    ,94,bedtools_subtractbed,2.29.2                                                                  
 2020-10    ,92,gops_subtract_1,1.0.0                                                                    
 2020-10    ,92,tximport,0.1
 2020-10    ,92,gd_raxml,1.0.0                                                                
 2020-10    ,91,bcftools_stats,1.1
 2020-10    ,91,microsatellite,1.0.0                                                       
 2020-10    ,91, CONVERTER_bed_to_bgzip_0                                                                                                               , CONVERTER_bed_to_bgzip_0                                                                                                               
 2020-10    ,91,bamleftalign,1.1.0.46-0                                                                 
 2020-10    ,90,rseqc_read_duplication,2.6.4                                                                 
 2020-10    ,90, CONVERTER_bed_to_gff_0                                                                                                                 , CONVERTER_bed_to_gff_0                                                                                                                 
 2020-10    ,89,collapse_dataset,5.1.0                                                           
 2020-10    ,89,pizzly,0.37.3.1                                                                                
 2020-10    ,89,samtools_depth,1.9
 2020-10    ,88,unicycler,0.4.8.0                                                                           
 2020-10    ,88,vcf2tsv,1.0.0_rc3+galaxy0                                                                 
 2020-10    ,87, CONVERTER_bed_to_fli_0                                                                                                                 , CONVERTER_bed_to_fli_0                                                                                                                 
 2020-10    ,85,fastq_paired_end_interlacer,1.2.0.1+galaxy0                           
 2020-10    ,85, CONVERTER_interval_to_bigwig_0                                                                                                         , CONVERTER_interval_to_bigwig_0                                                                                                         
 2020-10    ,84,sequence_content_trimmer,0.1
 2020-10    ,84,EMBOSS: needle56,5.0.0.1                                                                 
 2020-10    ,83,goenrichment,2.0.1                                                                       
 2020-10    ,83,dada2_dada,1.16+galaxy0                                                                    
 2020-10    ,82,datamash_ops,1.1.0                                                                       
 2020-10    ,82,snpSift_filter,4.3+t.galaxy0                                                                  
 2020-10    ,82,tab2fasta,1.1.0                                                                  
 2020-10    ,81,gtftobed12,357
 2020-10    ,81,deeptools_bigwig_compare,3.3.2.0.0                                     
 2020-10    ,80,EMBOSS: dotmatcher24,5.0.0.1                                                             
 2020-10    ,80, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2020-10    ,79,deeptools_compute_matrix,2.5.0.0                                       
 2020-10    ,78,deeptools_multi_bigwig_summary,3.3.2.0.0                         
 2020-10    ,78,lastz_wrapper_2,1.3.2                                                                       
 2020-10    ,77, CONVERTER_bed_to_tabix_0                                                                                                               , CONVERTER_bed_to_tabix_0                                                                                                               
 2020-10    ,77,freebayes,0.4
 2020-10    ,76, gff2bed1                                                                                                                               , gff2bed1                                                                                                                               
 2020-10    ,74,EMBOSS: newcpgreport57,5.0.0.1                                                           
 2020-10    ,73,vcfcombine,1.0.0_rc3+galaxy0                                                           
 2020-10    ,71,seqtk_sample,1.3.2                                                                              
 2020-10    ,71,dada2_assignTaxonomyAddspecies,1.16+galaxy0                            
 2020-10    ,71,fastqc,0.65
 2020-10    ,71,filter_by_fasta_ids,2.3
 2020-10    ,70,picard_CASM,2.18.2.1                                                                       
 2020-10    ,70,rseqc_bam2wig,2.6.4                                                                          
 2020-10    ,70, CONVERTER_sam_to_bigwig_0                                                                                                              , CONVERTER_sam_to_bigwig_0                                                                                                              
 2020-10    ,69,seqtk_subseq,1.3.1                                                                              
 2020-10    ,68,kraken_taxonomy_report,0.0.2                                                   
 2020-10    ,67,sickle,1.33.2                                                                                  
 2020-10    ,67,gops_merge_1,1.0.0                                                                          
 2020-10    ,67,megablast_wrapper,1.2.0                                                         
 2020-10    ,66,allele_counts_1,1.3.2                                                                  
 2020-10    ,66,bedtools_multicovtbed,2.29.2                                                                 
 2020-10    ,66,mlst,2.19.0                                                                                      
 2020-10    ,64,mothur_merge_files,1.39.5.0                                                        
 2020-10    ,63,table_annovar,0.1
 2020-10    ,63, ChangeCase                                                                                                                             , ChangeCase                                                                                                                             
 2020-10    ,62,taxonomy_krona_chart,2.7.1                                                      
 2020-10    ,62,bcftools_merge,1.1
 2020-10    ,62,cshl_fastx_reverse_complement,1.0.0                                      
 2020-10    ,62,lofreq_filter,2.1.3.1+galaxy1                                                           
 2020-10    ,62,vcfvcfintersect,1.0.0_rc3+galaxy0                                                 
 2020-10    ,61,deeptools_plot_profile,3.3.0.0.0                                         
 2020-10    ,60,tp_sort_header_tool,1.1.0                                                       
 2020-10    ,60,mothur_make_biom,1.39.5.0                                                            
 2020-10    ,59,egsea,1.10.0                                                                                    
 2020-10    ,58,samtools_fixmate,1.9
 2020-10    ,57,bedtools_windowbed,2.29.0                                                                    
 2020-10    ,57,deeptools_compute_matrix,3.3.0.0.0                                     
 2020-10    ,56,EMBOSS: water107,5.0.0.1                                                                 
 2020-10    ,56,bedtools_jaccard,2.29.2                                                                      
 2020-10    ,56,exomedepth,1.1.0                                                                          
 2020-10    ,55,dada2_removeBimeraDenovo,1.16+galaxy0                                        
 2020-10    ,55,rseqc_bam_stat,2.6.4                                                                         
 2020-10    ,55,EMBOSS: infoseq46,5.0.0                                                                  
 2020-10    ,54,gops_concat_1,1.0.1                                                                        
 2020-10    ,54,sam_to_bam,2.1.1                                                                       
 2020-10    ,54,gops_basecoverage_1,1.0.0                                                            
 2020-10    ,54,snpEff_databases,4.3+T.galaxy2                                                                 
 2020-10    ,54,EMBOSS: dotpath25,5.0.0                                                                  
 2020-10    ,53,dada2_makeSequenceTable,1.16+galaxy0                                          
 2020-10    ,53,EMBOSS: extractfeat34,5.0.0                                                              
 2020-10    ,53, CONVERTER_fasta_to_2bit                                                                                                                , CONVERTER_fasta_to_2bit                                                                                                                
 2020-10    ,53,bacteria_tradis,1.4.5+galaxy2                                                               
 2020-10    ,52,ncbi_blastp_wrapper,2.10.1+galaxy0                                                
 2020-10    ,52,mothur_dist_shared,1.39.5.0                                                        
 2020-10    ,52,dada2_seqCounts,1.16+galaxy0                                                          
 2020-10    ,51,bcftools_view,1.1
 2020-10    ,51,mimodd_vcf_filter,0.1.9                                                                 
 2020-10    ,50,mimodd_varreport,0.1.9                                                                  
 2020-10    ,50,bedtools_bedtoigv,2.29.2                                                                     
 2020-10    ,50,EMBOSS: getorf42,5.0.0.1                                                                 
 2020-10    ,49,deeptools_plot_heatmap,3.3.0.0.1                                         
 2020-10    ,49,basil,1.2.0                                                                                     
 2020-10    ,49,maker,2.31.10+galaxy1                                                                           
 2020-10    ,48,ncbi_makeblastdb,0.3.3                                                            
 2020-10    ,48, CONVERTER_gff_to_fli_0                                                                                                                 , CONVERTER_gff_to_fli_0                                                                                                                 
 2020-10    ,48,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2020-10    ,48,tabular_to_fastq,1.1.1                                                           
 2020-10    ,47, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
 2020-10    ,47,gffcompare,0.11.2                                                                          
 2020-10    ,47, CONVERTER_vcf_to_bgzip_0                                                                                                               , CONVERTER_vcf_to_bgzip_0                                                                                                               
 2020-10    ,47,mimodd_map,0.1.9                                                                        
 2020-10    ,46, CONVERTER_gff_to_interval_index_0                                                                                                      , CONVERTER_gff_to_interval_index_0                                                                                                      
 2020-10    ,46,freebayes,1.1.0.46-0                                                                    
 2020-10    ,46,Add_a_column1,1.2.0                                                                  
 2020-10    ,46,pca1,1.0.2                                                           
 2020-10    ,46,rbc_splitfasta,0.4.0                                                                   
 2020-10    ,46,rnaspades,3.9.0.1                                                                           
 2020-10    ,46,bedtools_closestbed,2.29.0                                                                   
 2020-10    ,45,trim_galore,0.4.3.1                                                                 
 2020-10    ,45,pilon,1.20.1                                                                                    
 2020-10    ,45,pathview,1.24.0+galaxy0                                                                      
 2020-10    ,45,medaka_variant_pipeline,1.0.3+galaxy1                                         
 2020-10    ,45,EMBOSS: revseq82,5.0.0                                                                   
 2020-10    ,44,vcfallelicprimitives,1.0.0_rc3+galaxy0                                       
 2020-10    ,44,EMBOSS: matcher52,5.0.0                                                                  
 2020-10    ,44,cshl_fastx_nucleotides_distribution,1.0.1                          
 2020-10    ,43,picard_DownsampleSam,2.18.2.1                                                              
 2020-10    ,42,fastq_dump,2.10.4+galaxy1                                                                   
 2020-10    ,42,picard_CollectRnaSeqMetrics,2.18.2.2                                                       
 2020-10    ,42,rna_star,2.5.2b-0                                                                           
 2020-10    ,42,trinity,2.9.1                                                                                 
 2020-10    ,41,bcftools_consensus,1.1
 2020-10    ,41,intervene_upset,0.6.4                                                                       
 2020-10    ,41,tradis_gene_insert_sites,1.4.5+galaxy2                                                      
 2020-10    ,41,bandage_info,0.8.1+galaxy1                                                                    
 2020-10    ,41,varscan_somatic,2.4.3.6                                                               
 2020-10    ,40, aggregate_scores_in_intervals2                                                                                                         , aggregate_scores_in_intervals2                                                                                                         
 2020-10    ,40,lofreq_call,2.1.3.1+galaxy1                                                               
 2020-10    ,40,subtract_query1,0.1
 2020-10    ,39,circgraph,0.9-RC2                                                                              
 2020-10    ,39,vcffilter2,1.0.0_rc1+galaxy1                                                            
 2020-10    ,39,cshl_fastx_clipper,1.0.1                                                            
 2020-10    ,39,EMBOSS: compseq14,5.0.0.1                                                                
 2020-10    ,39,meme_fimo,5.0.5.0                                                                           
 2020-10    ,39,picard_MergeSamFiles,1.126.0                                                               
 2020-10    ,39,bamtools_split,2.4.0                                                               
 2020-10    ,39,flanking_features_1,4.0.1                                                       
 2020-10    ,39,samtool_filter2,1.1.2                                                             
 2020-10    ,38,bamFilter,0.0.1                                                                   
 2020-10    ,38,flye,2.6
 2020-10    ,38,dada2_learnErrors,1.16+galaxy0                                                      
 2020-10    ,37,bedtools_fisher,2.29.0                                                                       
 2020-10    ,37,mothur_make_group,1.39.5.0                                                          
 2020-10    ,37,mothur_dist_seqs,1.39.5.0                                                            
 2020-10    ,37,featurecounts,1.6.0.2                                                                   
 2020-10    ,36,EMBOSS: dottup26,5.0.0.1                                                                 
 2020-10    ,36,collapse_dataset,4.2
 2020-10    ,36,fasta_concatenate0,0.0.1                                             
 2020-10    ,36,bcftools_isec,1.1
 2020-10    ,36,augustus_training,3.3.3                                                       
 2020-10    ,36,circos_tableviewer,0.69.8+galaxy7                                                              
 2020-10    ,35,EMBOSS: needle56,5.0.0                                                                   
 2020-10    ,35,bcftools_convert_to_vcf,1.1
 2020-10    ,35,mummer_mummerplot,4.0.0beta2+galaxy0                                                
 2020-10    ,34,plant_tribes_assembly_post_processor,1.0.3.0                    
 2020-10    ,34,tradis_essentiality,1.4.5+galaxy2                                                           
 2020-10    ,34,snippy_core,4.5.0                                                                              
 2020-10    ,34,sina,1.7.1+galaxy0                                                                               
 2020-10    ,34,sam2interval,1.0.2                                                                   
 2020-10    ,34,lofreq_call,2.1.3.1+galaxy0                                                               
 2020-10    ,33,predict_pipeline,1
 2020-10    ,33,cuffcompare,2.2.1.2                                                                   
 2020-10    ,33,prinseq,0.20.4                                                                                
 2020-10    ,33,lofreq_viterbi,2.1.3.1+galaxy1                                                         
 2020-10    ,33,cutadapt,1.16.5                                                                         
 2020-10    ,32,pygenomeTracks,3.5
 2020-10    ,32,mimodd_varcall,0.1.9                                                                    
 2020-10    ,32,velveth,1.2.10.1                                                                           
 2020-10    ,32,datamash_transpose,1.1.0                                                           
 2020-10    ,32,jbrowse,1.16.8+galaxy1                                                                        
