month_year,total_cpu_time,tool_name,tool_version
 2020-1     ,2.59952E+11,kcca1,1.0.0                                                 
 2020-1     ,2.58803E+11,vcfdistance,0.0.3                                                                     
 2020-1     ,2.58269E+11,mothur_clearcut,1.39.5.0                                                              
 2020-1     ,2.55285E+11,mothur_make_design,1.39.5.0                                                        
 2020-1     ,2.54457E+11,ucsc-twobittofa,357
 2020-1     ,2.53749E+11,EMBOSS: polydot77,5.0.0.1                                                                
 2020-1     ,2.46449E+11, hgv_linkToGProfile                                                                                                                     , hgv_linkToGProfile                                                                                                                     
 2020-1     ,2.43449E+11, maf_limit_size1                                                                                                                        , maf_limit_size1                                                                                                                        
 2020-1     ,2.42101E+11,mothur_heatmap_bin,1.39.5.0                                                        
 2020-1     ,2.40937E+11,picard_RevertOriginalBaseQualitiesAndAddMateCigar,2.18.2.1                                 
 2020-1     ,2.4037E+11,mothur_phylo_diversity,1.39.5.0                                                
 2020-1     ,2.39922E+11,mothur_cooccurrence,1.39.5.0                                                      
 2020-1     ,2.39697E+11,mothur_deunique_seqs,1.39.5.0                                                    
 2020-1     ,2.39634E+11,mothur_collect_shared,1.39.5.0                                                  
 2020-1     ,2.38265E+11,mothur_get_rabund,1.39.5.0                                                          
 2020-1     ,2.34084E+11,bcftools_plugin_missing2ref,1.9+galaxy1                                   
 2020-1     ,2.32918E+11,mothur_otu_association,1.39.5.0                                                
 2020-1     ,2.32084E+11,mothur_normalize_shared,1.39.5.0                                              
 2020-1     ,2.2348E+11,subRate1,1.0.0                                                                 
 2020-1     ,2.23475E+11,vsearch_search,2.8.3.0                                                                        
 2020-1     ,2.23148E+11,mothur_sens_spec,1.39.5.0                                                            
 2020-1     ,2.22249E+11,mothur_libshuff,1.39.5.0                                                              
 2020-1     ,2.21924E+11,vcfannotategenotypes,1.0.0_rc1+galaxy0                                       
 2020-1     ,2.21236E+11,mothur_classify_rf,1.36.1.0                                                        
 2020-1     ,2.19927E+11,ggplot2_heatmap2,2.2.1+galaxy0                                                       
 2020-1     ,2.18614E+11,ncbi_blastdbcmd_info,0.3.3                                                        
 2020-1     ,2.16036E+11,mothur_get_otulist,1.39.5.0                                                        
 2020-1     ,2.15903E+11,dgidb_annotator,0.1
 2020-1     ,2.14747E+11,mothur_get_communitytype,1.39.5.0                                            
 2020-1     ,2.13848E+11,qualityFilter,1.0.1                                                                
 2020-1     ,2.11258E+11,mothur_make_lefse,1.39.5.0                                                          
 2020-1     ,2.10787E+11,bedtools_reldistbed,2.29.0                                                                   
 2020-1     ,2.10067E+11,mothur_create_database,1.39.5.0                                                
 2020-1     ,2.0828E+11,mimodd_rebase,0.1.9                                                                     
 2020-1     ,2.07864E+11,resize_coordinate_window,1.0.1                                               
 2020-1     ,2.07643E+11,mothur_trim_flows,1.39.5.0                                                          
 2020-1     ,2.07342E+11,trim_reads,1.0.0                                                             
 2020-1     ,2.05708E+11,mothur_hcluster,1.36.1.0                                                              
 2020-1     ,2.02605E+11,picard_RevertSam,2.18.2.1                                                                  
 2020-1     ,2.0138E+11,bcftools_plugin_fill_an_ac,1.9+galaxy1                                     
 2020-1     ,1.99918E+11, vcf_to_maf_customtrack1                                                                                                                , vcf_to_maf_customtrack1                                                                                                                
 2020-1     ,1.98387E+11,snpEff_build_gb,4.3+T.galaxy1                                                                  
 2020-1     ,1.97731E+11,bcftools_view,1.4.0                                                                     
 2020-1     ,1.97202E+11,snpEff_build_gb,4.3+T.galaxy2                                                                  
 2020-1     ,1.96601E+11,EMBOSS: newcpgreport57,5.0.0.1                                                           
 2020-1     ,1.95899E+11,mothur_get_otus,1.39.5.0                                                              
 2020-1     ,1.95832E+11,hgv_snpFreq,1.0.1                                                                         
 2020-1     ,1.95194E+11,mothur_filter_shared,1.39.5.0                                                    
 2020-1     ,1.9501E+11,kpca1,1.0.0                                                   
 2020-1     ,1.93634E+11,mothur_make_lookup,1.39.5.0                                                        
 2020-1     ,1.93289E+11,mothur_align_check,1.39.5.0                                                        
 2020-1     ,1.90106E+11,mothur_get_coremicrobiome,1.39.5.0                                          
 2020-1     ,1.89492E+11,tag_pileup_frequency,1.0.1                                                       
 2020-1     ,1.89036E+11,picard_AddCommentsToBam,2.18.2.1                                                           
 2020-1     ,1.88821E+11,EMBOSS: charge8,5.0.0.1                                                                  
 2020-1     ,1.88575E+11,mothur_get_otulabels,1.39.5.0                                                    
 2020-1     ,1.87418E+11,EMBOSS: prettyplot79,5.0.0.1                                                             
 2020-1     ,1.8619E+11,rseqc_junction_saturation,2.6.4.1                                                            
 2020-1     ,1.86129E+11,galaxy_intermine_exchange,0.0.1                                             
 2020-1     ,1.84931E+11,bedtools_closestbed,2.27.0.0                                                                 
 2020-1     ,1.84123E+11,vsearch_alignment,2.8.3.0                                                                     
 2020-1     ,1.81318E+11,substitutions1,1.0.0                                                                
 2020-1     ,1.81095E+11,crossmap_gff,0.3.7                                                                       
 2020-1     ,1.81009E+11,EMBOSS: dreg27,5.0.0                                                                     
 2020-1     ,1.80412E+11,mothur_shhh_seqs,1.39.5.0                                                            
 2020-1     ,1.80311E+11,mothur_remove_otus,1.39.5.0                                                        
 2020-1     ,1.7949E+11,mothur_list_otulabels,1.39.5.0                                                  
 2020-1     ,1.77662E+11,vsearch_masking,2.8.3.0                                                                       
 2020-1     ,1.75226E+11,rseqc_inner_distance,2.6.4.1                                                                 
 2020-1     ,1.74286E+11,EMBOSS: iep45,5.0.0.1                                                                    
 2020-1     ,1.73365E+11,tophat,1.5.0                                                                               
 2020-1     ,1.72146E+11,rseqc_read_NVC,2.6.4                                                                         
 2020-1     ,1.67876E+11,gd_evaluate_population_numbers,1.0.0                                          
 2020-1     ,1.65968E+11, Interval2Maf1                                                                                                                          , Interval2Maf1                                                                                                                          
 2020-1     ,1.65051E+11,mothur_mimarks_attributes,1.39.5.0                                          
 2020-1     ,1.63707E+11,mothur_parsimony,1.39.5.0                                                            
 2020-1     ,1.63219E+11, MAF_filter                                                                                                                             , MAF_filter                                                                                                                             
 2020-1     ,1.62771E+11,plot_for_lda_output1,1.0.1                                                          
 2020-1     ,1.62014E+11,abricate_list,0.9.8                                                                          
 2020-1     ,1.6109E+11,bp_genbank2gff3,1
 2020-1     ,1.60593E+11,gd_population_structure,1.0.0                                                 
 2020-1     ,1.59386E+11,Profilegenerator,2.0.0                                                     
 2020-1     ,1.58936E+11,deeptools_plot_heatmap,2.2.2.0                                           
 2020-1     ,1.57414E+11,tp_text_file_with_recurring_lines,1.1.0                                         
 2020-1     ,1.57128E+11,EMBOSS: newcpgseek58,5.0.0.1                                                             
 2020-1     ,1.54766E+11,EMBOSS: sigcleave88,5.0.0.1                                                              
 2020-1     ,1.52414E+11,plant_tribes_gene_family_aligner,1.0.3.0                            
 2020-1     ,1.51857E+11,EMBOSS: est2genome32,5.0.0.1                                                             
 2020-1     ,1.50861E+11, CONVERTER_maf_to_fasta_0                                                                                                               , CONVERTER_maf_to_fasta_0                                                                                                               
 2020-1     ,1.49256E+11,idba_hybrid,1.1.3                                                                         
 2020-1     ,1.49018E+11, intermine                                                                                                                              , intermine                                                                                                                              
 2020-1     ,1.47281E+11,winSplitter,1.0.0                                                                  
 2020-1     ,1.4642E+11,mothur_sffinfo,1.39.5.0                                                                
 2020-1     ,1.44926E+11,vcfcommonsamples,1.0.0_rc1+galaxy0                                               
 2020-1     ,1.44542E+11,microsatpurity,1.0.0                                                       
 2020-1     ,1.44197E+11,rseqc_deletion_profile,2.6.4                                                                 
 2020-1     ,1.44123E+11,tp_cut_tool,1.0.0                                                               
 2020-1     ,1.4395E+11,rseqc_mismatch_profile,2.6.4                                                                 
 2020-1     ,1.43625E+11,wtavg,1.0.1                                                                       
 2020-1     ,1.43184E+11,mothur_get_group,1.39.5.0                                                            
 2020-1     ,1.4191E+11,dunovo,2.15
 2020-1     ,1.40752E+11,gd_extract_primers,1.0.0                                                      
 2020-1     ,1.39564E+11,mothur_get_dists,1.39.5.0                                                            
 2020-1     ,1.37702E+11,gd_pca,1.0.0                                                                  
 2020-1     ,1.36279E+11,mothur_chimera_slayer,1.39.5.0                                                  
 2020-1     ,1.34445E+11,EMBOSS: helixturnhelix43,5.0.0.1                                                         
 2020-1     ,1.33668E+11,mutate_snp_codon_1,1.0.0                                                         
 2020-1     ,1.3359E+11,mothur_cluster_fragments,1.39.5.0                                            
 2020-1     ,1.3327E+11,EMBOSS: antigenic1,5.0.0.1                                                               
 2020-1     ,1.31492E+11,EMBOSS: primersearch81,5.0.0.1                                                           
 2020-1     ,1.3045E+11, Interval2Maf_pairwise1                                                                                                                 , Interval2Maf_pairwise1                                                                                                                 
 2020-1     ,1.28443E+11,EMBOSS: seqmatchall83,5.0.0.1                                                            
 2020-1     ,1.27119E+11,vcfaddinfo,1.0.0_rc1+galaxy0                                                           
 2020-1     ,1.26624E+11,GenotypeSTR,2.0.0                                                          
 2020-1     ,1.25336E+11,gd_specify_restriction_enzymes,1.0.0                                          
 2020-1     ,1.24951E+11,EMBOSS: epestfind29,5.0.0.1                                                              
 2020-1     ,1.23693E+11,vcfrandomsample,1.0.0_rc1+galaxy0                                                 
 2020-1     ,1.18088E+11,EMBOSS: dotmatcher24,5.0.0.1                                                             
 2020-1     ,1.17194E+11,bcftools_plugin_dosage,1.9+galaxy1                                             
 2020-1     ,1.16731E+11,mothur_chimera_bellerophon,1.39.5.0                                        
 2020-1     ,1.16528E+11,mothur_mantel,1.39.5.0                                                                  
 2020-1     ,1.14563E+11,gfa_to_fa,0.1.0                                                                             
 2020-1     ,1.14385E+11,gd_pathway_image,1.1.0                                                        
 2020-1     ,1.13563E+11,EMBOSS: cpgreport16,5.0.0.1                                                              
 2020-1     ,1.13472E+11,EMBOSS: splitter92,5.0.0.1                                                               
 2020-1     ,1.13404E+11,tp_sort_header_tool,1.0.0                                                       
 2020-1     ,1.12945E+11,EMBOSS: pepstats71,5.0.0                                                                 
 2020-1     ,1.12398E+11,gd_dpmix,1.2.0                                                                
 2020-1     ,1.12239E+11,microsats_align1,1.0.0                                                  
 2020-1     ,1.12045E+11,mothur_otu_hierarchy,1.39.5.0                                                    
 2020-1     ,1.11641E+11,EMBOSS: wobble108,5.0.0.1                                                                
 2020-1     ,1.11462E+11,EMBOSS: pepnet70,5.0.0                                                                   
 2020-1     ,1.10898E+11,EMBOSS: pasteseq66,5.0.0.1                                                               
 2020-1     ,1.10488E+11,mothur_anosim,1.39.5.0                                                                  
 2020-1     ,1.08101E+11,space2underscore_readname,1.0.0                                            
 2020-1     ,1.08037E+11,EMBOSS: fuzztran39,5.0.0.1                                                               
 2020-1     ,1.0731E+11,mothur_cluster_classic,1.39.5.0                                                
 2020-1     ,1.07156E+11,mothur_classify_tree,1.39.5.0                                                    
 2020-1     ,1.04956E+11,EMBOSS: matcher52,5.0.0.1                                                                
 2020-1     ,1.04908E+11,bedtools_tagbed,2.29.0                                                                       
 2020-1     ,1.04032E+11,mothur_chop_seqs,1.39.5.0                                                            
 2020-1     ,1.03113E+11,microsatcompat,1.0.0                                                       
 2020-1     ,1.03109E+11,heteroprob,2.0.0                                                           
 2020-1     ,1.02411E+11,mothur_summary_qual,1.39.5.0                                                      
 2020-1     ,99971354174,mothur_deunique_tree,1.39.5.0                                                    
 2020-1     ,99331191242,EMBOSS: extractfeat34,5.0.0.1                                                            
 2020-1     ,98834999266,EMBOSS: trimseq103,5.0.0.1                                                               
 2020-1     ,98688085638,collection_element_identifiers,0.0.2                                   
 2020-1     ,98566374360,PEsortedSAM2readprofile,1.1.0                                              
 2020-1     ,98527408583,gd_coverage_distributions,1.0.0                                               
 2020-1     ,98435716560,fasta_compute_length,1.0.0                                                   
 2020-1     ,98307921013,fetchflank,1.0.0                                                           
 2020-1     ,98258227235,EMBOSS: pepcoil68,5.0.0.1                                                                
 2020-1     ,96616867979,EMBOSS: garnier40,5.0.0                                                                  
 2020-1     ,96498507848,gd_find_intervals,1.1.0                                                       
 2020-1     ,95920172272,EMBOSS: etandem33,5.0.0.1                                                                
 2020-1     ,94854004335,vcfleftalign,1.0.0_rc1+galaxy0                                                       
 2020-1     ,94707332242,mothur_merge_sfffiles,1.39.5.0                                                  
 2020-1     ,92659613040,LogisticRegression,1.0.1                                                  
 2020-1     ,91254187372,vsearch_shuffling,2.8.3.0                                                                     
 2020-1     ,91018168200,EMBOSS: pepwindow73,5.0.0.1                                                              
 2020-1     ,89550202100,gd_cluster_kegg,1.0.0                                                         
 2020-1     ,89542564786,mothur_primer_design,1.39.5.0                                                    
 2020-1     ,89157284076,EMBOSS: prettyseq80,5.0.0.1                                                              
 2020-1     ,88763978772,mothur_make_sra,1.39.5.0                                                              
 2020-1     ,88053196385,EMBOSS: nthseq62,5.0.0.1                                                                 
 2020-1     ,87016627284,combineproballelecom,2.0.0                                                 
 2020-1     ,86003294252,rcve1,1.0.0                                                                                  
 2020-1     ,83606802314,EMBOSS: shuffleseq87,5.0.0.1                                                             
 2020-1     ,83473316417,indelRates_3way,1.0.0                                                          
 2020-1     ,79098627818,EMBOSS: codcmp12,5.0.0                                                                   
 2020-1     ,78768994504,EMBOSS: freak36,5.0.0.1                                                                  
 2020-1     ,78295316789,vcfflatten2,1.0.0_rc1+galaxy0                                                          
 2020-1     ,78119524795,sra_pileup,2.9.1.2                                                                          
 2020-1     ,75516656756, hgv_ldtools                                                                                                                            , hgv_ldtools                                                                                                                            
 2020-1     ,74564523302,EMBOSS: wordcount109,5.0.0.1                                                             
 2020-1     ,73251939101,khmer_abundance_distribution,3.0.0a3+galaxy1                             
 2020-1     ,72674943440,bedtools_fisher,2.27.1+galaxy1                                                               
 2020-1     ,71915410621,EMBOSS: equicktandem31,5.0.0.1                                                           
 2020-1     ,71772232860, modENCODEworm                                                                                                                          , modENCODEworm                                                                                                                          
 2020-1     ,71736363262,EMBOSS: newseq59,5.0.0                                                                   
 2020-1     ,69775830245,gd_select_snps,1.0.0                                                          
 2020-1     ,68839971964,cca1,1.0.0                                                         
 2020-1     ,68082401853,EMBOSS: fuzzpro38,5.0.0.1                                                                
 2020-1     ,67223800128,readdepth2seqdepth,1.0.0                                                   
 2020-1     ,66918363384,EMBOSS: hmoment44,5.0.0.1                                                                
 2020-1     ,66841446832,EMBOSS: cutseq18,5.0.0.1                                                                 
 2020-1     ,63660829824,indels_3way,1.0.3                                                                     
 2020-1     ,62822190372,dividePgSnp,1.0.0                                                                   
 2020-1     ,62254795254,gd_filter_gd_snp,1.2.0                                                        
 2020-1     ,61225113420,getIndels_2way,1.0.0                                                               
 2020-1     ,60732767037,partialRsq,1.0.0                                                                  
 2020-1     ,59817132726,gd_add_fst_column,1.2.0                                                       
 2020-1     ,55822250984,idba_tran,1.1.3                                                                             
 2020-1     ,55110237447,blastxml_to_tabular,0.3.3                                                         
 2020-1     ,54102927848,tp_head_tool,1.0.0                                                              
 2020-1     ,53327532672,EMBOSS: oddcomp64,5.0.0.1                                                                
 2020-1     ,51589821852,meme_psp_gen,5.0.5.0                                                                     
 2020-1     ,51137775936,EMBOSS: lindna48,5.0.0.1                                                                 
 2020-1     ,50680700235,EMBOSS: octanol63,5.0.0.1                                                                
 2020-1     ,50214882905,mothur_remove_dists,1.39.5.0                                                      
 2020-1     ,50000705152,bcftools_consensus,1.4.0                                                           
 2020-1     ,48584053200,EMBOSS: msbar55,5.0.0.1                                                                  
 2020-1     ,47952016227,clustalw,0.1
 2020-1     ,47266635216,bedtools_coveragebed,2.26.0.0                                                                
 2020-1     ,46519092051,in_silico_complementation,1.0.0                       
 2020-1     ,44938423425,naive_variant_caller,0.0.2                                               
 2020-1     ,43732689980,bcftools_view,0.0.1                                                        
 2020-1     ,43598553047,mummer_show_coords,4.0.0beta2                                                      
 2020-1     ,43587028765,filtlong,0.2.0                                                                               
 2020-1     ,41438786816,vcf2tsv,0.0.3                                                                             
 2020-1     ,41177504414,gmaj_1,2.0.1                                                                                 
 2020-1     ,40907630456, CONVERTER_maf_to_interval_0                                                                                                            , CONVERTER_maf_to_interval_0                                                                                                            
 2020-1     ,38374498890,gd_sum_gd_snp,1.0.0                                                           
 2020-1     ,37720963131,gd_average_fst,1.3.0                                                          
 2020-1     ,35611739786,EMBOSS: getorf42,5.0.0                                                                   
 2020-1     ,35351406237, secure_hash_message_digest                                                                                                             , secure_hash_message_digest                                                                                                             
 2020-1     ,34260543681,mothur_merge_taxsummary,1.36.1.0                                              
 2020-1     ,30264512520,gd_sum_gd_snp,1.1.0                                                           
 2020-1     ,30057858414,gd_pathway_image,1.0.0                                                        
 2020-1     ,29982271356, MAF_To_BED1                                                                                                                            , MAF_To_BED1                                                                                                                            
 2020-1     ,27151590300,EMBOSS: cpgplot15,5.0.0                                                                  
 2020-1     ,25790209260,freebayes,0.0.2                                                                         
 2020-1     ,24920072406, CONVERTER_interval_to_tabix_0                                                                                                          , CONVERTER_interval_to_tabix_0                                                                                                          
 2020-1     ,21309635290,freebayes,freebayes-0.9.14                                                              
 2020-1     ,20471893400,EMBOSS: diffseq22,5.0.0.1                                                                
 2020-1     ,19674077105,EMBOSS: banana3,5.0.0                                                                    
 2020-1     ,15657746975,hgv_hilbertvis,1.0.0                                                               
 2020-1     ,12315414912,gffread,2.2.1.0                                                                           
 2020-10    ,1.42091E+21,bwa_mem,0.7.17.1                                                                              
 2020-10    ,1.29198E+21,tophat2,2.1.1                                                                             
 2020-10    ,8.30591E+20,bowtie2,2.3.4.3+galaxy0                                                                   
 2020-10    ,3.48796E+20,rna_star,2.7.5b                                                                             
 2020-10    ,3.11961E+20,hisat2,2.1.0+galaxy5                                                                           
 2020-10    ,2.91375E+20,busco,4.1.2                                                                                     
 2020-10    ,2.65327E+20,freebayes,1.3.1                                                                         
 2020-10    ,2.23362E+20,fasterq_dump,2.10.8+galaxy0                                                                 
 2020-10    ,1.86005E+20,fastq_dump,2.10.8+galaxy0                                                                   
 2020-10    ,1.7816E+20,fastq_groomer,1.1.5                                                                 
 2020-10    ,1.45934E+20,bwa,0.7.17.4                                                                                  
 2020-10    ,1.0923E+20,deeptools_bam_coverage,3.3.2.0.0                                         
 2020-10    ,9.44079E+19,htseq_count,0.9.1                                                                    
 2020-10    ,9.4182E+19,naive_variant_caller,0.0.4                                               
 2020-10    ,9.38955E+19,deeptools_multi_bam_summary,3.3.2.0.0                               
 2020-10    ,8.77125E+19,mothur_chimera_uchime,1.39.5.0                                                  
 2020-10    ,7.97609E+19,deeptools_bam_compare,3.3.2.0.0                                           
 2020-10    ,7.77215E+19,rseqc_geneBody_coverage,2.6.4.3                                                              
 2020-10    ,7.72748E+19,metaspades,3.9.0                                                                           
 2020-10    ,7.71161E+19,cufflinks,2.2.1.3                                                                       
 2020-10    ,7.31184E+19,cuffdiff,2.2.1.6                                                                         
 2020-10    ,6.72051E+19,pilon,1.20.1                                                                                    
 2020-10    ,5.68086E+19,megahit,1.1.3.4                                                                               
 2020-10    ,5.66937E+19,rbc_mafft,7.221.3                                                                           
 2020-10    ,5.34113E+19,fastq_paired_end_deinterlacer,1.1.5                                 
 2020-10    ,5.12406E+19,trim_galore,0.6.3                                                                   
 2020-10    ,4.75936E+19,gatk4_mutect2,4.1.7.0+galaxy02                                                          
 2020-10    ,4.69836E+19,deeptools_compute_matrix,3.3.2.0.0                                     
 2020-10    ,3.99843E+19,cutadapt,1.16.6                                                                         
 2020-10    ,3.96308E+19, __EXPORT_HISTORY__                                                                                                                     , __EXPORT_HISTORY__                                                                                                                     
 2020-10    ,3.94019E+19,lofreq_call,2.1.5+galaxy0                                                                 
 2020-10    ,3.92848E+19,samtools_rmdup,2.0.1                                                               
 2020-10    ,3.79173E+19,samtools_mpileup,2.1.4                                                           
 2020-10    ,3.78398E+19,fastqc,0.72+galaxy1                                                                        
 2020-10    ,3.78068E+19,clustalw,2.1
 2020-10    ,3.43836E+19,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2020-10    ,3.16389E+19,disco,1.2.0                                                                                     
 2020-10    ,2.89363E+19,gops_join_1,1.0.0                                                                            
 2020-10    ,2.81461E+19,volcanoplot,0.0.3                                                                         
 2020-10    ,2.61658E+19,deseq2,2.11.40.6+galaxy1                                                                       
 2020-10    ,2.5647E+19,samtools_depth,1.9
 2020-10    ,2.3568E+19,deeptools_plot_fingerprint,3.3.2.0.0                                 
 2020-10    ,1.95447E+19,cuffdiff,0.0.7                                                                           
 2020-10    ,1.92951E+19,gatk_indel_realigner,0.0.6                                                        
 2020-10    ,1.92395E+19,velvetoptimiser,2.2.6                                                       
 2020-10    ,1.8623E+19,trimmomatic,0.38.0                                                                   
 2020-10    ,1.66574E+19,cshl_fastq_quality_filter,1.0.2+galaxy0                                      
 2020-10    ,1.66499E+19, upload1                                                                                                                                , upload1                                                                                                                                
 2020-10    ,1.60824E+19,vsearch_chimera_detection,1.9.7.0                                                             
 2020-10    ,1.38522E+19,mimodd_varcall,0.1.9                                                                    
 2020-10    ,1.33595E+19,bcftools_mpileup,1.1
 2020-10    ,1.31664E+19,sam_dump,2.10.8+galaxy0                                                                     
 2020-10    ,1.31071E+19,salmon,1.3.0+galaxy1                                                                     
 2020-10    ,1.30529E+19,prokka,1.14.5+galaxy0                                                                         
 2020-10    ,1.27044E+19,fastq_stats,1.1.5                                                                     
 2020-10    ,1.24011E+19,prokka,1.14.5                                                                                 
 2020-10    ,1.22797E+19,flye,2.6
 2020-10    ,1.20053E+19,mothur_pre_cluster,1.39.5.0                                                        
 2020-10    ,1.17167E+19,augustus_training,3.3.3                                                       
 2020-10    ,1.17144E+19,fastq_trimmer,1.1.5                                                                 
 2020-10    ,1.13991E+19,rseqc_geneBody_coverage2,2.6.4.1                                                             
 2020-10    ,1.12E+19,fastq_paired_end_joiner,2.0.1.1+galaxy0                                   
 2020-10    ,1.08361E+19,megahit,1.1.3.5                                                                               
 2020-10    ,1.08002E+19,rnaspades,3.9.0.1                                                                           
 2020-10    ,1.03947E+19,mothur_classify_seqs,1.39.5.0                                                    
 2020-10    ,9.68525E+18,presto_assemblepairs,0.5.4                                                       
 2020-10    ,9.63224E+18,tophat2,0.9
 2020-10    ,8.98718E+18,shovill,1.1.0+galaxy0                                                                         
 2020-10    ,8.98325E+18,meme_chip,4.11.2+galaxy1                                                                    
 2020-10    ,8.46847E+18,roary,3.13.0+galaxy0                                                                            
 2020-10    ,8.10008E+18,iqtree,1.5.5.3                                                                                 
 2020-10    ,7.73507E+18,augustus,3.3.3                                                                         
 2020-10    ,7.42211E+18,cshl_fastq_to_fasta,1.0.2                                                          
 2020-10    ,7.23633E+18,bedtools_coveragebed,2.29.2                                                                  
 2020-10    ,6.77805E+18,bwameth,0.2.2                                                                                 
 2020-10    ,5.73911E+18,fastqe,0.2.6+galaxy0                                                                           
 2020-10    ,5.53111E+18,cuffmerge,2.2.1.2                                                                       
 2020-10    ,5.26922E+18,snpEff,4.3+T.galaxy1                                                                           
 2020-10    ,5.24659E+18,bowtie2,0.4
 2020-10    ,5.11236E+18,macs2_callpeak,2.1.1.20160309.6                                                                 
 2020-10    ,4.89813E+18, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  , CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
 2020-10    ,4.57715E+18,fastq_paired_end_splitter,1.1.5                                         
 2020-10    ,4.52082E+18,megablast_wrapper,1.2.0                                                         
 2020-10    ,4.45496E+18,fastq_quality_trimmer,1.1.5                                              
 2020-10    ,4.41541E+18,spring_minz,0.1.1                                                                     
 2020-10    ,4.08248E+18,gffread,2.2.1.2                                                                           
 2020-10    ,3.80549E+18,deeptools_compute_matrix,2.5.0.0                                       
 2020-10    ,3.50521E+18,ggplot2_heatmap2,3.0.1                                                               
 2020-10    ,3.36716E+18,fastq_groomer,1.1.1                                                                 
 2020-10    ,3.29446E+18,minimap2,2.17+galaxy2                                                                        
 2020-10    ,3.2189E+18,samtools_merge,1.9
 2020-10    ,3.17034E+18,dexseq_count,1.28.1.0                                                                          
 2020-10    ,2.64266E+18,varscan_somatic,2.4.3.6                                                               
 2020-10    ,2.54773E+18,varscan,2.4.2                                                                   
 2020-10    ,2.54291E+18,bamFilter,2.4.1                                                                   
 2020-10    ,2.07003E+18,hisat2,2.0.5.2                                                                                 
 2020-10    ,2.04294E+18,picard_MarkDuplicates,2.18.2.2                                                             
 2020-10    ,2.0247E+18,transdecoder,3.0.1                                                                       
 2020-10    ,2.01224E+18,samtools_slice_bam,2.0.1                                                       
 2020-10    ,1.84496E+18,fasterq_dump,2.10.7+galaxy0                                                                 
 2020-10    ,1.77615E+18,kraken,1.3.1                                                                               
 2020-10    ,1.76725E+18,pileup_parser,1.0.2                                                                 
 2020-10    ,1.74479E+18,dexseq,1.28.1+galaxy1                                                                          
 2020-10    ,1.72714E+18,samtools_mpileup,2.1.3                                                           
 2020-10    ,1.69709E+18,mothur_fastq_info,1.39.5.0                                                          
 2020-10    ,1.60125E+18,snippy,4.5.0                                                                                   
 2020-10    ,1.58455E+18,quast,5.0.2+galaxy1                                                                             
 2020-10    ,1.57579E+18,gd_raxml,1.0.0                                                                
 2020-10    ,1.41692E+18,cutadapt,1.16.5                                                                         
 2020-10    ,1.37881E+18, CONVERTER_bam_to_bigwig_0                                                                                                              , CONVERTER_bam_to_bigwig_0                                                                                                              
 2020-10    ,1.32195E+18, CONVERTER_bam_to_qname_sorted_bam                                                                                                      , CONVERTER_bam_to_qname_sorted_bam                                                                                                      
 2020-10    ,1.29436E+18,hyphy_busted,2.5.17+galaxy0                                                              
 2020-10    ,1.23686E+18,rapidnj,2.3.2                                                                                 
 2020-10    ,1.21836E+18,freebayes,1.1.0.46-0                                                                    
 2020-10    ,1.2056E+18,deeptools_bigwig_compare,3.3.2.0.0                                     
 2020-10    ,1.20421E+18,bcftools_mpileup,1.4.0.0                                                             
 2020-10    ,1.15566E+18,rna_star,2.6.0b-1                                                                           
 2020-10    ,1.13767E+18,dada2_assignTaxonomyAddspecies,1.16+galaxy0                            
 2020-10    ,1.13377E+18,charts,1.0.1                                                                                   
 2020-10    ,1.12902E+18,stringtie,2.1.1                                                                             
 2020-10    ,1.07538E+18,cshl_fastx_trimmer,1.0.2+galaxy0                                                    
 2020-10    ,1.04785E+18,fastq_groomer,1.0.4                                                                 
 2020-10    ,1.04485E+18,fasterq_dump,2.10.4+galaxy2                                                                 
 2020-10    ,1.01469E+18,fastq_filter,1.1.5                                                                   
 2020-10    ,9.90036E+17,bwa,0.7.15.1                                                                                  
 2020-10    ,9.8887E+17,mothur_cluster_split,1.39.5.0                                                    
 2020-10    ,9.86998E+17,slamdunk,0.4.1+galaxy2                                                                       
 2020-10    ,9.71444E+17,hisat2,2.1.0+galaxy4                                                                           
 2020-10    ,9.21576E+17,sickle,1.33.2                                                                                  
 2020-10    ,7.90273E+17,bamtools,2.4.0.0                                                                         
 2020-10    ,7.72392E+17, __SET_METADATA__                                                                                                                       , __SET_METADATA__                                                                                                                       
 2020-10    ,7.65186E+17, CONVERTER_cram_to_bam_0                                                                                                                , CONVERTER_cram_to_bam_0                                                                                                                
 2020-10    ,7.42979E+17,bg_diamond,0.9.29.0                                                                     
 2020-10    ,7.10452E+17,picard_MergeSamFiles,2.18.2.1                                                              
 2020-10    ,6.9166E+17,cuffquant,2.2.1.1                                                                       
 2020-10    ,6.87354E+17,bowtie2,2.3.4.1                                                                           
 2020-10    ,6.4633E+17,kallisto_quant,0.46.0.4                                                                
 2020-10    ,6.42016E+17,varscan_mpileup,2.4.3.1                                                               
 2020-10    ,6.19948E+17,fastq_masker_by_quality,1.1.5                                             
 2020-10    ,6.03538E+17,cshl_fastx_clipper,1.0.3+galaxy0                                                    
 2020-10    ,6.01801E+17,mothur_classify_tree,1.39.5.0                                                    
 2020-10    ,5.76307E+17,lofreq_call,2.1.5+galaxy1                                                                 
