month_year,numusers,tool_name,tool_version
 2020-12    ,2,picard_ValidateSamFile,2.18.2.1                                                            
 2020-12    ,2,picard_SortSam,1.126.0                                                                     
 2020-12    ,2,gff_to_prot,3.0.2+galaxy0                                                                 
 2020-12    ,2,picard_ReorderSam,2.18.2.1                                                                 
 2020-12    ,2,picard_QualityScoreDistribution,2.18.2.1                                                   
 2020-12    ,2,ggplot2_heatmap2,2.2.1+galaxy1                                                       
 2020-12    ,2,picard_MergeSamFiles,2.7.1.0                                                               
 2020-12    ,2,picard_MergeBamAlignment,2.18.2.1                                                          
 2020-12    ,2,picard_MeanQualityByCycle,2.18.2.1                                                         
 2020-12    ,2,ggplot2_violin,2.2.1+galaxy0                                                           
 2020-12    ,2,picard_FilterSamReads,2.18.2.1                                                             
 2020-12    ,2,gprofiler_random,0.1.7+galaxy11                                                      
 2020-12    ,2,gubbins,0.1.0                                                                                 
 2020-12    ,2,hisat2,2.1.0+galaxy3                                                                           
 2020-12    ,2,hisat2,2.1.0+galaxy4                                                                           
 2020-12    ,2,hyphy_bgm,2.5.23+galaxy0                                                                    
 2020-12    ,2,picard_AddOrReplaceReadGroups,2.7.1.0                                                      
 2020-12    ,2,jq,1
 2020-12    ,2,ncbi_blastp_wrapper,0.3.3                                                         
 2020-12    ,2,khmer_abundance_distribution_single,3.0.0a3+galaxy1               
 2020-12    ,2,kraken2,2.0.8_beta+galaxy0                                                                    
 2020-12    ,2,lda_analy1,1.0.1                                                                     
 2020-12    ,2,kpca1,1.0.0                                                   
 2020-12    ,2,macs2_callpeak,2.1.1.20160309.0                                                                 
 2020-12    ,2,gatk_indel_realigner,0.0.6                                                        
 2020-12    ,2,hgv_hilbertvis,1.0.0                                                               
 2020-12    ,2,hgv_funDo,1.0.0                                                                         
 2020-12    ,2,macs2_randsample,2.1.1.20160309.1                                                               
 2020-12    ,2,masigpro,1.49.3.1+galaxy1                                                                    
 2020-12    ,2,medaka_consensus,1.0.3+galaxy2                                                       
 2020-12    ,2,medaka_variant,1.0.3+galaxy3                                                           
 2020-12    ,2,generate_matrix_for_pca_and_lda1,1.0.0                                     
 2020-12    ,2,featureCoverage1,2.0.0                                                             
 2020-12    ,2,meme_psp_gen,5.0.5.0                                                                     
 2020-12    ,2,cshl_fastx_trimmer,1.0.0                                                            
 2020-12    ,2,cshl_fastx_renamer,0.0.11                                                           
 2020-12    ,2,mothur_align_seqs,1.36.1.0                                                          
 2020-12    ,2,cshl_fastx_clipper,1.0.1                                                            
 2020-12    ,2,cshl_fastx_barcode_splitter,1.0.0                                          
 2020-12    ,2,fastq_trimmer,1.1.1                                                                 
 2020-12    ,2,mothur_degap_seqs,1.39.5.0                                                          
 2020-12    ,2,mothur_filter_seqs,1.36.1.0                                                        
 2020-12    ,2,mothur_heatmap_bin,1.39.5.0                                                        
 2020-12    ,2,fastq_combiner,1.1.1                                                               
 2020-12    ,2,cshl_fasta_nucleotides_changer,1.0.2                                     
 2020-12    ,2,mothur_make_fastq,1.39.5.0                                                          
 2020-12    ,2,EMBOSS: water107,5.0.0.1                                                                 
 2020-12    ,2,mothur_rarefaction_shared,1.39.5.0                                          
 2020-12    ,2,EMBOSS: trimseq103,5.0.0.1                                                               
 2020-12    ,2,EMBOSS: plotorf76,5.0.0                                                                  
 2020-12    ,2,mothur_summary_tax,1.39.5.0                                                        
 2020-12    ,2,mothur_unique_seqs,1.36.1.0                                                        
 2020-12    ,2,EMBOSS: merger54,5.0.0.1                                                                 
 2020-12    ,2,EMBOSS: megamerger53,5.0.0.1                                                             
 2020-12    ,2,EMBOSS: extractseq35,5.0.0                                                               
 2020-12    ,2,EMBOSS: extractfeat34,5.0.0.1                                                            
 2020-12    ,2,EMBOSS: extractfeat34,5.0.0                                                              
 2020-12    ,2,EMBOSS: equicktandem31,5.0.0.1                                                           
 2020-12    ,2,pizzly,0.37.3.1                                                                                
 2020-12    ,2,EMBOSS: dotpath25,5.0.0.1                                                                
 2020-12    ,2,EMBOSS: dotmatcher24,5.0.0.1                                                             
 2020-12    ,2,poretools_events,0.6.1a1.1                                                           
 2020-12    ,2,poretools_nucdist,0.6.1a1.0                                                         
 2020-12    ,2,EMBOSS: coderet13,5.0.0                                                                  
 2020-12    ,2,poretools_times,0.6.1a1.0                                                             
 2020-12    ,2,EMBOSS: cirdna11,5.0.0                                                                   
 2020-12    ,2,xmfa2gff3,2015_02_13.1                                                               
 2020-12    ,2,EMBOSS: checktrans9,5.0.0.1                                                              
 2020-12    ,2,qualimap_multi_bamqc,2.2.2d                                                      
 2020-12    ,2,quast,4.6.3                                                                                     
 2020-12    ,2,cuffdiff,2.2.1.2                                                                         
 2020-12    ,2,cuffdiff,0.0.6                                                                           
 2020-12    ,2,cor2,1.0.0                                                                            
 2020-12    ,2,cca1,1.0.0                                                         
 2020-12    ,2,bowtie_wrapper,1.2.0                                                              
 2020-12    ,2,bowtie2,0.4
 2020-12    ,2,bowtie2,0.3
 2020-12    ,2,seqtk_trimfq,1.3.1                                                                              
 2020-12    ,2,bamFilter,0.0.1                                                                   
 2020-12    ,2,shovill,1.0.4+galaxy1                                                                         
 2020-12    ,2,bamtools,0.0.1                                                                           
 2020-12    ,2,snippy_clean_full_aln,4.5.0                                                                    
 2020-12    ,2,getalleleseq,0.0.1                                                                     
 2020-12    ,2,MDtag_filter,1.0.2                                                                     
 2020-12    ,2,snpfreqplot,1.0+galaxy1                                                                   
 2020-12    ,2,snpSift_vcfCheck,4.3+t.galaxy0                                                                
 2020-12    ,2,socru,2.1.7                                                                                     
 2020-12    ,2,sklearn_nn_classifier,1.0.8.2                                             
 2020-12    ,2,sklearn_model_fit,1.0.8.2                                                     
 2020-12    ,2,fastq_dump,2.9.1.3                                                                          
 2020-12    ,2,stringtie_merge,1.3.6                                                                       
 2020-12    ,2,tn93,1.0.4                                                                                       
 2020-12    ,2,tn93_readreduce,1.0.4                                                                 
 2020-12    ,2,plotly_parallel_coordinates_plot,0.2
 2020-12    ,2,model_prediction,1.0.8.2                                                       
 2020-12    ,2,bg_diamond,0.9.29.0                                                                     
 2020-12    ,2,ucsc-twobittofa,357
 2020-12    ,2,umi_tools_count,0.5.5.1                                                               
 2020-12    ,2,valet,1.0.0                                                                                     
 2020-12    ,2,varscan_copynumber,2.4.3.2                                                         
 2020-12    ,2,deeptools_plot_fingerprint,2.5.0.0                                   
 2020-12    ,2,vsearch_alignment,2.8.3.0                                                                     
 2020-12    ,2,vsearch_chimera_detection,1.9.7.0                                                             
 2020-12    ,2,vsearch_chimera_detection,2.8.3.0                                                             
 2020-12    ,2,htseq_count,0.6.1galaxy3                                                             
 2020-12    ,2,dunovo,2.14
 2020-12    ,2,dunovo,2.15
 2020-12    ,2,sequence_content_trimmer,0.1
 2020-12    ,2,rseqc_RNA_fragment_size,2.6.4.1                                                              
 2020-12    ,2,deeptools_bam_coverage,3.1.2.0.0                                         
 2020-12    ,2,rseqc_geneBody_coverage2,2.6.4.1                                                             
 2020-12    ,2,rseqc_junction_saturation,2.6.4.1                                                            
 2020-12    ,2,rseqc_read_GC,2.6.4                                                                          
 2020-12    ,2,fetchflank,1.0.0                                                           
 2020-12    ,2,rseqc_read_quality,2.6.4                                                                     
 2020-12    ,2,collapse_dataset,4
 2020-12    ,2, qual_stats_boxplot                                                                                                                     , qual_stats_boxplot                                                                                                                     
 2020-12    ,2, hgv_ldtools                                                                                                                            , hgv_ldtools                                                                                                                            
 2020-12    ,2,snpEff,1
 2020-12    ,2, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
 2020-12    ,2,mimodd_convert,0.1.9                                                                    
 2020-12    ,2,mimodd_reheader,0.1.9                                                                   
 2020-12    ,2, CONVERTER_picard_interval_list_to_bed6                                                                                                 , CONVERTER_picard_interval_list_to_bed6                                                                                                 
 2020-12    ,2, CONVERTER_bcf_to_bcf_uncompressed                                                                                                      , CONVERTER_bcf_to_bcf_uncompressed                                                                                                      
 2020-12    ,2, wiggle2simple1                                                                                                                         , wiggle2simple1                                                                                                                         
 2020-12    ,2,bcftools_cnv,1.1
 2020-12    ,2,bcftools_plugin_fill_tags,1.1
 2020-12    ,2,bcftools_plugin_impute_info,1.1
 2020-12    ,2,basil,1.2.0                                                                                     
 2020-12    ,2,anndata_inspect,0.6.22.post1+galaxy4                                                  
 2020-12    ,2,anndata_export,0.6.22.post1+galaxy4                                                    
 2020-12    ,2,hhsearch,0.1.0                                                                            
 2020-12    ,2,check_snpeff_candidates,1.0.0                                    
 2020-12    ,2,bcftools_view,0.0.1                                                        
 2020-12    ,2,plant_tribes_gene_family_phylogeny_builder,1.0.3.1        
 2020-12    ,1,trimmomatic,0.36.2                                                                   
 2020-12    ,1,EMBOSS: trimest102,5.0.0.1                                                               
 2020-12    ,1, gff_filter_by_feature_count                                                                                                            , gff_filter_by_feature_count                                                                                                            
 2020-12    ,1,trimmomatic,0.36.6                                                                   
 2020-12    ,1, flymine                                                                                                                                , flymine                                                                                                                                
 2020-12    ,1,mothur_remove_lineage,1.36.1.0                                                  
 2020-12    ,1,abricate,0.9.8                                                                               
 2020-12    ,1,EMBOSS: tranalign100,5.0.0                                                               
 2020-12    ,1,picard_ReorderSam,2.7.1.0                                                                  
 2020-12    ,1,iterative_map_pipeline,1
 2020-12    ,1,predict_pipeline,1
 2020-12    ,1,bedtools_intersectbed,2.26.0.0                                                               
 2020-12    ,1,mimodd_header,0.1.9                                                                     
 2020-12    ,1,mimodd_info,0.1.9                                                                       
 2020-12    ,1, Interval2Maf1                                                                                                                          , Interval2Maf1                                                                                                                          
 2020-12    ,1,bedtools_multicovtbed,2.29.0                                                                 
 2020-12    ,1,abricate_list,1.0.1                                                                          
 2020-12    ,1,EMBOSS: sixpack90,5.0.0+galaxy2                                                          
 2020-12    ,1,bedtools_multicovtbed,2.27.0.0                                                               
 2020-12    ,1, CONVERTER_sam_to_unsorted_bam                                                                                                          , CONVERTER_sam_to_unsorted_bam                                                                                                          
 2020-12    ,1,genetrack,1.0.1                                                                             
 2020-12    ,1,mothur_screen_seqs,1.36.1.0                                                        
 2020-12    ,1,EMBOSS: seqret84,5.0.0                                                                   
 2020-12    ,1,picard_RevertSam,2.18.2.1                                                                  
 2020-12    ,1,mothur_make_design,1.39.5.0                                                        
 2020-12    ,1,mothur_summary_seqs,1.36.1.0                                                      
 2020-12    ,1,EMBOSS: pepwindow73,5.0.0                                                                
 2020-12    ,1,picard_SamToFastq,2.7.1.0                                                                  
 2020-12    ,1,gprofiler_orth,0.1.7+galaxy11                                                          
 2020-12    ,1,EMBOSS: pepnet70,5.0.0                                                                   
 2020-12    ,1,EMBOSS: pepinfo69,5.0.0                                                                  
 2020-12    ,1,filtlong,0.2.0                                                                               
 2020-12    ,1,mothur_list_seqs,1.39.5.0                                                            
 2020-12    ,1,feelnc,0.1.1.1                                                                                 
 2020-12    ,1,EMBOSS: palindrome65,5.0.0.1                                                             
 2020-12    ,1,msaboot,0.1.2                                                                                 
 2020-12    ,1,picard_SortSam,2.7.1.1                                                                     
 2020-12    ,1,rgPicardMarkDups,1.56.0                                                                    
 2020-12    ,1,EMBOSS: oddcomp64,5.0.0.1                                                                
 2020-12    ,1,EMBOSS: wobble108,5.0.0.1                                                                
 2020-12    ,1,EMBOSS: msbar55,5.0.0.1                                                                  
 2020-12    ,1,picard_FixMateInformation,2.18.2.1                                                         
 2020-12    ,1,fastq_paired_end_deinterlacer,1.1.2                                 
 2020-12    ,1,mothur_get_otulist,1.39.5.0                                                        
 2020-12    ,1,fastq_paired_end_joiner,1.0.0                                             
 2020-12    ,1,EMBOSS: matcher52,5.0.0.1                                                                
 2020-12    ,1,mothur_get_group,1.39.5.0                                                            
 2020-12    ,1,EMBOSS: isochore47,5.0.0.1                                                               
 2020-12    ,1,fastq_paired_end_joiner,2.0.1.0                                           
 2020-12    ,1,EMBOSS: helixturnhelix43,5.0.0.1                                                         
 2020-12    ,1,EMBOSS: fuzznuc37,5.0.2                                                                  
 2020-12    ,1,cshl_fastq_quality_boxplot,1.0.0                                            
 2020-12    ,1,ngsutils_bam_filter,0.5.7.1                                                       
 2020-12    ,1,cshl_fastq_quality_converter,1.0.1                                        
 2020-12    ,1,nonpareil,3.1.1.0                                                                           
 2020-12    ,1,fastq_stats,1.0.0                                                                     
 2020-12    ,1,mothur_create_database,1.39.5.0                                                
 2020-12    ,1,cshl_fastq_to_fasta,1.0.0                                                          
 2020-12    ,1,iuc_pear,0.9.6.1                                                                                 
 2020-12    ,1,EMBOSS: est2genome32,5.0.0.1                                                             
 2020-12    ,1,mothur_count_seqs,1.36.1.0                                                          
 2020-12    ,1,fastq_quality_trimmer,1.0.0                                              
 2020-12    ,1,fastqc,0.68
 2020-12    ,1,picard_FilterSamReads,1.126.0                                                              
 2020-12    ,1,mothur_classify_seqs,1.36.1.0                                                    
 2020-12    ,1,EMBOSS: digest23,5.0.0                                                                   
 2020-12    ,1,EMBOSS: degapseq20,5.0.0                                                                 
 2020-12    ,1,heinz_bum,1
 2020-12    ,1,poretools_occupancy,0.6.1a1.1                                                     
 2020-12    ,1,mothur_chimera_uchime,1.39.5.0                                                  
 2020-12    ,1,mothur_metastats,1.39.5.0                                                            
 2020-12    ,1,poretools_squiggle,0.6.1a1.1                                                       
 2020-12    ,1,mothur_chimera_uchime,1.36.1.0                                                  
 2020-12    ,1,exonerate,2.4.0+galaxy2                                                                     
 2020-12    ,1,mothur_chimera_bellerophon,1.39.5.0                                        
 2020-12    ,1,poretools_winner,0.6.1a1.0                                                           
 2020-12    ,1,edger,3.24.1                                                                                    
 2020-12    ,1,presto_alignsets,0.5.4                                                               
 2020-12    ,1,presto_buildconsensus,0.5.4                                                     
 2020-12    ,1,presto_filterseq,0.5.4                                                               
 2020-12    ,1,EMBOSS: codcmp12,5.0.0                                                                   
 2020-12    ,1,cshl_fastx_clipper,1.0.3                                                            
 2020-12    ,1,mothur_bin_seqs,1.39.5.0                                                              
 2020-12    ,1,mothur_amova,1.39.5.0                                                                    
 2020-12    ,1,EMBOSS: cai6,5.0.0                                                                       
 2020-12    ,1,samtools_mpileup,0.0.1                                                           
 2020-12    ,1,cshl_fastx_collapser,1.0.0                                                        
 2020-12    ,1,td,1.0.2                                                              
 2020-12    ,1,mlst_list,2.19.0                                                                                 
 2020-12    ,1,mixcr_analyze,3.0.5.0                                                                   
 2020-12    ,1,mothur_nmds,1.39.5.0                                                                      
 2020-12    ,1,cufflinks,0.0.6                                                                         
 2020-12    ,1,cshl_fastx_trimmer,1.0.2                                                            
 2020-12    ,1,dexseq,1.24.0.0                                                                                
 2020-12    ,1,dexseq,1.20.1                                                                                  
 2020-12    ,1,raceid_trajectory,3.1
 2020-12    ,1,freebayes,1.0.2.29-3                                                                    
 2020-12    ,1,freebayes,freebayes-0.9.14                                                              
 2020-12    ,1,cast,1.4.2                                                                              
 2020-12    ,1,cuffdiff,2.2.1.1                                                                         
 2020-12    ,1,resize_coordinate_window,1.0.2                                               
 2020-12    ,1,rna_star,2.5.2b-0                                                                           
 2020-12    ,1,megahit,1.1.3.4                                                                               
 2020-12    ,1,mothur_normalize_shared,1.39.5.0                                              
 2020-12    ,1,cuffcompare,0.0.5                                                                     
 2020-12    ,1,gatk_count_covariates,0.0.5                                                      
 2020-12    ,1,hisat2,2.0.3                                                                                   
 2020-12    ,1,gops_complement_1,1.0.0                                                                
 2020-12    ,1,mothur_otu_hierarchy,1.39.5.0                                                    
 2020-12    ,1,clustalw,0.1
 2020-12    ,1,gffread,2.2.1.0                                                                           
 2020-12    ,1,maf_stats1,1.0.1+galaxy0                                                                    
 2020-12    ,1,deseq2,2.1.8.4                                                                                 
 2020-12    ,1,bwa_mem,0.7.12.1                                                                              
 2020-12    ,1,macs2_predictd,2.1.1.20160309.0                                                                 
 2020-12    ,1,bwa_mem,0.4.2                                                                                 
 2020-12    ,1,bwa,0.7.15.1                                                                                  
 2020-12    ,1,mothur_pairwise_seqs,1.39.5.0                                                    
 2020-12    ,1,bwa,0.7.12.1                                                                                  
 2020-12    ,1,hisat2,2.0.5.1                                                                                 
 2020-12    ,1,macs2_callpeak,2.1.0.20151222.0                                                                 
 2020-12    ,1,seqtk_dropse,1.3.1                                                                              
 2020-12    ,1,seqtk_fqchk,1.3.1                                                                               
 2020-12    ,1,bwa,0.1
 2020-12    ,1,lastz_wrapper_2,1.3
 2020-12    ,1,bowtie2,2.3.2.2                                                                           
 2020-12    ,1,microsats_mutability1,1.1.0                                                  
 2020-12    ,1,lofreq_call,2.1.5+galaxy0                                                                 
 2020-12    ,1,lofreq_alnqual,2.1.5+galaxy0                                                           
 2020-12    ,1,blastxml_to_tabular,2.10.1+galaxy0                                                
 2020-12    ,1,ncbi_blastdbcmd_wrapper,2.10.1+galaxy0                                            
 2020-12    ,1,bamtools,2.4.0                                                                           
 2020-12    ,1,ncbi_blastn_wrapper,0.2.01                                                        
 2020-12    ,1,samtools_sort,2
 2020-12    ,1,samtools_sort,2.0.2                                                                 
 2020-12    ,1,mothur_parsimony,1.39.5.0                                                            
 2020-12    ,1,ncbi_blastn_wrapper,0.3.0                                                         
 2020-12    ,1,phylorelatives,0.0.1                                                                 
 2020-12    ,1,peakcalling_sicer,0.0.2                                                                     
 2020-12    ,1,hisat2,2.1.0                                                                                   
 2020-12    ,1,picard_CollectInsertSizeMetrics,1.136.0                                                    
 2020-12    ,1,snpEff_download,4.3+T.galaxy1                                                                  
 2020-12    ,1,naive_variant_caller,0.0.2                                               
 2020-12    ,1,naive_variant_caller,0.0.1                                               
 2020-12    ,1,dada2_plotComplexity,1.16+galaxy0                                                
 2020-12    ,1,khmer_normalize_by_median,3.0.0a3+galaxy1                                   
 2020-12    ,1,khmer_filter_abundance,3.0.0a3+galaxy1                                         
 2020-12    ,1,tp_text_file_with_recurring_lines,1.1.0                                         
 2020-12    ,1,tp_sort_header_tool,1.1.0                                                       
 2020-12    ,1,tp_multijoin_tool,1.0.0                                                         
 2020-12    ,1,sklearn_train_test_split,1.0.8.2                                       
 2020-12    ,1,subRate1,1.0.0                                                                 
 2020-12    ,1,snpSift_rmInfo,4.3+t.galaxy0                                                                  
 2020-12    ,1,khmer_count_median,3.0.0a3+galaxy1                                                 
 2020-12    ,1,goseq,1.26.0                                                                                    
 2020-12    ,1,snpSift_dbnsfp,4.3.0                                                                   
 2020-12    ,1,sklearn_stacking_ensemble_models,1.0.8.2                       
 2020-12    ,1,ncbi_blastp_wrapper,0.2.01                                                        
 2020-12    ,1,sklearn_searchcv,1.0.8.2                                                       
 2020-12    ,1,gatk_table_recalibration,0.0.5                                                
 2020-12    ,1,sklearn_searchcv,1.0.8.1                                                       
 2020-12    ,1,ncbi_blastp_wrapper,0.3.0                                                         
 2020-12    ,1,ncbi_convert2blastmask_wrapper,2.10.1+galaxy0                                     
 2020-12    ,1,ncbi_makeblastdb,0.2.01                                                           
 2020-12    ,1,EMBOSS: water107,5.0.0                                                                   
 2020-12    ,1,hyphy_absrel,2.5.23+galaxy0                                                              
 2020-12    ,1,mothur_pre_cluster,1.36.1.0                                                        
 2020-12    ,1,sklearn_build_pipeline,1.0.8.2                                           
 2020-12    ,1,sklearn_build_pipeline,1.0.8.1                                           
 2020-12    ,1,star_fusion,0.5.4-3+galaxy1                                                               
 2020-12    ,1,stringtie,1.3.4                                                                             
 2020-12    ,1,stringtie,1.3.6                                                                             
 2020-12    ,1,crossmap_vcf,0.3.7+galaxy1                                                               
 2020-12    ,1,stringtie_merge,1.3.3                                                                       
 2020-12    ,1,mothur_make_sra,1.39.5.0                                                              
 2020-12    ,1,crossmap_bam,0.3.7+galaxy1                                                               
 2020-12    ,1,crosscontamination_barcode_filter,0.3
 2020-12    ,1,compose_text_param,0.1.1                                                           
 2020-12    ,1,gatk_variant_select,0.0.2                                                          
 2020-12    ,1,gatk_variant_select,0.0.3                                                          
 2020-12    ,1,iwtomics_loadandplot,1.0.0.0                                                     
 2020-12    ,1,tetyper,1.1+galaxy1                                                                           
 2020-12    ,1,ivar_trim,1.2.2+galaxy0                                                                     
 2020-12    ,1,ivar_removereads,1.2.2+galaxy1                                                       
 2020-12    ,1,transdecoder,3.0.1                                                                       
 2020-12    ,1,ivar_filtervariants,1.2.2+galaxy0                                                 
 2020-12    ,1,transit_tn5gaps,3.0.2+galaxy0                                                         
 2020-12    ,1,plotly_parallel_coordinates_plot,0.1
 2020-12    ,1,gatk_validate_variants,0.0.4                                                    
 2020-12    ,1,hyphy_fubar,2.5.23+galaxy0                                                                
 2020-12    ,1,diffbind,2.6.6.4                                                                       
 2020-12    ,1,diffbind,2.6.5.0                                                                       
 2020-12    ,1,collection_column_join,0.0.1                                                   
 2020-12    ,1,picard_AddOrReplaceReadGroups,1.136.0                                                      
 2020-12    ,1,bg_diamond_makedb,0.8.24                                                                
 2020-12    ,1,picard_CleanSam,1.126.0                                                                    
 2020-12    ,1,picard_CollectGcBiasMetrics,2.18.2.1                                                       
 2020-12    ,1,bcftools_csq,1.1
 2020-12    ,1,bg_diamond,0.8.24.1                                                                     
 2020-12    ,1,bedtools_intersectbed,2.27.1+galaxy1                                                         
 2020-12    ,1,mut2read,2.0.0                                                                       
 2020-12    ,1,mut2sscs,2.0.0                                                                       
 2020-12    ,1,bcftools_gtcheck,1.1
 2020-12    ,1,deeptools_plot_profile,3.1.2.0.0                                         
 2020-12    ,1,deeptools_plot_heatmap,3.1.2.0.1                                         
 2020-12    ,1,idba_ud,1.1.3+galaxy1                                                                         
 2020-12    ,1,vegan_diversity,2.4-3                                                                 
 2020-12    ,1,hyphy_relax,2.5.23+galaxy0                                                                
 2020-12    ,1,hyphy_prime,2.5.23+galaxy0                                                                
 2020-12    ,1,bcftools_consensus,1.9+galaxy2                                                     
 2020-12    ,1,bcftools_consensus,1.4.0                                                           
 2020-12    ,1,hyphy_meme,2.5.23+galaxy0                                                                  
 2020-12    ,1,vcfbreakcreatemulti,1.0.0_rc3+galaxy0                                         
 2020-12    ,1,vsearch_dereplication,1.9.7.0                                                                 
 2020-12    ,1,circos_bundlelinks,0.69.8+galaxy7                                                              
 2020-12    ,1,vsearch_search,2.8.3.0                                                                        
 2020-12    ,1,cutadapt,1.16.3                                                                         
 2020-12    ,1,cutadapt,1.16.5                                                                         
 2020-12    ,1,deeptools_plot_correlation,2.5.0.0                                   
 2020-12    ,1,deeptools_multi_bam_summary,2.5.0.0                                 
 2020-12    ,1,vcfcombine,1.0.0_rc1+galaxy0                                                           
 2020-12    ,1,bcftools_norm,1.9+galaxy1                                                               
 2020-12    ,1,vcfcommonsamples,1.0.0_rc3+galaxy0                                               
 2020-12    ,1,vcfprimers,1.0.0_rc3+galaxy0                                                           
 2020-12    ,1,tradis_gene_insert_sites,1.4.5+galaxy2                                                      
 2020-12    ,1,EMBOSS: union105,5.0.0                                                                   
 2020-12    ,1,gd_find_intervals,1.1.0                                                       
 2020-12    ,1,bio_hansel,0.1.0                                                                           
 2020-12    ,1,gd_pathway_image,1.1.0                                                        
 2020-12    ,1,snp_mapping_using_wgs,1.0.0                                        
 2020-12    ,1,gd_population_structure,1.0.0                                                 
 2020-12    ,1,gd_rank_terms,1.1.0                                                           
 2020-12    ,1,deeptools_compute_matrix,2.5.0.0                                       
 2020-12    ,1,addName,0.1.2                                                            
 2020-12    ,1,deeptools_compute_matrix,2.3.5.0                                       
 2020-12    ,1,deeptools_bigwig_compare,3.1.2.0.0                                     
 2020-12    ,1,bedtools_genomecoveragebed,2.26.0.0                                                          
 2020-12    ,1,bedtools_tagbed,2.29.2                                                                       
 2020-12    ,1,gprofiler_convert,0.1.7+galaxy11                                                    
 2020-12    ,1,bedtools_intersectbed,2.24.0                                                                 
 2020-12    ,1,vcfsort,1.0.0_rc1+galaxy0                                                                 
 2020-12    ,1,vcfvcfintersect,1.0.0_rc1+galaxy0                                                 
 2020-12    ,1,cloudmap_variant_discovery_mapping,1.0.0              
 2020-12    ,1,plant_tribes_gene_family_integrator,1.0.3.0                      
 2020-12    ,1,bcftools_plugin_mendelian,1.1
 2020-12    ,1,deeptools_bam_coverage,3.3.0.0.0                                         
 2020-12    ,1,bcftools_plugin_setgt,1.1
 2020-12    ,1,deeptools_bam_coverage,3.0.2.0                                           
 2020-12    ,1,rseqc_geneBody_coverage,2.6.4.2                                                              
 2020-12    ,1,deeptools_bam_coverage,2.5.0.0                                           
 2020-12    ,1,bcftools_query,1.1
 2020-12    ,1,rgweblogo3,0.4
 2020-12    ,1,deeptools_bam_coverage,2.3.6.0                                           
 2020-12    ,1,bedtools_shufflebed,2.29.0                                                                   
 2020-12    ,1,rseqc_insertion_profile,2.6.4                                                                
 2020-12    ,1,deeptools_bam_coverage,2.2.2.0                                           
 2020-12    ,1,bedtools_genomecoveragebed,2.27.0.0                                                          
 2020-12    ,1,bcftools_reheader,1.1
 2020-12    ,1, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2020-12    ,1,bam_to_scidx,1.0.1                                                                       
 2020-12    ,1,bedtools_links,2.29.2                                                                        
 2020-12    ,1,bedtools_intersectbed,2.22.0                                                                 
 2020-12    ,1,rseqc_tin,2.6.4.1                                                                            
 2020-12    ,1,bedtools_intersectbed,2.27.0.2                                                               
 2020-12    ,1,cshl_fasta_nucleotides_changer,1.0.1                                     
 2020-12    ,1,collapse_dataset,4.2
 2020-12    ,1,bedtools_bamtobed,2.29.0                                                                     
 2020-12    ,1,multiqc,1.0.0.0                                                                         
 2020-12    ,1, CONVERTER_gff_to_bgzip_0                                                                                                               , CONVERTER_gff_to_bgzip_0                                                                                                               
 2020-12    ,1,bedtools_intersectbed,2.27.0.1                                                               
 2020-12    ,1,snpSift_filter,1
 2020-12    ,1, gtf_filter_by_attribute_values_list                                                                                                    , gtf_filter_by_attribute_values_list                                                                                                    
 2020-12    ,1, CONVERTER_maf_to_fasta_0                                                                                                               , CONVERTER_maf_to_fasta_0                                                                                                               
 2020-12    ,0,ncbi_makeblastdb,0.3.3                                                            
 2020-12    ,0,EMBOSS: newseq59,5.0.0                                                                   
 2020-12    ,0,plot_for_lda_output1,1.0.1                                                          
 2020-12    ,0,sam_to_bam,2
 2020-12    ,0,cufflinks,0.0.7                                                                         
 2020-12    ,0,samtools_slice_bam,0.0.1                                                       
 2020-12    ,0,samtools_slice_bam,2
 2020-12    ,0,scanpy_normalize,1.4.4.post1+galaxy3                                                 
 2020-12    ,0,trim_reads,1.0.0                                                             
 2020-12    ,0,t_test_two_samples,1.0.1                                                       
 2020-12    ,0,sklearn_fitted_model_eval,1.0.8.2                                     
 2020-12    ,0,sklearn_estimator_attributes,1.0.8.2                               
 2020-12    ,0,gd_evaluate_population_numbers,1.0.0                                          
 2020-12    ,0,bcftools_call,1.4.0                                                                     
 2020-12    ,0,Profilegenerator,2.0.0                                                     
 2020-12    ,0,bedtools_nucbed,2.29.2                                                                       
 2020-12    ,0, MAF_To_Interval1                                                                                                                       , MAF_To_Interval1                                                                                                                       
 2020-12    ,0, MAF_To_BED1                                                                                                                            , MAF_To_BED1                                                                                                                            
 2020-12    ,0, MAF_Reverse_Complement_1                                                                                                               , MAF_Reverse_Complement_1                                                                                                               
 2020-12    ,0,mimodd_sort,0.1.9                                                                       
 2020-12    ,0, wormbase                                                                                                                               , wormbase                                                                                                                               
