,tool_id,month_year,avg_cpu_time,tool_name,tool_version
287, toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs/1.39.5.0                                                        , 2021-05 ,     457041120794838.72486772486772,mothur_filter_seqs,1.39.5.0                                                        
288, toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.3.1                                                                      , 2021-05 ,     444948964383160.20879120879121,bamleftalign,1.3.1                                                                      
289, toolshed.g2.bx.psu.edu/repos/devteam/samtools_phase/samtools_phase/2.0.1                                                               , 2021-05 ,     435556781181295.50000000000000,samtools_phase,2.0.1                                                               
290, toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch/1.39.5.2                                                , 2021-05 ,     429041002360499.50000000000000,mothur_chimera_vsearch,1.39.5.2                                                
291, toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.9                                                         , 2021-05 ,     425281753363518.10130718954248,ngsutils_bam_filter,0.5.9                                                         
292, toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3.3                                                                       , 2021-05 ,     415801012281187.94084778420039,lastz_wrapper_2,1.3.3                                                                       
293, toolshed.g2.bx.psu.edu/repos/iuc/crossmap_gff/crossmap_gff/0.3.7+galaxy1                                                               , 2021-05 ,     414985212830364.00000000000000,crossmap_gff,0.3.7+galaxy1                                                               
294, toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.8+galaxy1                                                                           , 2021-05 ,     413940172716734.83870967741935,multiqc,1.8+galaxy1                                                                           
295, toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.39.5.1                                                        , 2021-05 ,     409154225823849.74318181818182,mothur_screen_seqs,1.39.5.1                                                        
296, toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5                                                                         , 2021-05 ,     408877696908702.00000000000000,cuffdiff,2.2.1.5                                                                         
297, toolshed.g2.bx.psu.edu/repos/iuc/khmer_count_median/khmer_count_median/3.0.0a3+galaxy1                                                 , 2021-05 ,     407473376000156.00000000000000,khmer_count_median,3.0.0a3+galaxy1                                                 
298, toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3                                                                    , 2021-05 ,     391839285721482.40000000000000,bwa_wrapper,1.2.3                                                                    
299, toolshed.g2.bx.psu.edu/repos/iuc/prinseq/prinseq/0.20.4                                                                                , 2021-05 ,     389945338216279.62711864406780,prinseq,0.20.4                                                                                
300, CONVERTER_interval_to_bedstrict_0                                                                                                      , 2021-05 ,     389086273810723.15727002967359, CONVERTER_interval_to_bedstrict_0                                                                                                      , CONVERTER_interval_to_bedstrict_0                                                                                                      
301, toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_read_distribution/2.6.4.1                                                              , 2021-05 ,     383122688424646.04545454545455,rseqc_read_distribution,2.6.4.1                                                              
302, toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.9                                                                 , 2021-05 ,     382203758792706.05714285714286,samtools_split,1.9                                                                 
303, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.18.2.1                                                             , 2021-05 ,     379020351281656.66666666666667,picard_MarkDuplicates,2.18.2.1                                                             
304, toolshed.g2.bx.psu.edu/repos/iuc/transit_hmm/transit_hmm/3.0.2+galaxy0                                                                 , 2021-05 ,     374080273009873.66666666666667,transit_hmm,3.0.2+galaxy0                                                                 
305, toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.31+galaxy2                                                                    , 2021-05 ,     365191485341630.50000000000000,hyphy_bgm,2.5.31+galaxy2                                                                    
306, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0                                                                 , 2021-05 ,     359481504138533.93333333333333,EMBOSS: transeq101,5.0.0                                                                 
307, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , 2021-05 ,     346280556167078.39805825242718, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
308, toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/1.1                                                                       , 2021-05 ,     342739658581944.25000000000000,peakcalling_sicer,1.1                                                                       
309, toolshed.g2.bx.psu.edu/repos/iuc/reshape2_melt/melt/1.4.2                                                                              , 2021-05 ,     342146771539942.62500000000000,melt,1.4.2                                                                              
310, CONVERTER_interval_to_bed_0                                                                                                            , 2021-05 ,     323767883799393.35304659498208, CONVERTER_interval_to_bed_0                                                                                                            , CONVERTER_interval_to_bed_0                                                                                                            
311, ebi_sra_main                                                                                                                           , 2021-05 ,     315905096973435.26304188096988, ebi_sra_main                                                                                                                           , ebi_sra_main                                                                                                                           
312, toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3                                                                             , 2021-05 ,     313699019567178.00000000000000,make_families,0.3                                                                             
313, toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample/1.3.2                                                                              , 2021-05 ,     309990221630243.89655172413793,seqtk_sample,1.3.2                                                                              
314, toolshed.g2.bx.psu.edu/repos/iuc/qualimap_rnaseq/qualimap_rnaseq/2.2.2d+galaxy1                                                        , 2021-05 ,     295179383629387.12469437652812,qualimap_rnaseq,2.2.2d+galaxy1                                                        
315, toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0                                                                                 , 2021-05 ,     294238241413145.47368421052632,prokka,1.12.0                                                                                 
316, toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/2.8.3.0                                                             , 2021-05 ,     286082573751840.66666666666667,vsearch_chimera_detection,2.8.3.0                                                             
317, toolshed.g2.bx.psu.edu/repos/greg/multigps/multigps/0.74.0                                                                             , 2021-05 ,     285007505447518.66666666666667,multigps,0.74.0                                                                             
318, toolshed.g2.bx.psu.edu/repos/iuc/dada2_dada/dada2_dada/1.18+galaxy0                                                                    , 2021-05 ,     274209819385748.27659574468085,dada2_dada,1.18+galaxy0                                                                    
319, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.29.0                                                                 , 2021-05 ,     272254385070527.83695652173913,bedtools_intersectbed,2.29.0                                                                 
320, toolshed.g2.bx.psu.edu/repos/chemteam/gmx_em/gmx_em/2020.2+galaxy0                                                                     , 2021-05 ,     263386132229622.00000000000000,gmx_em,2020.2+galaxy0                                                                     
321, toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.6.5.0                                                                       , 2021-05 ,     259549542443020.00000000000000,diffbind,2.6.5.0                                                                       
322, toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.2                                                               , 2021-05 ,     248284219358666.64166666666667,samtools_calmd,2.0.2                                                               
323, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.18.2.1                                                  , 2021-05 ,     243787764709630.75000000000000,picard_EstimateLibraryComplexity,2.18.2.1                                                  
324, toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.14.5                                                                                 , 2021-05 ,     232771084085787.50000000000000,prokka,1.14.5                                                                                 
325, toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy1                                                               , 2021-05 ,     223715024755523.73333333333333,samtools_view,1.9+galaxy1                                                               
326, toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.19.5+galaxy1                                                                            , 2021-05 ,     221352446879728.72209567198178,fastp,0.19.5+galaxy1                                                                            
327, toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/2.15                                                                            , 2021-05 ,     220687197897411.00000000000000,make_families,2.15                                                                            
328, toolshed.g2.bx.psu.edu/repos/iuc/samtools_fixmate/samtools_fixmate/1.9                                                                 , 2021-05 ,     217233761923363.26666666666667,samtools_fixmate,1.9                                                                 
329, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.1                                                                   , 2021-05 ,     213563454791386.72847682119205,bedtools_bamtofastq,2.27.1                                                                   
330, toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats/1.0.1                                                                         , 2021-05 ,     211967577416507.24110671936759,fasta-stats,1.0.1                                                                         
331, toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/2.10.1+galaxy0                                                   , 2021-05 ,     204728260727799.96808510638298,ncbi_makeblastdb,2.10.1+galaxy0                                                   
332, toolshed.g2.bx.psu.edu/repos/iuc/trinity_super_transcripts/trinity_super_transcripts/2.9.1                                             , 2021-05 ,     195225218536748.13333333333333,trinity_super_transcripts,2.9.1                                             
333, CONVERTER_Bam_Bai_0                                                                                                                    , 2021-05 ,     194184345109016.40000000000000, CONVERTER_Bam_Bai_0                                                                                                                    , CONVERTER_Bam_Bai_0                                                                                                                    
334, toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.5                                                           , 2021-05 ,     191428918775239.73563218390805,fastq_to_tabular,1.1.5                                                           
335, toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.1.0                                                           , 2021-05 ,     188346612807609.60000000000000,datamash_transpose,1.1.0                                                           
336, toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_filterdup/2.1.1.20160309.1                                                                , 2021-05 ,     187402310067813.85000000000000,macs2_filterdup,2.1.1.20160309.1                                                                
337, toolshed.g2.bx.psu.edu/repos/iuc/scanpy_remove_confounders/scanpy_remove_confounders/1.7.1+galaxy0                                     , 2021-05 ,     176472449634551.36000000000000,scanpy_remove_confounders,1.7.1+galaxy0                                     
338, toolshed.g2.bx.psu.edu/repos/iuc/column_remove_by_header/column_remove_by_header/0.0.1                                                 , 2021-05 ,     175905700928454.47058823529412,column_remove_by_header,0.0.1                                                 
339, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_query/bcftools_query/1.10                                                                    , 2021-05 ,     175561296996737.50000000000000,bcftools_query,1.10                                                                    
340, toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_shared/mothur_rarefaction_shared/1.39.5.0                                          , 2021-05 ,     174210977483367.66666666666667,mothur_rarefaction_shared,1.39.5.0                                          
341, toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus_pipeline/medaka_consensus_pipeline/1.0.3+galaxy2                                     , 2021-05 ,     172068423705282.25000000000000,medaka_consensus_pipeline,1.0.3+galaxy2                                     
342, toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0                                                                   , 2021-05 ,     170920594823935.75000000000000,samtools_sort,2.0                                                                   
343, toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_mismatch_profile/2.6.4                                                                 , 2021-05 ,     170541185425726.81250000000000,rseqc_mismatch_profile,2.6.4                                                                 
344, toolshed.g2.bx.psu.edu/repos/iuc/gatk4_mutect2/gatk4_mutect2/4.1.7.0+galaxy02                                                          , 2021-05 ,     169377982290099.85365853658537,gatk4_mutect2,4.1.7.0+galaxy02                                                          
345, toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant_pipeline/medaka_variant_pipeline/1.0.3+galaxy1                                         , 2021-05 ,     167405267142963.00000000000000,medaka_variant_pipeline,1.0.3+galaxy1                                         
346, toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1                                                                 , 2021-05 ,     162542397229009.50000000000000,vcftools_slice,0.1                                                                 
347, toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_trimfq/1.3.1                                                                              , 2021-05 ,     161068595772179.33333333333333,seqtk_trimfq,1.3.1                                                                              
348, toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.10.7+galaxy2                                                                 , 2021-05 ,     159559775784959.50000000000000,fasterq_dump,2.10.7+galaxy2                                                                 
349, toolshed.g2.bx.psu.edu/repos/iuc/anndata_inspect/anndata_inspect/0.7.5+galaxy0                                                         , 2021-05 ,     157562070635004.80291970802920,anndata_inspect,0.7.5+galaxy0                                                         
350, toolshed.g2.bx.psu.edu/repos/iuc/filtlong/filtlong/0.2.0                                                                               , 2021-05 ,     157283877565162.75000000000000,filtlong,0.2.0                                                                               
351, toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter/1.0.2                                              , 2021-05 ,     151040403104239.00000000000000,cshl_fastq_quality_filter,1.0.2                                              
352, toolshed.g2.bx.psu.edu/repos/iuc/crosscontamination_barcode_filter/crosscontamination_barcode_filter/0.3                               , 2021-05 ,     150304733831109.85714285714286,crosscontamination_barcode_filter,0.3                               
353, toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.2                                                                   , 2021-05 ,     149361504170289.90476190476190,cuffcompare,2.2.1.2                                                                   
354, toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_tree/mothur_classify_tree/1.39.5.0                                                    , 2021-05 ,     148925562202660.00000000000000,mothur_classify_tree,1.39.5.0                                                    
355, toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.10.4                                                                         , 2021-05 ,     148417438149487.50000000000000,fasterq_dump,2.10.4                                                                         
356, toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.6.6.4                                                                       , 2021-05 ,     142953708687135.33333333333333,diffbind,2.6.6.4                                                                       
357, toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergefa/1.3.1                                                                             , 2021-05 ,     142440429593788.83333333333333,seqtk_mergefa,1.3.1                                                                             
358, toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.10.0+galaxy1                                                              , 2021-05 ,     140786477964507.62222222222222,dropletutils,1.10.0+galaxy1                                                              
359, toolshed.g2.bx.psu.edu/repos/iuc/bioext_bam2msa/bioext_bam2msa/0.19.7.0                                                                , 2021-05 ,     140442879254276.73786407766990,bioext_bam2msa,0.19.7.0                                                                
360, toolshed.g2.bx.psu.edu/repos/iuc/transdecoder/transdecoder/5.5.0+galaxy0                                                               , 2021-05 ,     136891236389625.00000000000000,transdecoder,5.5.0+galaxy0                                                               
361, toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth/1.2.10.1                                                                           , 2021-05 ,     134987035202831.94375000000000,velveth,1.2.10.1                                                                           
362, toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_predictd/2.1.1.20160309.1                                                                 , 2021-05 ,     134600803396324.78378378378378,macs2_predictd,2.1.1.20160309.1                                                                 
363, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: getorf42/5.0.0.1                                                                 , 2021-05 ,     134274651512561.55000000000000,EMBOSS: getorf42,5.0.0.1                                                                 
364, toolshed.g2.bx.psu.edu/repos/iuc/ivar_variants/ivar_variants/1.3.1+galaxy0                                                             , 2021-05 ,     127790987206892.10000000000000,ivar_variants,1.3.1+galaxy0                                                             
365, tabular_to_dbnsfp                                                                                                                      , 2021-05 ,     123633624548070.33333333333333, tabular_to_dbnsfp                                                                                                                      , tabular_to_dbnsfp                                                                                                                      
366, CONVERTER_sam_to_unsorted_bam                                                                                                          , 2021-05 ,     123615189387795.00000000000000, CONVERTER_sam_to_unsorted_bam                                                                                                          , CONVERTER_sam_to_unsorted_bam                                                                                                          
367, toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72+galaxy1                                                                        , 2021-05 ,     123236169050491.53108886107635,fastqc,0.72+galaxy1                                                                        
368, toolshed.g2.bx.psu.edu/repos/iuc/anndata_import/anndata_import/0.7.5+galaxy0                                                           , 2021-05 ,     121112018640341.01886792452830,anndata_import,0.7.5+galaxy0                                                           
369, toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.2.0.1                                         , 2021-05 ,     119086049112212.33279395900755,deeptools_plot_heatmap,3.3.2.0.1                                         
370, toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup/1.9+galaxy2                                                         , 2021-05 ,     118555246276211.52380952380952,samtools_markdup,1.9+galaxy2                                                         
371, toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.1.1+galaxy1                                                                         , 2021-05 ,     115526043036465.22511485451761,kraken2,2.1.1+galaxy1                                                                         
372, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.30.0                                                                     , 2021-05 ,     114869949207855.00000000000000,bedtools_bamtobed,2.30.0                                                                     
373, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.18.2.1                                                                 , 2021-05 ,     112034792674068.91139240506329,picard_FastqToSam,2.18.2.1                                                                 
374, toolshed.g2.bx.psu.edu/repos/iuc/seurat/seurat/3.2.2+galaxy0                                                                           , 2021-05 ,     111189231869122.85714285714286,seurat,3.2.2+galaxy0                                                                           
375, __DATA_FETCH__                                                                                                                         , 2021-05 ,     110168388722395.98777506112469, __DATA_FETCH__                                                                                                                         , __DATA_FETCH__                                                                                                                         
376, toolshed.g2.bx.psu.edu/repos/iuc/basil/basil/1.2.0                                                                                     , 2021-05 ,     104958780479755.41666666666667,basil,1.2.0                                                                                     
377, toolshed.g2.bx.psu.edu/repos/iuc/ivar_removereads/ivar_removereads/1.2.2+galaxy1                                                       , 2021-05 ,     101990401414581.74869565217391,ivar_removereads,1.2.2+galaxy1                                                       
378, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.30.0                                                                 , 2021-05 ,      99668563503790.97560975609756,bedtools_multicovtbed,2.30.0                                                                 
379, toolshed.g2.bx.psu.edu/repos/iuc/genrich/genrich/0.5+galaxy2                                                                           , 2021-05 ,      99450311168082.52380952380952,genrich,0.5+galaxy2                                                                           
380, toolshed.g2.bx.psu.edu/repos/iuc/limma_voom/limma_voom/3.38.3+galaxy3                                                                  , 2021-05 ,      99010651183104.43554006968641,limma_voom,3.38.3+galaxy3                                                                  
381, toolshed.g2.bx.psu.edu/repos/devteam/vcfflatten/vcfflatten2/1.0.0_rc3+galaxy0                                                          , 2021-05 ,      97738716878524.66666666666667,vcfflatten2,1.0.0_rc3+galaxy0                                                          
382, toolshed.g2.bx.psu.edu/repos/rnateam/splitfasta/rbc_splitfasta/0.4.0                                                                   , 2021-05 ,      97184287092584.17857142857143,rbc_splitfasta,0.4.0                                                                   
383, toolshed.g2.bx.psu.edu/repos/iuc/transit_gumbel/transit_gumbel/3.0.2+galaxy0                                                           , 2021-05 ,      95833644833795.50000000000000,transit_gumbel,3.0.2+galaxy0                                                           
384, toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1                                                       , 2021-05 ,      94629176063558.27714285714286,samtool_filter2,1.8+galaxy1                                                       
385, toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8                                                               , 2021-05 ,      94606349507378.40000000000000,samtool_filter2,1.8                                                               
386, toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.20.1+galaxy0                                                                            , 2021-05 ,      94603950044933.73023486602713,fastp,0.20.1+galaxy0                                                                            
387, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: primersearch81/5.0.0.1                                                           , 2021-05 ,      94024007798126.74074074074074,EMBOSS: primersearch81,5.0.0.1                                                           
388, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.30.0                                                                  , 2021-05 ,      90289913850253.67045454545455,bedtools_subtractbed,2.30.0                                                                  
389, toolshed.g2.bx.psu.edu/repos/iuc/feelnc/feelnc/0.2                                                                                     , 2021-05 ,      90253872041107.00000000000000,feelnc,0.2                                                                                     
390, toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_junction_annotation/2.6.4.1                                                            , 2021-05 ,      89707504830734.36734693877551,rseqc_junction_annotation,2.6.4.1                                                            
391, toolshed.g2.bx.psu.edu/repos/iuc/intervene/intervene_upset/0.6.4                                                                       , 2021-05 ,      88553474459310.71052631578947,intervene_upset,0.6.4                                                                       
392, toolshed.g2.bx.psu.edu/repos/iuc/snpfreqplot/snpfreqplot/1.0+galaxy3                                                                   , 2021-05 ,      88086776512511.94771241830065,snpfreqplot,1.0+galaxy3                                                                   
393, toolshed.g2.bx.psu.edu/repos/iuc/ruvseq/ruvseq/1.16.0+galaxy1                                                                          , 2021-05 ,      87530683571811.94117647058824,ruvseq,1.16.0+galaxy1                                                                          
394, toolshed.g2.bx.psu.edu/repos/iuc/progressivemauve/xmfa2gff3/2015_02_13.1                                                               , 2021-05 ,      87305045333035.00000000000000,xmfa2gff3,2015_02_13.1                                                               
395, toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0                                                                    , 2021-05 ,      86921657503747.41379310344828,gops_coverage_1,1.0.0                                                                    
396, toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.6                                                                         , 2021-05 ,      85901000137160.00000000000000,cuffmerge,0.0.6                                                                         
397, toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.4.0.0                                                                         , 2021-05 ,      85768360036939.86842105263158,bamtools,2.4.0.0                                                                         
398, toolshed.g2.bx.psu.edu/repos/iuc/tbprofiler/tb_profiler_profile/2.8.14+galaxy1                                                         , 2021-05 ,      85085320642866.02000000000000,tb_profiler_profile,2.8.14+galaxy1                                                         
399, toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.2.1+2                                                                     , 2021-05 ,      83807317603002.30000000000000,dropletutils,1.2.1+2                                                                     
400, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.30.0.2                                                                        , 2021-05 ,      82811629715638.00000000000000,bedtools_map,2.30.0.2                                                                        
401, toolshed.g2.bx.psu.edu/repos/iuc/poretools_stats/poretools_stats/0.6.1a1.0                                                             , 2021-05 ,      81403212596694.25000000000000,poretools_stats,0.6.1a1.0                                                             
402, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_concat/bcftools_concat/1.10                                                                  , 2021-05 ,      81091049154751.67777777777778,bcftools_concat,1.10                                                                  
403, toolshed.g2.bx.psu.edu/repos/iuc/lofreq_viterbi/lofreq_viterbi/2.1.5+galaxy0                                                           , 2021-05 ,      80962155590080.06811028578623,lofreq_viterbi,2.1.5+galaxy0                                                           
404, toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_predictd/2.1.1.20160309.0                                                                 , 2021-05 ,      80792729227830.00000000000000,macs2_predictd,2.1.1.20160309.0                                                                 
405, toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate/1.0.1                                                                               , 2021-05 ,      80423050049944.45201668984701,abricate,1.0.1                                                                               
406, toolshed.g2.bx.psu.edu/repos/iuc/dada2_assigntaxonomyaddspecies/dada2_assignTaxonomyAddspecies/1.18+galaxy0                            , 2021-05 ,      76953495967573.44444444444444,dada2_assignTaxonomyAddspecies,1.18+galaxy0                            
407, toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4                                                                           , 2021-05 ,      76816625501136.83333333333333,freebayes,0.4                                                                           
408, toolshed.g2.bx.psu.edu/repos/iuc/fasttree/fasttree/2.1.10+galaxy1                                                                      , 2021-05 ,      75637689294847.96969696969697,fasttree,2.1.10+galaxy1                                                                      
409, toolshed.g2.bx.psu.edu/repos/iuc/dexseq/plotdexseq/1.28.1.0                                                                            , 2021-05 ,      74899225272010.89393939393939,plotdexseq,1.28.1.0                                                                            
410, toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.39.5.0                                                      , 2021-05 ,      72898585954455.75993883792049,mothur_summary_seqs,1.39.5.0                                                      
411, toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.31+galaxy1                                                                    , 2021-05 ,      72777285582189.33333333333333,hyphy_bgm,2.5.31+galaxy1                                                                    
412, toolshed.g2.bx.psu.edu/repos/iuc/tn93_cluster/tn93_cluster/1.0.6                                                                       , 2021-05 ,      70693521168284.87500000000000,tn93_cluster,1.0.6                                                                       
413, toolshed.g2.bx.psu.edu/repos/iuc/query_tabular/query_tabular/3.1.2                                                                     , 2021-05 ,      69674164748064.06451612903226,query_tabular,3.1.2                                                                     
414, toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/1.16.3                                                                         , 2021-05 ,      69138701166836.33333333333333,cutadapt,1.16.3                                                                         
415, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup/1.4.0.0                                                             , 2021-05 ,      67481968091985.00000000000000,bcftools_mpileup,1.4.0.0                                                             
416, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.18.2.1                                                             , 2021-05 ,      66859155934042.48000000000000,picard_NormalizeFasta,2.18.2.1                                                             
417, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_annotate/bcftools_annotate/1.10                                                              , 2021-05 ,      65956047679746.61302681992337,bcftools_annotate,1.10                                                              
418, toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.2                                     , 2021-05 ,      65700734029485.60000000000000,cshl_fasta_nucleotides_changer,1.0.2                                     
419, toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_annotate/4.3+t.galaxy1                                                                , 2021-05 ,      64789174235145.04388714733542,snpSift_annotate,4.3+t.galaxy1                                                                
420, toolshed.g2.bx.psu.edu/repos/galaxyp/msstats/msstats/3.22.0.0                                                                          , 2021-05 ,      64540598889779.27272727272727,msstats,3.22.0.0                                                                          
421, toolshed.g2.bx.psu.edu/repos/iuc/jq/jq/1.0                                                                                             , 2021-05 ,      63430152241524.32258064516129,jq,1.0                                                                                             
422, toolshed.g2.bx.psu.edu/repos/iuc/export2graphlan/export2graphlan/0.20+galaxy0                                                          , 2021-05 ,      62715646997972.00000000000000,export2graphlan,0.20+galaxy0                                                          
423, toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot/1.28.2+galaxy1                                                                      , 2021-05 ,      62285073429635.21712538226300,nanoplot,1.28.2+galaxy1                                                                      
424, toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.2                                                             , 2021-05 ,      61403927394997.86255924170616,samtool_filter2,1.1.2                                                             
425, toolshed.g2.bx.psu.edu/repos/iuc/sina/sina/1.7.2+galaxy0                                                                               , 2021-05 ,      60894692634433.66666666666667,sina,1.7.2+galaxy0                                                                               
426, __SET_METADATA__                                                                                                                       , 2021-05 ,      60506533574811.43933955491744, __SET_METADATA__                                                                                                                       , __SET_METADATA__                                                                                                                       
427, toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.1.5                                                          , 2021-05 ,      60035783487607.33704115684093,fastq_to_fasta_python,1.1.5                                                          
428, toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc/2.2.2d+galaxy3                                                          , 2021-05 ,      59196169897204.06254015849218,qualimap_bamqc,2.2.2d+galaxy3                                                          
429, toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.4+galaxy2                                                             , 2021-05 ,      57106440554104.33823529411765,featurecounts,1.6.4+galaxy2                                                             
430, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/2.18.2.1                                                              , 2021-05 ,      56181958571921.19047619047619,picard_DownsampleSam,2.18.2.1                                                              
431, toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcr_seqs/mothur_pcr_seqs/1.39.5.0                                                              , 2021-05 ,      55626919561380.89285714285714,mothur_pcr_seqs,1.39.5.0                                                              
