month_year,avg_cpu_time,tool_name,tool_version
 2020-10    ,1.95339E+13,bcftools_plugin_mendelian,1.1
 2020-10    ,1.94972E+13,picard_CollectGcBiasMetrics,2.18.2.1                                                       
 2020-10    ,1.91191E+13,bg_diamond_makedb,0.9.29                                                                
 2020-10    ,1.89947E+13,mummer_mummerplot,4.0.0beta2+galaxy0                                                
 2020-10    ,1.87006E+13,mothur_biom_info,1.39.5.0                                                            
 2020-10    ,1.83869E+13,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2020-10    ,1.81221E+13,get_read_pipeline,1
 2020-10    ,1.81078E+13,fastq_join,1.1.2-806.1                                                                
 2020-10    ,1.794E+13,fasta_concatenate0,0.0.1                                             
 2020-10    ,1.79087E+13,fastq_to_tabular,1.1.5                                                           
 2020-10    ,1.7899E+13,picard_AddOrReplaceReadGroups,2.18.2.1                                                     
 2020-10    ,1.74901E+13, sort1                                                                                                                                  , sort1                                                                                                                                  
 2020-10    ,1.65918E+13,bedtools_multiintersectbed,2.29.2                                                            
 2020-10    ,1.58548E+13,lofreq_viterbi,2.1.5+galaxy0                                                           
 2020-10    ,1.58364E+13,samtools_phase,2.0.1                                                               
 2020-10    ,1.48895E+13,snpsift_vartype,4.3+t.galaxy0                                                                 
 2020-10    ,1.4092E+13,EMBOSS: cpgplot15,5.0.0                                                                  
 2020-10    ,1.40199E+13,vcfhethom,1.0.0_rc3+galaxy0                                                             
 2020-10    ,1.39603E+13,presto_parselog,0.5.4                                                                 
 2020-10    ,1.37121E+13,picard_SamToFastq,2.7.1.0                                                                  
 2020-10    ,1.37111E+13,ggplot2_point,2.2.1+galaxy2                                                             
 2020-10    ,1.36695E+13,bcftools_plugin_fill_an_ac,1.1
 2020-10    ,1.35902E+13,samtools_flagstat,1.0.0                                                         
 2020-10    ,1.34841E+13,snpSift_filter,4.3+t.galaxy0                                                                  
 2020-10    ,1.32162E+13, master2pgSnp                                                                                                                           , master2pgSnp                                                                                                                           
 2020-10    ,1.27228E+13,bedtools_links,2.29.2                                                                        
 2020-10    ,1.26254E+13,rgweblogo3,3.5.0                                                                         
 2020-10    ,1.25526E+13,lofreq_call,2.1.4+galaxy2                                                                 
 2020-10    ,1.1958E+13,kraken_taxonomy_report,0.0.2                                                   
 2020-10    ,1.18775E+13,tp_sort_header_tool,1.1.0                                                       
 2020-10    ,1.18339E+13, ebi_sra_main                                                                                                                           , ebi_sra_main                                                                                                                           
 2020-10    ,1.16183E+13, CONVERTER_interval_to_bed12_0                                                                                                          , CONVERTER_interval_to_bed12_0                                                                                                          
 2020-10    ,1.15739E+13,freebayes,1.0.2.29-3                                                                    
 2020-10    ,1.14246E+13,dada2_plotQualityProfile,1.16+galaxy0                                        
 2020-10    ,1.13032E+13,goseq,1.36.0+galaxy0                                                                            
 2020-10    ,1.11763E+13,lofreq_call,2.1.3.1+galaxy0                                                               
 2020-10    ,1.07632E+13,tp_cat,0.1.0                                                                    
 2020-10    ,1.07282E+13,deseq2,2.11.40.6                                                                               
 2020-10    ,1.05641E+13,bcftools_plugin_impute_info,1.1
 2020-10    ,1.05393E+13,fastp,0.19.5+galaxy1                                                                            
 2020-10    ,1.046E+13,fastq_paired_end_interlacer,1.2.0.1                                   
 2020-10    ,1.02374E+13,cshl_fastq_quality_filter,1.0.0                                              
 2020-10    ,1.01885E+13, wig_to_bigWig                                                                                                                          , wig_to_bigWig                                                                                                                          
 2020-10    ,1.0088E+13,cshl_fastq_quality_converter,1.0.1                                        
 2020-10    ,9.92723E+12,tp_replace_in_line,1.1.2                                                        
 2020-10    ,9.54926E+12,bedtools_bedpetobam,2.29.2                                                                   
 2020-10    ,9.53614E+12,sklearn_data_preprocess,1.0.8.2                                         
 2020-10    ,9.44133E+12,EMBOSS: extractseq35,5.0.0                                                               
 2020-10    ,9.43184E+12,poretools_tabular,0.6.1a1.0                                                         
 2020-10    ,9.36433E+12,idr,2.0.3                                                                                         
 2020-10    ,9.34598E+12,trinity_abundance_estimates_to_matrix,2.9.1                     
 2020-10    ,9.30872E+12,rgweblogo3,0.4
 2020-10    ,8.81111E+12,tab2fasta,1.1.1                                                                  
 2020-10    ,8.68106E+12, join1                                                                                                                                  , join1                                                                                                                                  
 2020-10    ,8.48061E+12,ivar_consensus,1.2.2+galaxy0                                                           
 2020-10    ,8.26436E+12,crosscontamination_barcode_filter,0.3
 2020-10    ,8.26172E+12,dada2_filterAndTrim,1.16+galaxy0                                                  
 2020-10    ,8.23218E+12,sklearn_searchcv,1.0.8.2                                                       
 2020-10    ,8.22583E+12,mothur_summary_seqs,1.39.5.0                                                      
 2020-10    ,8.22496E+12,bcftools_call,1.9+galaxy1                                                               
 2020-10    ,8.19601E+12,presto_parseheaders,0.5.4                                                         
 2020-10    ,8.16969E+12,raceid_clustering,3.1
 2020-10    ,8.15515E+12,mothur_rarefaction_shared,1.39.5.0                                          
 2020-10    ,8.071E+12,mothur_pcr_seqs,1.39.5.0                                                              
 2020-10    ,8.07064E+12,tab2fasta,1.1.0                                                                  
 2020-10    ,7.82901E+12,fasterq_dump,2.10.7+galaxy1                                                                 
 2020-10    ,7.71124E+12,kc-align,0.2
 2020-10    ,7.65926E+12,sam_bw_filter,1.0.0                                                       
 2020-10    ,7.3752E+12,mothur_summary_single,1.39.5.0                                                  
 2020-10    ,7.12443E+12,ggplot2_histogram,2.2.1+galaxy0                                                     
 2020-10    ,7.11124E+12,dada2_seqCounts,1.16+galaxy0                                                          
 2020-10    ,7.00645E+12,bamtools,0.0.2                                                                           
 2020-10    ,6.97626E+12,cshl_fastx_collapser,1.0.1                                                        
 2020-10    ,6.56926E+12,snpeff_sars_cov_2,4.5covid19                                                        
 2020-10    ,6.5255E+12,tabular_to_fastq,1.1.5                                                           
 2020-10    ,6.48026E+12,bcftools_filter,1.1
 2020-10    ,6.36909E+12, CONVERTER_fastq_to_fqtoc0                                                                                                              , CONVERTER_fastq_to_fqtoc0                                                                                                              
 2020-10    ,6.26552E+12,cshl_fastx_reverse_complement,1.0.2+galaxy0                              
 2020-10    ,6.19395E+12,mummer_dnadiff,4.0.0beta2+galaxy0                                                      
 2020-10    ,6.08693E+12,fasta_nucleotide_color_plot,1.0.1                                         
 2020-10    ,6.03856E+12,picard_EstimateLibraryComplexity,2.18.2.1                                                  
 2020-10    ,5.94829E+12, wc_gnu                                                                                                                                 , wc_gnu                                                                                                                                 
 2020-10    ,5.91727E+12,bcftools_plugin_impute_info,1.9+galaxy1                                   
 2020-10    ,5.84758E+12,cuffcompare,2.2.1.2                                                                   
 2020-10    ,5.7937E+12, CONVERTER_gff_to_bed_0                                                                                                                 , CONVERTER_gff_to_bed_0                                                                                                                 
 2020-10    ,5.74563E+12,lofreq_call,2.1.3.1+galaxy2                                                               
 2020-10    ,5.70825E+12,deeptools_plot_heatmap,3.3.2.0.1                                         
 2020-10    ,5.70514E+12,snpSift_annotate,4.3+t.galaxy1                                                                
 2020-10    ,5.69012E+12,featurecounts,1.6.0.2                                                                   
 2020-10    ,5.68165E+12,gops_basecoverage_1,1.0.0                                                            
 2020-10    ,5.64558E+12, CONVERTER_bed_to_gff_0                                                                                                                 , CONVERTER_bed_to_gff_0                                                                                                                 
 2020-10    ,5.62968E+12,bamtools,2.4.0                                                                           
 2020-10    ,5.61361E+12, csv_to_tabular                                                                                                                         , csv_to_tabular                                                                                                                         
 2020-10    ,5.52729E+12,samtools_fixmate,1.9
 2020-10    ,5.52517E+12,pe_histogram,1.0.1                                                                       
 2020-10    ,5.47417E+12,seqtk_comp,1.3.1                                                                                
 2020-10    ,5.43163E+12,jbrowse,1.16.8+galaxy1                                                                        
 2020-10    ,5.40785E+12,deseq2,2.11.40.1                                                                               
 2020-10    ,5.32902E+12, CONVERTER_wig_to_bigwig                                                                                                                , CONVERTER_wig_to_bigwig                                                                                                                
 2020-10    ,5.28822E+12,deseq2,2.11.40.2                                                                               
 2020-10    ,5.2745E+12,exonerate,2.4.0+galaxy2                                                                     
 2020-10    ,5.18831E+12,cummeRbund,2.16.0+galaxy1                                                              
 2020-10    ,5.17965E+12,cshl_fastq_to_fasta,1.0.1                                                          
 2020-10    ,4.92812E+12,tradis_gene_insert_sites,1.4.5+galaxy2                                                      
 2020-10    ,4.86817E+12,bwa_mem,0.7.15.1                                                                              
 2020-10    ,4.86635E+12,fasta2tab,1.1.1                                                                  
 2020-10    ,4.79865E+12,scatterplot_rpy,1.0.3                                                                 
 2020-10    ,4.71998E+12, CONVERTER_fasta_to_tabular                                                                                                             , CONVERTER_fasta_to_tabular                                                                                                             
 2020-10    ,4.66754E+12,fastqc,0.64
 2020-10    ,4.63384E+12,kallisto_pseudo,0.46.0.1                                                              
 2020-10    ,4.61673E+12, CONVERTER_bedgraph_to_bigwig                                                                                                           , CONVERTER_bedgraph_to_bigwig                                                                                                           
 2020-10    ,4.60811E+12,EMBOSS: splitter92,5.0.0.1                                                               
 2020-10    ,4.55566E+12,rna_starsolo,2.7.5b                                                                      
 2020-10    ,4.54505E+12,raceid_filtnormconf,3.1
 2020-10    ,4.53063E+12,cshl_fastx_reverse_complement,1.0.0                                      
 2020-10    ,4.51984E+12,goslimmer,1.0.1                                                                             
 2020-10    ,4.39492E+12,snpEff,1
 2020-10    ,4.27598E+12,bedtools_map,2.29.2.2                                                                        
 2020-10    ,4.22659E+12,fasta2tab,1.1.0                                                                  
 2020-10    ,4.15276E+12,edger,3.24.1+galaxy1                                                                            
 2020-10    ,4.12249E+12,tp_sort_header_tool,1.1.1                                                       
 2020-10    ,4.00021E+12,deeptools_compute_matrix,3.3.0.0.0                                     
 2020-10    ,4.00008E+12,gffcompare,0.11.2                                                                          
 2020-10    ,3.88101E+12,snpEff_download,4.3+T.galaxy2                                                                  
 2020-10    ,3.86365E+12,lofreq_call,2.1.3.1+galaxy1                                                               
 2020-10    ,3.73864E+12,bcftools_isec,1.1
 2020-10    ,3.61863E+12,mothur_summary_qual,1.39.5.0                                                      
 2020-10    ,3.50512E+12,fastqc,0.52
 2020-10    ,3.50406E+12, comp1                                                                                                                                  , comp1                                                                                                                                  
 2020-10    ,3.50088E+12,rseqc_read_GC,2.6.4                                                                          
 2020-10    ,3.31421E+12,plotdexseq,1.28.1.0                                                                            
 2020-10    ,3.30194E+12,mothur_pca,1.39.5.0                                                                        
 2020-10    ,3.26967E+12, mergeCols1                                                                                                                             , mergeCols1                                                                                                                             
 2020-10    ,3.25899E+12,mothur_hcluster,1.36.1.0                                                              
 2020-10    ,3.25718E+12, trimmer                                                                                                                                , trimmer                                                                                                                                
 2020-10    ,3.24789E+12,vcfdistance,1.0.0_rc1+galaxy0                                                             
 2020-10    ,3.23259E+12, CONVERTER_gff_to_interval_index_0                                                                                                      , CONVERTER_gff_to_interval_index_0                                                                                                      
 2020-10    ,3.22295E+12,macs2_bdgpeakcall,2.1.1.20160309.0                                                              
 2020-10    ,3.10071E+12,deseq2,2.11.39                                                                                 
 2020-10    ,3.07302E+12,bcftools_gtcheck,1.1
 2020-10    ,3.06057E+12,EMBOSS: geecee41,5.0.0                                                                   
 2020-10    ,3.03653E+12,picard_MarkDuplicates,2.7.1.1                                                              
 2020-10    ,3.03439E+12,stringtie_merge,2.1.1                                                                       
 2020-10    ,3.02445E+12,PlasFlow,1
 2020-10    ,2.99883E+12,bcftools_plugin_fixploidy,1.1
 2020-10    ,2.97293E+12, gff_filter_by_attribute                                                                                                                , gff_filter_by_attribute                                                                                                                
 2020-10    ,2.9617E+12,snap_training,2013_11_29+galaxy1                                                        
 2020-10    ,2.91534E+12,bcftools_plugin_color_chrs,1.1
 2020-10    ,2.81182E+12, MAF_To_Interval1                                                                                                                       , MAF_To_Interval1                                                                                                                       
 2020-10    ,2.79489E+12,collapse_dataset,4.2
 2020-10    ,2.76501E+12,bcftools_stats,1.1
 2020-10    ,2.75217E+12,macs2_bdgbroadcall,2.1.1.20160309.0                                                             
 2020-10    ,2.71559E+12,bcftools_convert_from_vcf,1.1
 2020-10    ,2.67796E+12,scanpy_plot,1.4.4.post1+galaxy3                                                           
 2020-10    ,2.57934E+12,gops_coverage_1,1.0.0                                                                    
 2020-10    ,2.52795E+12,snpSift_caseControl,4.3+t.galaxy0                                                             
 2020-10    ,2.52279E+12,bg_find_subsequences,0.2
 2020-10    ,2.49507E+12,kraken-translate,1.3.1                                                           
 2020-10    ,2.47645E+12,annotatemyids,3.7.0+galaxy2                                                             
 2020-10    ,2.47599E+12,EMBOSS: checktrans9,5.0.0.1                                                              
 2020-10    ,2.46495E+12,vcfbedintersect,1.0.0_rc3+galaxy0                                                 
 2020-10    ,2.41618E+12,nanoplot,1.28.2+galaxy1                                                                      
 2020-10    ,2.40038E+12,gops_complement_1,1.0.0                                                                
 2020-10    ,2.3758E+12,picard_NormalizeFasta,2.18.2.1                                                             
 2020-10    ,2.34993E+12,samtools_view,1.9
 2020-10    ,2.30956E+12,lda_analy1,1.0.1                                                                     
 2020-10    ,2.3085E+12,bwa,0.7.12.1                                                                                  
 2020-10    ,2.13226E+12,sklearn_svm_classifier,1.0.8.2                                           
 2020-10    ,2.12952E+12,samtools_flagstat,2.0.3                                                         
 2020-10    ,2.09286E+12,rseqc_insertion_profile,2.6.4                                                                
 2020-10    ,2.03425E+12,featurecounts,1.6.3+galaxy2                                                             
 2020-10    ,2.02715E+12, gff2bed1                                                                                                                               , gff2bed1                                                                                                                               
 2020-10    ,1.99536E+12,transit_hmm,3.0.2+galaxy0                                                                 
 2020-10    ,1.93838E+12,miniasm,0.3+galaxy0                                                                           
 2020-10    ,1.93533E+12,fastqc,0.69
 2020-10    ,1.92477E+12,kraken-report,1.3.1                                                                 
 2020-10    ,1.91017E+12,flanking_features_1,4.0.1                                                       
 2020-10    ,1.8786E+12,dada2_mergePairs,1.16+galaxy0                                                        
 2020-10    ,1.86259E+12,dada2_makeSequenceTable,1.16+galaxy0                                          
 2020-10    ,1.8309E+12,transit_tn5gaps,3.0.2+galaxy0                                                         
 2020-10    ,1.76234E+12, CONVERTER_gff_to_fli_0                                                                                                                 , CONVERTER_gff_to_fli_0                                                                                                                 
 2020-10    ,1.75347E+12,deeptools_multi_bigwig_summary,3.1.2.0.0                         
 2020-10    ,1.71513E+12, ucsc_table_direct1                                                                                                                     , ucsc_table_direct1                                                                                                                     
 2020-10    ,1.63959E+12,fastqc,0.63
 2020-10    ,1.63832E+12, hgv_pass                                                                                                                               , hgv_pass                                                                                                                               
 2020-10    ,1.63718E+12,picard_artifact_metrics,2.18.2.1                                                           
 2020-10    ,1.63477E+12,poretools_squiggle,0.6.1a1.1                                                       
 2020-10    ,1.62045E+12,snippy_core,4.5.0                                                                              
 2020-10    ,1.601E+12,samtools_markdup,1.9+galaxy2                                                         
 2020-10    ,1.57244E+12,samtool_filter2,1.1.2                                                             
 2020-10    ,1.57043E+12,kraken-report,1.1.0                                                                 
 2020-10    ,1.55375E+12,cshl_fastx_trimmer,1.0.0                                                            
 2020-10    ,1.5269E+12,bcftools_filter,1.4.0                                                                 
 2020-10    ,1.51218E+12,bwa_mem,0.1
 2020-10    ,1.49523E+12,bedtools_getfastabed,2.29.0                                                                  
 2020-10    ,1.48882E+12,picard_MergeBamAlignment,2.18.2.1                                                          
 2020-10    ,1.48495E+12,bcftools_consensus,1.1
 2020-10    ,1.48182E+12,Add_a_column1,1.3.1                                                                  
 2020-10    ,1.47912E+12,mothur_count_seqs,1.39.5.0                                                          
 2020-10    ,1.46822E+12,vsearch_dereplication,2.8.3.0                                                                 
 2020-10    ,1.45685E+12,mothur_get_oturep,1.39.5.0                                                          
 2020-10    ,1.40171E+12, cat1                                                                                                                                   , cat1                                                                                                                                   
 2020-10    ,1.39268E+12,snpEff_build_gb,4.3+T.galaxy3                                                                  
 2020-10    ,1.33847E+12,split_file_to_collection,0.4.0                                         
 2020-10    ,1.29061E+12,getalleleseq,0.0.1                                                                     
 2020-10    ,1.28117E+12,maker_map_ids,2.31.10                                                                   
 2020-10    ,1.21896E+12, gtf_filter_by_attribute_values_list                                                                                                    , gtf_filter_by_attribute_values_list                                                                                                    
 2020-10    ,1.20308E+12,EMBOSS: cpgreport16,5.0.0.1                                                              
 2020-10    ,1.20237E+12,mothur_unique_seqs,1.39.5.0                                                        
 2020-10    ,1.19009E+12,bcftools_annotate,1.4.0                                                             
 2020-10    ,1.18504E+12,hetbox,1
 2020-10    ,1.16675E+12,bcftools_convert_to_vcf,1.1
 2020-10    ,1.14675E+12,bcftools_query,1.1
 2020-10    ,1.13724E+12,deeptools_plot_correlation,3.3.2.0.0                                 
 2020-10    ,1.12487E+12, random_lines1                                                                                                                          , random_lines1                                                                                                                          
 2020-10    ,1.11598E+12,picard_MarkDuplicates,1.126.0                                                              
 2020-10    ,1.10891E+12, CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           , CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           
 2020-10    ,1.10486E+12,cshl_fastx_collapser,1.0.0                                                        
 2020-10    ,1.09096E+12,vcfcheck,1.0.0_rc3+galaxy0                                                               
 2020-10    ,1.07933E+12,kraken-filter,1.3.1                                                                 
 2020-10    ,1.05724E+12,deeptools_plot_heatmap,3.1.2.0.1                                         
 2020-10    ,1.03355E+12,deeptools_plot_profile,3.3.2.0.0                                         
 2020-10    ,1.02346E+12,tp_uniq_tool,1.1.1                                                              
 2020-10    ,1.00346E+12,bwa,0.1
 2020-10    ,9.99436E+11,circos_interval_to_text,0.69.8+galaxy7                                                         
 2020-10    ,9.89851E+11,vcfvcfintersect,1.0.0_rc3+galaxy0                                                 
 2020-10    ,9.83766E+11,picard_MergeSamFiles,2.7.1.0                                                               
 2020-10    ,9.62373E+11, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
 2020-10    ,9.61997E+11,lofreq_indelqual,2.1.5+galaxy0                                                       
 2020-10    ,9.45596E+11,cshl_fastx_trimmer,1.0.2                                                            
 2020-10    ,9.42642E+11,collapse_dataset,5.1.0                                                           
 2020-10    ,9.29162E+11,sklearn_build_pipeline,1.0.8.2                                           
 2020-10    ,8.93426E+11,scikit_bio_diversity_beta_diversity,0.4.2.0                       
 2020-10    ,8.88372E+11,sklearn_build_pipeline,1.0.8.1                                           
 2020-10    ,8.83616E+11,sklearn_stacking_ensemble_models,1.0.8.2                       
 2020-10    ,8.38037E+11,mlst,2.19.0                                                                                      
 2020-10    ,8.37356E+11,datamash_transpose,1.1.0                                                           
 2020-10    ,8.29219E+11,vcfsort,1.0.0_rc3+galaxy0                                                                 
 2020-10    ,8.23193E+11,pathview,1.24.0+galaxy0                                                                      
 2020-10    ,8.03697E+11,vcf2tsv,1.0.0_rc1+galaxy0                                                                 
 2020-10    ,7.95617E+11,lofreq_viterbi,2.1.3.1+galaxy1                                                         
 2020-10    ,7.80224E+11,sklearn_ensemble,1.0.8.1                                                       
 2020-10    ,7.61212E+11,raceid_trajectory,3.1
 2020-10    ,7.51173E+11, CONVERTER_Bam_Bai_0                                                                                                                    , CONVERTER_Bam_Bai_0                                                                                                                    
 2020-10    ,7.29506E+11,sklearn_ensemble,1.0.8.2                                                       
 2020-10    ,7.25414E+11,keras_model_config,0.5.0                                                     
 2020-10    ,7.15583E+11,check_snpeff_candidates,1.0.0                                    
 2020-10    ,7.13023E+11,kraken-report,1.2.4                                                                 
 2020-10    ,7.11551E+11,ml_visualization_ex,1.0.8.2                                                 
 2020-10    ,6.8278E+11,sklearn_discriminant_classifier,1.0.8.2                         
 2020-10    ,6.78432E+11,subtract_query1,0.1
 2020-10    ,6.63711E+11,picard_MarkDuplicates,1.136.0                                                              
 2020-10    ,6.56312E+11,sklearn_sample_generator,1.0.8.2                                       
 2020-10    ,6.56088E+11,ggplot2_heatmap,2.2.1                                                                 
 2020-10    ,6.5435E+11, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
 2020-10    ,6.5014E+11,bwa_mem,0.4.2                                                                                 
 2020-10    ,6.47981E+11,mimodd_map,0.1.9                                                                        
 2020-10    ,6.46302E+11,mothur_get_groups,1.39.5.0                                                          
 2020-10    ,6.4439E+11,bcftools_csq,1.1
 2020-10    ,6.3894E+11,fasterq_dump,2.10.4+galaxy1                                                                 
 2020-10    ,6.3667E+11,ngsutils_bam_filter,0.5.7.1                                                       
 2020-10    ,6.33859E+11,sklearn_searchcv,1.0.8.1                                                       
 2020-10    ,6.33372E+11,circos_tableviewer,0.69.8+galaxy7                                                              
 2020-10    ,6.29384E+11,deeptools_plot_heatmap,2.5.0.0                                           
 2020-10    ,6.20888E+11,sklearn_train_test_split,1.0.8.2                                       
 2020-10    ,6.06184E+11,picard_MergeSamFiles,1.126.0                                                               
 2020-10    ,5.95197E+11,seqtk_mutfa,1.3.1                                                                               
 2020-10    ,5.90025E+11,Kraken2Tax,1.2
 2020-10    ,5.89121E+11,EMBOSS: einverted28,5.0.0.1                                                              
 2020-10    ,5.82152E+11,filtlong,0.2.0                                                                               
 2020-10    ,5.67787E+11,deeptools_plot_pca,3.3.2.0.0                                                 
 2020-10    ,5.66715E+11,generate_matrix_for_pca_and_lda1,1.0.0                                     
 2020-10    ,5.58161E+11,uniprot,0.2
 2020-10    ,5.38712E+11,gprofiler_orth,0.1.7+galaxy11                                                          
 2020-10    ,5.32143E+11,filter_by_fasta_ids,2.3
 2020-10    ,5.21979E+11, CONVERTER_fasta_to_fai                                                                                                                 , CONVERTER_fasta_to_fai                                                                                                                 
 2020-10    ,5.16801E+11,picard_CleanSam,2.7.1.0                                                                    
 2020-10    ,5.14705E+11,sklearn_nn_classifier,1.0.8.2                                             
 2020-10    ,5.13971E+11,tp_find_and_replace,1.1.3                                                       
 2020-10    ,5.13161E+11, CONVERTER_bed_to_bgzip_0                                                                                                               , CONVERTER_bed_to_bgzip_0                                                                                                               
 2020-10    ,5.07836E+11, Cut1                                                                                                                                   , Cut1                                                                                                                                   
 2020-10    ,5.01928E+11,scanpy_normalize,1.4.4.post1+galaxy3                                                 
 2020-10    ,5.01622E+11,bamFilter,0.0.1                                                                   
 2020-10    ,4.93883E+11,ococo,0.1.2.6                                                                                   
 2020-10    ,4.92498E+11, CONVERTER_vcf_to_bgzip_0                                                                                                               , CONVERTER_vcf_to_bgzip_0                                                                                                               
 2020-10    ,4.90447E+11,qualimap_multi_bamqc,2.2.2d                                                      
 2020-10    ,4.84178E+11,gtftobed12,357
 2020-10    ,4.69677E+11,keras_model_builder,0.5.0                                                   
 2020-10    ,4.63063E+11,picard_CleanSam,2.18.2.1                                                                   
 2020-10    ,4.59673E+11,picard_AddOrReplaceReadGroups,2.7.1.0                                                      
 2020-10    ,4.58815E+11, Show tail1                                                                                                                             , Show tail1                                                                                                                             
 2020-10    ,4.51506E+11,Interval2Maf1,1.0.1                                                                      
 2020-10    ,4.49728E+11, CONVERTER_interval_to_bigwig_0                                                                                                         , CONVERTER_interval_to_bigwig_0                                                                                                         
 2020-10    ,4.47393E+11, Remove beginning1                                                                                                                      , Remove beginning1                                                                                                                      
 2020-10    ,4.46074E+11,EMBOSS: newcpgreport57,5.0.0.1                                                           
 2020-10    ,4.38515E+11,cca1,1.0.0                                                         
 2020-10    ,4.34592E+11,tp_multijoin_tool,1.1.1                                                         
 2020-10    ,4.31758E+11,picard_ReorderSam,2.18.2.1                                                                 
 2020-10    ,4.19783E+11,fgsea,1.8.0+galaxy1                                                                             
 2020-10    ,4.15327E+11,anndata_import,0.6.22.post1+galaxy4                                                    
 2020-10    ,4.11306E+11, CONVERTER_bed_to_fli_0                                                                                                                 , CONVERTER_bed_to_fli_0                                                                                                                 
 2020-10    ,4.06566E+11,maf_stats1,1.0.1                                                                            
 2020-10    ,4.05514E+11,mothur_phylotype,1.39.5.0                                                            
 2020-10    ,4.02424E+11,cat_summarise,5.0.3.0                                                                   
 2020-10    ,4.02157E+11,trinity_run_de_analysis,2.9.1                                                 
 2020-10    ,3.89572E+11,sklearn_model_fit,1.0.8.2                                                     
 2020-10    ,3.85202E+11,tabular_to_fastq,1.1.1                                                           
 2020-10    ,3.82919E+11,snpEff_databases,4.3+T.galaxy1                                                                 
 2020-10    ,3.81022E+11,vcfgeno2haplo,1.0.0_rc3+galaxy0                                                     
 2020-10    ,3.80667E+11,mothur_libshuff,1.39.5.0                                                              
 2020-10    ,3.78437E+11,model_prediction,1.0.8.2                                                       
 2020-10    ,3.77008E+11,sklearn_numeric_clustering,1.0.8.2                                   
 2020-10    ,3.74332E+11,featurecounts,1.4.6.p5                                                                  
 2020-10    ,3.70554E+11,gatk_depth_of_coverage,0.0.2                                                    
 2020-10    ,3.62724E+11,rseqc_tin,2.6.4.1                                                                            
 2020-10    ,3.61832E+11, Filter1                                                                                                                                , Filter1                                                                                                                                
 2020-10    ,3.58621E+11,gprofiler_gost,0.1.7+galaxy11                                                          
 2020-10    ,3.54553E+11,fasta_filter_by_length,1.2
 2020-10    ,3.53709E+11,gprofiler_snpense,0.1.7+galaxy11                                                    
 2020-10    ,3.40355E+11,snpEff_databases,4.3+T.galaxy2                                                                 
 2020-10    ,3.38229E+11,multiqc,1.7.1                                                                                 
 2020-10    ,3.37184E+11,sklearn_numeric_clustering,1.0.8.1                                   
 2020-10    ,3.28924E+11,deeptools_plot_heatmap,3.3.0.0.1                                         
 2020-10    ,3.1308E+11,bcftools_concat,1.1
 2020-10    ,3.11488E+11,fastqc,0.67
 2020-10    ,3.07024E+11,intervene_pairwise,0.6.4                                                                    
 2020-10    ,3.04147E+11,raceid_inspectclusters,3.1
 2020-10    ,3.01131E+11,snpSift_int,4.3+t.galaxy0                                                                     
 2020-10    ,2.9985E+11,pygenomeTracks,3.5
 2020-10    ,2.99378E+11,picard_QualityScoreDistribution,2.18.2.1                                                   
 2020-10    ,2.98168E+11,bcftools_query_list_samples,1.1
 2020-10    ,2.93592E+11,multiqc,1.6
 2020-10    ,2.91842E+11,crossmap_bed,0.3.7                                                                       
 2020-10    ,2.91775E+11,fsd_beforevsafter,1.0.2                                               
 2020-10    ,2.90654E+11,picard_BedToIntervalList,2.18.2.1                                                          
 2020-10    ,2.89623E+11,khmer_abundance_distribution_single,3.0.0a3+galaxy1               
 2020-10    ,2.79427E+11,EMBOSS: helixturnhelix43,5.0.0.1                                                         
 2020-10    ,2.79017E+11,edger,3.20.7.2                                                                                  
 2020-10    ,2.7614E+11,bedtools_multiintersectbed,2.27.0.0                                                          
 2020-10    ,2.75416E+11,crossmap_gff,0.3.7+galaxy1                                                               
 2020-10    ,2.72752E+11,multiqc,1.3.1                                                                                 
 2020-10    ,2.65076E+11, CONVERTER_fasta_to_2bit                                                                                                                , CONVERTER_fasta_to_2bit                                                                                                                
 2020-10    ,2.63718E+11,anndata_inspect,0.6.22.post1+galaxy4                                                  
 2020-10    ,2.62634E+11,socru,2.1.7                                                                                     
 2020-10    ,2.59704E+11,gatk_analyze_covariates,0.0.5                                                  
 2020-10    ,2.58024E+11,EMBOSS: infoseq46,5.0.0                                                                  
 2020-10    ,2.55819E+11,EMBOSS: prettyplot79,5.0.0.1                                                             
 2020-10    ,2.47056E+11,plotly_regression_performance_plots,0.1
 2020-10    ,2.45376E+11, modENCODEfly                                                                                                                           , modENCODEfly                                                                                                                           
 2020-10    ,2.44879E+11,mothur_remove_seqs,1.39.5.0                                                        
 2020-10    ,2.4375E+11,mothur_merge_files,1.39.5.0                                                        
 2020-10    ,2.4366E+11,snpSift_dbnsfp,4.3.0                                                                   
 2020-10    ,2.43366E+11,taxonomy_krona_chart,2.7.1                                                      
 2020-10    ,2.43158E+11, flymine                                                                                                                                , flymine                                                                                                                                
 2020-10    ,2.40574E+11,tp_replace_in_column,1.1.3                                                      
 2020-10    ,2.39917E+11, CONVERTER_gff_to_bgzip_0                                                                                                               , CONVERTER_gff_to_bgzip_0                                                                                                               
