  date   |                                                                tool_id                                                                 | num_jobs | num_users 
 2020-04 | maf_stats1                                                                                                                             |        3 |         1
 2020-04 | mergeCols1                                                                                                                             |      320 |        30
 2020-04 | modENCODEfly                                                                                                                           |        2 |         0
 2020-04 | modENCODEworm                                                                                                                          |        1 |         0
 2020-04 | param_value_from_file                                                                                                                  |     1326 |         2
 2020-04 | qual_stats_boxplot                                                                                                                     |       93 |         9
 2020-04 | random_lines1                                                                                                                          |       28 |        12
 2020-04 | sort1                                                                                                                                  |     1036 |       343
 2020-04 | tabular_to_csv                                                                                                                         |      325 |       107
 2020-04 | tabular_to_dbnsfp                                                                                                                      |       10 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_bamtobed/0.1.0                                                             |       80 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_bedgraph/0.1.0                                           |       79 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/GenotypeSTR/2.0.0                                                          |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/PEsortedSAM2readprofile/1.1.0                                              |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0                                                     |        7 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/combineproballelecom/2.0.0                                                 |        5 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/fetchflank/1.0.0                                                           |       23 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/heteroprob/2.0.0                                                           |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0                                                       |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0                                                       |       34 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatpurity/1.0.0                                                       |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/readdepth2seqdepth/1.0.0                                                   |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/space2underscore_readname/1.0.0                                            |        6 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.3.3                                                                         |      136 |        30
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/augustus_training/augustus_training/3.3.3                                                       |       33 |        10
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.5.0.0                                             |       19 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/3.1.2.0.0                                           |       18 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/3.3.0.0.0                                           |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/3.3.2.0.0                                           |      565 |        93
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0                                           |       29 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/3.1.2.0.0                                         |      176 |        10
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/3.3.0.0.0                                         |      208 |        12
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/3.3.2.0.0                                         |     3300 |       246
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/3.3.2.0.0                           |       39 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.5.0.0                                       |        2 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/3.1.2.0.0                                     |        8 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/3.3.0.0.0                                     |        7 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/3.3.2.0.0                                     |      279 |        47
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/3.3.2.0.0                                   |       72 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0                                       |        9 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0                                       |      118 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/3.1.2.0.0                                     |       77 |        10
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/3.3.0.0.0                                     |      249 |        15
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/3.3.2.0.0                                     |     2389 |       175
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/3.3.2.0.0                                   |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0                                 |       18 |         8
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/3.3.0.0.0                               |        2 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/3.3.2.0.0                               |      319 |        95
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.5.0.0                           |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/3.1.2.0.0                         |       13 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/3.3.0.0.0                         |       11 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/3.3.2.0.0                         |      148 |        32
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0                                   |       17 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.1.2.0.0                                 |       24 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.3.0.0.0                                 |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.3.2.0.0                                 |      470 |       103
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/3.3.2.0.0                                       |       29 |        11
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/3.3.2.0.0                                   |       22 |        13
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0                                   |       16 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/3.3.0.0.0                                 |        2 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/3.3.2.0.0                                 |      314 |        71
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0                                           |       11 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.1.2.0.1                                         |        3 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.0.0.1                                         |      358 |        15
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.2.0.1                                         |     2404 |       155
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/3.3.2.0.0                                                 |      115 |        31
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0                                           |        7 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.1.2.0.0                                         |       76 |         5
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.3.0.0.0                                         |       54 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.3.2.0.0                                         |     1177 |        64
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24.1                                                                     |        7 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.9.29.0                                                                     |      365 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.8.24                                                                |        7 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.9.29                                                                |       33 |        13
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_view/0.9.29                                                                  |       30 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.10.0                                                                        |      238 |        46
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.6.6.4                                                                       |        2 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/find_subsequences/bg_find_subsequences/0.2                                                      |       40 |        11
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/keras_batch_models/keras_batch_models/0.5.0                                                     |       12 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_builder/keras_model_builder/0.5.0                                                   |       16 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_config/keras_model_config/0.5.0                                                     |       12 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/ml_visualization_ex/ml_visualization_ex/1.0.8.2                                                 |       41 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/model_prediction/model_prediction/1.0.8.2                                                       |        8 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/plotly_ml_performance_plots/plotly_ml_performance_plots/0.2                                     |       20 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/plotly_parallel_coordinates_plot/plotly_parallel_coordinates_plot/0.2                           |       19 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/plotly_regression_performance_plots/plotly_regression_performance_plots/0.1                     |        4 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/repeat_masker/repeatmasker_wrapper/4.0.7+galaxy2                                                |       26 |         9
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/replace_column_by_key_value_file/replace_column_with_key_value_file/0.2                         |       22 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.10.1.1                                                                      |      211 |        24
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.11.2                                                                            |       27 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.14.1.2                                                                          |     2145 |        90
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2                                                                             |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_build_pipeline/sklearn_build_pipeline/1.0.8.2                                           |       73 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_clf_metrics/sklearn_clf_metrics/1.0.8.2                                                 |       80 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_data_preprocess/sklearn_data_preprocess/1.0.8.2                                         |       27 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_discriminant_classifier/sklearn_discriminant_classifier/1.0.8.2                         |       24 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_ensemble/sklearn_ensemble/1.0.8.2                                                       |       48 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_estimator_attributes/sklearn_estimator_attributes/1.0.8.2                               |       36 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_feature_selection/sklearn_feature_selection/1.0.8.2                                     |       40 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_fitted_model_eval/sklearn_fitted_model_eval/1.0.8.2                                     |        8 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_generalized_linear/sklearn_generalized_linear/1.0.8.2                                   |       64 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_fit/sklearn_model_fit/1.0.8.2                                                     |        8 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_validation/sklearn_model_validation/1.0.8.2                                       |       20 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_nn_classifier/sklearn_nn_classifier/1.0.8.2                                             |       26 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_numeric_clustering/sklearn_numeric_clustering/1.0.8.1                                   |       97 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_pairwise_metrics/sklearn_pairwise_metrics/1.0.8.2                                       |       27 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_regression_metrics/sklearn_regression_metrics/1.0.8.2                                   |       11 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_sample_generator/sklearn_sample_generator/1.0.8.2                                       |       54 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_searchcv/sklearn_searchcv/1.0.8.2                                                       |       82 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_stacking_ensemble_models/sklearn_stacking_ensemble_models/1.0.8.1                       |       12 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_svm_classifier/sklearn_svm_classifier/1.0.8.2                                           |       27 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_eval/sklearn_train_test_eval/1.0.8.2                                         |       12 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_split/sklearn_train_test_split/1.0.8.2                                       |       17 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/split_file_to_collection/split_file_to_collection/0.4.0                                         |      128 |        18
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.1                                                               |      150 |        24
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0                                                                    |      706 |       137
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0                                                               |       16 |         9
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.1.0                                                               |     2154 |       385
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.1                                                          |      130 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.2                                                          |      500 |        73
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/1.1.1                                                       |        3 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/1.1.3                                                       |      417 |        56
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool/1.1.0                                                              |        2 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool/1.1.1                                                              |      267 |        51
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0                                                              |     1056 |       141
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_multijoin_tool/1.1.1                                                         |      222 |        50
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.1.3                                                      |      513 |        79
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.1.2                                                        |      142 |        34
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.1                                                               |     2110 |        20
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0                                                       |        9 |         5
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0                                                       |      696 |         5
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.1                                                       |      947 |       255
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.1.0                                                              |        8 |         5
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.1.0                                                            |      244 |        55
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/1.1.0                                                                    |        9 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0                                                              |      172 |        73
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_text_file_with_recurring_lines/1.1.0                                         |       10 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.1                                                     |       41 |        11
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.1.1                                                              |      233 |        23
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.4.3.1                                                                 |      276 |        11
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.3                                                                   |     2575 |       313
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1                                                              |        2 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.2                                                              |       80 |        23
 2020-04 | toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2                                               |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.4                                               |      158 |        30
 2020-04 | toolshed.g2.bx.psu.edu/repos/boris/filter_on_md/MDtag_filter/1.0.2                                                                     |       33 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1                                                                     |        6 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/boris/hetbox/hetbox/1.0                                                                                   |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1                                                                 |        8 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/crs4/exomedepth/exomedepth/1.1.0                                                                          |       13 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.13                                                                                   |        9 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.14.5                                                                                 |     2640 |       161
 2020-04 | toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.0.0                                                      |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.6.1.1                                                    |      189 |        46
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5                                                  |       10 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0                                                   |        8 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0                                                                         |       31 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0.1                                                                       |      378 |       140
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.1                                                                           |        7 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2                                                                           |        7 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.4.0                                                                           |       22 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.4.0.0                                                                         |      632 |        76
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.1                                                                   |       52 |        32
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2                                                                   |        5 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1                                                                   |     2177 |       228
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamSplit/2.4.0                                                                     |       10 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamtools_split/2.4.0                                                               |       37 |        15
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0                                                            |      238 |        11
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/best_regression_subsets/BestSubsetsRegression1/1.0.0                                              |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2                                                                               |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3                                                                               |       12 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4                                                                               |       20 |         5
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6                                                                             |        3 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2                                                                           |      251 |        14
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2                                                                           |       18 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.1                                                                           |        8 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.2                                                                           |      256 |        25
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.3+galaxy0                                                                   |    11413 |      1024
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper/1.1.2                                                              |      171 |        10
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper/1.2.0                                                              |     1498 |        96
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1                                                                                       |        2 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.4.2                                                                                     |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1                                                                                  |      125 |        22
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1                                                                                  |       14 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.17.4                                                                                  |     1980 |       326
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1                                                                                   |      251 |        39
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2                                                                                 |        5 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.12.1                                                                              |       27 |         6
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1                                                                              |        2 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1                                                                              |     6172 |       716
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3                                                                    |      250 |        58
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/canonical_correlation_analysis/cca1/1.0.0                                                         |        7 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cd_hit_dup/cd_hit_dup/0.0.1                                                                       |      168 |         9
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1                                                                             |        1 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/2.1                                                                             |      907 |       128
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0                                                                      |       18 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0                                                                  |       22 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.2.0                                                                  |      977 |       124
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0                                                                |       11 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/concat/gops_concat_1/1.0.1                                                                        |        7 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/correlation/cor2/1.0.0                                                                            |        9 |         5
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/count_covariates/gatk_count_covariates/0.0.5                                                      |        9 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/count_gff_features/count_gff_features/0.2                                                         |       31 |         7
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0                                                                    |      210 |         3
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.0                                                                   |       29 |        12
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.1                                                                   |       54 |        25
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7                                                                           |       21 |         4
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1                                                                         |        6 |         1
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2                                                                         |        4 |         2
 2020-04 | toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.3                                                                         |       50 |        18
